"Site recode"	"Site Description"	"Histology"	"Histology Description"	"Histology/Behavior"	"Histology/Behavior Description"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9673/3"	"Mantle cell lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9675/3"	"ML, mixed sm. and lg. cell, diffuse"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9680/3"	"ML, large B-cell, diffuse"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9684/3"	"ML, large B-cell, diffuse, immunoblastic, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9687/3"	"Burkitt lymphoma, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9688/3"	"T-cell histiocyte rich large B-cell lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9690/3"	"Follicular lymphoma, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9691/3"	"Follicular lymphoma, grade 2"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9695/3"	"Follicular lymphoma, grade 1"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9698/3"	"Follicular lymphoma, grade 3"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9699/3"	"Marginal zone B-cell lymphoma, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"970"	"T-CELL LYMPHOMAS"	"9701/3"	"Sezary syndrome"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"970"	"T-CELL LYMPHOMAS"	"9702/3"	"Mature T-cell lymphoma, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"970"	"T-CELL LYMPHOMAS"	"9705/3"	"Angioimmunoblastic T-cell lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9712/3"	"Intravascular large B-cell lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9714/3"	"Anaplastic large cell lymphoma, T-cell and Null cell type"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9719/3"	"NK/T-cell lymphoma, nasal and nasal-type"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9724/3"	"SystemicEBV pos. T-cell lymphoproliferative disease of childhood"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9727/3"	"Precursor cell lymphoblastic lymphoma, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9728/3"	"Precursor B-cell lymphoblastic lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9729/3"	"Precursor T-cell lymphoblastic lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"973"	"PLASMA CELL TUMORS"	"9731/3"	"Plasmacytoma, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"973"	"PLASMA CELL TUMORS"	"9734/3"	"Plasmacytoma, extramedullary"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"973"	"PLASMA CELL TUMORS"	"9735/3"	"Plasmablastic lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"973"	"PLASMA CELL TUMORS"	"9737/3"	"ALK positive large B-cell lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"973"	"PLASMA CELL TUMORS"	"9738/3"	"Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9750/3"	"Malignant histiocytosis"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9751/3"	"Langerhans cell histiocytosis, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9754/3"	"Langerhans cell histiocytosis, disseminated"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9755/3"	"Histiocytic sarcoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9756/3"	"Langerhans cell sarcoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9757/3"	"Interdigitating dendritic cell sarcoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9758/3"	"Follicular dendritic cell sarcoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9759/3"	"Fibroblastic reticular cell tumor"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9811/3"	"B lymphoblastic leukemia/lymphoma, NOS"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9812/3"	"Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9813/3"	"Leukemia/lymphoma with t(v;11q23);MLL rearranged"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9814/3"	"Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9815/3"	"B lymphoblastic leukemia/lymphoma with hyperdiploidy"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9816/3"	"Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9817/3"	"B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9818/3"	"Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"982"	"LYMPHOID LEUKEMIA, NOS"	"9823/3"	"Chronic lymphocytic leukemia/small lymphocytic lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9831/3"	"T-cell large granular lymphocytic leukemia"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9837/3"	"T lymphoblastic leukemia/lymphoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"993"	"MYELOID SARCOMA"	"9930/3"	"Myeloid sarcoma"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9965/3"	"Myeloid and lymphoid neoplasms with PDGFRB rearrangement"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9967/3"	"Myeloid and lymphoid neoplasm with FGFR1 abnormalities"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9971/3"	"Polymorphic PTLD"
"C710-C714, C717-C719, C720-C725"	"BRAIN, & CRANIAL NERVES, & SPINAL CORD, (EXCL. VENTRICLE, CEREBELLUM)"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9975/3"	"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
"C715"	"VENTRICLE"	"800"	"NEOPLASM"	"8000/0"	"Neoplasm, benign"
"C715"	"VENTRICLE"	"800"	"NEOPLASM"	"8000/1"	"Neoplasm, uncertain whether benign or malignant"
"C715"	"VENTRICLE"	"800"	"NEOPLASM"	"8000/3"	"Neoplasm, malignant"
"C715"	"VENTRICLE"	"800"	"NEOPLASM"	"8001/0"	"Tumor cells, benign"
"C715"	"VENTRICLE"	"800"	"NEOPLASM"	"8001/1"	"Tumor cells, uncertain whether benign or malignant"
"C715"	"VENTRICLE"	"800"	"NEOPLASM"	"8001/3"	"Tumor cells, malignant"
"C715"	"VENTRICLE"	"800"	"NEOPLASM"	"8005/3"	"Malignant tumor, clear cell type"
"C715"	"VENTRICLE"	"908"	"TERATOMA"	"9085/3"	"Mixed germ cell tumor"
"C715"	"VENTRICLE"	"937"	"CHORDOMA"	"9370/3"	"Chordoma, NOS"
"C715"	"VENTRICLE"	"937"	"CHORDOMA"	"9371/3"	"Chondroid chordoma"
"C715"	"VENTRICLE"	"937"	"CHORDOMA"	"9372/3"	"Dedifferentiated chordoma"
"C715"	"VENTRICLE"	"938"	"GLIOMA"	"9380/3"	"Glioma, malignant"
"C715"	"VENTRICLE"	"938"	"GLIOMA"	"9381/3"	"Gliomatosis cerebri"
"C715"	"VENTRICLE"	"938"	"GLIOMA"	"9382/3"	"Mixed glioma"
"C715"	"VENTRICLE"	"938"	"GLIOMA"	"9383/1"	"Subependymoma"
"C715"	"VENTRICLE"	"938"	"GLIOMA"	"9384/1"	"Supependymal giant cell astrocytoma"
"C715"	"VENTRICLE"	"938"	"GLIOMA"	"9385/3"	"Diffuse midline glioma, H3 K27M-mutant"
"C715"	"VENTRICLE"	"939"	"EPENDYMOMA, NOS"	"9390/0"	"Choroid plexus papilloma, NOS"
"C715"	"VENTRICLE"	"939"	"EPENDYMOMA, NOS"	"9390/1"	"Atypical choroid plexus papilloma"
"C715"	"VENTRICLE"	"939"	"EPENDYMOMA, NOS"	"9390/3"	"Choroid plexus papilloma, malignant"
"C715"	"VENTRICLE"	"939"	"EPENDYMOMA, NOS"	"9391/3"	"Ependymoma, NOS"
"C715"	"VENTRICLE"	"939"	"EPENDYMOMA, NOS"	"9392/3"	"Ependymoma, anaplastic"
"C715"	"VENTRICLE"	"939"	"EPENDYMOMA, NOS"	"9393/3"	"Papillary ependymoma"
"C715"	"VENTRICLE"	"939"	"EPENDYMOMA, NOS"	"9396/3"	"Ependymoma, RELA fusion-positive"
"C715"	"VENTRICLE"	"940"	"ASTROCYTOMA, NOS"	"9400/3"	"Astrocytoma, NOS"
"C715"	"VENTRICLE"	"940"	"ASTROCYTOMA, NOS"	"9401/3"	"Astrocytoma, anaplastic"
"C715"	"VENTRICLE"	"941"	"PROTOPLASMIC ASTROCYTOMA"	"9410/3"	"Protoplasmic astrocytoma"
"C715"	"VENTRICLE"	"941"	"PROTOPLASMIC ASTROCYTOMA"	"9411/3"	"Gemistocytic astrocytoma"
"C715"	"VENTRICLE"	"942"	"FIBRILLARY ASTROCYTOMA"	"9420/3"	"Fibrillary astrocytoma"
"C715"	"VENTRICLE"	"942"	"FIBRILLARY ASTROCYTOMA"	"9421/1"	"Pilocytic astrocytoma"
"C715"	"VENTRICLE"	"942"	"FIBRILLARY ASTROCYTOMA"	"9421/3"	"Pilocytic astrocytoma"
"C715"	"VENTRICLE"	"942"	"FIBRILLARY ASTROCYTOMA"	"9423/3"	"Polar spongioblastoma"
"C715"	"VENTRICLE"	"942"	"FIBRILLARY ASTROCYTOMA"	"9424/3"	"Pleomorphic xanthoastrocytoma"
"C715"	"VENTRICLE"	"942"	"FIBRILLARY ASTROCYTOMA"	"9425/3"	"Pilomyxoid astrocytoma"
"C715"	"VENTRICLE"	"943"	"ASTROBLASTOMA"	"9430/3"	"Astroblastoma"
"C715"	"VENTRICLE"	"943"	"ASTROBLASTOMA"	"9431/1"	"Angiocentric glioma"
"C715"	"VENTRICLE"	"944"	"GLIOBLASTOMA, NOS"	"9440/3"	"Glioblastoma, NOS"
"C715"	"VENTRICLE"	"944"	"GLIOBLASTOMA, NOS"	"9441/3"	"Giant cell glioblastoma"
"C715"	"VENTRICLE"	"944"	"GLIOBLASTOMA, NOS"	"9442/3"	"Gliosarcoma"
"C715"	"VENTRICLE"	"944"	"GLIOBLASTOMA, NOS"	"9444/1"	"Chordoid glioma"
"C715"	"VENTRICLE"	"944"	"GLIOBLASTOMA, NOS"	"9445/3"	"Glioblastoma, IDH-mutant"
"C715"	"VENTRICLE"	"945"	"OLIGODENDROGLIOMA, NOS"	"9450/3"	"Oligodendroglioma, NOS"
"C715"	"VENTRICLE"	"945"	"OLIGODENDROGLIOMA, NOS"	"9451/3"	"Oligodendroglioma, anaplastic"
"C715"	"VENTRICLE"	"947"	"MEDULLOBLASTOMA, NOS"	"9473/3"	"Primitive neuroectodermal tumor"
"C715"	"VENTRICLE"	"947"	"MEDULLOBLASTOMA, NOS"	"9475/3"	"Medulloblastoma, WNT-activated"
"C715"	"VENTRICLE"	"947"	"MEDULLOBLASTOMA, NOS"	"9476/3"	"Medulloblastoma, SHH-activated and TP53-mutant"
"C715"	"VENTRICLE"	"947"	"MEDULLOBLASTOMA, NOS"	"9477/3"	"Medulloblastoma, non-WNT/non-SHH"
"C715"	"VENTRICLE"	"947"	"MEDULLOBLASTOMA, NOS"	"9478/3"	"Embryonal tumor with multilayered rosettes, NOS"
"C715"	"VENTRICLE"	"949"	"GANGLIONEUROBLASTOMA"	"9490/0"	"Ganglioneuroma"
"C715"	"VENTRICLE"	"949"	"GANGLIONEUROBLASTOMA"	"9490/3"	"Ganglioneuroblastoma"
"C715"	"VENTRICLE"	"949"	"GANGLIONEUROBLASTOMA"	"9492/0"	"Gangliocytoma"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9500/3"	"Neuroblastoma, NOS"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9501/3"	"Medulloepithelioma, NOS"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9502/3"	"Teratoid medulloepithelioma"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9503/3"	"Neuroepithelioma, NOS"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9505/1"	"Ganglioglioma, NOS"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9505/3"	"Ganglioglioma, anaplastic"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9506/1"	"Centrol neurocytoma"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9508/3"	"Atypical teratoid/rhabdoid tumor"
"C715"	"VENTRICLE"	"950"	"NEUROBLASTOMA, NOS"	"9509/1"	"Papillary glioneuronal tumor"
"C715"	"VENTRICLE"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9590/3"	"Malignant lymphoma, NOS"
"C715"	"VENTRICLE"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9591/3"	"Malignant lymphoma, non-Hodgkin"
"C715"	"VENTRICLE"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9596/3"	"Composite Hodgkin and non-Hodgkin lymphoma"
"C715"	"VENTRICLE"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9670/3"	"ML, small B lymphocytic, NOS"
"C715"	"VENTRICLE"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9671/3"	"ML, lymphoplasmacytic"
"C715"	"VENTRICLE"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9673/3"	"Mantle cell lymphoma"
"C715"	"VENTRICLE"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9675/3"	"ML, mixed sm. and lg. cell, diffuse"
"C715"	"VENTRICLE"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9680/3"	"ML, large B-cell, diffuse"
"C715"	"VENTRICLE"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9684/3"	"ML, large B-cell, diffuse, immunoblastic, NOS"
"C715"	"VENTRICLE"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9687/3"	"Burkitt lymphoma, NOS"
"C715"	"VENTRICLE"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9688/3"	"T-cell histiocyte rich large B-cell lymphoma"
"C715"	"VENTRICLE"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9690/3"	"Follicular lymphoma, NOS"
"C715"	"VENTRICLE"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9691/3"	"Follicular lymphoma, grade 2"
"C715"	"VENTRICLE"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9695/3"	"Follicular lymphoma, grade 1"
"C715"	"VENTRICLE"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9698/3"	"Follicular lymphoma, grade 3"
"C715"	"VENTRICLE"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9699/3"	"Marginal zone B-cell lymphoma, NOS"
"C715"	"VENTRICLE"	"970"	"T-CELL LYMPHOMAS"	"9701/3"	"Sezary syndrome"
"C715"	"VENTRICLE"	"970"	"T-CELL LYMPHOMAS"	"9702/3"	"Mature T-cell lymphoma, NOS"
"C715"	"VENTRICLE"	"970"	"T-CELL LYMPHOMAS"	"9705/3"	"Angioimmunoblastic T-cell lymphoma"
"C715"	"VENTRICLE"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9712/3"	"Intravascular large B-cell lymphoma"
"C715"	"VENTRICLE"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9714/3"	"Anaplastic large cell lymphoma, T-cell and Null cell type"
"C715"	"VENTRICLE"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9719/3"	"NK/T-cell lymphoma, nasal and nasal-type"
"C715"	"VENTRICLE"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9724/3"	"SystemicEBV pos. T-cell lymphoproliferative disease of childhood"
"C715"	"VENTRICLE"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9727/3"	"Precursor cell lymphoblastic lymphoma, NOS"
"C715"	"VENTRICLE"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9728/3"	"Precursor B-cell lymphoblastic lymphoma"
"C715"	"VENTRICLE"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9729/3"	"Precursor T-cell lymphoblastic lymphoma"
"C715"	"VENTRICLE"	"973"	"PLASMA CELL TUMORS"	"9731/3"	"Plasmacytoma, NOS"
"C715"	"VENTRICLE"	"973"	"PLASMA CELL TUMORS"	"9734/3"	"Plasmacytoma, extramedullary"
"C715"	"VENTRICLE"	"973"	"PLASMA CELL TUMORS"	"9735/3"	"Plasmablastic lymphoma"
"C715"	"VENTRICLE"	"973"	"PLASMA CELL TUMORS"	"9737/3"	"ALK positive large B-cell lymphoma"
"C715"	"VENTRICLE"	"973"	"PLASMA CELL TUMORS"	"9738/3"	"Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ"
"C715"	"VENTRICLE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9750/3"	"Malignant histiocytosis"
"C715"	"VENTRICLE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9751/3"	"Langerhans cell histiocytosis, NOS"
"C715"	"VENTRICLE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9754/3"	"Langerhans cell histiocytosis, disseminated"
"C715"	"VENTRICLE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9755/3"	"Histiocytic sarcoma"
"C715"	"VENTRICLE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9756/3"	"Langerhans cell sarcoma"
"C715"	"VENTRICLE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9757/3"	"Interdigitating dendritic cell sarcoma"
"C715"	"VENTRICLE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9758/3"	"Follicular dendritic cell sarcoma"
"C715"	"VENTRICLE"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9759/3"	"Fibroblastic reticular cell tumor"
"C715"	"VENTRICLE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9811/3"	"B lymphoblastic leukemia/lymphoma, NOS"
"C715"	"VENTRICLE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9812/3"	"Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1"
"C715"	"VENTRICLE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9813/3"	"Leukemia/lymphoma with t(v;11q23);MLL rearranged"
"C715"	"VENTRICLE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9814/3"	"Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)"
"C715"	"VENTRICLE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9815/3"	"B lymphoblastic leukemia/lymphoma with hyperdiploidy"
"C715"	"VENTRICLE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9816/3"	"Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)"
"C715"	"VENTRICLE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9817/3"	"B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH"
"C715"	"VENTRICLE"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9818/3"	"Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)"
"C715"	"VENTRICLE"	"982"	"LYMPHOID LEUKEMIA, NOS"	"9823/3"	"Chronic lymphocytic leukemia/small lymphocytic lymphoma"
"C715"	"VENTRICLE"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9831/3"	"T-cell large granular lymphocytic leukemia"
