"code"	"str"	"relationship_id"	"snomed_id"	"snomed_code"	"snomed_name"	"precedence"
"8780/3"	"Blue nevus, malignant"	"Maps to"	"4284099"	"67159000"	"Blue nevus, malignant"	
"8771/3"	"Epithelioid cell melanoma"	"Maps to"	"4290619"	"37138001"	"Epithelioid cell melanoma"	
"9081/3"	"Teratocarcinoma"	"Maps to"	"4284401"	"67830002"	"Teratocarcinoma"	
"9670/3"	"Malignant lymphoma, small B lymphocytic, NOS"	"Maps to"	"4275425"	"64575004"	"Malignant lymphoma, small lymphocytic"	
"8460/3"	"Papillary serous cystadenocarcinoma"	"Maps to"	"4234558"	"90282004"	"Papillary serous cystadenocarcinoma"	
"9000/1"	"Brenner tumor, borderline malignancy"	"Maps to"	"4234377"	"89996007"	"Brenner tumor, borderline malignancy"	
"8803/3"	"Small cell sarcoma"	"Maps to"	"4249150"	"73506006"	"Small cell sarcoma"	
"8040/1"	"Tumorlet, NOS"	"Maps to"	"4247646"	"72938002"	"Tumorlet"	
"8630/0"	"Androblastoma, benign"	"Maps to"	"4221707"	"83802009"	"Androblastoma, benign"	
"9220/1"	"Chondromatosis, NOS"	"Maps to"	"4222311"	"83944004"	"Chondromatosis"	
"8315/3"	"Glycogen-rich carcinoma"	"Maps to"	"4253228"	"74280008"	"Glycogen-rich carcinoma"	
"8824/1"	"Myofibromatosis"	"Maps to"	"4249896"	"73767002"	"Myofibromatosis"	
"8740/3"	"Malignant melanoma in junctional nevus"	"Maps to"	"4239536"	"915007"	"Malignant melanoma in junctional nevus"	
"8832/0"	"Dermatofibroma, NOS"	"Maps to"	"4216245"	"72079004"	"Dermatofibroma"	
"8390/0"	"Skin appendage adenoma"	"Maps to"	"4208106"	"55681005"	"Skin appendage adenoma"	
"8600/3"	"Thecoma, malignant"	"Maps to"	"4212475"	"57622002"	"Thecoma, malignant"	
"8210/0"	"Adenomatous polyp, NOS"	"Maps to"	"4219051"	"82375006"	"Adenomatous polyp"	
"9473/3"	"Primitive neuroectodermal tumor, NOS"	"Maps to"	"4219855"	"39781001"	"Primitive neuroectodermal tumor"	
"9490/0"	"Ganglioneuroma"	"Maps to"	"4207199"	"53801007"	"Ganglioneuroma"	
"9133/3"	"Epithelioid hemangioendothelioma, malignant"	"Maps to"	"4207381"	"54124005"	"Epithelioid hemangioendothelioma"	
"8722/3"	"Balloon cell melanoma"	"Maps to"	"4214981"	"39274007"	"Balloon cell melanoma"	
"8263/2"	"Adenocarcinoma in situ in tubulovillous adenoma"	"Maps to"	"4201431"	"51617009"	"Adenocarcinoma in situ in tubulovillous adenoma"	
"9040/0"	"Synovioma, benign"	"Maps to"	"4199002"	"5178002"	"Synovioma, benign"	
"9503/3"	"Neuroepithelioma, NOS"	"Maps to"	"4204691"	"55045006"	"Neuroepithelioma"	
"9664/3"	"Hodgkin lymphoma, nodular sclerosis, cellular phase"	"Maps to"	"4193008"	"39086001"	"Hodgkin lymphoma, nodular sclerosis, cellular phase"	
"8693/1"	"Extra-adrenal paraganglioma, NOS"	"Maps to"	"4202039"	"51747000"	"Extra-adrenal paraganglioma"	
"8623/1"	"Sex cord tumor with annular tubules"	"Maps to"	"4216552"	"72457004"	"Sex cord tumor with annular tubules"	
"8410/3"	"Sebaceous adenocarcinoma"	"Maps to"	"4182993"	"54734006"	"Sebaceous adenocarcinoma"	
"8121/0"	"Schneiderian papilloma, NOS"	"Maps to"	"4175617"	"50894008"	"Schneiderian papilloma"	
"8890/3"	"Leiomyosarcoma, NOS"	"Maps to"	"4201415"	"51549004"	"Leiomyosarcoma"	
"8550/0"	"Acinar cell adenoma"	"Maps to"	"4194522"	"79041005"	"Acinar cell adenoma"	
"9080/0"	"Teratoma, benign"	"Maps to"	"4175497"	"42717009"	"Teratoma, benign"	
"8051/0"	"Verrucous papilloma"	"Maps to"	"4170215"	"48218007"	"Verrucous papilloma"	
"8840/3"	"Myxosarcoma"	"Maps to"	"4151677"	"28351005"	"Myxosarcoma"	
"9930/3"	"Myeloid sarcoma"	"Maps to"	"4148718"	"35287006"	"Myeloid sarcoma"	
"9051/3"	"Fibrous mesothelioma, malignant"	"Maps to"	"4182528"	"54443001"	"Fibrous mesothelioma, malignant"	
"9665/3"	"Hodgkin lymphoma, nodular sclerosis, grade 1"	"Maps to"	"4166852"	"45572000"	"Hodgkin lymphoma, nodular sclerosis, grade 1"	
"8682/1"	"Parasympathetic paraganglioma"	"Maps to"	"4181435"	"52205002"	"Parasympathetic paraganglioma"	
"8814/3"	"Infantile fibrosarcoma"	"Maps to"	"4178132"	"52040006"	"Infantile fibrosarcoma"	
"8800/0"	"Soft tissue tumor, benign"	"Maps to"	"4165677"	"47623001"	"Soft tissue tumor, benign"	
"8090/1"	"Basal cell tumor"	"Maps to"	"4148464"	"30649006"	"Basal cell tumor"	
"9016/0"	"Giant fibroadenoma"	"Maps to"	"4147777"	"34882000"	"Giant fibroadenoma"	
"9712/3"	"Intravascular large B-cell lymphoma"	"Maps to"	"4161153"	"399648005"	"Intravascular large B-cell lymphoma"	
"8503/0"	"Intraductal papilloma"	"Maps to"	"4179640"	"5244003"	"Intraductal papilloma"	
"8530/3"	"Inflammatory carcinoma"	"Maps to"	"4139947"	"32968003"	"Inflammatory carcinoma"	
"9184/3"	"Osteosarcoma in Paget disease of bone"	"Maps to"	"4141130"	"33681003"	"Osteosarcoma in Paget's disease of bone"	
"8101/0"	"Trichofolliculoma"	"Maps to"	"4140836"	"33059009"	"Trichofolliculoma"	
"8450/0"	"Papillary cystadenoma, NOS"	"Maps to"	"4138229"	"32140001"	"Papillary cystadenoma"	
"8147/3"	"Basal cell adenocarcinoma"	"Maps to"	"4146684"	"34603009"	"Basal cell adenocarcinoma"	
"8857/0"	"Spindle cell lipoma"	"Maps to"	"4099165"	"27313007"	"Spindle cell lipoma"	
"8960/3"	"Nephroblastoma, NOS"	"Maps to"	"4096089"	"25081006"	"Nephroblastoma"	
"9270/3"	"Odontogenic tumor, malignant"	"Maps to"	"4098585"	"26888009"	"Odontogenic tumor, malignant"	
"8151/0"	"Insulinoma, NOS"	"Maps to"	"4102701"	"25324008"	"Insulinoma"	
"8262/3"	"Villous adenocarcinoma"	"Maps to"	"4102460"	"28558000"	"Villous adenocarcinoma"	
"9090/3"	"Struma ovarii, malignant"	"Maps to"	"4077888"	"18854008"	"Struma ovarii, malignant"	
"8080/2"	"Queyrat erythroplasia"	"Maps to"	"4080063"	"18348002"	"Queyrat's erythroplasia"	
"9472/3"	"Medullomyoblastoma"	"Maps to"	"4078469"	"24604009"	"Medullomyoblastoma"	
"8851/3"	"Liposarcoma, well differentiated"	"Maps to"	"4102790"	"28655007"	"Liposarcoma, well differentiated"	
"8580/3"	"Thymoma, malignant, NOS"	"Maps to"	"4049909"	"15949004"	"Thymoma, malignant"	
"8576/3"	"Hepatoid adenocarcinoma"	"Maps to"	"4030124"	"128706007"	"Hepatoid adenocarcinoma"	
"9582/0"	"Granular cell tumor of the sellar region"	"Maps to"	"4029039"	"128797009"	"Granular cell tumor of the sellar region"	
"9539/1"	"Atypical meningioma"	"Maps to"	"4029200"	"128914005"	"Atypical meningioma"	
"8720/3"	"Malignant melanoma, NOS"	"Maps to"	"4049499"	"2092003"	"Malignant melanoma"	
"9394/1"	"Myxopapillary ependymoma"	"Maps to"	"4037299"	"1623000"	"Myxopapillary ependymoma"	
"9506/1"	"Central neurocytoma"	"Maps to"	"4030272"	"128858006"	"Central neurocytoma"	
"9742/3"	"Mast cell leukemia"	"Maps to"	"4030287"	"128924002"	"Mast cell leukemia"	
"8083/3"	"Basaloid squamous cell carcinoma"	"Maps to"	"4029973"	"128634009"	"Basaloid squamous cell carcinoma"	
"8148/2"	"Glandular intraepithelial neoplasia, high grade"	"Maps to"	"4029976"	"128640002"	"Glandular intraepithelial neoplasia, grade III"	
"8254/3"	"Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous"	"Maps to"	"4029986"	"128661009"	"Bronchiolo-alveolar carcinoma, mixed mucinous and non-mucinous"	
"8318/3"	"Renal cell carcinoma, sarcomatoid"	"Maps to"	"4029987"	"128668003"	"Renal cell carcinoma, sarcomatoid"	
"8974/1"	"Sialoblastoma"	"Maps to"	"4029651"	"128764008"	"Sialoblastoma"	
"8443/0"	"Clear cell cystadenoma"	"Maps to"	"4029512"	"128687009"	"Clear cell cystadenoma"	
"8514/3"	"Duct carcinoma, desmoplastic type"	"Maps to"	"4029515"	"128699002"	"Duct carcinoma, desmoplastic type"	
"8826/0"	"Angiomyofibroblastoma"	"Maps to"	"4029523"	"128739005"	"Angiomyofibroblastoma"	
"8631/1"	"Sertoli-Leydig cell tumor of intermediate differentiation"	"Maps to"	"4029796"	"128905000"	"Sertoli-Leydig cell tumor of intermediate differentiation"	
"8392/0"	"Syringofibroadenoma"	"Maps to"	"4029010"	"128684002"	"Syringofibroadenoma"	
"8523/3"	"Infiltrating duct mixed with other types of carcinoma"	"Maps to"	"4029013"	"128700001"	"Infiltrating duct mixed with other types of carcinoma"	
"8574/3"	"Adenocarcinoma with neuroendocrine differentiation"	"Maps to"	"4029015"	"128704005"	"Adenocarcinoma with neuroendocrine differentiation"	
"8586/3"	"Thymic carcinoma, NOS"	"Maps to"	"4029017"	"128717008"	"Thymoma, type C"	
"9836/3"	"Precursor B-cell lymphoblastic leukemia"	"Maps to"	"4029662"	"128823009"	"Precursor B-cell lymphoblastic leukemia"	
"9961/3"	"Primary myelofibrosis"	"Maps to"	"4029668"	"128843003"	"Myelosclerosis with myeloid metaplasia"	
"8014/3"	"Large cell carcinoma with rhabdoid phenotype"	"Maps to"	"4029502"	"128629005"	"Large cell carcinoma with rhabdoid phenotype"	
"8097/3"	"Basal cell carcinoma, nodular"	"Maps to"	"4029503"	"128636006"	"Basal cell carcinoma, nodular"	
"8905/0"	"Genital rhabdomyoma"	"Maps to"	"4029527"	"128748000"	"Genital rhabdomyoma"	
"8912/3"	"Spindle cell rhabdomyosarcoma"	"Maps to"	"4029528"	"128749008"	"Spindle cell rhabdomyosarcoma"	
"8313/3"	"Clear cell adenocarcinofibroma"	"Maps to"	"4028853"	"128891002"	"Clear cell adenocarcinofibroma"	
"9728/3"	"Precursor B-cell lymphoblastic lymphoma"	"Maps to"	"4028705"	"128807009"	"Precursor B-cell lymphoblastic lymphoma"	
"9805/3"	"Acute biphenotypic leukemia"	"Maps to"	"4028711"	"128818009"	"Acute biphenotypic leukemia"	
"8272/3"	"Pituitary carcinoma, NOS"	"Maps to"	"4028542"	"128665000"	"Pituitary carcinoma"	
"8581/3"	"Thymoma, type A, malignant"	"Maps to"	"4028549"	"128708008"	"Thymoma, type A, malignant"	
"8090/3"	"Basal cell carcinoma, NOS"	"Maps to"	"4028320"	"1338007"	"Basal cell carcinoma"	
"9080/3"	"Teratoma, malignant, NOS"	"Maps to"	"4024302"	"19467007"	"Teratoma, malignant"	
"8452/3"	"Solid pseudopapillary carcinoma"	"Maps to"	"4019083"	"116061001"	"Solid pseudopapillary carcinoma"	
"8825/1"	"Myofibroblastic tumor, NOS"	"Maps to"	"4021373"	"116064009"	"Myofibroblastic tumor"	
"8074/3"	"Squamous cell carcinoma, spindle cell"	"Maps to"	"4009590"	"10288008"	"Squamous cell carcinoma, spindle cell"	
"9580/3"	"Granular cell tumor, malignant"	"Maps to"	"4027842"	"13238004"	"Granular cell tumor, malignant"	
"8480/6"	"Pseudomyxoma peritonei"	"Maps to"	"4012801"	"112679004"	"Pseudomyxoma peritonei"	
"8854/3"	"Pleomorphic liposarcoma"	"Maps to"	"4010104"	"112683004"	"Pleomorphic liposarcoma"	
"8660/0"	"Hilus cell tumor"	"Maps to"	"4015923"	"11506001"	"Hilus cell tumor"	
"9811/3"	"B lymphoblastic leukemia/lymphoma, NOS"	"Maps to"	"42872925"	"450920005"	"B lymphoblastic leukemia / lymphoma - category"	
"9450/3"	"Oligodendroglioma, NOS"	"Maps to"	"40482323"	"443565000"	"Oligodendroglioma - category"	
"8001/3"	"Tumor cells, malignant"	"Maps to"	"4312326"	"86049000"	"Tumor cells, malignant"	
"9220/3"	"Chondrosarcoma, NOS"	"Maps to"	"40481903"	"443489009"	"Chondrosarcoma - category "	
"8211/0"	"Tubular adenoma, NOS"	"Maps to"	"40483719"	"443897009"	"Tubular adenoma - category"	
"9570/0"	"Neuroma, NOS"	"Maps to"	"40483285"	"443818003"	"Neuroma - category "	
"8881/0"	"Lipoblastomatosis"	"Maps to"	"4272185"	"63629005"	"Lipoblastoma AND/OR lipoblastomatosis "	
"8936/1"	"Gastrointestinal stromal tumor, NOS"	"Maps to"	"4305994"	"418893000"	"Gastrointestinal stromal tumor - category "	
"9971/3"	"Polymorphic post transplant lymphoproliferative disorder"	"Maps to"	"4264449"	"397351004"	"Post-transplant lymphoproliferative disorder, polymorphic "	
"9920/3"	"Therapy related myeloid neoplasm"	"Maps to"	"4212320"	"414792005"	"Myeloid neoplasm "	
"8959/3"	"Malignant cystic nephroma"	"Maps to"	"4030136"	"128759009"	"Malignant cystic nephroma"	
"9571/0"	"Perineurioma, NOS"	"Maps to"	"4030144"	"128795001"	"Perineurioma"	
"9945/3"	"Chronic myelomonocytic leukemia, NOS"	"Maps to"	"4030264"	"128831004"	"Chronic myelomonocytic leukemia"	
"9671/3"	"Malignant lymphoma, lymphoplasmacytic"	"Maps to"	"4000173"	"19340000"	"Malignant lymphoma, lymphoplasmacytic"	
"8321/0"	"Chief cell adenoma"	"Maps to"	"4007640"	"12205003"	"Chief cell adenoma"	
"9491/0"	"Ganglioneuromatosis"	"Maps to"	"4026109"	"12060004"	"Ganglioneuromatosis"	
"9171/0"	"Capillary lymphangioma"	"Maps to"	"4017272"	"11467009"	"Capillary lymphangioma"	
"8157/1"	"Enteroglucagonoma, NOS"	"Maps to"	"4028535"	"128644006"	"Enteroglucagonoma "	
"9738/3"	"Large B-cell lymphoma arising in HHV8-associated multicentric Castleman disease"	"Maps to"	"42872916"	"450911001"	"Large B-cell lymphoma arising in HHV8 associated multicentric Castleman disease"	
"8213/3"	"Serrated adenocarcinoma"	"Maps to"	"42872953"	"450948005"	"Serrated adenocarcinoma"	
"9816/3"	"B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL)"	"Maps to"	"42872959"	"450954006"	"B lymphoblastic leukemia lymphoma with hypodiploidy"	
"8158/1"	"Endocrine tumor, functioning, NOS"	"Maps to"	"42872896"	"450891001"	"Functioning endocrine tumor"	
"9432/1"	"Pituicytoma"	"Maps to"	"42872906"	"450901008"	"Pituicytoma"	
"9390/3"	"Choroid plexus carcinoma"	"Maps to"	"4339415"	"88252006"	"Choroid plexus carcinoma"	
"9705/3"	"Angioimmunoblastic T-cell lymphoma"	"Maps to"	"4308429"	"835009"	"Angioimmunoblastic T-cell lymphoma"	
"8000/3"	"Neoplasm, malignant"	"Maps to"	"4312326"	"86049000"	"Neoplasm, malignant"	
"8512/3"	"Medullary carcinoma with lymphoid stroma"	"Maps to"	"4312359"	"85654004"	"Medullary carcinoma with lymphoid stroma"	
"8240/3"	"Carcinoid tumor, NOS"	"Maps to"	"4304399"	"81622000"	"Carcinoid tumor"	
"9424/3"	"Pleomorphic xanthoastrocytoma"	"Maps to"	"4302038"	"78838008"	"Pleomorphic xanthoastrocytoma"	
"9717/3"	"Intestinal T-cell lymphoma"	"Maps to"	"4304049"	"103686008"	"Intestinal T-cell lymphoma"	
"9874/3"	"Acute myeloid leukemia with maturation"	"Maps to"	"4304051"	"103691009"	"Acute myeloid leukemia with maturation"	
"8000/1"	"Neoplasm, uncertain whether benign or malignant"	"Maps to"	"4313421"	"86251006"	"Neoplasm, uncertain whether benign or malignant"	
"9490/3"	"Ganglioneuroblastoma"	"Maps to"	"4287382"	"69515008"	"Ganglioneuroblastoma"	
"8270/0"	"Chromophobe adenoma"	"Maps to"	"4290183"	"37039006"	"Chromophobe adenoma"	
"8155/1"	"Vipoma, NOS"	"Maps to"	"40493403"	"447643008"	"Vipoma"	
"8811/0"	"Fibromyxoma"	"Maps to"	"4314278"	"8664001"	"Fibromyxoma"	
"9440/3"	"Glioblastoma, NOS"	"Maps to"	"4272187"	"63634009"	"Glioblastoma"	
"8880/0"	"Hibernoma"	"Maps to"	"4298677"	"77027006"	"Hibernoma"	
"9183/3"	"Telangiectatic osteosarcoma"	"Maps to"	"4302615"	"78453009"	"Telangiectatic osteosarcoma"	
"8371/0"	"Adrenal cortical adenoma, compact cell"	"Maps to"	"4270185"	"63687009"	"Adrenal cortical adenoma, compact cell"	
"8300/3"	"Basophil carcinoma"	"Maps to"	"4264062"	"47107000"	"Basophil carcinoma"	
"8140/3"	"Adenocarcinoma, NOS"	"Maps to"	"4262123"	"35917007"	"Adenocarcinoma"	
"8420/3"	"Ceruminous adenocarcinoma"	"Maps to"	"4238334"	"58069009"	"Ceruminous adenocarcinoma"	
"9270/0"	"Odontogenic tumor, benign"	"Maps to"	"4253051"	"74839008"	"Odontogenic tumor, benign"	
"8043/3"	"Small cell carcinoma, fusiform cell"	"Maps to"	"4252424"	"74042001"	"Small cell carcinoma, fusiform cell"	
"9230/3"	"Chondroblastoma, malignant"	"Maps to"	"4251056"	"74279005"	"Chondroblastoma, malignant"	
"8251/3"	"Alveolar adenocarcinoma"	"Maps to"	"4263777"	"36310008"	"Alveolar adenocarcinoma"	
"9060/3"	"Dysgerminoma"	"Maps to"	"4263707"	"60718004"	"Dysgerminoma"	
"9302/0"	"Odontogenic ghost cell tumor"	"Maps to"	"4239022"	"67978001"	"Odontogenic ghost cell tumor"	
"9533/0"	"Psammomatous meningioma"	"Maps to"	"4243303"	"38431002"	"Psammomatous meningioma"	
"8850/0"	"Lipoma, NOS"	"Maps to"	"4262916"	"46720004"	"Lipoma"	
"8211/3"	"Tubular adenocarcinoma"	"Maps to"	"4262548"	"4631006"	"Tubular adenocarcinoma"	
"8991/3"	"Embryonal sarcoma"	"Maps to"	"4241991"	"59583009"	"Embryonal sarcoma"	
"8290/0"	"Oxyphilic adenoma"	"Maps to"	"4232172"	"89439007"	"Oxyphilic adenoma"	
"9160/0"	"Angiofibroma, NOS"	"Maps to"	"4245400"	"60392001"	"Angiofibroma"	
"8861/0"	"Angiolipoma, NOS"	"Maps to"	"4250341"	"73219006"	"Angiolipoma"	
"9540/0"	"Neurofibroma, NOS"	"Maps to"	"4230356"	"89084002"	"Neurofibroma"	
"9124/3"	"Kupffer cell sarcoma"	"Maps to"	"4239698"	"69317001"	"Kupffer cell sarcoma"	
"9970/1"	"Lymphoproliferative disorder, NOS"	"Maps to"	"4223853"	"84631004"	"Lymphoproliferative disease"	
"8021/3"	"Carcinoma, anaplastic, NOS"	"Maps to"	"4240952"	"58248003"	"Carcinoma, anaplastic"	
"9540/1"	"Neurofibromatosis, NOS"	"Maps to"	"4219205"	"81669005"	"Neurofibromatosis"	
"8220/3"	"Adenocarcinoma in adenomatous polyposis coli"	"Maps to"	"4212084"	"57513006"	"Adenocarcinoma in adenomatous polyposis coli"	
"8400/0"	"Sweat gland adenoma"	"Maps to"	"4217948"	"81393009"	"Sweat gland adenoma"	
"8940/3"	"Mixed tumor, malignant, NOS"	"Maps to"	"4216834"	"8145008"	"Mixed tumor, malignant"	
"9173/0"	"Cystic lymphangioma"	"Maps to"	"4223482"	"40225001"	"Cystic lymphangioma"	
"9441/3"	"Giant cell glioblastoma"	"Maps to"	"4195300"	"44529004"	"Giant cell glioblastoma"	
"9690/3"	"Follicular lymphoma, NOS"	"Maps to"	"4205271"	"55150002"	"Follicular lymphoma"	
"9520/3"	"Olfactory neurogenic tumor"	"Maps to"	"4203783"	"53968002"	"Olfactory neurogenic tumor"	
"8812/0"	"Periosteal fibroma"	"Maps to"	"4203300"	"53305005"	"Periosteal fibroma"	
"9766/1"	"Angiocentric immunoproliferative lesion"	"Maps to"	"4214073"	"41556003"	"Angiocentric immunoproliferative lesion"	
"8280/3"	"Acidophil carcinoma"	"Maps to"	"4196825"	"51217003"	"Acidophil carcinoma"	
"8840/0"	"Myxoma, NOS"	"Maps to"	"4212804"	"39143003"	"Myxoma"	
"8231/3"	"Carcinoma simplex"	"Maps to"	"4187529"	"45881000"	"Carcinoma simplex"	
"8281/0"	"Mixed acidophil-basophil adenoma"	"Maps to"	"4171860"	"48619006"	"Mixed acidophil-basophil adenoma"	
"8543/3"	"Paget disease and intraductal carcinoma of breast"	"Maps to"	"4184597"	"54666007"	"Paget's disease and intraductal carcinoma of breast"	
"9064/3"	"Germinoma"	"Maps to"	"4151356"	"28307001"	"Germinoma"	
"9550/0"	"Plexiform neurofibroma"	"Maps to"	"4165560"	"41252002"	"Plexiform neurofibroma"	
"9910/3"	"Acute megakaryoblastic leukemia"	"Maps to"	"4180418"	"52220008"	"Acute megakaryoblastic leukemia"	
"8110/0"	"Pilomatrixoma, NOS"	"Maps to"	"4185707"	"44155009"	"Pilomatrixoma"	
"8210/3"	"Adenocarcinoma in adenomatous polyp"	"Maps to"	"4183317"	"43233001"	"Adenocarcinoma in adenomatous polyp"	
"8400/3"	"Sweat gland adenocarcinoma"	"Maps to"	"4136528"	"32272007"	"Sweat gland adenocarcinoma"	
"9451/3"	"Oligodendroglioma, anaplastic"	"Maps to"	"4150348"	"3102004"	"Oligodendroglioma, anaplastic"	
"9085/3"	"Mixed germ cell tumor"	"Maps to"	"4140097"	"32844007"	"Mixed germ cell tumor"	
"8333/0"	"Microfollicular adenoma, NOS"	"Maps to"	"4147384"	"30301008"	"Microfollicular adenoma"	
"9702/3"	"Mature T-cell lymphoma, NOS"	"Maps to"	"4135340"	"3172003"	"Peripheral T-cell lymphoma"	
"8830/3"	"Malignant fibrous histiocytoma"	"Maps to"	"4145768"	"34360000"	"Fibrous histiocytoma, malignant"	
"8190/3"	"Trabecular adenocarcinoma"	"Maps to"	"4106729"	"29792007"	"Trabecular adenocarcinoma"	
"9182/3"	"Fibroblastic osteosarcoma"	"Maps to"	"4130530"	"12690005"	"Fibroblastic osteosarcoma"	
"8331/3"	"Follicular adenocarcinoma, well differentiated"	"Maps to"	"4102290"	"28173006"	"Follicular adenocarcinoma, well differentiated"	
"9330/3"	"Ameloblastic fibrosarcoma"	"Maps to"	"4098563"	"27092008"	"Ameloblastic fibrosarcoma"	
"9390/0"	"Choroid plexus papilloma, NOS"	"Maps to"	"4107724"	"18021007"	"Choroid plexus papilloma"	
"8522/2"	"Intraductal carcinoma and lobular carcinoma in situ"	"Maps to"	"4093306"	"18680006"	"Intraductal carcinoma and lobular carcinoma in situ"	
"8140/1"	"Atypical adenoma"	"Maps to"	"4087702"	"24482001"	"Atypical adenoma"	
"9090/0"	"Struma ovarii, NOS"	"Maps to"	"4087722"	"24327009"	"Struma ovarii"	
"8632/1"	"Gynandroblastoma"	"Maps to"	"4097238"	"26735007"	"Gynandroblastoma"	
"8071/3"	"Squamous cell carcinoma, keratinizing, NOS"	"Maps to"	"4078953"	"18048008"	"Squamous cell carcinoma, keratinizing"	
"8370/0"	"Adrenal cortical adenoma, NOS"	"Maps to"	"4081127"	"18365006"	"Adrenal cortical adenoma morphology"	
"9801/3"	"Acute leukemia, NOS"	"Maps to"	"4080746"	"24072005"	"Acute leukemia"	
"8045/3"	"Combined small cell carcinoma"	"Maps to"	"4065083"	"21326004"	"Combined small cell carcinoma"	
"8721/3"	"Nodular melanoma"	"Maps to"	"4061568"	"2142002"	"Nodular melanoma"	
"8145/3"	"Carcinoma, diffuse type"	"Maps to"	"4074210"	"24505004"	"Carcinoma, diffuse type"	
"8461/3"	"Serous surface papillary carcinoma"	"Maps to"	"4049743"	"15674004"	"Serous surface papillary carcinoma"	
"8381/0"	"Endometrioid adenofibroma, NOS"	"Maps to"	"4049354"	"20829008"	"Endometrioid adenofibroma"	
"9290/3"	"Ameloblastic odontosarcoma"	"Maps to"	"4069657"	"20380000"	"Ameloblastic odontosarcoma"	
"8870/0"	"Myelolipoma"	"Maps to"	"4048432"	"20810002"	"Myelolipoma"	
"9120/0"	"Hemangioma, NOS"	"Maps to"	"4051455"	"2099007"	"Hemangioma"	
"8444/1"	"Clear cell cystic tumor of borderline malignancy"	"Maps to"	"4030113"	"128688004"	"Clear cell cystic tumor of borderline malignancy"	
"8508/3"	"Cystic hypersecretory carcinoma"	"Maps to"	"4030119"	"128697000"	"Cystic hypersecretory carcinoma"	
"8472/1"	"Mucinous cystic tumor of borderline malignancy"	"Maps to"	"4029181"	"128852007"	"Mucinous cystic tumor of borderline malignancy"	
"9055/0"	"Multicystic mesothelioma, benign"	"Maps to"	"4029195"	"128901009"	"Multicystic mesothelioma, benign"	
"8824/0"	"Myofibroma"	"Maps to"	"4029201"	"128917003"	"Myofibroma"	
"9756/3"	"Langerhans cell sarcoma"	"Maps to"	"4029173"	"128814006"	"Langerhans cell sarcoma"	
"9384/1"	"Subependymal giant cell astrocytoma"	"Maps to"	"4049007"	"1586004"	"Subependymal giant cell astrocytoma"	
"9539/3"	"Meningeal sarcomatosis"	"Maps to"	"4031199"	"14494009"	"Meningeal sarcomatosis"	
"8442/1"	"Serous cystadenoma, borderline malignancy"	"Maps to"	"4030271"	"128849004"	"Serous cystadenoma, borderline malignancy"	
"8130/1"	"Papillary transitional cell neoplasm of low malignant potential"	"Maps to"	"4029969"	"128625004"	"Papillary transitional cell neoplasm of low malignant potential"	
"8983/0"	"Adenomyoepithelioma"	"Maps to"	"4029652"	"128765009"	"Adenomyoepithelioma"	
"9508/3"	"Atypical teratoid/rhabdoid tumor"	"Maps to"	"4029656"	"128792003"	"Atypical teratoid/rhabdoid tumor"	
"8215/3"	"Adenocarcinoma of anal glands"	"Maps to"	"4029508"	"128655006"	"Adenocarcinoma of anal glands"	
"8746/3"	"Mucosal lentiginous melanoma"	"Maps to"	"4029521"	"128732001"	"Mucosal lentiginous melanoma"	
"8835/1"	"Plexiform fibrohistiocytic tumor"	"Maps to"	"4029525"	"128743009"	"Plexiform fibrohistiocytic tumor"	
"9412/1"	"Desmoplastic infantile astrocytoma"	"Maps to"	"4029035"	"128787000"	"Desmoplastic infantile astrocytoma"	
"9442/1"	"Gliofibroma"	"Maps to"	"4029797"	"128909006"	"Gliofibroma"	
"8201/2"	"Cribriform carcinoma in situ"	"Maps to"	"4029678"	"128879006"	"Cribriform carcinoma in situ"	
"8982/3"	"Malignant myoepithelioma"	"Maps to"	"4029680"	"128884000"	"Malignant myoepithelioma"	
"9351/1"	"Craniopharyngioma, adamantinomatous"	"Maps to"	"4028695"	"128781004"	"Craniopharyngioma, adamantinomatous"	
"9758/3"	"Follicular dendritic cell sarcoma"	"Maps to"	"4028710"	"128816008"	"Follicular dendritic cell sarcoma"	
"8152/1"	"Glucagonoma, NOS"	"Maps to"	"4028719"	"128855009"	"Glucagonoma"	
"8130/2"	"Papillary transitional cell carcinoma, non-invasive"	"Maps to"	"4028727"	"128877008"	"Papillary transitional cell carcinoma, non-invasive"	
"8634/3"	"Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements"	"Maps to"	"4028558"	"128727002"	"Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements"	
"8046/3"	"Non-small cell carcinoma"	"Maps to"	"4028533"	"128632008"	"Non-small cell carcinoma"	
"8583/3"	"Thymoma, type B1, malignant"	"Maps to"	"4028552"	"128712002"	"Thymoma, type B1, malignant"	
"9731/3"	"Plasmacytoma, NOS"	"Maps to"	"4024874"	"10639003"	"Plasmacytoma"	
"9986/3"	"Myelodysplastic syndrome with 5q deletion (5q-) syndrome"	"Maps to"	"4030266"	"128837000"	"Myelodysplastic syndrome with 5q- syndrome"	
"8050/2"	"Papillary carcinoma in situ"	"Maps to"	"4016393"	"10376009"	"Papillary carcinoma in situ"	
"9123/0"	"Racemose hemangioma"	"Maps to"	"4007632"	"11071001"	"Racemose hemangioma"	
