CONCEPT_NAME_1	CONCEPT_CLASS_ID_1	CONCEPT_ID_2	CONCEPT_NAME_2	PRECEDENCE	CONVERSION_FACTOR
PREDNISOLONE	Ingredient	1550557	prednisolone	1	
PREDNISOLONE ACETATE	Ingredient	1550557	prednisolone	1	
PREDNISOLONE SODIUM PHOSPHATE	Ingredient	1550557	prednisolone	1	
PREDNISONE	Ingredient	1551099	Prednisone	1	
PREGABALIN	Ingredient	734354	pregabalin	1	
PRILOCAINE	Ingredient	951279	Prilocaine	1	
PRILOCAINE HYDROCHLORIDE	Ingredient	951279	Prilocaine	1	
PRIMAQUINE PHOSPHATE	Ingredient	1751310	Primaquine	1	
PRIMIDONE	Ingredient	751347	Primidone	1	
PRIMROSE	Ingredient	19067085	Evening primrose extract	1	
PRIMULA VULGARIS	Ingredient	42899873	Primula veris extract	1	
PROBENECID	Ingredient	1151422	Probenecid	1	
PROBUCOL	Ingredient	19051463	Probucol	1	
PROCAINAMIDE HYDROCHLORIDE	Ingredient	1351461	Procainamide	1	
PROCAINE HYDROCHLORIDE	Ingredient	751698	Procaine	1	
PROCARBAZINE HYDROCHLORIDE	Ingredient	1351779	Procarbazine	1	
PROCATEROL HYDROCHLORIDE HEMIHYDRATE	Ingredient	19028950	Procaterol	1	
PROCHLORPERAZINE	Ingredient	752061	Prochlorperazine	1	
PROCHLORPERAZINE MALEATE	Ingredient	752061	Prochlorperazine	1	
PROCHLORPERAZINE MESYLATE	Ingredient	752061	Prochlorperazine	1	
PROCYCLIDINE HYDROCHLORIDE	Ingredient	752276	Procyclidine	1	
PROFLAVINE HEMISULFATE	Ingredient	19052317	Proflavine	1	
PROGESTERONE	Ingredient	1552310	Progesterone	1	
PROGUANIL HYDROCHLORIDE	Ingredient	1792429	Proguanil	1	
PROLINE	Ingredient	19052736	Proline	1	
PROMAZINE HYDROCHLORIDE	Ingredient	19052903	Promazine	1	
PROMETHAZINE	Ingredient	1153013	Promethazine	1	
PROMETHAZINE HYDROCHLORIDE	Ingredient	1153013	Promethazine	1	
PROPAFENONE HYDROCHLORIDE	Ingredient	1353256	Propafenone	1	
PROPANTHELINE BROMIDE	Ingredient	953391	Propantheline	1	
PROPOFOL	Ingredient	753626	Propofol	1	
PROPOLIS	Ingredient	19135804	Propolis	1	
PROPRANOLOL HYDROCHLORIDE	Ingredient	1353766	Propranolol	1	
PROPYLENE GLYCOL	Ingredient	929128	Propylene glycol	1	
PROPYLENE GLYCOL DIACETATE	Ingredient	43532139	Propylene glycol diacetate	1	
PROPYLPARABEN	Ingredient	19029215	propylparaben	1	
PROPYLTHIOURACIL	Ingredient	1554072	Propylthiouracil	1	
PROSTATE TISSUE	Ingredient	42900169	Sus scrofa prostate preparation	1	
PROTAMINE SULFATE	Ingredient	19054242	Protamine Sulfate (USP)	1	
PROTEASE	Ingredient	931973	Endopeptidases	1	
PROTEIN	Ingredient	19054248	Proteins	1	
PROTEIN	Ingredient	44785045	Protein S	3	
PROTEIN	Ingredient	42801108	Protein C	2	
PROTEIN C	Ingredient	42801108	Protein C	1	
PROTEIN S	Ingredient	44785045	Protein S	1	
PROTEOLYTIC ENZYME FROM PANCREAS	Ingredient	43532122	PANCRELIPASE PROTEASE	1	
PROTEOLYTIC ENZYMES FROM CARICA PAPAYA	Ingredient	19016494	Carica Papaya preparation	1	
PROTEUS MIRABILIS ANTIGEN	Ingredient	42899940	Proteus mirabilis	1	
PROTIRELIN	Ingredient	19001701	Thyrotropin-Releasing Hormone	1	
PROTRIPTYLINE HYDROCHLORIDE	Ingredient	754270	Protriptyline	1	
PROXYMETACAINE HYDROCHLORIDE	Ingredient	929504	proparacaine	1	
Prucalopride Succinate	Ingredient	21014157	Prucalopride	1	
PRUNE	Ingredient	19094011	Prune preparation	1	
PRUNUS CERASIFERA, FLOS	Ingredient	42904125	Prunus cerasifera flower extract	1	
PRUNUS LAUROCERASUS L.	Ingredient	42899956	Prunus laurocerasus leaf extract	1	
PRUNUS SPINOSA	Ingredient	42899965	Prunus speciosa leaf extract	1	
PSEUDOEPHEDRINE HYDROCHLORIDE	Ingredient	1154332	Pseudoephedrine	1	
PSEUDOEPHEDRINE SULFATE	Ingredient	1154332	Pseudoephedrine	1	
PTELEA TRIFOLIATA	Ingredient	42899888	Ptelea trifoliata bark extract	1	
P-TERT-BUTYLPHENOL FORMALDEHYDE RESIN	Ingredient	43532118	P-TERT-BUTYLPHENOL-FORMALDEHYDE RESIN (LOW MOLECULAR WEIGHT)	1	
PUERARIA LOBATA	Ingredient	43560261	Pueraria montana var. lobata whole extract	1	
PUERPARIA L.O.	Ingredient	43560261	Pueraria montana var. lobata whole extract	1	
PULEX IRRITANS	Ingredient	42899892	Pulex irritans preparation	1	
PULSATILLA	Ingredient	43533073	Pulsatilla koreana whole extract	1	
PULSATILLA	Ingredient	42899908	Pulsatilla patens extract	2	
PULSATILLA	Ingredient	42899909	Pulsatilla vulgaris extract	3	
PURIFIED PROTEIN DERIVATIVE OF TUBERCULIN	Ingredient	19058274	Purified Protein Derivative of Tuberculin	1	
PURPLE WILLOW	Ingredient	44814431	Salix purpurea bark extract	1	
PYRANTEL PAMOATE	Ingredient	1759270	Pyrantel	1	
PYRAZINAMIDE	Ingredient	1759455	Pyrazinamide	1	
PYRETHRINS	Ingredient	959665	Pyrethrins	1	
PYRETHRUM	Ingredient	40175648	Pyrethrum cinerariifolium allergenic extract	2	
PYRETHRUM	Ingredient	42709314	Pyrethrum extract	1	
PYRIDOSTIGMINE BROMIDE	Ingredient	759740	Pyridostigmine	1	
PYRIDOXAL-5-PHOSPHATE	Ingredient	19005046	pyridoxine	2	
PYRIDOXINE	Ingredient	19005046	pyridoxine	1	
PYRIDOXINE 5' PHOSPHATE	Ingredient	19005046	pyridoxine	1	
PYRIDOXINE HYDROCHLORIDE	Ingredient	19005046	pyridoxine	1	
PYRIDOXOL HYDROCHLORIDE	Ingredient	19005046	pyridoxine	1	
PYRILAMINE MALEATE	Ingredient	1159811	Pyrilamine	1	
PYRIMETHAMINE	Ingredient	1760039	Pyrimethamine	1	
PYRITHIONE DISULFIDE	Ingredient	931035	pyrithione	1	
PYRITHIONE ZINC	Ingredient	944360	zinc pyrithione	1	
PYRITHIONE ZINC	Ingredient	931035	pyrithione	2	
PYRVINIUM PAMOATE	Ingredient	19031165	pyrvinium	1	
QUATERNIUM-15	Ingredient	19071097	quaternium-15	1	
QUERCUS ALBA	Ingredient	42903449	Quercus alba extract	1	
QUERCUS ROBUR	Ingredient	45775923	Quercus robur whole extract	1	
QUERCUS ROBUR, FLOS	Ingredient	45775923	Quercus robur whole extract	1	
QUETIAPINE FUMARATE	Ingredient	766814	quetiapine	1	
QUINAGOLIDE HYDROCHLORIDE	Ingredient	19024140	quinagolide	1	
QUINAPRIL HYDROCHLORIDE	Ingredient	1331235	quinapril	1	
QUINCE	Ingredient	43014230	quince extract	1	
QUINIDINE ACID SULFATE	Ingredient	1360421	Quinidine	1	
QUINIDINE GLUCONATE	Ingredient	1360421	Quinidine	1	
QUINIDINE PHENYLETHYLBARBITURATE	Ingredient	1360421	Quinidine	1	
QUINIDINE POLYGALACTURONATE	Ingredient	1360421	Quinidine	1	
QUINIDINE SULFATE	Ingredient	1360421	Quinidine	1	
QUININE	Ingredient	1760616	Quinine	1	
QUININE DIHYDROCHLORIDE	Ingredient	1760616	Quinine	1	
QUININE HYDROCHLORIDE	Ingredient	1760616	Quinine	1	
QUININE SULFATE	Ingredient	1760616	Quinine	1	
QUINUPRISTIN	Ingredient	1789515	quinupristin	1	
RABEPRAZOLE SODIUM	Ingredient	911735	rabeprazole	1	
RABIES IMMUNE GLOBULIN HUMAN	Ingredient	19135830	rabies immune globulin, human	1	
RACEMIC EPINEPHRINE HYDROCHLORIDE	Ingredient	1300153	Racepinephrine	1	
RADISH	Ingredient	40175912	radish allergenic extract	1	
RADISH	Ingredient	42903899	radish extract	2	
RADIUM BROMIDE	Ingredient	42899732	Radium bromide	1	
RADIX ANGELICAE PUBESCENTIS	Ingredient	42898331	Angelica pubescens root extract	1	
RADIX DISPACI	Ingredient	42899076	Dipsacus asper root extract	1	
RADIX GENTIANA MACROPHYLLAE	Ingredient	42899191	Gentiana macrophylla root extract	1	
RAGWEED GIANT	Ingredient	40161718	giant ragweed pollen extract	1	
RALOXIFENE HYDROCHLORIDE	Ingredient	1513103	Raloxifene	1	
RALTEGRAVIR POTASSIUM	Ingredient	1712889	raltegravir	1	
RALTITREXED DISODIUM	Ingredient	19038536	raltitrexed	1	
RAMIPRIL	Ingredient	1334456	Ramipril	1	
RAMUCIRUMAB	Ingredient	44818489	ramucirumab	1	
RANIBIZUMAB	Ingredient	19080982	ranibizumab	1	
RANITIDINE BISMUTH CITRATE	Ingredient	961047	Ranitidine	1	
RANITIDINE HYDROCHLORIDE	Ingredient	961047	Ranitidine	1	
RANUNCULUS BULBOSUS	Ingredient	42903993	Ranunculus bulbosus extract	1	
RASAGILINE MESYLATE	Ingredient	715710	rasagiline	1	
RASBURICASE	Ingredient	1304565	Rasburicase	1	
RECOMBINANT CHOLERA TOXIN B SUBUNIT	Ingredient	595252	Cholera Vaccine	1	
Recombinant human coagulation factor IX, FC Fusion protein	Ingredient	1351935	factor IX	1	
RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 16 L1 PROTEIN	Ingredient	529112	L1 protein, Human papillomavirus type 16 Vaccine	1	
RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 18 L1 PROTEIN	Ingredient	19112517	L1 protein, Human papillomavirus type 18	1	
RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 31 L1 PROTEIN	Ingredient	45892474	L1 protein, Human papillomavirus type 31 Vaccine	1	
RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 33 L1 PROTEIN	Ingredient	45892475	L1 protein, Human papillomavirus type 33 Vaccine	1	
RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 45 L1 PROTEIN	Ingredient	45892476	L1 protein, Human papillomavirus type 45 Vaccine	1	
RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 52 L1 PROTEIN	Ingredient	45892477	L1 protein, Human papillomavirus type 52 Vaccine	1	
RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 58 L1 PROTEIN	Ingredient	45892478	L1 protein, Human papillomavirus type 58 Vaccine	1	
RECOMBINANT HUMAN PAPILLOMAVIRUS TYPE 6 L1 PROTEIN	Ingredient	19135787	L1 protein, Human papillomavirus type 6	1	
Recombinant Neisseria meningitidis group B fHBP fusion protein	Ingredient	45775636	meningococcal group B vaccine	1	
Recombinant Neisseria meningitidis group B NadA protein	Ingredient	45775636	meningococcal group B vaccine	1	
Recombinant Neisseria meningitidis group B NHBA fusion protein	Ingredient	45775636	meningococcal group B vaccine	1	
Regorafenib	Ingredient	42903460	regorafenib	1	
REMIFENTANIL HYDROCHLORIDE	Ingredient	19016749	remifentanil	1	
RENAL EXTRACT	Ingredient	42898627	Beef kidney preparation	1	
RENNIN	Ingredient	19062048	Chymosin	1	
REPAGLINIDE	Ingredient	1516766	repaglinide	1	
RESERPINE	Ingredient	1362225	Reserpine	1	
RESORCINOL	Ingredient	935390	resorcinol	1	
RETAPAMULIN	Ingredient	991003	retapamulin	1	
RETEPLASE	Ingredient	19024191	Reteplase	1	
RETINOL	Ingredient	43012496	All-Trans-Retinol	1	
RETINOL PALMITATE	Ingredient	19008339	Vitamin A	1	
RHO D IMMUNE GLOBULIN HUMAN	Ingredient	535714	Rho(D) Immune Globulin	1	
RHODIUM METALLICUM	Ingredient	42899790	Rhodium	1	
RHODODENDRON	Ingredient	42899791	Rhododendron aureum leaf extract	1	
RHUBARB	Ingredient	40227367	rhubarb allergenic extract	2	
RHUBARB	Ingredient	19060995	Rhubarb preparation	1	
RIBAVIRIN	Ingredient	1762711	Ribavirin	1	
RIBOFLAVIN 5'-PHOSPHATE SODIUM	Ingredient	19062817	Riboflavin	1	
RIBOFLAVIN-5-PHOSPHATE	Ingredient	19062817	Riboflavin	1	
RICE BRAN	Ingredient	42904167	RICE BRAN	1	
RICINUS COMMUNIS	Ingredient	43560263	Ricinus communis whole extract	1	
RIFABUTIN	Ingredient	1777417	Rifabutin	1	
RIFAMPIN	Ingredient	1763204	Rifampin	1	
RIFAXIMIN	Ingredient	1735947	rifaximin	1	
RILPIVIRINE HYDROCHLORIDE	Ingredient	40238930	Rilpivirine	1	
RILUZOLE	Ingredient	735951	Riluzole	1	
RimabotulinumtoxinB	Ingredient	40166020	rimabotulinumtoxinB	1	
RIMEXOLONE	Ingredient	977421	rimexolone	1	
RIOCIGUAT	Ingredient	44506752	riociguat	1	
RISEDRONATE SODIUM	Ingredient	1516800	Risedronate	1	
RISEDRONATE SODIUM HEMI-PENTAHYDRATE	Ingredient	1516800	Risedronate	1	
RISEDRONATE SODIUM MONOHYDRATE	Ingredient	1516800	Risedronate	1	
RISPERIDONE	Ingredient	735979	Risperidone	1	
RISPERIDONE TARTRATE	Ingredient	735979	Risperidone	1	
RITODRINE HYDROCHLORIDE	Ingredient	1563413	Ritodrine	1	
RITONAVIR	Ingredient	1748921	Ritonavir	1	
RITUXIMAB	Ingredient	1314273	rituximab	1	
RIVAROXABAN	Ingredient	40241331	rivaroxaban	1	
RIVASTIGMINE	Ingredient	733523	rivastigmine	1	
RIVASTIGMINE HYDROGEN TARTRATE	Ingredient	733523	rivastigmine	1	
RIZATRIPTAN BENZOATE	Ingredient	1154077	rizatriptan	1	
ROBINIA PSEUDOACACIA	Ingredient	42899804	Robinia pseudoacacia bark extract	1	
ROCURONIUM BROMIDE	Ingredient	19003953	Rocuronium	1	
ROFECOXIB	Ingredient	1189754	rofecoxib	1	
Roflumilast	Ingredient	40236897	Roflumilast	1	
ROLITETRACYCLINE	Ingredient	19136024	Rolitetracycline	1	
Romidepsin	Ingredient	40168385	romidepsin	1	
ROMIPLOSTIM	Ingredient	19032407	romiplostim	1	
ROPINIROLE HYDROCHLORIDE	Ingredient	713823	ropinirole	1	
ROPIVACAINE HYDROCHLORIDE	Ingredient	1136487	ropivacaine	1	
ROSA CANINA, FLOS	Ingredient	35604869	Rosa canina whole extract	1	
ROSA DAMASCENA	Ingredient	45776636	Rosa damascena whole extract	1	
ROSE BENGAL	Ingredient	19063871	Rose Bengal	1	
ROSEMARY OIL	Ingredient	19135863	rosemary oil	1	
ROSIGLITAZONE MALEATE	Ingredient	1547504	rosiglitazone	1	
ROSIN	Ingredient	43012267	rosin	1	
ROSMARINUS OFFICINALIS	Ingredient	19082654	Rosmarinus Officinalis Preparation	1	
ROSUVASTATIN CALCIUM	Ingredient	1510813	rosuvastatin	1	
ROTIGOTINE	Ingredient	786426	Rotigotine	1	
RUBELLA VIRUS VACCINE LIVE ATTENUATED (WISTAR RA27/3 STRAIN)	Ingredient	523212	Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)	1	
RUBIA TINCTORIUM	Ingredient	43013800	Rubia tinctorum whole extract	1	
RUBUS	Ingredient	42899844	Rubus idaeus leaf extract	1	
RUBUS IDAEUS	Ingredient	42899844	Rubus idaeus leaf extract	1	
RUE OIL	Ingredient	43012955	RUTA GRAVEOLENS FLOWERING TOP OIL	1	
RUFINAMIDE	Ingredient	19006586	rufinamide	1	
RUMEX ACETOSA	Ingredient	43012310	Rumex acetosa whole extract	1	
RUSSIAN THISTLE	Ingredient	40161467	Russian thistle pollen extract	1	
RUTA GRAVEOLENS	Ingredient	19071805	Ruta graveolens preparation	1	
RUTOSIDE	Ingredient	19063981	Rutin	1	
Ruxolitinib Phosphate	Ingredient	40244464	ruxolitinib	1	
RYE	Ingredient	40228147	cultivated rye grass pollen extract	1	
RYE	Ingredient	40172287	giant wild rye pollen extract	2	
SABINA	Ingredient	42899483	JUNIPERUS SABINA LEAF	1	
SACUBITRIL	Ingredient	46275719	sacubitril	1	
SAFFLOWER	Ingredient	42900567	safflower extract	1	
SAFFLOWER OIL	Ingredient	19064089	Safflower Oil	1	
SAFFRON	Ingredient	44784925	Saffron Extract	1	
SALBUTAMOL	Ingredient	1154343	Albuterol	1	
SALBUTAMOL SULFATE	Ingredient	1154343	Albuterol	1	
SALICIN	Ingredient	19100313	salicin	1	
SALICYLIC ACID	Ingredient	964407	Salicylic Acid	1	
SALIX ALBA	Ingredient	42899712	Salix alba bark extract	1	
SALIX ALBA	Ingredient	42899714	Salix alba leaf extract	2	
SALIX ALBA	Ingredient	44816296	Salix alba flower extract	3	
SALIX NIGRA	Ingredient	42903421	Salix nigra bark extract	1	
SALMETEROL XINAFOATE	Ingredient	1137529	salmeterol	1	
SALMONELLA TYPHI VI CAPSULAR POLYSACCHARIDE VACCINE	Ingredient	532881	Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain	1	
SALSALATE	Ingredient	1137460	Salsalate	1	
SALVIA	Ingredient	42899717	Salvia hispanica seed extract	1	
SALVIA	Ingredient	42899718	Salvia miltiorrhiza root extract	2	
SALVIA	Ingredient	44507633	Salvia officinalis whole extract	5	
SALVIA	Ingredient	43013803	Salvia officinalis flowering top extract	3	
SALVIA	Ingredient	44785368	Salvia officinalis root extract	4	
SALVIA	Ingredient	46233796	Salvia pratenis leaf extract	6	
SAMBUCUS NIGRA	Ingredient	43012403	Sambucus nigra whole extract	1	
SANGUINARIA CANADENSIS	Ingredient	42899722	Sanguinaria canadensis extract	1	
SANGUINARINE CHLORIDE	Ingredient	44818507	sanguinarine	1	
SANTONIN	Ingredient	42899728	Santonin	1	
SAPONARIA OFFICINALIS EXTRACT	Ingredient	42903629	Saponaria officinalis whole extract	1	
SAPROPTERIN DIHYDROCHLORIDE	Ingredient	19021959	Sapropterin	1	
SAQUINAVIR	Ingredient	1746244	Saquinavir	1	
SAQUINAVIR MESYLATE	Ingredient	1746244	Saquinavir	1	
SARSAPARILLA	Ingredient	19056120	SARSAPARILLA Preparation	1	
SAW PALMETTO	Ingredient	1391307	Saw palmetto extract	1	
SAXAGLIPTIN HYDROCHLORIDE	Ingredient	40166035	saxagliptin	1	
SCARLET RED	Ingredient	19037768	Scarlet Red	1	
SCHINUS MOLLE	Ingredient	42899747	Schinus molle bark extract	1	
SCHISANDRA	Ingredient	1377445	Schizandra preparation	1	
SCHIZONEPETA TENUIFOLIA	Ingredient	44814437	Schizonepeta tenuifolia whole extract	1	
SCLERANTHUS ANNUUS, FLOS	Ingredient	42899751	Scleranthus annuus flowering top extract	1	
SCOPOLAMINE HYDROBROMIDE	Ingredient	965748	Scopolamine	1	
SCULLCAP	Ingredient	42899758	Scutellaria lateriflora top extract	1	
SEA WATER	Ingredient	42899737	SEA SALT	1	
SEALER PROTEIN (HUMAN)	Ingredient	19054702	Fibrinogen	1	
SECOBARBITAL SODIUM	Ingredient	766067	Secobarbital	1	
SECRETIN	Ingredient	19066188	Secretin	1	
Secukinumab	Ingredient	45892883	secukinumab	1	
SELEGILINE HYDROCHLORIDE	Ingredient	766209	Selegiline	1	
SELENIOUS ACID	Ingredient	19038024	Selenious Acid	1	
SELENIUM	Ingredient	966282	Selenium	1	
SELENIUM DIOXIDE	Ingredient	42899738	Selenium Dioxide	1	
SELENIUM OXIDE	Ingredient	42899738	Selenium Dioxide	1	
SELENIUM PROTEINATE	Ingredient	966282	Selenium	1	
SELENIUM SULFIDE	Ingredient	938061	selenium sulfide	1	
SEMPERVIVUM TECTORUM	Ingredient	42899775	Sempervivum tectorum leaf extract	1	
SENECIO CINERARIA	Ingredient	44784956	Senecio vulgaris extract	1	
SENEGA	Ingredient	42899945	Polygala senega root extract	2	
SENEGA	Ingredient	46234431	Polygala senega whole extract	1	
SENNA	Ingredient	938268	sennosides, USP	1	
SENNOSIDES	Ingredient	938268	sennosides, USP	1	
SEPIA OFFICINALIS L	Ingredient	42899778	Sepia officinalis juice	1	
SERINE	Ingredient	19066774	Serine	1	
SERTRALINE HYDROCHLORIDE	Ingredient	739138	Sertraline	1	
Sevelamer Carbonate	Ingredient	952004	sevelamer	1	
SEVELAMER HYDROCHLORIDE	Ingredient	952004	sevelamer	1	
SEVOFLURANE	Ingredient	19039298	sevoflurane	1	
SHARK LIVER OIL	Ingredient	961304	Shark liver oil	1	
SHEPHERDS PURSE	Ingredient	42904293	Capsella bursa-pastoris extract	1	
SIBERIAN GINSENG	Ingredient	19015633	Siberian ginseng preparation	1	
SIBUTRAMINE HYDROCHLORIDE MONOHYDRATE	Ingredient	739363	sibutramine	1	
SILDENAFIL CITRATE	Ingredient	1316262	sildenafil	1	
SILICON	Ingredient	19066891	Silicon	1	
SILICON DIOXIDE	Ingredient	19066865	Silicon Dioxide	1	
SILICON HVP CHELATE	Ingredient	19066891	Silicon	1	
SILICON HVP CHELATE	Ingredient	19066894	Silicones	2	
SILICONE	Ingredient	19066891	Silicon	1	
SILODOSIN	Ingredient	19012925	silodosin	1	
SILTUXIMAB	Ingredient	44818461	siltuximab	1	
SILVER	Ingredient	19136043	Silver preparation	1	
SILVER ACETATE	Ingredient	19016725	silver acetate	1	
SILVER CYANIDE	Ingredient	46275873	silver cyanide	1	
SILVER NITRATE	Ingredient	966913	Silver Nitrate	1	
SILVER PHOSPHATE	Ingredient	46287388	silver phosphate	1	
SILVER SULFADIAZINE	Ingredient	966956	silver sulfadiazine	1	
Simeprevir sodium	Ingredient	44785086	simeprevir	1	
SIMETHICONE	Ingredient	966991	Simethicone	1	
SIMOCTOCOG ALFA	Ingredient	1352213	Factor VIII	1	
SIMVASTATIN	Ingredient	1539403	Simvastatin	1	
SINCALIDE	Ingredient	19067803	Sincalide	1	
Sinecatechins	Ingredient	921956	Sinecatechins	1	
SIROLIMUS	Ingredient	19034726	Sirolimus	1	
SITAGLIPTIN PHOSPHATE MONOHYDRATE	Ingredient	1580747	sitagliptin	1	
SKATOLUM	Ingredient	42899809	Skatole	1	
SMALLPOX VACCINE LIQUID (CALF)	Ingredient	19136047	Smallpox Vaccine	1	
SODIUM	Ingredient	19136048	Sodium	1	
SODIUM ACETATE	Ingredient	19077884	Sodium Acetate	1	
SODIUM ACETATE TRIHYDRATE	Ingredient	19092167	Sodium Acetate Trihydrate	1	
SODIUM ACID CITRATE	Ingredient	977968	sodium citrate	1	
SODIUM ALGINATE	Ingredient	19030059	alginic acid	1	
SODIUM ASCORBATE	Ingredient	901318	Sodium Ascorbate	1	
SODIUM BENZOATE	Ingredient	711452	Benzoate	1	
SODIUM BICARBONATE	Ingredient	939506	Sodium Bicarbonate	1	
SODIUM BISULFITE	Ingredient	19039850	sodium bisulfite	1	
SODIUM BORATE	Ingredient	929698	boric acid	1	
SODIUM BROMIDE	Ingredient	42900071	sodium bromide	1	
SODIUM CALCIUM EDETATE	Ingredient	43013616	Edetate Calcium	1	
SODIUM CAMSYLATE	Ingredient	19025825	octanoic acid	1	
SODIUM CARBONATE (ANHYDROUS)	Ingredient	939863	sodium carbonate	1	
SODIUM CARBOXYMETHYL CELLULOSE	Ingredient	949279	Carboxymethylcellulose	1	
SODIUM CHLORIDE	Ingredient	967823	Sodium Chloride	1	
SODIUM CITRATE	Ingredient	977968	sodium citrate	1	
SODIUM CITRATE DIHYDRATE	Ingredient	950435	Citric Acid	1	
SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE INJECTION	Ingredient	1381661	Iron-Dextran Complex	1	
SODIUM FLUORIDE	Ingredient	19069022	Sodium Fluoride	1	
SODIUM FOLATE	Ingredient	19111620	Folic Acid	1	
SODIUM GLUCONATE	Ingredient	19078092	Sodium gluconate	1	
SODIUM GLYCEROPHOSPHATE	Ingredient	43526717	GLYCERYL PHOSPHATE	1	
SODIUM HYDROXIDE	Ingredient	19069760	Sodium Hydroxide	1	
SODIUM HYPOCHLORITE	Ingredient	44784806	Hypochlorite	1	
SODIUM INDOMETHACIN	Ingredient	1178663	Indomethacin	1	
SODIUM IODIDE	Ingredient	19069873	Sodium Iodide	1	
SODIUM IOXITALAMATE	Ingredient	19122158	Iothalamate	1	
SODIUM LACTATE	Ingredient	19011035	Lactate	1	
SODIUM LAURYL ETHER SULFATE	Ingredient	19014215	SODIUM LAURYL SULFOACETATE	1	
SODIUM LAURYL SULFATE	Ingredient	19014215	SODIUM LAURYL SULFOACETATE	1	
SODIUM LAURYL SULFOACETATE	Ingredient	19014215	SODIUM LAURYL SULFOACETATE	1	
SODIUM METASILICATE	Ingredient	43012379	sodium silicate	1	
SODIUM METAVANADATE	Ingredient	46276034	SODIUM METAVANADATE TETRAHYDRATE	1	
SODIUM MOLYBDATE	Ingredient	19100393	sodium molybdate(VI)	1	
SODIUM MONOFLUOROPHOSPHATE	Ingredient	19068715	monofluorophosphate	1	
SODIUM NITRATE	Ingredient	19100394	sodium nitrate	1	
SODIUM NITRITE	Ingredient	19069907	Sodium Nitrite	1	
SODIUM NITROPRUSSIDE	Ingredient	19020994	Nitroprusside	1	
SODIUM OXYBATE	Ingredient	769935	Sodium Oxybate	1	
SODIUM OXYCHLOROSENE	Ingredient	1719061	oxychlorosene	1	
SODIUM PARA-AMINOSALICYLATE	Ingredient	19010337	aminosalicylate	1	
Sodium phenylbutyrate	Ingredient	1539954	phenylbutyrate	1	
SODIUM PHOSPHATE	Ingredient	939871	sodium phosphate	1	
SODIUM PHOSPHATE DIBASIC	Ingredient	991710	Sodium Phosphate, Dibasic	1	
SODIUM PHOSPHATE DIBASIC, HEPTAHYDRATE	Ingredient	991710	Sodium Phosphate, Dibasic	1	
SODIUM PHOSPHATE MONOBASIC	Ingredient	990499	Sodium Phosphate, Monobasic	1	
SODIUM PHOSPHATE MONOBASIC, MONOHYDRATE	Ingredient	986389	SODIUM PHOSPHATE,MONOBASIC,MONOHYDRATE	1	
SODIUM PICOSULFATE	Ingredient	19025115	picosulfate sodium	1	
SODIUM PIDOLATE	Ingredient	19018255	Pyroglutamate	1	
SODIUM POLYSTYRENE SULFONATE	Ingredient	19078126	Sodium polystyrene sulfonate	1	
SODIUM PROPIONATE	Ingredient	19078151	Sodium propionate	1	
SODIUM SALICYLATE	Ingredient	964407	Salicylic Acid	1	
SODIUM SELENATE	Ingredient	40171076	sodium selenate	1	
SODIUM SELENITE	Ingredient	19066274	Selenite	1	
SODIUM SULFATE	Ingredient	939976	sodium sulfate	1	
Sodium Sulfate Anhydrous	Ingredient	939976	sodium sulfate	1	
SODIUM SULFIDE	Ingredient	42800240	sodium sulfide	1	
SODIUM SULFITE	Ingredient	939979	sodium sulfite	1	
SODIUM TARTRATE	Ingredient	19117078	Sodium tartrate	1	
SODIUM TETRADECYL SULFATE	Ingredient	19070012	Sodium Tetradecyl Sulfate	1	
SODIUM THIOSULFATE	Ingredient	940004	sodium thiosulfate	1	
SODIUM VALPROATE	Ingredient	745466	Valproate	1	
SODIUM VANADATE	Ingredient	46276034	SODIUM METAVANADATE TETRAHYDRATE	1	
Sofosbuvir	Ingredient	44785094	sofosbuvir	1	
SOLANUM NIGRUM	Ingredient	42904251	Solanum nigrum whole extract	2	
SOLANUM NIGRUM	Ingredient	42900076	Solanum nigrum top extract	1	
SOLIFENACIN SUCCINATE	Ingredient	916005	Solifenacin	1	
SOMATREM	Ingredient	1578181	somatrem	1	
SOMATROPIN	Ingredient	1584910	Somatropin	1	
SORAFENIB TOSYLATE	Ingredient	1363387	sorafenib	1	
SORBITOL	Ingredient	970011	Sorbitol	1	
SOTALOL HYDROCHLORIDE	Ingredient	1370109	Sotalol	1	
SOYBEAN OIL	Ingredient	19070224	Soybean Oil	1	
SPEARMINT	Ingredient	40172492	spearmint allergenic extract	1	
SPECTINOMYCIN HYDROCHLORIDE	Ingredient	1701651	Spectinomycin	1	
SPIGELIA	Ingredient	42900097	Spigelia anthelmia preparation	1	
SPIGELIA ANTHELMIA	Ingredient	42900097	Spigelia anthelmia preparation	1	
SPIRAMYCIN	Ingredient	19070251	Spiramycin	1	
