CONCEPT_CODE	AIC	CONCEPT_NAME	INGREDIENT	AMOUNT_VALUE	AMOUNT_UNIT	DENOMINATOR_VALUE	DENOMINATOR_UNIT	NUMERATOR_VALUE	NUMERATOR_UNIT	NOTES	DRUG_CODE	BRAND_NAME	NUMBER_OF_AIS	INVALID_REASON
2401975	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET TRICIRA LO	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (BLUE TAB)	2401975	TRICIRA LO	6	
2403404	7554	PROGESTERONE CAPSULE[ESTROGEL PROPAK] ESTROGEL PROPAK	PROGESTERONE	100	MG						2403404	ESTROGEL PROPAK	2	
2403404	7419	ESTRADIOL HEMIHYDRATE PUMP[ESTROGEL PROPAK] ESTROGEL PROPAK	ESTRADIOL HEMIHYDRATE					0.06	%	17 BETA-ESTRADIOL	2403404	ESTROGEL PROPAK	2	
2411199	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET CENTRISA 21	NORGESTIMATE	0.25	MG					BLUE TABLETS	2411199	CENTRISA 21	6	A
2411199	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET CENTRISA 21	NORGESTIMATE	0.215	MG					LIGHT BLUE TABLETS	2411199	CENTRISA 21	6	A
2411199	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET CENTRISA 21	NORGESTIMATE	0.18	MG					WHITE TABLETS	2411199	CENTRISA 21	6	A
2411199	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET CENTRISA 21	ETHINYL ESTRADIOL	0.035	MG					WHITE TABLETS	2411199	CENTRISA 21	6	A
2411199	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET CENTRISA 21	ETHINYL ESTRADIOL	0.035	MG					LIGHT BLUE TABLETS	2411199	CENTRISA 21	6	A
2411199	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET CENTRISA 21	ETHINYL ESTRADIOL	0.035	MG					BLUE TABLETS	2411199	CENTRISA 21	6	A
2411202	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET CENTRISA 28	NORGESTIMATE	0.25	MG					BLUE TABLETS	2411202	CENTRISA 28	6	A
2411202	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET CENTRISA 28	NORGESTIMATE	0.215	MG					LIGHT BLUE TABLETS	2411202	CENTRISA 28	6	A
2411202	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET CENTRISA 28	NORGESTIMATE	0.18	MG					WHITE TABLETS	2411202	CENTRISA 28	6	A
2411202	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET CENTRISA 28	ETHINYL ESTRADIOL	0.035	MG					WHITE TABLETS	2411202	CENTRISA 28	6	A
2411202	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET CENTRISA 28	ETHINYL ESTRADIOL	0.035	MG					LIGHT BLUE TABLETS	2411202	CENTRISA 28	6	A
2411202	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET CENTRISA 28	ETHINYL ESTRADIOL	0.035	MG					BLUE TABLETS	2411202	CENTRISA 28	6	A
2411431	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET CENTRISA LO 21	NORGESTIMATE	0.25	MG					DARK BLUE TABLETS	2411431	CENTRISA LO 21	6	A
2411431	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET CENTRISA LO 21	NORGESTIMATE	0.215	MG					LIGHT BLUE TABLETS	2411431	CENTRISA LO 21	6	A
2411431	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET CENTRISA LO 21	NORGESTIMATE	0.18	MG					WHITE TABLETS	2411431	CENTRISA LO 21	6	A
2411431	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET CENTRISA LO 21	ETHINYL ESTRADIOL	0.025	MG					WHITE TABLETS	2411431	CENTRISA LO 21	6	A
2411431	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET CENTRISA LO 21	ETHINYL ESTRADIOL	0.025	MG					LIGHT BLUE TABLETS	2411431	CENTRISA LO 21	6	A
2411431	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET CENTRISA LO 21	ETHINYL ESTRADIOL	0.025	MG					DARK BLUE TABLETS	2411431	CENTRISA LO 21	6	A
2411458	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET CENTRISA LO 28	NORGESTIMATE	0.25	MG					DARK BLUE TABLETS	2411458	CENTRISA LO 28	6	A
2411458	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET CENTRISA LO 28	NORGESTIMATE	0.215	MG					LIGHT BLUE TABLETS	2411458	CENTRISA LO 28	6	A
2411458	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET CENTRISA LO 28	NORGESTIMATE	0.18	MG					WHITE TABLETS	2411458	CENTRISA LO 28	6	A
2411458	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET CENTRISA LO 28	ETHINYL ESTRADIOL	0.025	MG					WHITE TABLETS	2411458	CENTRISA LO 28	6	A
2411458	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET CENTRISA LO 28	ETHINYL ESTRADIOL	0.025	MG					LIGHT BLUE TABLETS	2411458	CENTRISA LO 28	6	A
2411458	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET CENTRISA LO 28	ETHINYL ESTRADIOL	0.025	MG					DARK BLUE TABLETS	2411458	CENTRISA LO 28	6	A
2434318	22541	APREMILAST 30MG OTEZLA	APREMILAST	30	MG						2434318	OTEZLA	3	
2434318	22541	APREMILAST 20MG OTEZLA	APREMILAST	20	MG						2434318	OTEZLA	3	
2434318	22541	APREMILAST 10MG OTEZLA	APREMILAST	10	MG						2434318	OTEZLA	3	
2437503	20872	Tolvaptan 45 MG JINARC	Tolvaptan	45	MG						2437503	JINARC	2	
2437503	20872	Tolvaptan 15 MG JINARC	Tolvaptan	15	MG						2437503	JINARC	2	
2437511	20872	Tolvaptan 60 MG JINARC	Tolvaptan	60	MG						2437511	JINARC	2	
2437511	20872	Tolvaptan 30 MG JINARC	Tolvaptan	30	MG						2437511	JINARC	2	
2437538	20872	Tolvaptan 90 MG JINARC	Tolvaptan	90	MG						2437538	JINARC	2	
2437538	20872	Tolvaptan 30 MG JINARC	Tolvaptan	30	MG						2437538	JINARC	2	
2438445	20097	VARENICLINE TARTRATE 1MG GD-VARENICLINE	VARENICLINE TARTRATE	1	MG					THIS STARTER PACK HAS 14 OF THE 1.0 MG TABLETS	2438445	GD-VARENICLINE	2	A
2438445	20097	VARENICLINE TARTRATE 0.5MG GD-VARENICLINE	VARENICLINE TARTRATE	0.5	MG					THIS STARTER PACK HAS 11 OF THE 0.5MG TABLETS	2438445	GD-VARENICLINE	2	A
2443597	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-LENA 21	NORGESTIMATE	0.25	MG					NORGESTIMATE (PEACH TAB)	2443597	TRI-LENA 21	6	A
2443597	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-LENA 21	NORGESTIMATE	0.215	MG					NORGESTIMATE (ORANGE TAB)	2443597	TRI-LENA 21	6	A
2443597	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-LENA 21	NORGESTIMATE	0.18	MG					NORGESTIMATE (LIGHT ORANGETAB)	2443597	TRI-LENA 21	6	A
2443597	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-LENA 21	ETHINYL ESTRADIOL	0.035	MG					ETHINYL ESTRADIOL (PEACH TAB)	2443597	TRI-LENA 21	6	A
2443597	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-LENA 21	ETHINYL ESTRADIOL	0.035	MG					ETHINYL ESTRADIOL (ORANGE TAB)	2443597	TRI-LENA 21	6	A
2443597	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-LENA 21	ETHINYL ESTRADIOL	0.035	MG					ETHINYL ESTRADIOL (LIGHT ORANGETAB)	2443597	TRI-LENA 21	6	A
2443600	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-LENA 28	NORGESTIMATE	0.25	MG					NORGESTIMATE (PEACH TAB)	2443600	TRI-LENA 28	6	A
2443600	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-LENA 28	NORGESTIMATE	0.215	MG					NORGESTIMATE (ORANGE TAB)	2443600	TRI-LENA 28	6	A
2443600	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-LENA 28	NORGESTIMATE	0.18	MG					NORGESTIMATE (LIGHT ORANGE TAB)	2443600	TRI-LENA 28	6	A
2443600	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-LENA 28	ETHINYL ESTRADIOL	0.035	MG					ETHINYL ESTRADIOL (PEACH TAB)	2443600	TRI-LENA 28	6	A
2443600	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-LENA 28	ETHINYL ESTRADIOL	0.035	MG					ETHINYL ESTRADIOL (ORANGE TAB)	2443600	TRI-LENA 28	6	A
2443600	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-LENA 28	ETHINYL ESTRADIOL	0.035	MG					ETHINYL ESTRADIOL (LIGHT ORANGE TAB)	2443600	TRI-LENA 28	6	A
2443759	22626	VILAZODONE HYDROCHLORIDE 20MG VIIBRYD	VILAZODONE HYDROCHLORIDE	20	MG					7 TABS	2443759	VIIBRYD	2	A
2443759	22626	VILAZODONE HYDROCHLORIDE 10MG VIIBRYD	VILAZODONE HYDROCHLORIDE	10	MG					7 TABS	2443759	VIIBRYD	2	A
2443767	22626	VILAZODONE HYDROCHLORIDE 40MG VIIBRYD	VILAZODONE HYDROCHLORIDE	40	MG						2443767	VIIBRYD	3	A
2443767	22626	VILAZODONE HYDROCHLORIDE 20MG VIIBRYD	VILAZODONE HYDROCHLORIDE	20	MG					7 TABS	2443767	VIIBRYD	3	A
2443767	22626	VILAZODONE HYDROCHLORIDE 10MG VIIBRYD	VILAZODONE HYDROCHLORIDE	10	MG					7 TABS	2443767	VIIBRYD	3	A
2444402	22631	PEGINTERFERON BETA-1A 94MCG/0.5ML PLEGRIDY	PEGINTERFERON BETA-1A			0.5	ML	94	MCG	DIN 02444380	2444402	PLEGRIDY	2	
2444402	22631	PEGINTERFERON BETA-1A 63MCG/0.5ML PLEGRIDY	PEGINTERFERON BETA-1A			0.5	ML	63	MCG	DIN 02444372	2444402	PLEGRIDY	2	
2150913	AI714	CLOTRIMAZOLE CREAM [CANESTEN 6 INSERT COMBI-PAK] CANESTEN 6 INSERT COMBI-PAK	CLOTRIMAZOLE					1	%		2150913	CANESTEN 6 INSERT COMBI-PAK		
2150913	AI4899	CLOTRIMAZOLE SUPPOSITORY [CANESTEN 6 INSERT COMBI-PAK] CANESTEN 6 INSERT COMBI-PAK	CLOTRIMAZOLE	100	MG						2150913	CANESTEN 6 INSERT COMBI-PAK		
2217384	AI3689	ETHINYL ESTRADIOL 0.035MG /NORETHINDRONE 0.5MG ORAL TABLET NORETHINDRONE/ETHINYL ESTRADIOL PHASIC(21-D)	NORETHINDRONE	0.5	MG						2217384	NORETHINDRONE/ETHINYL ESTRADIOL PHASIC(21-D)		
2217384	AI3652	ETHINYL ESTRADIOL 0.035MG /NORETHINDRONE 0.5MG ORAL TABLET NORETHINDRONE/ETHINYL ESTRADIOL PHASIC(21-D)	ETHINYL ESTRADIOL	0.035	MG						2217384	NORETHINDRONE/ETHINYL ESTRADIOL PHASIC(21-D)		
2217384	AI4878	ETHINYL ESTRADIOL 0.035MG /NORETHINDRONE 1MG ORAL TABLET NORETHINDRONE/ETHINYL ESTRADIOL PHASIC(21-D)	ETHINYL ESTRADIOL	0.035	MG						2217384	NORETHINDRONE/ETHINYL ESTRADIOL PHASIC(21-D)		
2217384	AI3970	ETHINYL ESTRADIOL 0.035MG /NORETHINDRONE 1MG ORAL TABLET NORETHINDRONE/ETHINYL ESTRADIOL PHASIC(21-D)	NORETHINDRONE	1	MG						2217384	NORETHINDRONE/ETHINYL ESTRADIOL PHASIC(21-D)		
2380331	270	ACETAMINOPHEN/CHLORPHENIRAMINE MALEATE/DEXTROMETHORPHAN HYDROBROMIDE/PSEUDOEPHEDRINE HYDROCHLORIDE ORAL POWDER FOR SOLUTION	ACETAMINOPHEN			5	G	650	MG		2380331			
2380331	6492	ACETAMINOPHEN/CHLORPHENIRAMINE MALEATE/DEXTROMETHORPHAN HYDROBROMIDE/PSEUDOEPHEDRINE HYDROCHLORIDE ORAL POWDER FOR SOLUTION	PSEUDOEPHEDRINE HYDROCHLORIDE			5	G	60	MG		2380331			
2380331	10247	ACETAMINOPHEN/CHLORPHENIRAMINE MALEATE/DEXTROMETHORPHAN HYDROBROMIDE/PSEUDOEPHEDRINE HYDROCHLORIDE ORAL POWDER FOR SOLUTION	DEXTROMETHORPHAN HYDROBROMIDE			5	G	20	MG		2380331			
2380331	10258	PHENYLEPHRINE HYDROCHLORIDE DAYTIME ORAL POWDER FOR SOLUTION	PHENYLEPHRINE HYDROCHLORIDE			4.6	G	5	MG		2380331			
2380331	10259	ACETAMINOPHEN/CHLORPHENIRAMINE MALEATE/DEXTROMETHORPHAN HYDROBROMIDE/PSEUDOEPHEDRINE HYDROCHLORIDE ORAL POWDER FOR SOLUTION	CHLORPHENIRAMINE MALEATE			5	G	4	MG		2380331			
