CONCEPT_CODE_1	CONCEPT_NAME_1	CONCEPT_CLASS_ID_1	CONCEPT_CODE_2	CONCEPT_NAME_2	CONCEPT_CLASS_ID_2	CONCEPT_ID_2	INVALID_REASON_2	PRECEDENCE	CONVERSION_FACTOR
506354	CIRKULIN VALERIAN TABLETS	Drug Product	N05C	HYPNOTICS AND SEDATIVES	ATC 3rd	21604606		1	
256005	FLORA HERBTEA VALERIAN ROOTS	Drug Product	N05C	HYPNOTICS AND SEDATIVES	ATC 3rd	21604606		1	
2044919	BISCO CAVITY CLEANSER LIQ 0.2%	Drug Product	A01AB	Antiinfectives and antiseptics for local oral treatment	ATC 4th	21600011		1	
2045354	BISMED LIQ 17.66MG/ML	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2296330	BISMUTH (CHERRY FLAVOUR) ORAL LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2245730	BISMUTH CAPLETS ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2280000	BISMUTH LIQUID ORAL LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2314312	BISMUTH ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2326582	BISMUTH SUBSALICYLATE CAPLETS ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
876674	PERSONNEL SOUS-SALICYLATE BISMUTH 17.6MG/ML	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2229968	STOMAX - TAB 400MG	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2296322	BISMUTH (ORIGINAL FORMULA) ORAL LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2280019	BISMUTH CAPLETS ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2245731	BISMUTH CHEWABLES ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2418592	BISMUTH CHEWABLES ORAL TABLET (CHEWABLE)	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
807060	BISMUTH LIQ 17.6MG/ML ORAL LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2035278	BISMUTH SUBSALICYLATE SUSPENSION 17.6MG/ML ORAL SUSPENSION	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2419262	EXTRA STRENGTH BISMUTH	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2048469	PLEASANT RELIEF LIQ 1.7%	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
452696	DEVROM CHEW TAB 200MG	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2220709	BISMUTH ORAL LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2428385	BISMUTH ORAL SUSPENSION	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
876526	BISMUTH SUBSALICYLATE SUSPENSION 17.6MG/ML	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2247094	EXTRA STRENGTH BISMUTH	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2275775	MCNEIL STOMACH RELIEF	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
1946064	PINK BISMUTH ROSE LIQ 17.6MG/ML	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2229668	PEPTO-BISMOL EXTRA	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2328453	EXTRA STRENGTH BISMUTH SUBSALICYLATE LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2177994	PEPTO BISMOL CAPLET - 262MG/CAPLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2243123	BISMUTH CAPLETS ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2338408	BISMUTH SUBSALICYLATE LIQUID ORAL LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2240410	BISMYLATE-BISMUTH SUBSALICYLATE SUS 17.6GM/ML	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2143534	PINK BISMUTH-LIQ 17.6MG/ML	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2438666	PEPSIS RELIEF	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2418584	BISMUTH CAPLETS ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2401479	BISMUTH SUBSALICYLATE ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2418614	REGULAR STRENGTH BISMUTH	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2283441	BISMUTH LIQUID ORAL LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2310791	BISMUTH ORAL TABLET	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2242537	EXTRA-STRENGTH BISMUTH	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2097079	PEPTO BISMOL LIQUID 17.6MG/ML	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2353989	BISMUTH SUBSALICYLATE LIQUID EXTRA STRENGTH ORAL SUSPENSION	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2449307	BISMUTH SUBSALICYLATE LIQUID EXTRA STRENGTH ORAL SUSPENSION	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2313162	BISMUTH SUBSALICYLATE LIQUID ORAL LIQUID	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
844365	PINK BISMUTH SUBSALICYLATE LIQ 17.6MG/ML	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2325896	PEPTO-BISMOL WITH INSTACOOL	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2289830	ROLAIDS UPSET STOMACH RELIEF	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2262363	STOMAK-CARE MULTI ACTION	Drug Product	A07BB	Bismuth preparations	ATC 4th	21600631		1	
2042894	DONNATAL ELIXIR	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
1909274	DONNATAL EXTENTABS	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
417661	GRIPE WATER ORAL LIQUID	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
1909282	DONNATAL ELIXIR	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
2021781	BABY'S OWN GRIPE WATER	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
176141	BELLERGAL SPACETABS	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
2042908	DONNATAL EXTENTABS SRT	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
2042916	DONNATAL TAB	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
402397	BABYS OWN GRIPE WATER	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
176133	BELLERGAL TAB	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
2227525	BABY'S OWN GRIPE WATER - LIQ	Drug Product	A03ED	Antispasmodics in combination with other drugs	ATC 4th	21600481		1	
2229507	PHOSTHENINE VITAMINES ET FER (AMPOULES BUVABLE) ORAL LIQUID	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
840858	TONI COM LIQ	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
618136	HI POTENCY B COMPLEX W CHELATED MINERALS	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
2244200	ULTRA ENERFORCE	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
46698	B 6 PLUS ORAL TABLET	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
1914723	GERITOL LIQUID	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
2244095	SUPRAVITE BOUTEILLE 250ML	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
703184	BEV 29 TAB	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
2001063	MAGNA B-6	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
2143658	VITAFER - LIQ	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
898228	B COMPLEX WITH MINERALS TAB ORAL TABLET	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
578886	SUPER VITALEX AMPOULE BUVABLE	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
393347	B6 PLUS TAB ORAL TABLET	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
479128	TINI-CAL AMPOULES	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
2143631	VITAMINE DU GROUPE B PLUS FER - LIQ ORAL LIQUID	Drug Product	A11EC	Vitamin B-complex with minerals	ATC 4th	21600832		1	
782106	B-50 COMPLEX TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2060264	B-50 HI POTENCY B VITAMINS TAB	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2230318	BALANCED B-50 COMPLEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2242229	COMPLETE MEGA B	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
591947	COMPLEXE B COMPOSE 75 ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2241071	FORMULA PRO-B	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
1984438	LIQUI B COMPLEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
562882	SUPER B COMPLEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
730491	B COMPOUND 50MG TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2230975	B-COMPLEX 100 ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
705446	B-COMPLEX TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2247363	DAILY ENERGY BRAND B-COMPLEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
1938002	HARVEST OF VALUES ALL B COMPLEX TAB	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2240842	FORMULA D.S.	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
622699	MULTI B NO 3 CAP	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
624462	VITAMIN B COMPLEX SUPPL ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
649422	VITAMIN B TABLETS ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
678996	SUPER B COMPLEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
1983490	B COMPLEX 50 VITAMIN CAP ORAL CAPSULE	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
452831	B COMPLEX TABLETS ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2247036	B-100 CAPS ORAL CAPSULE	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
398837	B-50 COMPLEX ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2238709	B-COMPLEX ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
529729	BALANCED B50 COMPLEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
729191	NEO-BEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2163292	MEGA B-50 - CAPSULE	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
609668	VITA-B	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2060256	B-100 HI POTENCY B VITAMINS TAB	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2010410	B-COMPLEX TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2163314	B-STRESSELECT - CAPSULE	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
890251	BALANCED B-100 B-COMPLEX VITAMINS TAB	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2061252	BALANCED B-50 B-COMPLEX VITAMINS TAB	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
529710	BALANCED B100	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
640492	BEV B-150	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2163373	ESSENTIAL B TABLETS	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
123048	NIACINAMIDE TAB USP ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
601381	LOW POTENCY B COMPLEX TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2075970	VITAMIN B COMPLEX 100 TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
551880	VITAMIN B COMPOUND TAB	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2021684	TIMED RELEASE B COMPLEX 100 SRT	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
467596	T.R.I. B-PLEX SRC	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
634697	VITA B COMPLEX TAB	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2025183	B COMPLEX TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
190357	B VITAMIN COMPOUND WITH B12 THUNAS ORAL LIQUID	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
576425	B50 B COMPLEX TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2247911	B50 COMPLEX ORAL CAPSULE	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2163829	BALANCED B-50 B-COMPLEX VITAMINS, TIMED RELE	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
881368	COMPLEX-75	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
729094	MULTI B	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
843555	VITA-B-75 CAP	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
539929	VIT B COMPLEX CTR ORAL TABLET (EXTENDED-RELEASE)	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2238740	B-100 VITAMIN SUPPLEMENT ORAL TABLET (EXTENDED-RELEASE)	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
627364	B-COMPLEX-50 TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2244822	B-PLEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
753947	COMPLEXE B 75MG	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
463434	FORTAPLEX INJ	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
622680	MULTI B NO 12 CAP	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
1983652	MINI-B TAB	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
623725	LIQUID B COMPLEX 50	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2163381	VITA-WORTH B-COMPLEX TABLETS	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2168111	TIME RELEASE B 100 COMPOUND - TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2230972	TIMED RELEASE B-COMPLEX 50	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2238511	B COMPLEX 25MG VITAMIN SUPPLEMENT ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2005271	B COMPLEX 50+ CAPLET ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
593915	B-COMPLEX TABLETS ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
526703	BALANCED B 125 SRT	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2242278	BALANCED B-100 TIMED RELEASE	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
1934899	BEMINAL FORTIS ELX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
757799	COMPLEXE B 75MG	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2237176	COMPLEXE B-75	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
1984411	LIQUI B COMPLEX PLUS	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
584401	ORTI B	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2246190	VITAMIN B COMPLEX 50 ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
474797	VITAMIN B COMPLEX TAB ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2230974	TIMED RELEASE B-COMPLEX 100	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
643041	B 50 CAPSULES	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2243923	B-100 COMPLEX TABLETS ORAL TABLET (EXTENDED-RELEASE)	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2230971	B-COMPLEX 50 ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
624950	COMPLETE MEGA B	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
123390	BREWERS YEAST TABLETS FORTIFED ORAL TABLET	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2238321	NUTROL-B-COMPLEX	Drug Product	A11EA	Vitamin B-complex, plain	ATC 4th	21600830		1	
2202719	XYLIFRESH 100 (PEPPERMINT) - GUM 827 MG	Drug Product	A01AA	Caries prophylactic agents	ATC 4th	21600004		1	
2241544	TRIDENT ADVANTAGE GUM	Drug Product	A01AA	Caries prophylactic agents	ATC 4th	21600004		1	
470937	FLUOR PROTECTOR	Drug Product	A01AA	Caries prophylactic agents	ATC 4th	21600004		1	
2202700	XYLIFRESH 100 (SPEARMINT) - GUM	Drug Product	A01AA	Caries prophylactic agents	ATC 4th	21600004		1	
2011050	KALENITE CAPSULES	Drug Product	A06AB	Contact laxatives	ATC 4th	21600537		1	
1988263	CAPSULAX CAPSULES 250MG	Drug Product	A06AB	Contact laxatives	ATC 4th	21600537		1	
518638	COMPLETE MEGA PACKETS	Drug Product	A16AX	Various alimentary tract and metabolism products	ATC 4th	21600951		1	
252239	LIPOTROPE TAB	Drug Product	A16AX	Various alimentary tract and metabolism products	ATC 4th	21600951		1	
468924	MAGNESIUM OXIDE POWDER HEAVY	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
2211661	CHELATED MAGNESIUM SUPPLEMENT - TAB 100MG	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
2238857	F.M. FORMULA	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
290181	PHYTESIUM LIQ 10.24MG/ML	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
2118130	MAGNESIUM - 100MG TAB ORAL TABLET	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
2175606	MAGNESIUM ORAL CAPSULE	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
744077	MAGNESIUM TAB 250MG ORAL TABLET	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
2247498	MAGNESIUM CHELATE 125MG	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
333883	MAGNOROL CAP 20MG	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
632910	CHELATED MAGNESIUM TAB 125MG	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
532479	MAGNESIUM ORAL CAPSULE	Drug Product	A12CC	Magnesium	ATC 4th	21600892		1	
2112701	POTASSIUM 250 ORAL CAPSULE	Drug Product	A12BA	Potassium	ATC 4th	21600876		1	
671959	ZINC 50MG W VITAMIN C ORAL TABLET	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2247740	DUAL MIX	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2018780	NATURA MAGNESIUM PLUS VITAMIN C	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
894427	ZINC & C LOZ	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2241191	DINOSAURS IM-RAP	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2231148	FORTIFI-PLUS	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2237679	USANA PROCOSA TABLETS	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2239672	ONE A DAY WITH NON-MEDICINAL ECHINACEA	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2229514	SAMSON	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
1983709	ZINC-C LOZENGES	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
720380	ZINC-C-LOZENGES	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2238776	VITAMIN C AND ZINC LOZENGES ORAL LOZENGE	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2237064	ZINC LOZENGES WITH VITAMIN C AND NON-MEDICINAL ECHINACEA ORAL LOZENGE	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2167581	HYDROXY-CAL - CAP	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
716324	KOS-MAG +C	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2016311	LIQUID IRON AND VITAMIN C ORAL LIQUID	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
1901486	VITAMIN C & ZINC TAB ORAL TABLET	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
857289	VITAMIN C + ZINC TAB ORAL TABLET	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2231794	ZINC LOZENGE WITH VITAMIN C ORAL TABLET	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2230421	C + IRON WITH POTASSIUM ORAL POWDER	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2237395	IMEDEEN	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2239262	KOLVAC	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
540951	POWER C PLUS	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2238378	ZINC LOZENGE WITH VITAMIN C ORAL LOZENGE	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2237469	ZINC PLUS LOZENGES	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
2236897	ZINC WITH C LOZENGE ORAL LOZENGE	Drug Product	A11GB	Ascorbic acid (vitamin C), combinations	ATC 4th	21600838		1	
717908	SOPALAMINE/3B TAB	Drug Product	A11DB	Vitamin B1 in combination with vitamin B6 and/or vitamin B12	ATC 4th	21600828		1	
162876	VIGEM 12 LIQUID	Drug Product	A11DB	Vitamin B1 in combination with vitamin B6 and/or vitamin B12	ATC 4th	21600828		1	
2020793	SCLERODINE 6 INJECTION	Drug Product	C05BB	Sclerosing agents for local injection	ATC 4th	21601642		1	
623571	SALIJECT 570MG/ML	Drug Product	C05BB	Sclerosing agents for local injection	ATC 4th	21601642		1	
2242893	DIUREX WATER CAPLETS	Drug Product	C03BD	Xanthine derivatives	ATC 4th	21601511		1	
2279207	DIUREX WATER CAPSULES	Drug Product	C03BD	Xanthine derivatives	ATC 4th	21601511		1	
561371	SKIN SHIELD LIQUID BANDAGE	Drug Product	D02AD	Liquid plasters	ATC 4th	21601973		1	
62812	ABC PLASTER	Drug Product	D02AD	Liquid plasters	ATC 4th	21601973		1	
2320096	TRI-PREVIFEM (21 DAY)	Drug Product	G03AB	Progestogens and estrogens, sequential preparations	ATC 4th	21602488		1	
2320118	TRI-PREVIFEM (28 DAY)	Drug Product	G03AB	Progestogens and estrogens, sequential preparations	ATC 4th	21602488		1	
2103036	AVC CREAM - 15%	Drug Product	G01AE	Sulfonamides	ATC 4th	21602388		1	
2038242	ACTINAC PWS	Drug Product	D10AA	Corticosteroids, combinations for treatment of acne	ATC 4th	21602283		1	
458988	SODIUM BORATE TOPICAL POWDER	Drug Product	D08AD	Boric acid products	ATC 4th	21602209		1	
630373	BORIC ACID TOPICAL POWDER FOR SOLUTION	Drug Product	D08AD	Boric acid products	ATC 4th	21602209		1	
179043	BORACIC ACID PWR	Drug Product	D08AD	Boric acid products	ATC 4th	21602209		1	
482153	SUPER SEPTIC	Drug Product	D08AD	Boric acid products	ATC 4th	21602209		1	
132624	ACIDE BORIQUE	Drug Product	D08AD	Boric acid products	ATC 4th	21602209		1	
289353	THOMAS OXYBORNIOL	Drug Product	D08AD	Boric acid products	ATC 4th	21602209		1	
110760	GLYCOTHYMOLINE	Drug Product	D08AD	Boric acid products	ATC 4th	21602209		1	
167819	ALPHOSYL CREAM	Drug Product	D05AA	Tars	ATC 4th	21602030		1	
2238642	NEUTROGENA T/GEL EXTRA	Drug Product	D05AA	Tars	ATC 4th	21602030		1	
2432439	MULTI-ACTION DENOREX 2-IN-1 DANDRUFF SHAMPOO + CONDITIONER	Drug Product	D05AA	Tars	ATC 4th	21602030		1	
379727	MULTITAR PLUS	Drug Product	D05AA	Tars	ATC 4th	21602030		1	
2403862	MAZON MEDICATED CREAM	Drug Product	D05AA	Tars	ATC 4th	21602030		1	
2023075	IONIL T SHAMPOO LIQ	Drug Product	D05AA	Tars	ATC 4th	21602030		1	
1981021	POLYTAR AF SHAMPOO	Drug Product	D05AA	Tars	ATC 4th	21602030		1	
1931121	OXIPOR LOTION	Drug Product	D05AA	Tars	ATC 4th	21602030		1	
