CONCEPT_NAME	CONCEPT_CODE_1	VOCABULARY_ID_1	CONCEPT_ID_2	PRECEDENCE	CONVERSION_FACTOR
Plantago Major	DPD135766	DPD	42899920	1	
Plantago Seed	DPD135767	DPD	19132965	1	
Plaquenil	DPD127931	DPD	19042425	1	
Plaquenil [Drug]	2017709	DPD	1777087	1	
Plasbumin	DPD127932	DPD	19114722	1	
Plasbumin-25 [Drug]	2189119	DPD	21601139	1	
Plasbumin-5 [Drug]	2189100	DPD	21601139	1	
Plasbumin-5 Inj 50mg/Ml [Drug]	438278	DPD	21601139	1	
Plasma Protein Fraction (Human)	DPD135768	DPD	19025693	1	
Plasma Protein Fraction (Human) Protenate [Drug]	118354	DPD	21601140	1	
Plasma-Lyte 56 5% Dextrose Inj [Drug]	260584	DPD	21601162	1	
Plasma-Lyte A	DPD127934	DPD	19025691	1	
Plasma-Lyte A Injection [Drug]	2339358	DPD	21601161	1	
Plasmalyte 148 In 5% Dextrose Inj [Drug]	260592	DPD	21601162	1	
Plasmalyte 148 In Water [Drug]	260576	DPD	21601161	1	
Plasmanate Inj 0.05gm/Ml Usp [Drug]	482676	DPD	21601139	1	
Plasminogen	DPD135770	DPD	954696	1	
Platanus Occidentalis	DPD135771	DPD	44506776	1	
Platanus Orientalis	DPD135772	DPD	44506776	1	
Platina Homeo Chemical	DPD135773	DPD	45776472	1	
Platinol Aq	DPD127938	DPD	19051490	1	
Platinol Aq Inj 1mg/Ml [Drug]	788740	DPD	1397599	1	
Platinum	DPD135774	DPD	42900468	1	
Platinum Chloride	DPD135775	DPD	45776472	1	
Platinum Muscle And Back Pain Relief [Drug]	2361922	DPD	21604100	1	
Plavix	DPD127943	DPD	19030328	1	
Plavix [Drug]	2238682	DPD	1322184	1	
Plavix [Drug]	2330555	DPD	1322184	1	
Plax Anti-Plaque Dental Rinse [Drug]	1942506	DPD	21600045	1	
Pleasant Relief Liq 1.7% [Drug]	2048469	DPD	21600631	1	
Plectranthus Fruticosus	DPD135776	DPD	45776878	1	
Plegisol	DPD127946	DPD	43129036	1	
Plegisol [Drug]	625663	DPD	21601161	1	
Plegridy	DPD127947	DPD	45775150	1	
Plegridy [Drug]	2444372	DPD	45775146	1	
Plegridy [Drug]	2444380	DPD	45775146	1	
Plegridy [Drug]	2444399	DPD	45775146	1	
Plegridy [Drug]	2444402	DPD	45775146	1	
Plendil	DPD127948	DPD	19044934	1	
Plendil 10 Mg [Drug]	851787	DPD	1353776	1	
Plendil 2.5 Mg [Drug]	2057778	DPD	1353776	1	
Plendil 5 Mg [Drug]	851779	DPD	1353776	1	
Plerixafor	DPD135777	DPD	19017581	1	
Pleura-Seal Thoracentesis Kit [Drug]	867500	DPD	21604241	1	
Pliaglis	DPD127950	DPD	19015574	1	
Pliaglis [Drug]	2398028	DPD	21604241	1	
Plumbum Mellitum	DPD135779	DPD	19123879	1	
Plumbum Metallicum	DPD135780	DPD	19123879	1	
Plus Sinus [Drug]	2238820	DPD	1154332	1	
Pm Caps [Drug]	2238133	DPD	21600809	1	
Pm Caps [Drug]	2241049	DPD	21600805	1	
Pmg Protomorphogen Beef Prostate 164mgms [Drug]	190934	DPD	21605357	1	
Pml Crono [Drug]	2242170	DPD	21600854	1	
Pms Benzalkonium Chloride Solution [Drug]	785288	DPD	916460	1	
Pms Desipramine Hydro Tab 10mg [Drug]	1946250	DPD	716968	1	
Pms Desipramine Hydro Tab 25mg [Drug]	1946269	DPD	716968	1	
Pms Desipramine Hydro Tab 50mg [Drug]	1946277	DPD	716968	1	
Pms Desipramine Hydro Tab 75mg [Drug]	1946242	DPD	716968	1	
Pms Dexamethasone Elixir 0.5mg/5ml [Drug]	1946897	DPD	1518254	1	
Pms Dexamethasone Tab 0.5mg Usp [Drug]	1964976	DPD	1518254	1	
Pms Dexamethasone Tab 0.75mg Usp [Drug]	1964968	DPD	1518254	1	
Pms Dexamethasone Tab 4mg [Drug]	1964070	DPD	1518254	1	
Pms Docusate-Calcium Cap 240mg Usp [Drug]	664553	DPD	21600535	1	
Pms Fluphenazine Tab 1mg [Drug]	726338	DPD	756018	1	
Pms Fluphenazine Tab 2mg [Drug]	726346	DPD	756018	1	
Pms Fluphenazine Tab 5mg [Drug]	726354	DPD	756018	1	
Pms Hydromorphone Sirop 1mg/Ml [Drug]	1916386	DPD	1126658	1	
Pms Hydromorphone Suppositoire 3mg [Drug]	1916394	DPD	1126658	1	
Pms Hydroxyzine Cap 10mg [Drug]	741884	DPD	777221	1	
Pms Hydroxyzine Cap 25mg [Drug]	741892	DPD	777221	1	
Pms Hydroxyzine Cap 50mg [Drug]	741906	DPD	777221	1	
Pms Hydroxyzine Syr 10mg/5ml [Drug]	741817	DPD	777221	1	
Pms Imipramine Tab 10mg [Drug]	726397	DPD	778268	1	
Pms Imipramine Tab 25mg [Drug]	726303	DPD	778268	1	
Pms Imipramine Tab 50mg [Drug]	726311	DPD	778268	1	
Pms Midol Complete	DPD127967	DPD	45892548	1	
Pms Midol Complete [Drug]	2275228	DPD	21604348	1	
Pms Oxtriphylline Syr Pediatric 10mg/Ml [Drug]	792934	DPD	19049816	1	
Pms Perphenazine Concentrate Liq 3.2mg/Ml [Drug]	751898	DPD	733008	1	
Pms Perphenazine Tab 16mg [Drug]	726206	DPD	733008	1	
Pms Perphenazine Tab 2mg [Drug]	726184	DPD	733008	1	
Pms Perphenazine Tab 4mg [Drug]	726192	DPD	733008	1	
Pms Perphenazine Tab 8mg [Drug]	726281	DPD	733008	1	
Pms Prochlorperazine Inj 5mg/Ml [Drug]	753645	DPD	752061	1	
Pms Relief Extra Strength [Drug]	2340089	DPD	21604348	1	
Pms Thioridazine Tab 50mg [Drug]	575135	DPD	700299	1	
Pms Trazodone Hcl Tab 100mg [Drug]	1937235	DPD	703547	1	
Pms Trazodone Hcl Tab 50mg [Drug]	1937227	DPD	703547	1	
Pms Trifluoperazine Hcl Syrup 11.8mg/Ml [Drug]	751871	DPD	704984	1	
Pms Trifluoperazine Tab 10mg [Drug]	726249	DPD	704984	1	
Pms Trifluoperazine Tab 1mg [Drug]	726214	DPD	704984	1	
Pms Trifluoperazine Tab 20mg [Drug]	726257	DPD	704984	1	
Pms Trifluoperazine Tab 2mg [Drug]	726222	DPD	704984	1	
Pms Trifluoperazine Tab 5mg [Drug]	726230	DPD	704984	1	
Pms Trihexyphenidyl [Drug]	726273	DPD	705178	1	
Pms-Acetaminophen E [Drug]	2313081	DPD	1125315	1	
Pms-Acetaminophen Suppositories 120mg [Drug]	2046660	DPD	1125315	1	
Pms-Acetaminophen Suppositories 160mg [Drug]	2046679	DPD	1125315	1	
Pms-Acetaminophen Suppositories 325mg [Drug]	2046687	DPD	1125315	1	
Pms-Acetaminophen Suppositories 650mg [Drug]	2046695	DPD	1125315	1	
Pms-Acetaminophen Tab 325mg [Drug]	891177	DPD	1125315	1	
Pms-Acetaminophen Tab 500mg [Drug]	892505	DPD	1125315	1	
Pms-Acetaminophen W Codeine Elixir [Drug]	816027	DPD	21604348	1	
Pms-Adenosine [Drug]	2243435	DPD	1309204	1	
Pms-Alendronate [Drug]	2273179	DPD	21604152	1	
Pms-Alendronate-Fc [Drug]	2284006	DPD	21604152	1	
Pms-Almotriptan [Drug]	2441411	DPD	1103552	1	
Pms-Alumina Mag And Simethicone Sus [Drug]	894079	DPD	21600076	1	
Pms-Amclav-200 [Drug]	2241001	DPD	21602863	1	
Pms-Amclav-400 [Drug]	2241000	DPD	21602863	1	
Pms-Amclav-875 [Drug]	2240999	DPD	21602863	1	
Pms-Amiodarone [Drug]	2242472	DPD	1309944	1	
Pms-Amiodarone [Drug]	2292173	DPD	1309944	1	
Pms-Amitriptyline [Drug]	2247302	DPD	710062	1	
Pms-Amitriptyline [Drug]	2247303	DPD	710062	1	
Pms-Amitriptyline [Drug]	2247304	DPD	710062	1	
Pms-Amitriptyline Tablets 10mg [Drug]	654523	DPD	710062	1	
Pms-Amitriptyline Tablets 25mg [Drug]	654515	DPD	710062	1	
Pms-Amitriptyline Tablets 50mg [Drug]	654507	DPD	710062	1	
Pms-Amlodipine [Drug]	2284065	DPD	1332418	1	
Pms-Amlodipine [Drug]	2284073	DPD	1332418	1	
Pms-Amlodipine [Drug]	2295148	DPD	1332418	1	
Pms-Amlodipine-Atorvastatin [Drug]	2404222	DPD	21601906	1	
Pms-Amlodipine-Atorvastatin [Drug]	2404230	DPD	21601906	1	
Pms-Amlodipine-Atorvastatin [Drug]	2404249	DPD	21601906	1	
Pms-Amlodipine-Atorvastatin [Drug]	2404257	DPD	21601906	1	
Pms-Amoxicillin [Drug]	2230243	DPD	1713332	1	
Pms-Amoxicillin [Drug]	2230244	DPD	1713332	1	
Pms-Amoxicillin [Drug]	2230245	DPD	1713332	1	
Pms-Amoxicillin [Drug]	2230246	DPD	1713332	1	
Pms-Amphetamines Xr [Drug]	2440369	DPD	714785	1	
Pms-Amphetamines Xr [Drug]	2440377	DPD	714785	1	
Pms-Amphetamines Xr [Drug]	2440385	DPD	714785	1	
Pms-Amphetamines Xr [Drug]	2440393	DPD	714785	1	
Pms-Amphetamines Xr [Drug]	2440407	DPD	714785	1	
Pms-Amphetamines Xr [Drug]	2440415	DPD	714785	1	
Pms-Anagrelide [Drug]	2274949	DPD	1381253	1	
Pms-Anastrozole [Drug]	2320738	DPD	1348265	1	
Pms-Artificial Tears Dps 1.4% [Drug]	776548	DPD	21605143	1	
Pms-Artificial Tears Plus Sol [Drug]	755311	DPD	21605143	1	
Pms-Asa [Drug]	2283662	DPD	1112807	1	
Pms-Asa [Drug]	2283670	DPD	1112807	1	
Pms-Asa [Drug]	40851	DPD	1112807	1	
Pms-Asa Ec [Drug]	2283689	DPD	1112807	1	
Pms-Asa Ec [Drug]	2284529	DPD	1112807	1	
Pms-Asa Ec [Drug]	2284537	DPD	1112807	1	
Pms-Asa Ec [Drug]	2285371	DPD	1112807	1	
Pms-Atenolol [Drug]	2237600	DPD	1314002	1	
Pms-Atenolol [Drug]	2237601	DPD	1314002	1	
Pms-Atenolol [Drug]	2246581	DPD	1314002	1	
Pms-Atomoxetine [Drug]	2381028	DPD	742185	1	
Pms-Atomoxetine [Drug]	2381036	DPD	742185	1	
Pms-Atomoxetine [Drug]	2381044	DPD	742185	1	
Pms-Atomoxetine [Drug]	2381052	DPD	742185	1	
Pms-Atomoxetine [Drug]	2381060	DPD	742185	1	
Pms-Atomoxetine [Drug]	2404664	DPD	742185	1	
Pms-Atomoxetine [Drug]	2404672	DPD	742185	1	
Pms-Atorvastatin [Drug]	2313448	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2313456	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2313464	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2313472	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2333724	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2333732	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2333740	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2333759	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2399377	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2399385	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2399393	DPD	1545958	1	
Pms-Atorvastatin [Drug]	2399407	DPD	1545958	1	
Pms-Azithromycin [Drug]	2261634	DPD	1734104	1	
Pms-Azithromycin [Drug]	2261642	DPD	1734104	1	
Pms-Azithromycin [Drug]	2418452	DPD	1734104	1	
Pms-Azithromycin [Drug]	2418460	DPD	1734104	1	
Pms-Baclofen [Drug]	2063735	DPD	715233	1	
Pms-Baclofen Tab 20mg [Drug]	2063743	DPD	715233	1	
Pms-Benazepril [Drug]	2231548	DPD	1335471	1	
Pms-Benazepril [Drug]	2231550	DPD	1335471	1	
Pms-Benazepril [Drug]	2231551	DPD	1335471	1	
Pms-Benztropine 2mg/Tab [Drug]	587265	DPD	719174	1	
Pms-Benztropine Tab 0.5mg [Drug]	885452	DPD	719174	1	
Pms-Betahistine [Drug]	2330210	DPD	19020124	1	
Pms-Betahistine [Drug]	2330237	DPD	19020124	1	
Pms-Bethanechol Chloride Tab 10mg [Drug]	759171	DPD	937439	1	
Pms-Bethanechol Chloride Tab 25mg [Drug]	739162	DPD	937439	1	
Pms-Bethanechol Chloride Tab 50mg [Drug]	759198	DPD	937439	1	
Pms-Bezafibrate [Drug]	2240331	DPD	19022956	1	
Pms-Bicalutamide [Drug]	2275589	DPD	1344381	1	
Pms-Bisacodyl [Drug]	582883	DPD	924939	1	
Pms-Bisacodyl [Drug]	587273	DPD	924939	1	
Pms-Bisoprolol [Drug]	2302632	DPD	1338005	1	
Pms-Bisoprolol [Drug]	2302640	DPD	1338005	1	
Pms-Bosentan [Drug]	2383012	DPD	1321636	1	
Pms-Bosentan [Drug]	2383020	DPD	1321636	1	
Pms-Brimonidine [Drug]	2246284	DPD	915542	1	
Pms-Bromocriptine [Drug]	2231702	DPD	730548	1	
Pms-Bromocriptine [Drug]	2236949	DPD	730548	1	
Pms-Bupropion Sr [Drug]	2313421	DPD	750982	1	
Pms-Bupropion Sr [Drug]	2325373	DPD	750982	1	
Pms-Buspirone [Drug]	2230941	DPD	733301	1	
Pms-Buspirone [Drug]	2230942	DPD	733301	1	
Pms-Butorphanol [Drug]	2244508	DPD	1133732	1	
Pms-Candesartan [Drug]	2391171	DPD	1351557	1	
Pms-Candesartan [Drug]	2391198	DPD	1351557	1	
Pms-Candesartan [Drug]	2391201	DPD	1351557	1	
Pms-Candesartan [Drug]	2391228	DPD	1351557	1	
Pms-Candesartan Hctz [Drug]	2391295	DPD	21601838	1	
Pms-Captopril - Tab  12.5mg [Drug]	2230203	DPD	1340128	1	
Pms-Captopril - Tab  25mg [Drug]	2230204	DPD	1340128	1	
Pms-Captopril - Tab  50mg [Drug]	2230205	DPD	1340128	1	
Pms-Captopril - Tab 100mg [Drug]	2230206	DPD	1340128	1	
Pms-Carbamazepine [Drug]	2231540	DPD	740275	1	
Pms-Carbamazepine [Drug]	2231541	DPD	740275	1	
Pms-Carbamazepine [Drug]	2231542	DPD	740275	1	
Pms-Carbamazepine [Drug]	667110	DPD	740275	1	
Pms-Carbamazepine Cr [Drug]	2280744	DPD	740275	1	
Pms-Carbamazepine Cr [Drug]	2280752	DPD	740275	1	
Pms-Carbamazepine-Cr [Drug]	2231543	DPD	740275	1	
Pms-Carbamazepine-Cr [Drug]	2231544	DPD	740275	1	
Pms-Carvedilol [Drug]	2245914	DPD	1346823	1	
Pms-Carvedilol [Drug]	2245915	DPD	1346823	1	
Pms-Carvedilol [Drug]	2245916	DPD	1346823	1	
Pms-Carvedilol [Drug]	2245917	DPD	1346823	1	
Pms-Cefaclor 125 - Pws 25mg/Ml [Drug]	2185857	DPD	1768849	1	
Pms-Cefaclor 250 - Pws 50mg/Ml [Drug]	2185865	DPD	1768849	1	
Pms-Cefaclor 375 B.I.D. [Drug]	2185873	DPD	1768849	1	
Pms-Cefaclor [Drug]	2185830	DPD	1768849	1	
Pms-Cefaclor [Drug]	2185849	DPD	1768849	1	
Pms-Celecoxib [Drug]	2355442	DPD	1118084	1	
Pms-Celecoxib [Drug]	2355450	DPD	1118084	1	
Pms-Cephalexin - Tab 250mg [Drug]	2177781	DPD	1786621	1	
Pms-Cephalexin - Tab 500mg [Drug]	2177803	DPD	1786621	1	
Pms-Cephalexin 125 - Sus 125mg/5ml [Drug]	2177811	DPD	1786621	1	
Pms-Cephalexin 250 - Sus 250mg/5ml [Drug]	2177838	DPD	1786621	1	
Pms-Cetirizine [Drug]	2315963	DPD	1149196	1	
Pms-Chloral Hydrate Capsules 500mg [Drug]	811882	DPD	21604630	1	
Pms-Chloral Hydrate Syrup 100mg/Ml [Drug]	792659	DPD	21604630	1	
Pms-Chloramphenicol Ophthalmic Ointment [Drug]	2237691	DPD	990069	1	
Pms-Chloramphenicol Ophthalmic Soln 0.5% [Drug]	861383	DPD	990069	1	
Pms-Cholestyramine Powder 210g/Can [Drug]	2141795	DPD	19095309	1	
Pms-Cholestyramine Pws 400g/Can [Drug]	2125463	DPD	19095309	1	
Pms-Cholestyramine Regular Powder -4/9g Dose [Drug]	2207745	DPD	19095309	1	
Pms-Ciclopirox [Drug]	2413574	DPD	950098	1	
Pms-Cilazapril [Drug]	2280442	DPD	19050216	1	
Pms-Cilazapril [Drug]	2280450	DPD	19050216	1	
Pms-Cilazapril [Drug]	2280469	DPD	19050216	1	
Pms-Cimetidine [Drug]	2229717	DPD	997276	1	
Pms-Cimetidine [Drug]	2229718	DPD	997276	1	
Pms-Cimetidine [Drug]	2229719	DPD	997276	1	
Pms-Cimetidine [Drug]	2229720	DPD	997276	1	
Pms-Cimetidine [Drug]	2229721	DPD	997276	1	
Pms-Ciprofloxacin 0.3% [Drug]	2253933	DPD	1797513	1	
Pms-Ciprofloxacin [Drug]	2248436	DPD	1797513	1	
Pms-Ciprofloxacin [Drug]	2248437	DPD	1797513	1	
Pms-Ciprofloxacin [Drug]	2248438	DPD	1797513	1	
Pms-Ciprofloxacin [Drug]	2248439	DPD	1797513	1	
Pms-Ciprofloxacin Xl [Drug]	2416433	DPD	1797513	1	
Pms-Cisplatin [Drug]	2409194	DPD	1397599	1	
Pms-Citalopram [Drug]	2248010	DPD	797617	1	
Pms-Citalopram [Drug]	2248011	DPD	797617	1	
Pms-Citalopram [Drug]	2270609	DPD	797617	1	
Pms-Clarithromycin [Drug]	2247573	DPD	1750500	1	
Pms-Clarithromycin [Drug]	2247574	DPD	1750500	1	
Pms-Clindamycin [Drug]	2294826	DPD	997881	1	
Pms-Clindamycin [Drug]	2294834	DPD	997881	1	
Pms-Clobazam [Drug]	2244474	DPD	19050832	1	
Pms-Clobetasol [Drug]	2309521	DPD	998415	1	
Pms-Clobetasol [Drug]	2309548	DPD	998415	1	
Pms-Clobetasol Cream [Drug]	2232191	DPD	998415	1	
Pms-Clobetasol Ointment [Drug]	2232193	DPD	998415	1	
Pms-Clobetasol Scalp Application [Drug]	2232195	DPD	998415	1	
Pms-Clonazepam Tab 0.5mg [Drug]	2048701	DPD	798874	1	
Pms-Clonazepam Tab 1.0mg [Drug]	2048728	DPD	798874	1	
Pms-Clonazepam Tab 2mg [Drug]	2048736	DPD	798874	1	
Pms-Clonazepam- Tab 0.25mg [Drug]	2179660	DPD	798874	1	
Pms-Clonazepam-R Tab 0.5mg [Drug]	2207818	DPD	798874	1	
Pms-Clopidogrel [Drug]	2348004	DPD	1322184	1	
Pms-Clotrimazole-Betamethasone [Drug]	2244766	DPD	21601936	1	
Pms-Clozapine [Drug]	2240668	DPD	800878	1	
Pms-Clozapine [Drug]	2240669	DPD	800878	1	
Pms-Cocaine Hydrochloride  Topical Sol 4% [Drug]	2006316	DPD	1001419	1	
Pms-Cocaine Hydrochloride Topical Sol 10% [Drug]	2006308	DPD	1001419	1	
Pms-Codeine [Drug]	2243978	DPD	1201620	1	
Pms-Codeine [Drug]	2243979	DPD	1201620	1	
Pms-Colchicine [Drug]	2402181	DPD	1101554	1	
Pms-Conjugated Estrogens C.S.D. [Drug]	2239654	DPD	1549080	1	
Pms-Conjugated Estrogens C.S.D. [Drug]	2239655	DPD	1549080	1	
Pms-Conjugated Estrogens C.S.D. [Drug]	587281	DPD	1549080	1	
Pms-Conjugated Estrogens C.S.D. [Drug]	587303	DPD	1549080	1	
Pms-Cyclobenzaprine - Tab 10mg [Drug]	2212048	DPD	778711	1	
Pms-Cyclopentolate Hcl Oph Solution 1% [Drug]	878189	DPD	910232	1	
Pms-Cyproheptadine Hcl Tab 4mg [Drug]	757713	DPD	1110727	1	
Pms-Cytarabine [Drug]	2406764	DPD	1311078	1	
Pms-Cytarabine [Drug]	2406772	DPD	1311078	1	
Pms-Deferoxamine [Drug]	2242055	DPD	1711947	1	
Pms-Deferoxamine [Drug]	2243450	DPD	1711947	1	
Pms-Desipramine - Tab 100mg [Drug]	2168952	DPD	716968	1	
Pms-Desmopressin [Drug]	2304368	DPD	1517070	1	
Pms-Desmopressin [Drug]	2304376	DPD	1517070	1	
Pms-Dexamethasone [Drug]	2279363	DPD	1518254	1	
Pms-Dexamethasone Sod Phosphate Dps 1mg/Ml [Drug]	785261	DPD	1518254	1	
Pms-Dexamethasone Sod Phosphate Inj 10mg/Ml [Drug]	783900	DPD	1518254	1	
Pms-Dexamethasone Sod Phosphate Inj 4mg/Ml [Drug]	751863	DPD	1518254	1	
Pms-Dextromethorphan Hydrobromide Syr 3mg/Ml [Drug]	816000	DPD	1119510	1	
Pms-Diazepam [Drug]	2247490	DPD	723013	1	
Pms-Diazepam [Drug]	2247491	DPD	723013	1	
Pms-Diazepam [Drug]	2247492	DPD	723013	1	
Pms-Diazepam Solution 1mg/Ml [Drug]	891797	DPD	723013	1	
Pms-Diclofenac [Drug]	2231502	DPD	1124300	1	
Pms-Diclofenac [Drug]	2231503	DPD	1124300	1	
Pms-Diclofenac [Drug]	2231506	DPD	1124300	1	
Pms-Diclofenac [Drug]	2231508	DPD	1124300	1	
Pms-Diclofenac [Drug]	2302616	DPD	1124300	1	
Pms-Diclofenac [Drug]	2302624	DPD	1124300	1	
Pms-Diclofenac [Drug]	2356783	DPD	1124300	1	
Pms-Diclofenac K [Drug]	2239753	DPD	1124300	1	
Pms-Diclofenac-Misoprostol [Drug]	2413469	DPD	21603959	1	
Pms-Diclofenac-Misoprostol [Drug]	2413477	DPD	21603959	1	
Pms-Diclofenac-Sr [Drug]	2231504	DPD	1124300	1	
Pms-Diclofenac-Sr [Drug]	2231505	DPD	1124300	1	
Pms-Digoxin [Drug]	2245426	DPD	1326303	1	
Pms-Digoxin [Drug]	2245427	DPD	1326303	1	
Pms-Digoxin [Drug]	2245428	DPD	1326303	1	
Pms-Dihydroergotamine [Drug]	2242411	DPD	1126557	1	
Pms-Dihydroergotamine [Drug]	2242457	DPD	1126557	1	
Pms-Diltiazem Cd [Drug]	2355752	DPD	1328165	1	
Pms-Diltiazem Cd [Drug]	2355760	DPD	1328165	1	
Pms-Diltiazem Cd [Drug]	2355779	DPD	1328165	1	
Pms-Diltiazem Cd [Drug]	2355787	DPD	1328165	1	
Pms-Dimenhydrinate Syr 3mg/Ml [Drug]	757705	DPD	1129625	1	
Pms-Dimenhydrinate Tab 50mg [Drug]	586331	DPD	1129625	1	
Pms-Diphenhydramine Elixir 2.5mg/Ml [Drug]	792705	DPD	1129625	1	
Pms-Diphenhydramine Hydrochloride Inj 50mg/Ml [Drug]	878200	DPD	1129625	1	
Pms-Dipivefrin [Drug]	2237868	DPD	990009	1	
Pms-Divalproex (125mg) [Drug]	2244138	DPD	21604422	1	
Pms-Divalproex (250mg) [Drug]	2244139	DPD	21604422	1	
Pms-Divalproex (500mg) [Drug]	2244140	DPD	21604422	1	
Pms-Docetaxel [Drug]	2436361	DPD	1315942	1	
Pms-Docetaxel [Drug]	2436388	DPD	1315942	1	
Pms-Docusate Sodium [Drug]	703494	DPD	21600535	1	
Pms-Docusate Sodium [Drug]	703508	DPD	21600535	1	
Pms-Docusate Sodium [Drug]	765104	DPD	21600535	1	
Pms-Docusate Sodium [Drug]	848417	DPD	21600535	1	
Pms-Docusate Sodium Drops 10mg/Ml [Drug]	880140	DPD	21600535	1	
Pms-Domperidone [Drug]	2236466	DPD	19037833	1	
Pms-Donepezil [Drug]	2322331	DPD	715997	1	
Pms-Donepezil [Drug]	2322358	DPD	715997	1	
Pms-Dopazide 15 Tab [Drug]	584967	DPD	21600465	1	
Pms-Dopazide-25 Tab [Drug]	584975	DPD	21600465	1	
Pms-Dorzolamide-Timolol [Drug]	2442426	DPD	21603705	1	
Pms-Doxazosin [Drug]	2244527	DPD	1363053	1	
Pms-Doxazosin [Drug]	2244528	DPD	1363053	1	
Pms-Doxazosin [Drug]	2244529	DPD	1363053	1	
Pms-Doxycycline [Drug]	2289466	DPD	1738521	1	
Pms-Doxycycline [Drug]	2289539	DPD	1738521	1	
Pms-Dutasteride [Drug]	2393220	DPD	989482	1	
Pms-Eletriptan [Drug]	2434342	DPD	1189697	1	
Pms-Eletriptan [Drug]	2434350	DPD	1189697	1	
Pms-Enalapril [Drug]	2300079	DPD	1341927	1	
Pms-Enalapril [Drug]	2300087	DPD	1341927	1	
Pms-Enalapril [Drug]	2300095	DPD	1341927	1	
Pms-Enalapril [Drug]	2300109	DPD	1341927	1	
Pms-Entecavir [Drug]	2430576	DPD	1711246	1	
Pms-Entecavir [Drug]	2430584	DPD	1711246	1	
Pms-Epirubicin [Drug]	2410400	DPD	1344354	1	
Pms-Escitalopram [Drug]	2303930	DPD	715939	1	
Pms-Escitalopram [Drug]	2303949	DPD	715939	1	
Pms-Escitalopram [Drug]	2303957	DPD	715939	1	
Pms-Escitalopram [Drug]	2303965	DPD	715939	1	
Pms-Esomeprazole Dr [Drug]	2379163	DPD	904453	1	
Pms-Esomeprazole Dr [Drug]	2379171	DPD	904453	1	
Pms-Estradiol Valerate Inj 10mg/Ml [Drug]	741930	DPD	1548195	1	
Pms-Ezetimibe [Drug]	2416409	DPD	1526475	1	
Pms-Famciclovir [Drug]	2278081	DPD	1703603	1	
Pms-Famciclovir [Drug]	2278103	DPD	1703603	1	
Pms-Famciclovir [Drug]	2278111	DPD	1703603	1	
Pms-Fenofibrate Micro [Drug]	2231780	DPD	1551803	1	
Pms-Fenofibrate Micro [Drug]	2273551	DPD	1551803	1	
Pms-Fenofibrate Supra [Drug]	2251728	DPD	1551803	1	
Pms-Fenofibrate Supra [Drug]	2251736	DPD	1551803	1	
Pms-Fentanyl Mtx [Drug]	2341379	DPD	1154029	1	
Pms-Fentanyl Mtx [Drug]	2341387	DPD	1154029	1	
Pms-Fentanyl Mtx [Drug]	2341395	DPD	1154029	1	
Pms-Fentanyl Mtx [Drug]	2341409	DPD	1154029	1	
Pms-Fentanyl Mtx [Drug]	2341417	DPD	1154029	1	
Pms-Finasteride [Drug]	2310112	DPD	996416	1	
Pms-Finasteride [Drug]	2320169	DPD	996416	1	
Pms-Flavoxate [Drug]	2245480	DPD	954853	1	
Pms-Fluconazole [Drug]	2245643	DPD	1754994	1	
Pms-Fluconazole [Drug]	2245644	DPD	1754994	1	
Pms-Fluconazole [Drug]	2282348	DPD	1754994	1	
Pms-Fluconazole-150 [Drug]	2246620	DPD	1754994	1	
Pms-Flumethasone-Clioquinol [Drug]	2242737	DPD	21605174	1	
Pms-Flunisolide [Drug]	1927167	DPD	1196514	1	
Pms-Fluorometholone [Drug]	2238568	DPD	955583	1	
Pms-Fluox Capsules 20mg [Drug]	2243833	DPD	755695	1	
Pms-Fluoxetine - Cap 10mg [Drug]	2177579	DPD	755695	1	
Pms-Fluoxetine - Cap 20mg [Drug]	2177587	DPD	755695	1	
Pms-Fluoxetine Liquid - 20mg/5ml [Drug]	2177595	DPD	755695	1	
Pms-Fluphenazine Decanoate [Drug]	2241928	DPD	756018	1	
Pms-Fluphenazine Decanoate Inj (Bp)  25mg/Ml [Drug]	2091275	DPD	756018	1	
Pms-Fluphenazine Elixir 0.5mg/Ml [Drug]	893420	DPD	756018	1	
Pms-Flurazepam Cap 15mg [Drug]	667102	DPD	756349	1	
Pms-Flurazepam Cap 30mg [Drug]	667099	DPD	756349	1	
Pms-Flutamide [Drug]	2230104	DPD	1356461	1	
Pms-Fluvoxamine [Drug]	2240682	DPD	751412	1	
Pms-Fluvoxamine [Drug]	2240683	DPD	751412	1	
Pms-Fosinopril [Drug]	2255944	DPD	1363749	1	
Pms-Fosinopril [Drug]	2255952	DPD	1363749	1	
Pms-Furosemide [Drug]	2247493	DPD	956874	1	
Pms-Furosemide [Drug]	2247494	DPD	956874	1	
Pms-Gabapentin [Drug]	2243446	DPD	797399	1	
Pms-Gabapentin [Drug]	2243447	DPD	797399	1	
Pms-Gabapentin [Drug]	2243448	DPD	797399	1	
