CONCEPT_NAME	DUMMY	CONCEPT_ID	RXNE_NAME	PRECEDENCE
XYLOCAINE JELLY WITH CHLORHEXIDINE		19042223	Xylocaine	
YAZ FLEX		19088547	Yaz	
Z.S.C.		43254483	Zsc	
ZAN-EXTRA 10/10		43254374	Zan-Extra	
ZAN-EXTRA 10/20		43254374	Zan-Extra	
ZANTAC EFFERVESCENT		19023014	Zantac	
ZANTAC LIQUID		19023014	Zantac	
ZANTAC RELIEF		19023014	Zantac	
ZATAMIL HYDROGEL		43254386	Zatamil	
ZEASORB POWDER		43560679	Zeasorb	
ZINC CITRATE	ing			
ZINVIT C-250		43254426	Zinvit	
ZINVIT G		43254426	Zinvit	
ZOFRAN ORAL LIQUID		19000633	Zofran	
ZOLACOS CP		43254441	Zolacos	
ZOLADEX SAFESYSTEM		19079531	Zoladex	
ZOPRAL ODT		43254476	Zopral	
ZOVIRAX INFUSION		19023073	Zovirax	
ZOVIRAX INVISISEAL		19023073	Zovirax	
ZYLAP ODT		43254376	Zylap	
ZYPREXA RELPREVV		19015934	Zyprexa	
ZYRTEC FASTMELTS		19015934	Zyprexa	
ZYRTEC LEVOCABASTINE		19015934	Zyprexa	
ZYRTEC ORAL DROPS		19080316	Zyrtec	
ZYRTEC PLUS DECONGESTANT		19080316	Zyrtec	
