"drug_concept_code";"drug_concept_name";"ingredient_concept_code";"ingredient_concept_name";"amount_value";"amount_name";"denominator_value";"denominator_unit"
"41869911000001107";Generic Moulds mix 25micrograms/ml solution for skin prick test;"32900711000001106";Alternaria alternata (A.tenuis) allergen extract;;;;
"41869911000001107";Generic Moulds mix 25micrograms/ml solution for skin prick test;"33583811000001106";Aspergillus fumigatus allergen extract;;;;
"41869911000001107";Generic Moulds mix 25micrograms/ml solution for skin prick test;"33586511000001100";Cladosporium herbarum allergen extract;;;;
"41870811000001100";Generic Weed mix pollen 50HEP/ml solution for skin prick test;"32861411000001102";Mugwort (Artemisia vulgaris) pollen allergen extract;;;;
"41870811000001100";Generic Weed mix pollen 50HEP/ml solution for skin prick test;"32861811000001100";Plantain (Plantago lanceolata) pollen allergen extract;;;;
"41870811000001100";Generic Weed mix pollen 50HEP/ml solution for skin prick test;"41870211000001101";Goosefoot (Chenopodium album) pollen allergen extract;;;;
"41870811000001100";Generic Weed mix pollen 50HEP/ml solution for skin prick test;"41999811000001107";Russian thistle (Salsola species) pollen allergen extract;;;;
"41871411000001106";Generic Tree mix 2 pollen 500micrograms/ml solution for skin prick test;"33545911000001106";Poplar (Populus alba) pollen allergen extract;;;;
"41871411000001106";Generic Tree mix 2 pollen 500micrograms/ml solution for skin prick test;"41870911000001105";Elm (Ulmus campestris) pollen allergen extract;;;;
"41871411000001106";Generic Tree mix 2 pollen 500micrograms/ml solution for skin prick test;"41871011000001102";Willow (Salix fragilis) pollen allergen extract;;;;
"41908211000001104";Generic Tree mix 1 pollen 50HEP/ml solution for skin prick test;"33181211000001103";Birch (Betula verrucosa) pollen allergen extract;;;;
"41908211000001104";Generic Tree mix 1 pollen 50HEP/ml solution for skin prick test;"33497011000001101";Alder (Alnus glutinosa) pollen allergen extract;;;;
"41908211000001104";Generic Tree mix 1 pollen 50HEP/ml solution for skin prick test;"33497111000001100";Hazel (Corylus avellana) pollen allergen extract;;;;
"41909911000001100";Generic Park Trees mix pollen 500micrograms/ml solution for skin prick test;"33181211000001103";Birch (Betula verrucosa) pollen allergen extract;;;;
"41909911000001100";Generic Park Trees mix pollen 500micrograms/ml solution for skin prick test;"33497011000001101";Alder (Alnus glutinosa) pollen allergen extract;;;;
"41909911000001100";Generic Park Trees mix pollen 500micrograms/ml solution for skin prick test;"33497111000001100";Hazel (Corylus avellana) pollen allergen extract;;;;
"41909911000001100";Generic Park Trees mix pollen 500micrograms/ml solution for skin prick test;"33510711000001109";Oak (Quercus robur) pollen allergen extract;;;;
"41909911000001100";Generic Park Trees mix pollen 500micrograms/ml solution for skin prick test;"33545911000001106";Poplar (Populus alba) pollen allergen extract;;;;
"41909911000001100";Generic Park Trees mix pollen 500micrograms/ml solution for skin prick test;"41908511000001101";Plane (Platanus hyspanica) pollen allergen extract;;;;
"42000111000001103";Generic Cockroach mix 6% solution for skin prick test;"41815511000001104";German cockroach (Blatella germanica) allergen extract;;;;
"42000111000001103";Generic Cockroach mix 6% solution for skin prick test;"41857911000001109";American cockroach (Periplaneta americana) allergen extract;;;;
"42096111000001103";Dengue tetravalent vaccine (live attenuated) powder and solvent for solution for injection 0.5ml pre-filled syringes;"41213611000001106";Dengue virus serotype 1 live attenuated;;;;
"42096111000001103";Dengue tetravalent vaccine (live attenuated) powder and solvent for solution for injection 0.5ml pre-filled syringes;"41213711000001102";Dengue virus serotype 2 live attenuated;;;;
"42096111000001103";Dengue tetravalent vaccine (live attenuated) powder and solvent for solution for injection 0.5ml pre-filled syringes;"41213811000001105";Dengue virus serotype 3 live attenuated;;;;
"42096111000001103";Dengue tetravalent vaccine (live attenuated) powder and solvent for solution for injection 0.5ml pre-filled syringes;"41213911000001100";Dengue virus serotype 4 live attenuated;;;;
"42429111000001109";Generic Spring Trees mix pollen 2.6mg/ml solution for skin prick test;"33181211000001103";Birch (Betula verrucosa) pollen allergen extract;;;;
"42429111000001109";Generic Spring Trees mix pollen 2.6mg/ml solution for skin prick test;"33497011000001101";Alder (Alnus glutinosa) pollen allergen extract;;;;
"42429111000001109";Generic Spring Trees mix pollen 2.6mg/ml solution for skin prick test;"33497111000001100";Hazel (Corylus avellana) pollen allergen extract;;;;
"42429111000001109";Generic Spring Trees mix pollen 2.6mg/ml solution for skin prick test;"33563911000001104";Ash (Fraxinus excelsior) pollen allergen extract;;;;
"42456511000001106";Generic 6 Grass mix pollen 50HEP/ml solution for skin prick test;"16100011000001109";Timothy grass (Phleum pratense) pollen allergen extract;;;;
"42456511000001106";Generic 6 Grass mix pollen 50HEP/ml solution for skin prick test;"32883311000001108";Cocksfoot (Orchard grass, Dactylis glomerata) pollen allergen extract;;;;
"42456511000001106";Generic 6 Grass mix pollen 50HEP/ml solution for skin prick test;"32883711000001107";Meadow grass (Kentucky blue grass, Poa pratensis) pollen allergen extract;;;;
"42456511000001106";Generic 6 Grass mix pollen 50HEP/ml solution for skin prick test;"32883911000001109";Rye grass (Lolium perenne) pollen allergen extract;;;;
"42456511000001106";Generic 6 Grass mix pollen 50HEP/ml solution for skin prick test;"32884211000001102";Yorkshire fog (Velvet grass, Holcus lanatus) pollen allergen extract;;;;
"42456511000001106";Generic 6 Grass mix pollen 50HEP/ml solution for skin prick test;"41836211000001101";Meadow fescue (Festuca elatior) pollen allergen extract;;;;
"42457111000001104";Generic 4 Cereal mix pollen 50HEP/ml solution for skin prick test;"33514711000001103";Barley (Hordeum vulgare) pollen allergen extract;;;;
"42457111000001104";Generic 4 Cereal mix pollen 50HEP/ml solution for skin prick test;"33517511000001100";Oat (cultivated) (Avena sativa) pollen allergen extract;;;;
"42457111000001104";Generic 4 Cereal mix pollen 50HEP/ml solution for skin prick test;"33518411000001100";Rye (Secale cereale) pollen allergen extract;;;;
"42457111000001104";Generic 4 Cereal mix pollen 50HEP/ml solution for skin prick test;"33519211000001109";Wheat (Triticum aestivum) pollen allergen extract;;;;
"42468811000001101";Generic Fish mix 2mg/ml solution for skin prick test;"41815411000001103";Mackerel allergen extract;;;;
"42468811000001101";Generic Fish mix 2mg/ml solution for skin prick test;"41865311000001109";Tuna allergen extract;;;;
"42468811000001101";Generic Fish mix 2mg/ml solution for skin prick test;"41866011000001102";Salmon allergen extract;;;;
"42469211000001107";Generic White Fish mix 2mg/ml solution for skin prick test;"41817011000001100";Sole allergen extract;;;;
"42469211000001107";Generic White Fish mix 2mg/ml solution for skin prick test;"41861711000001106";Cod allergen extract;;;;
"42469211000001107";Generic White Fish mix 2mg/ml solution for skin prick test;"42434111000001105";Hake allergen extract;;;;
"42511511000001104";Generic Uromune (MV140) perlingual spray;"42511211000001102";Proteus vulgaris inactivated;;;;
"42511511000001104";Generic Uromune (MV140) perlingual spray;"42511311000001105";Klebsiella pneumoniae inactivated;;;;
"42511511000001104";Generic Uromune (MV140) perlingual spray;"42511411000001103";Escherichia coli inactivated;;;;
"42511511000001104";Generic Uromune (MV140) perlingual spray;"42542711000001105";Enterococcus faecalis Inactivated;;;;
"42556811000001103";Sodium hyaluronate 0.2% / Ectoine 2% eye drops preservative free;"387578003";Sodium hyaluronate;2;milligram;1;milliliter
"42556811000001103";Sodium hyaluronate 0.2% / Ectoine 2% eye drops preservative free;"387578003";Sodium hyaluronate;20;milligram;1;milliliter
"42556811000001103";Sodium hyaluronate 0.2% / Ectoine 2% eye drops preservative free;"44103211000001102";Ectoine;2;milligram;1;milliliter
"42556811000001103";Sodium hyaluronate 0.2% / Ectoine 2% eye drops preservative free;"44103211000001102";Ectoine;20;milligram;1;milliliter
"42626711000001103";Respiratory Syncytial Virus (RSV) vaccine (bivalent recombinant) powder and solvent for solution for injection 0.5ml vials;"42577411000001100";Respiratory Syncytial Virus recombinant glycoprotein F (RSVPreF) subgroup A;;;;
"42626711000001103";Respiratory Syncytial Virus (RSV) vaccine (bivalent recombinant) powder and solvent for solution for injection 0.5ml vials;"42577511000001101";Respiratory Syncytial Virus recombinant glycoprotein F (RSVPreF) subgroup B;;;;
"42718011000001102";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed reduced antigen(s) content) suspension for injection 0.5ml pre-filled syringes;"11173111000001106";Pertussis antigens;;;;
"42718011000001102";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed reduced antigen(s) content) suspension for injection 0.5ml pre-filled syringes;"14608011000001104";Tetanus toxoid;;;;
"42718011000001102";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed reduced antigen(s) content) suspension for injection 0.5ml pre-filled syringes;"161000221102";Diphtheria toxoid;;;;
"42948211000001108";Generic Tree mix 3 pollen 500micrograms/ml solution for skin prick test;"33510611000001100";Beech (Fagus sylvatica) pollen allergen extract;;;;
"42948211000001108";Generic Tree mix 3 pollen 500micrograms/ml solution for skin prick test;"33510711000001109";Oak (Quercus robur) pollen allergen extract;;;;
"42948211000001108";Generic Tree mix 3 pollen 500micrograms/ml solution for skin prick test;"33563911000001104";Ash (Fraxinus excelsior) pollen allergen extract;;;;
"42986311000001105";Generic Spikevax JN.1 COVID-19 mRNA Vaccine 0.1mg/ml dispersion for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.1;milligram;1;milliliter
"43113511000001103";Generic Comirnaty JN.1 COVID-19 mRNA Vaccine 30micrograms/0.3ml dose dispersion for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.03;milligram;0.3;milliliter
"43113611000001104";Generic Comirnaty JN.1 Children 5-11 years COVID-19 mRNA Vaccine 10micrograms/0.3ml dose dispersion for injection single dose vials;"39330711000001103";COVID-19 vaccine;0.01;milligram;0.3;milliliter
"43113711000001108";Generic Comirnaty JN.1 Children 6 months - 4 years COVID-19 mRNA Vaccine 3micrograms/0.3ml dose concentrate for dispersion for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.003;milligram;0.3;milliliter
"43726311000001100";Generic Comirnaty JN.1 COVID-19 mRNA Vaccine 30micrograms/0.3ml dose dispersion for injection pre-filled syringes;"39330711000001103";COVID-19 vaccine;0.03;milligram;0.3;milliliter
"43907711000001103";Generic Spikevax JN.1 COVID-19 mRNA Vaccine 50micrograms/0.5ml dose dispersion for injection pre-filled syringes;"39330711000001103";COVID-19 vaccine;0.05;milligram;0.5;milliliter
"44146311000001106";Generic Comirnaty KP.2 adults and adolescents from 12 years COVID-19 mRNA Vaccine 30micrograms/0.3ml dose dispersion for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.03;milligram;0.3;milliliter
"4435511000001106";Generic TCP antiseptic ointment;;;;;;
"44941611000001105";Netilmicin 3mg/ml / Dexamethasone 1mg/ml eye gel 0.4ml unit dose preservative free;"372584003";Dexamethasone;1;mg;1;ml
"44941611000001105";Netilmicin 3mg/ml / Dexamethasone 1mg/ml eye gel 0.4ml unit dose preservative free;"387110005";Netilmicin;3;mg;1;ml
"4639811000001109";Measles Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml vials;"11172311000001103";Measles virus live attenuated;;;;
"4639811000001109";Measles Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml vials;"11172411000001105";Mumps virus live attenuated;;;;
"4639811000001109";Measles Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml vials;"11173211000001100";Rubella virus live attenuated;;;;
"4702311000001106";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11173111000001106";Pertussis antigens;;;;
"4702311000001106";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"14608011000001104";Tetanus toxoid;;;;
"4702311000001106";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"161000221102";Diphtheria toxoid;;;;
"4702411000001104";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed) injection pre-filled syringes / Haemophilus type b conjugate vaccine injection vials;"11170511000001108";Haemophilus influenzae type b polysaccharide protein conjugate;;;;
"4702411000001104";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed) injection pre-filled syringes / Haemophilus type b conjugate vaccine injection vials;"11173111000001106";Pertussis antigens;;;;
"4702411000001104";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed) injection pre-filled syringes / Haemophilus type b conjugate vaccine injection vials;"14608011000001104";Tetanus toxoid;;;;
"4702411000001104";Diphtheria / Tetanus / Pertussis (acellular component) vaccine (adsorbed) injection pre-filled syringes / Haemophilus type b conjugate vaccine injection vials;"161000221102";Diphtheria toxoid;;;;
"4792911000001109";Sumatriptan 10mg/0.1ml nasal spray unit dose;"395892000";Sumatriptan;10;mg;0.1;ml
"5005111000001108";Tick-borne encephalitis immunoglobulin human solution for injection 2ml vials;"420839003";Tick-borne encephalitis immunoglobulin human;;;;
"5005211000001102";Tick-borne encephalitis immunoglobulin human solution for injection 5ml vials;"420839003";Tick-borne encephalitis immunoglobulin human;;;;
"5174411000001103";Gentian compound infusion concentrated;"10063611000001105";Bitter-orange peel dried;;;;
"5174411000001103";Gentian compound infusion concentrated;"17072011000001105";Gentian;;;;
"5174411000001103";Gentian compound infusion concentrated;"17563911000001106";Lemon peel dried;;;;
"5174411000001103";Gentian compound infusion concentrated;"419442005";Ethanol;;;;
"5211011000001103";Orange tincture BP 2001;"10063611000001105";Bitter-orange peel dried;;;;
"5211011000001103";Orange tincture BP 2001;"5214111000001104";Ethanol 70%;;;;
"5224511000001102";Ferric chloride solution;"420810003";Ferric chloride;;;;
"5239411000001104";Hydrochloric acid dilute liquid;"27763000";Hydrochloric acid;;;;
"5240411000001105";Podophyllin paint;"387398009";Podophyllum resin;;;;
"5376211000001100";"3 tree mix glutaraldehyde modified 4800units/3ml vaccine solution for injection vials";"32869511000001102";Alder (Alnus species) pollen allergen extract;1600;units;3;ml
"5376211000001100";"3 tree mix glutaraldehyde modified 4800units/3ml vaccine solution for injection vials";"32869511000001102";Alder (Alnus species) pollen allergen extract;;;;
"5376211000001100";"3 tree mix glutaraldehyde modified 4800units/3ml vaccine solution for injection vials";"32869811000001104";Birch (Betula species) pollen allergen extract;1600;units;3;ml
"5376211000001100";"3 tree mix glutaraldehyde modified 4800units/3ml vaccine solution for injection vials";"32869811000001104";Birch (Betula species) pollen allergen extract;;;;
"5376211000001100";"3 tree mix glutaraldehyde modified 4800units/3ml vaccine solution for injection vials";"32870011000001108";Hazel (Corylus species) pollen allergen extract;1600;units;3;ml
"5376211000001100";"3 tree mix glutaraldehyde modified 4800units/3ml vaccine solution for injection vials";"32870011000001108";Hazel (Corylus species) pollen allergen extract;;;;
"5376311000001108";"3 tree mix glutaraldehyde modified 12000units/3ml vaccine solution for injection vials";"32869511000001102";Alder (Alnus species) pollen allergen extract;4000;units;3;ml
"5376311000001108";"3 tree mix glutaraldehyde modified 12000units/3ml vaccine solution for injection vials";"32869511000001102";Alder (Alnus species) pollen allergen extract;;;;
"5376311000001108";"3 tree mix glutaraldehyde modified 12000units/3ml vaccine solution for injection vials";"32869811000001104";Birch (Betula species) pollen allergen extract;4000;units;3;ml
"5376311000001108";"3 tree mix glutaraldehyde modified 12000units/3ml vaccine solution for injection vials";"32869811000001104";Birch (Betula species) pollen allergen extract;;;;
"5376311000001108";"3 tree mix glutaraldehyde modified 12000units/3ml vaccine solution for injection vials";"32870011000001108";Hazel (Corylus species) pollen allergen extract;4000;units;3;ml
"5376311000001108";"3 tree mix glutaraldehyde modified 12000units/3ml vaccine solution for injection vials";"32870011000001108";Hazel (Corylus species) pollen allergen extract;;;;
"5376411000001101";"3 tree mix glutaraldehyde modified 1800units/3ml vaccine solution for injection vials";"32869511000001102";Alder (Alnus species) pollen allergen extract;600;units;3;ml
"5376411000001101";"3 tree mix glutaraldehyde modified 1800units/3ml vaccine solution for injection vials";"32869511000001102";Alder (Alnus species) pollen allergen extract;;;;
"5376411000001101";"3 tree mix glutaraldehyde modified 1800units/3ml vaccine solution for injection vials";"32869811000001104";Birch (Betula species) pollen allergen extract;600;units;3;ml
"5376411000001101";"3 tree mix glutaraldehyde modified 1800units/3ml vaccine solution for injection vials";"32869811000001104";Birch (Betula species) pollen allergen extract;;;;
"5376411000001101";"3 tree mix glutaraldehyde modified 1800units/3ml vaccine solution for injection vials";"32870011000001108";Hazel (Corylus species) pollen allergen extract;600;units;3;ml
"5376411000001101";"3 tree mix glutaraldehyde modified 1800units/3ml vaccine solution for injection vials";"32870011000001108";Hazel (Corylus species) pollen allergen extract;;;;
"7386611000001107";Diphtheria / Tetanus / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171411000001100";Human poliovirus type 1 inactivated;;;;
"7386611000001107";Diphtheria / Tetanus / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171511000001101";Human poliovirus type 2 inactivated;;;;
"7386611000001107";Diphtheria / Tetanus / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171611000001102";Human poliovirus type 3 inactivated;;;;
"7386611000001107";Diphtheria / Tetanus / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"14608011000001104";Tetanus toxoid;;;;
"7386611000001107";Diphtheria / Tetanus / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"161000221102";Diphtheria toxoid;;;;
"7565511000001101";Ginkgo biloba capsules;"420733007";Ginkgo biloba;;;;
"7565611000001102";Herbal capsules;;;;;;
"7565711000001106";Herbal tablets;;;;;;
"7565811000001103";Multivitamin and Mineral tablets;;;;;;
"7567211000001107";Garlic capsules;"735030001";Garlic;;;;
"7594611000001100";Multimineral tablets;;;;;;
"7594911000001106";Multivitamin chewable tablets;;;;;;
"7597211000001109";Cranberry capsules;"227421003";Cranberry;;;;
"7660311000001107";Cranberry tablets;"227421003";Cranberry;;;;
"7660411000001100";Garlic tablets;"735030001";Garlic;;;;
"7660711000001106";Generic Quest Enzyme Digest tablets;;;;;;
"7661411000001109";Poliomyelitis vaccine (inactivated) suspension for injection 0.5ml pre-filled syringes;"11171411000001100";Human poliovirus type 1 inactivated;;;;
"7661411000001109";Poliomyelitis vaccine (inactivated) suspension for injection 0.5ml pre-filled syringes;"11171511000001101";Human poliovirus type 2 inactivated;;;;
"7661411000001109";Poliomyelitis vaccine (inactivated) suspension for injection 0.5ml pre-filled syringes;"11171611000001102";Human poliovirus type 3 inactivated;;;;
"7719111000001109";Bifidobacterium and Lactobacillus capsules;"44109611000001103";Bifidobacterium;;;;
"7719111000001109";Bifidobacterium and Lactobacillus capsules;"710318008";Lactobacillus;;;;
"7720011000001109";Echinacea capsules;"715517000";Echinacea;;;;
"7720411000001100";Lactobacillus capsules;"710318008";Lactobacillus;;;;
"7875711000001100";St. John's wort tablets;"420467003";Hypericum;;;;
"7876811000001100";Generic Biotene dry mouth gum sugar free;"11416411000001100";Lactoperoxidase;;;;
"7876811000001100";Generic Biotene dry mouth gum sugar free;"20160006";Glucose oxidase;;;;
"7876911000001105";Bifidobacterium and Lactobacillus tablets;"44109611000001103";Bifidobacterium;;;;
"7876911000001105";Bifidobacterium and Lactobacillus tablets;"710318008";Lactobacillus;;;;
"7902611000001101";Dried yeast tablets;"412534006";Yeast;;;;
"7902711000001105";Generic HealthAid Osteoflex modified-release tablets;;;;;;
"7902911000001107";Ginkgo biloba tablets;"420733007";Ginkgo biloba;;;;
"7903911000001100";St. John's wort capsules;"420467003";Hypericum;;;;
"7904011000001102";St. John's wort liquid;"420467003";Hypericum;;;;
"7965811000001108";Multivitamin and Mineral chewable tablets;;;;;;
"7967911000001108";Generic Potter's Slippery Elm stomach chewable tablets;"227388008";Cinnamon;;;;
"7967911000001108";Generic Potter's Slippery Elm stomach chewable tablets;"256018002";Clove oil;;;;
"7967911000001108";Generic Potter's Slippery Elm stomach chewable tablets;"52283007";Peppermint oil;;;;
"7967911000001108";Generic Potter's Slippery Elm stomach chewable tablets;"8988811000001107";Slippery elm bark;;;;
"7968111000001106";Generic Potter's Vegetable Cough Remover elixir;"372591000";Ipecacuanha;;;;
"7968111000001106";Generic Potter's Vegetable Cough Remover elixir;"421163000";Lobelia;;;;
"7968111000001106";Generic Potter's Vegetable Cough Remover elixir;"421848001";Skullcap;;;;
"7968111000001106";Generic Potter's Vegetable Cough Remover elixir;"8039311000001105";Horehound liquid extract;;;;
"7968111000001106";Generic Potter's Vegetable Cough Remover elixir;"8041711000001106";Elecampane liquid extract;;;;
"7968111000001106";Generic Potter's Vegetable Cough Remover elixir;"8041811000001103";Cimicifuga;;;;
"7968111000001106";Generic Potter's Vegetable Cough Remover elixir;"8042111000001100";Hyssop liquid extract;;;;
"7968111000001106";Generic Potter's Vegetable Cough Remover elixir;"8042411000001105";Pleurisy root;;;;
"7969511000001108";Copper ointment;;;;;;
"7992011000001105";Generic Weleda Massage Balm with Arnica;;;;;;
"7994811000001105";Glycerophosphated Casein powder;"415543009";Sodium glycerophosphate;;;;
"7994811000001105";Glycerophosphated Casein powder;"50593009";Casein;;;;
"7996811000001103";Generic Potter's Antitis tablets;"420447007";Buchu leaf;;;;
"7996811000001103";Generic Potter's Antitis tablets;"420698006";Buchu dry extract;;;;
"7996811000001103";Generic Potter's Antitis tablets;"8986211000001105";Bearberry dry extract;;;;
"7996811000001103";Generic Potter's Antitis tablets;"8986911000001101";Clivers dry extract;;;;
"7996811000001103";Generic Potter's Antitis tablets;"8987011000001102";Couch-grass dry extract;;;;
"7996811000001103";Generic Potter's Antitis tablets;"8987211000001107";Equisetum dry extract;;;;
"7996811000001103";Generic Potter's Antitis tablets;"8988711000001104";Shepherd's purse dry extract;;;;
"7996911000001108";Generic Potter's Newrelax tablets;"412266000";Valerian extract;;;;
"7996911000001108";Generic Potter's Newrelax tablets;"421502001";Vervain dry extract;;;;
"7996911000001108";Generic Potter's Newrelax tablets;"421848001";Skullcap;;;;
"7996911000001108";Generic Potter's Newrelax tablets;"8987711000001100";Lupulus;;;;
"7997011000001107";Generic Potter's Wellwoman tablets;"412266000";Valerian extract;;;;
"7997011000001107";Generic Potter's Wellwoman tablets;"420742000";Motherwort;;;;
"7997011000001107";Generic Potter's Wellwoman tablets;"421848001";Skullcap;;;;
"7997011000001107";Generic Potter's Wellwoman tablets;"8986011000001100";Achillea;;;;
"7997011000001107";Generic Potter's Wellwoman tablets;"8989011000001106";Tilia flowers;;;;
"8016311000001107";Generic Salonpas medicated plasters;"111136003";Camphor;;;;
"8016311000001107";Generic Salonpas medicated plasters;"386988003";Methyl salicylate;;;;
"8016311000001107";Generic Salonpas medicated plasters;"421208001";Levomenthol;;;;
"8016311000001107";Generic Salonpas medicated plasters;"422128007";Hydroxyethyl salicylate;;;;
"8035211000001100";Generic Vocalzone Throat pastilles;"387414008";Menthol;;;;
"8035211000001100";Generic Vocalzone Throat pastilles;"420477001";Myrrh tincture;;;;
"8035211000001100";Generic Vocalzone Throat pastilles;"52283007";Peppermint oil;;;;
"8035211000001100";Generic Vocalzone Throat pastilles;"8147711000001108";Liquorice extract;;;;
"8100611000001109";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml vials;"11170511000001108";Haemophilus influenzae type b polysaccharide protein conjugate;;;;
"8100611000001109";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml vials;"11171411000001100";Human poliovirus type 1 inactivated;;;;
"8100611000001109";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml vials;"11171511000001101";Human poliovirus type 2 inactivated;;;;
"8100611000001109";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml vials;"11171611000001102";Human poliovirus type 3 inactivated;;;;
"8100611000001109";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml vials;"11173111000001106";Pertussis antigens;;;;
"8100611000001109";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml vials;"14608011000001104";Tetanus toxoid;;;;
"8100611000001109";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml vials;"161000221102";Diphtheria toxoid;;;;
"8153411000001106";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171411000001100";Human poliovirus type 1 inactivated;;;;
"8153411000001106";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171511000001101";Human poliovirus type 2 inactivated;;;;
"8153411000001106";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171611000001102";Human poliovirus type 3 inactivated;;;;
"8153411000001106";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11173111000001106";Pertussis antigens;;;;
"8153411000001106";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"14608011000001104";Tetanus toxoid;;;;
"8153411000001106";Diphtheria / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"161000221102";Diphtheria toxoid;;;;
"8888711000001107";Diphtheria (low dose) / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171411000001100";Human poliovirus type 1 inactivated;;;;
"8888711000001107";Diphtheria (low dose) / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171511000001101";Human poliovirus type 2 inactivated;;;;
"8888711000001107";Diphtheria (low dose) / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171611000001102";Human poliovirus type 3 inactivated;;;;
"8888711000001107";Diphtheria (low dose) / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11173111000001106";Pertussis antigens;;;;
"8888711000001107";Diphtheria (low dose) / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"14608011000001104";Tetanus toxoid;;;;
"8888711000001107";Diphtheria (low dose) / Tetanus / Pertussis (acellular component) / Poliomyelitis (inactivated) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"161000221102";Diphtheria toxoid;;;;
"8976211000001104";Generic Potter's Acidosis tablets;"4030111000001102";Rhubarb extract;;;;
"8976211000001104";Generic Potter's Acidosis tablets;"8986711000001103";Charcoal medicinal vegetable;;;;
"8976211000001104";Generic Potter's Acidosis tablets;"8987811000001108";Meadowsweet;;;;
"8976511000001101";Generic Potter's Garlic tablets;"20507001";Garlic oil;;;;
"8976511000001101";Generic Potter's Garlic tablets;"735030001";Garlic;;;;
"8976711000001106";Chlorhexidine 0.5% / Isopropyl alcohol 70% impregnated swabs;"259268001";Isopropyl alcohol;5;mg;;ml
