concept_code	concept_name
S70.81	Other superficial injuries to the hip and thigh: abrasion
S70.82	Other superficial injuries to the hip and thigh: blistering (non-thermal)
S70.83	Other superficial injuries to the hip and thigh: insect bite or sting (non-toxic)
S70.84	Other superficial injuries of the hip and thigh: Superficial foreign body (splinters)
S70.88	Other superficial injuries to the hip and thigh: Other
S71.80	Open wound on other and unspecified parts of the pelvic girdle
S71.81	Open wound (any part of the hip and thigh) associated with a fracture
S71.82	Open wound (any part of the hip and thigh) associated with a dislocation
S71.84	Grade I soft tissue damage with a closed fracture or dislocation of the hip and thigh
S71.85	Grade II soft tissue damage with a closed fracture or dislocation of the hip and thigh
S71.86	Soft tissue damage III. Grade with closed fracture or dislocation of the hip and thigh
S71.87	Grade I soft tissue damage with an open fracture or dislocation of the hip and thigh
S71.88	Grade II soft tissue damage with open fracture or dislocation of the hip and thigh
S71.89	Soft tissue damage III. Grade with open fracture or dislocation of the hip and thigh
S72.00	Femoral neck fracture: part unspecified
S72.01	Femoral neck fracture: Intracapsular
S72.02	Femoral neck fracture: (proximal) epiphysis, epiphyseal detachment
S72.03	Femoral neck fracture: subcapital
S72.04	Femoral neck fracture: medio-cervical
S72.05	Femoral neck fracture: base
S72.08	Femoral neck fracture: other parts
S72.42	Distal fracture of the femur: epiphysis, epiphyseal detachment
S72.43	Distal fracture of the femur: supracondylar
S72.44	Distal fracture of the femur: intercondylar
S73.00	Dislocation of the hip: unspecified
S73.01	Dislocation of the hip: posteriorly
S73.02	Dislocation of the hip: anteriorly
S73.08	Dislocation of the hip: other
S73.10	Sprain and strain of the hip joint: part unspecified
S73.11	Sprain and strain of the hip joint: Iliofemoral (ligament)
S73.12	Sprain and strain of the hip joint: sciocapsular (ligament)
S73.18	Hip joint sprain and strain: Other parts
S80.81	Other superficial injuries to the lower leg: abrasion
S80.82	Other superficial injuries to the lower leg: blistering (non-thermal)
S80.83	Other superficial injuries to the lower leg: insect bite or sting (non-toxic)
S80.84	Other superficial injuries to the lower leg: Superficial foreign body (splinters)
S80.88	Other superficial injuries to the lower leg: Other
S81.80	Unspecified open wound on other parts of the lower leg
S81.81	Open wound (any part of the lower leg) associated with a fracture
S81.82	Open wound (any part of the lower leg) associated with a dislocation
S81.84	Grade I soft tissue damage with a closed fracture or dislocation of the lower leg
S81.85	Grade II soft tissue damage with a closed fracture or dislocation of the lower leg
S81.86	Soft tissue damage III. 1st degree with a closed fracture or dislocation of the lower leg
S81.87	Grade I soft tissue damage with an open fracture or dislocation of the lower leg
S81.88	Grade II soft tissue damage with an open fracture or dislocation of the lower leg
S81.89	Soft tissue damage III. 1st degree with an open fracture or dislocation of the lower leg
S82.18	Fracture of the proximal end of the tibia: other
S82.28	Tibial Shaft Fracture: Other
S82.38	Distal fracture of the tibia: other
S82.42	Fracture of the fibula, isolated: shaft
S82.49	Fracture of the fibula, isolated: multiple
S82.82	Trimalleolar fracture
S82.88	Fractures of other parts of the lower leg
S83.10	Dislocation of the knee joint: unspecified
S83.11	Dislocation of the knee joint: Dislocation of the proximal tibia towards the anterior
S83.12	Dislocation of the knee joint: Dislocation of the proximal tibia posteriorly
S83.13	Dislocation of the knee joint: Dislocation of the proximal tibia in a medial direction
S83.14	Dislocation of the knee joint: Dislocation of the proximal tibia laterally
S83.18	Dislocation of the knee joint: other
S83.40	Sprain and strain of the knee joint: unspecified collateral ligament
S83.41	Sprain and strain of the knee joint: Distorsion of the fibular collateral ligament [outer ligament]
S83.42	Sprain and strain of the knee joint: Distorsion of the tibial collateral ligament [inner ligament]
S83.43	Sprain and strain of the knee joint: tear of the fibular collateral ligament [outer ligament]
S83.44	Sprain and strain of the knee joint: tear of the tibial collateral ligament [inner ligament]
S83.50	Sprain and strain of the knee joint: unspecified cruciate ligament
S83.51	Sprain and strain of the knee joint: Distortion of the anterior cruciate ligament
S83.52	Sprain and strain of the knee joint: Distortion of the posterior cruciate ligament
S83.53	Sprain and strain of the knee joint: tear of the anterior cruciate ligament
S83.54	Sprain and strain of the knee joint: tear of the posterior cruciate ligament
S90.81	Other superficial injuries to the ankle region and foot: abrasion
S90.82	Other superficial injuries to the ankle region and foot: blistering (non-thermal)
S90.83	Other superficial injuries to the ankle region and foot: insect bite or sting (non-toxic)
S90.84	Other superficial injuries to the ankle region and foot: Superficial foreign body (splinters)
S90.88	Other superficial injuries to the ankle and foot: Other
S91.8	Open wound on other parts of the ankle region and the foot
S91.80	Open wound on other parts of the ankle region and the foot
S91.81	Open wound (any part of the ankle region and foot) associated with a fracture
S91.82	Open wound (any part of the ankle region and foot) associated with a dislocation
S91.84	Grade I soft tissue damage with a closed fracture or dislocation of the foot
S91.85	Second degree soft tissue damage with a closed fracture or dislocation of the foot
S91.86	Soft tissue damage III. Degree with a closed fracture or dislocation of the foot
S91.87	Grade I soft tissue damage with an open fracture or dislocation of the foot
S91.88	Grade II soft tissue damage with an open fracture or dislocation of the foot
S91.89	Soft tissue damage III. 1st degree with open fracture or dislocation of the foot
S92.22	Fracture: Os cuboideum
S92.23	Fracture: Os cuneiforme (intermedium) (laterale) (mediale)
S92.28	Fracture: other tarsal bones
S93.10	Dislocation of one or more toes: unspecified
S93.11	Dislocation of one or more toes: metatarsophalangeal (joint)
S93.12	Dislocation of one or more toes: interphalangeal (joint)
S93.30	Dislocation of other and unspecified parts of the foot: part unspecified
S93.31	Dislocation of other and unspecified parts of the foot: tarsus (bone), joint unspecified
S93.32	Dislocation of other and unspecified parts of the foot: mediotarsal (joint)
S93.33	Dislocation of other and unspecified parts of the foot: tarsometatarsal (joint)
S93.34	Dislocation of other and unspecified parts of the foot: metatarsal (bone), joint unspecified
S93.38	Dislocation of other and unspecified parts of the foot: Other
S93.40	Sprain and strain of the upper ankle joint: part unspecified
S93.41	Sprain and strain of the ankle joint: Lig. Deltoideum
S93.42	Sprain and strain of the ankle joint: calcaneofibular ligament
S93.43	Sprain and strain of the upper ankle joint: Lig. Tibiofibulare (anterius) (posterius), distal
S93.48	Upper ankle sprain and strain: Other parts
T02.00	Fractures involving the head and neck: closed or onA
T02.01	Fractures involving the head and neck: open
T08.x0	Fracture of the spine, height unspecified: closed or onA
T08.x1	Fracture of the spine, unspecified level: open
T09.00	Superficial injury to the trunk, height unspecified: type of injury unspecified
T09.01	Superficial injury to the trunk, height unspecified: abrasion
T09.02	Superficial injury to the trunk, height unspecified: blistering (non-thermal)
T09.03	Superficial injury to the trunk, height unspecified: insect bite or sting (non-toxic)
T09.04	Superficial injury to the trunk, height unspecified: Superficial foreign body (splinters)
T09.05	Superficial injury to the trunk, height unspecified: bruise
T09.08	Superficial injury to the trunk, unspecified height: other
T10.x0	Fracture of the upper extremity, height unspecified: closed or onA
T10.x1	Fracture of the upper extremity, unspecified level: open
T11.00	Superficial injury to the upper extremity, height unspecified: type of injury unspecified
T11.01	Superficial injury to the upper extremity, height unspecified: abrasion
T11.02	Superficial injury to the upper extremity, height unspecified: blistering (non-thermal)
T11.03	Superficial injury to the upper extremity, height unspecified: insect bite or sting (non-toxic)
T11.04	Superficial injury to the upper extremity, height unspecified: Superficial foreign body (splinter)
T11.05	Superficial injury to the upper extremity, level unspecified: bruise
T11.08	Superficial injury to the upper extremity, height unspecified: other
T12.x0	Fracture of the lower extremity, height unspecified: closed or onA
T12.x1	Fracture of the lower extremity, unspecified level: open
T13.00	Superficial injury to the lower extremity, height unspecified: type of injury unspecified
T13.01	Superficial injury to the lower extremity, height unspecified: abrasion
T13.02	Superficial injury to the lower extremity, height unspecified: blistering (non-thermal)
T13.03	Superficial injury to the lower extremity, height unspecified: insect bite or sting (non-toxic)
T13.04	Superficial injury to the lower extremity, height unspecified: Superficial foreign body (splinter)
T13.05	Superficial injury to the lower extremity, level unspecified: bruise
T13.08	Superficial lower extremity injury, height unspecified: other
T14.00	Superficial injury to an unspecified part of the body: type of injury unspecified
T14.01	Superficial injury to an unspecified part of the body: abrasion
T14.02	Superficial injury to an unspecified part of the body: blistering (non-thermal)
T14.03	Superficial injury to an unspecified part of the body: insect bite or sting (non-toxic)
T14.04	Superficial injury to an unspecified part of the body: superficial foreign body (splinters)
T14.05	Superficial injury to an unspecified part of the body: bruise
T14.08	Superficial injury to an unspecified part of the body: other
T20.20	Grade 2a burns of the head and neck
T20.21	Grade 2b burns of the head and neck
T20.60	Grade 2a burns of the head and neck
T20.61	Grade 2b burns to head and neck
T21.00	Burn of unspecified degree of trunk: part unspecified
T21.01	Burn of unspecified degree of trunk: mammary gland [mamma]
T21.02	Burn of unspecified degree of trunk: chest wall excluding mammary gland and wart
T21.03	Burn of unspecified degree of trunk: abdominal wall
T21.04	Burn of unspecified degree of trunk: back [any part]
T21.05	Burn of unspecified degree of trunk: (external) genitals
T21.09	Burn of unspecified degree of trunk: Other parts
T21.10	1st degree burn of the trunk: part unspecified
T21.11	1st degree burn of the trunk: mammary gland [mamma]
T21.12	1st degree burn of the trunk: chest wall except mammary gland and wart
T21.13	1st degree burn of the trunk: abdominal wall
T21.14	1st degree burn of the trunk: back [any part]
T21.15	1st degree burn of the trunk: (external) genitals
T21.19	1st degree burn of the trunk: Other parts
T21.20	Degree 2a burn of the trunk: part unspecified
T21.21	Degree 2a burn of the trunk: mammary gland [mamma]
T21.22	Grade 2a burn of the trunk: chest wall excluding the mammary gland and wart
T21.23	Degree 2a burn of the trunk: abdominal wall
T21.24	Degree 2a burn of the trunk: back [any part]
T21.25	Burn grade 2a of the trunk: (external) genitals
T21.29	Degree 2a burn of the trunk: Other parts
T21.30	3rd degree burn of the trunk: part unspecified
T21.31	3rd degree burn of the trunk: mammary gland [mamma]
T21.32	3rd degree burn of the trunk: chest wall excluding the mammary gland and wart
T21.33	3rd degree burn of the trunk: abdominal wall
T21.34	3rd degree burn of the trunk: back [any part]
T21.35	3rd degree burn of the trunk: (external) genitals
T21.39	3rd degree burn of the trunk: Other parts
T21.40	Burn of unspecified degree of trunk: part unspecified
T21.41	Burn of unspecified degree of trunk: mammary gland [mamma]
T21.42	Burn of unspecified degree of trunk: chest wall excluding mammary gland and wart
T21.43	Burn of unspecified degree of trunk: abdominal wall
T21.44	Burn of unspecified degree of trunk: back [every part]
T21.45	Burn of unspecified degree of trunk: (external) genitals
T21.49	Burn of unspecified degree of trunk: Other parts
T21.50	1st degree burns to the trunk: part unspecified
T21.51	1st degree burn of the trunk: mammary gland [mamma]
T21.52	1st degree burns to the trunk: thoracic wall excluding the mammary gland and wart
T21.53	1st degree burns to the trunk: abdominal wall
T21.54	1st degree burn of the trunk: back [every part]
T21.55	1st degree burns to the trunk: (external) genitals
T21.59	1st degree burns to the trunk: Other parts
T21.60	Degree 2a burns to the trunk: part unspecified
T21.61	Degree 2a burn of the trunk: mammary gland [mamma]
T21.62	Grade 2a burns to the trunk: thoracic wall excluding the mammary gland and wart
T21.63	Grade 2a burns to the trunk: abdominal wall
T21.64	Degree 2a burns to the trunk: back [each part]
T21.65	Grade 2a burns to the trunk: (external) genitals
T21.69	Degree 2a burns to the trunk: other parts
T21.70	3rd degree burn of the trunk: part unspecified
T21.71	3rd degree burn of the trunk: mammary gland [mamma]
T21.72	3rd degree burns to the trunk: thoracic wall except mammary gland and wart
T21.73	3rd degree burns to the trunk: abdominal wall
T21.74	3rd degree burn of the trunk: back [each part]
T21.75	3rd degree burns to the trunk: (external) genitals
T21.79	3rd degree burns to the trunk: Other parts
T21.8	Degree 2b burn of the trunk
T21.80	Degree 2b burns of the trunk: part unspecified
T21.81	Burn degree 2b of the trunk: mammary gland [mamma]
T21.82	Degree 2b burn of the trunk: chest wall excluding the mammary gland and wart
T21.83	Degree 2b burn of the trunk: abdominal wall
T21.84	Degree 2b burn of trunk: back [any part]
T21.85	Burn grade 2b of the trunk: (external) genitals
T21.89	Degree 2b burns of the trunk: Other parts
T21.9	Degree 2b burns to the trunk
T21.90	Degree 2b burn to trunk: part unspecified
T21.91	Degree 2b burn of the trunk: mammary gland [mamma]
T21.92	Degree 2b burns to the trunk: chest wall excluding the mammary gland and wart
T21.93	Degree 2b burns to the trunk: abdominal wall
T21.94	Degree 2b burn of trunk: back [each part]
T21.95	Grade 2b burn of trunk: (external) genitals
T21.99	Degree 2b burns to the trunk: Other parts
T22.00	Burn of unspecified degree of shoulder and arm, except wrist and hand: part unspecified
T22.01	Burn of unspecified degree of shoulder and arm, except wrist and hand: forearm and elbow
T22.02	Burn of unspecified degree of the shoulder and arm, except for the wrist and hand: (upper) arm and shoulder region
T22.03	Burn of unspecified degree of shoulder and arm, except wrist and hand: armpit
T22.10	1st degree burns of the shoulder and arm, except for the wrist and hand: part unspecified
T22.11	1st degree burns of the shoulder and arm, excluding the wrist and hand: forearm and elbow
T22.12	1st degree burns of the shoulder and arm, excluding the wrist and hand: (upper) arm and shoulder region
T22.13	1st degree burn of shoulder and arm, except wrist and hand: armpit
T22.20	Grade 2a burns of shoulder and arm, except wrist and hand: part unspecified
T22.21	Grade 2a burns of shoulder and arm, excluding wrist and hand: forearm and elbow
T22.22	Grade 2a burns of the shoulder and arm, excluding the wrist and hand: (upper) arm and shoulder region
T22.23	Grade 2a burns of shoulder and arm, except wrist and hand: armpit
T22.30	3rd degree burn of the shoulder and arm, except for the wrist and hand: part unspecified
T22.31	3rd degree burn of shoulder and arm, excluding wrist and hand: forearm and elbow
T22.32	3rd degree burn of the shoulder and arm, except wrist and hand: (upper) arm and shoulder region
T22.33	3rd degree burn of shoulder and arm, except wrist and hand: armpit
T22.40	Burn of unspecified degree of shoulder and arm, except wrist and hand: part unspecified
T22.41	Burns of unspecified degree of shoulder and arm, except wrist and hand: forearm and elbow
T22.42	Burns of unspecified degree of shoulder and arm, with the exception of wrist and hand: (upper) arm and shoulder region
T22.43	Burns of unspecified degree of shoulder and arm, except wrist and hand: armpit
T22.50	1st degree burns to the shoulder and arm, except for the wrist and hand: part unspecified
T22.51	1st degree burns to the shoulder and arm, except for the wrist and hand: forearm and elbow
T22.52	1st degree burns to the shoulder and arm, except for the wrist and hand: (upper) arm and shoulder region
T22.53	1st degree burns to the shoulder and arm, except for the wrist and hand: armpit
T22.60	Grade 2a burns of shoulder and arm, except wrist and hand: part unspecified
T22.61	Grade 2a burns of shoulder and arm, except wrist and hand: forearm and elbow
T22.62	Grade 2a burns of the shoulder and arm, except for the wrist and hand: (upper) arm and shoulder region
T22.63	Grade 2a burns to shoulder and arm, except wrist and hand: armpit
T22.70	3rd degree burns to shoulder and arm, except wrist and hand: part unspecified
T22.71	3rd degree burns to shoulder and arm, except wrist and hand: forearm and elbow
T22.72	3rd degree burns to the shoulder and arm, except for the wrist and hand: (upper) arm and shoulder region
T22.73	3rd degree burns to the shoulder and arm, except for the wrist and hand: armpit
T22.8	Grade 2b burns of shoulder and arm excluding wrist and hand
T22.80	Grade 2b burns of shoulder and arm, excluding wrist and hand: part unspecified
T22.81	Grade 2b burns of shoulder and arm, excluding wrist and hand: forearm and elbow
T22.82	Grade 2b burns of the shoulder and arm, excluding the wrist and hand: (upper) arm and shoulder region
T22.83	Grade 2b burns of shoulder and arm, except wrist and hand: armpit
T22.9	Grade 2b burns to shoulder and arm, excluding wrist and hand
T22.90	Grade 2b burns of shoulder and arm, except wrist and hand: part unspecified
T22.91	Grade 2b burns to shoulder and arm, except wrist and hand: forearm and elbow
T22.92	Grade 2b burns of the shoulder and arm, except for the wrist and hand: (upper) arm and shoulder region
T22.93	Grade 2b burns to shoulder and arm, except wrist and hand: armpit
T23.20	Grade 2a burn of the wrist and hand
T23.21	Grade 2b burn of the wrist and hand
T23.60	Grade 2a burns to the wrist and hand
T23.61	Grade 2b burns to the wrist and hand
T24.20	Grade 2a burn of hip and leg excluding ankle and foot
T24.21	Grade 2b burns of hip and leg excluding ankle and foot
T24.60	Grade 2a burns to hip and leg, excluding ankle and foot
T24.61	Grade 2b burns to hip and leg excluding ankle and foot
T25.20	Grade 2a burns of ankle and foot
T25.21	Grade 2b burn of ankle and foot
T25.60	Grade 2a burns to the ankle region and foot
T25.61	Grade 2b burns of the ankle and foot
T29.20	Burns in several parts of the body, with burns of no more than grade 2a being indicated
T29.21	Burns in several parts of the body, with burns of no more than grade 2b being given
T29.60	Chemical burns of several body regions, with burns of no more than grade 2a being specified
T29.61	Chemical burns of several body regions, with burns of no more than grade 2b being indicated
T30.20	Burn grade 2a, body region unspecified
T30.21	Burn grade 2b, body region unspecified
T30.60	Grade 2a burn, body region unspecified
T30.61	Grade 2b burn, body region unspecified
T31.00	Burns of less than 10 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.10	Burns of 10-19 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.11	Burns of 10-19 % of the body surface: 10-19 % 3rd degree burns  
T31.20	Burns of 20-29 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.21	Burns of 20-29 % of the body surface: 10-19 % 3rd degree burns  
T31.22	Burns from 20-29 % of the body surface: 20-29 % 3rd degree burns  
T31.30	Burns of 30-39 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.31	Burns of 30-39 % of the body surface: 10-19 % 3rd degree burns  
T31.32	Burns of 30-39 % of the body surface: 20-29 % 3rd degree burns  
T31.33	Burns of 30-39 % of the body surface: 30-39 % 3rd degree burns  
T31.40	Burns of 40-49 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.41	Burns of 40-49 % of the body surface: 10-19 % 3rd degree burns  
T31.42	Burns of 40-49 % of the body surface: 20-29 % 3rd degree burns  
T31.43	Burns of 40-49 % of the body surface: 30-39 % 3rd degree burns  
T31.44	Burns of 40-49 % of the body surface: 40-49 % 3rd degree burns  
T31.50	Burns of 50-59 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.51	Burns of 50-59 % of the body surface: 10-19 % 3rd degree burns  
T31.52	Burns of 50-59 % of the body surface: 20-29 % 3rd degree burns  
T31.53	Burns from 50-59 % of the body surface: 30-39 % burns 3rd degree  
T31.54	Burns of 50-59 % of the body surface: 40-49 % 3rd degree burns  
T31.55	Burns of 50-59 % of the body surface: 50-59 % 3rd degree burns  
T31.60	Burns of 60-69 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.61	Burns of 60-69 % of the body surface: 10-19 % 3rd degree burns  
T31.62	Burns of 60-69 % of the body surface: 20-29 % 3rd degree burns  
T31.63	Burns of 60-69 % of the body surface: 30-39 % 3rd degree burns  
T31.64	Burns of 60-69 % of the body surface: 40-49 % 3rd degree burns  
T31.65	Burns of 60-69 % of the body surface: 50-59 % 3rd degree burns  
T31.66	Burns of 60-69 % of the body surface: 60-69 % 3rd degree burns  
T31.70	Burns of 70-79 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.71	Burns of 70-79 % of the body surface: 10-19 % 3rd degree burns  
T31.72	Burns of 70-79 % of the body surface: 20-29 % 3rd degree burns  
T31.73	Burns of 70-79 % of the body surface: 30-39 % 3rd degree burns  
T31.74	Burns of 70-79 % of the body surface: 40-49 % 3rd degree burns  
T31.75	Burns of 70-79 % of the body surface: 50-59 % 3rd degree burns  
T31.76	Burns of 70-79 % of the body surface: 60-69 % 3rd degree burns  
T31.77	Burns of 70-79 % of the body surface: 70-79 % 3rd degree burns  
T31.80	Burns of 80-89 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.81	Burns of 80-89 % of the body surface: 10-19 % 3rd degree burns  
T31.82	Burns of 80-89 % of the body surface: 20-29 % 3rd degree burns  
T31.83	Burns of 80-89 % of the body surface: 30-39 % 3rd degree burns  
T31.84	Burns of 80-89 % of the body surface: 40-49 % 3rd degree burns  
T31.85	Burns of 80-89 % of the body surface: 50-59 % 3rd degree burns  
T31.86	Burns of 80-89 % of the body surface: 60-69 % 3rd degree burns  
T31.87	Burns of 80-89 % of the body surface: 70-79 % 3rd degree burns  
T31.88	Burns of 80-89 % of the body surface: 80-89 % 3rd degree burns  
T31.90	Burns of 90 % or more of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T31.91	Burns of 90 % or more of the body surface: 10-19 % 3rd degree burns  
T31.92	Burns of 90 % or more of the body surface: 20-29 % 3rd degree burns  
T31.93	Burns of 90 % or more of the body surface: 30-39 % 3rd degree burns  
T31.94	Burns of 90 % or more of the body surface: 40-49 % 3rd degree burns  
T31.95	Burns of 90 % or more of the body surface: 50-59 % 3rd degree burns  
T31.96	Burns of 90 % or more of the body surface: 60-69 % 3rd degree burns  
T31.97	Burns of 90 % or more of the body surface: 70-79 % 3rd degree burns  
T31.98	Burns of 90 % or more of the body surface: 80-89 % 3rd degree burns  
T31.99	90 % or more body surface burns : 90 % or more 3rd degree burns  
T32.00	Chemical burns of less than 10 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.10	Chemical burns of 10-19 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.11	Chemical burns of 10-19 % of the body surface: 10-19 % 3rd degree burns  
T32.20	Chemical burns of 20-29 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.21	Chemical burns of 20-29 % of the body surface: 10-19 % 3rd degree burns  
T32.22	Chemical burns of 20-29 % of the body surface: 20-29 % 3rd degree burns  
T32.30	Chemical burns of 30-39 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.31	Chemical burns of 30-39 % of the body surface: 10-19 % 3rd degree burns  
T32.32	Chemical burns of 30-39 % of the body surface: 20-29 % 3rd degree burns  
T32.33	Burns of 30-39 % of the body surface: 30-39 % 3rd degree burns  
T32.40	Chemical burns of 40-49 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.41	Chemical burns of 40-49 % of the body surface: 10-19 % 3rd degree burns  
T32.42	Chemical burns of 40-49 % of the body surface: 20-29 % 3rd degree burns  
T32.43	Burns of 40-49 % of the body surface: 30-39 % burns of the 3rd degree  
T32.44	Burns of 40-49 % of the body surface: 40-49 % burns of the 3rd degree  
T32.50	Burns of 50-59 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.51	Burns of 50-59 % of the body surface: 10-19 % 3rd degree burns  
T32.52	Burns of 50-59 % of the body surface: 20-29 % 3rd degree burns  
T32.53	Burns of 50-59 % of the body surface: 30-39 % burns of the 3rd degree  
T32.54	Burns of 50-59 % of the body surface: 40-49 % burns of the 3rd degree  
T32.55	Burns of 50-59 % of the body surface: 50-59 % burns of the 3rd degree  
T32.60	Burns of 60-69 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.61	Burns of 60-69 % of the body surface: 10-19 % 3rd degree burns  
T32.62	Burns of 60-69 % of the body surface: 20-29 % 3rd degree burns  
T32.63	Burns of 60-69 % of the body surface: 30-39 % burns of the 3rd degree  
T32.64	Burns of 60-69 % of the body surface: 40-49 % 3rd degree burns  
T32.65	Burns of 60-69 % of the body surface: 50-59 % 3rd degree burns  
T32.66	Chemical burns of 60-69 % of the body surface: 60-69 % 3rd degree burns  
T32.70	Burns of 70-79 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.71	Chemical burns of 70-79 % of the body surface: 10-19 % 3rd degree burns  
T32.72	Burns of 70-79 % of the body surface: 20-29 % 3rd degree burns  
T32.73	Burns of 70-79 % of the body surface: 30-39 % 3rd degree burns  
T32.74	Chemical burns of 70-79 % of the body surface: 40-49 % 3rd degree burns  
T32.75	Burns of 70-79 % of the body surface: 50-59 % 3rd degree burns  
T32.76	Burns of 70-79 % of the body surface: 60-69 % burns of the 3rd degree  
T32.77	Chemical burns of 70-79 % of the body surface: 70-79 % 3rd degree burns  
T32.80	Burns of 80-89 % of the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.81	Chemical burns of 80-89 % of the body surface: 10-19 % 3rd degree burns  
T32.82	Chemical burns of 80-89 % of the body surface: 20-29 % 3rd degree burns  
T32.83	Chemical burns of 80-89 % of the body surface: 30-39 % 3rd degree burns  
T32.84	Chemical burns of 80-89 % of the body surface: 40-49 % 3rd degree burns  
T32.85	Burns of 80-89 % of the body surface: 50-59 % burns of the 3rd degree  
T32.86	Burns of 80-89 % of the body surface: 60-69 % 3rd degree burns  
T32.87	Burns of 80-89 % of the body surface: 70-79 % burns of the 3rd degree  
T32.88	Burns of 80-89 % of the body surface: 80-89 % burns of the 3rd degree  
T32.90	Burns of 90 % or more to the body surface: Less than 10 % or unspecified proportion of 3rd degree burns  
T32.91	Burns of 90 % or more of the body surface: 10-19 % 3rd degree burns  
T32.92	Burns of 90 % or more of the body surface: 20-29 % 3rd degree burns  
T32.93	Burns of 90 % or more of the body surface: 30-39 % 3rd degree burns  
T32.94	Burns of 90 % or more of the body surface: 40-49 % 3rd degree burns  
T32.95	Burns of 90 % or more of the body surface: 50-59 % 3rd degree burns  
T32.96	Burns of 90 % or more of the body surface: 60-69 % 3rd degree burns  
T32.97	Burns of 90 % or more of the body surface: 70-79 % 3rd degree burns  
T32.98	Burns of 90 % or more of the body surface: 80-89 % burns of the 3rd degree  
T32.99	Burns of 90 % or more to the body surface: 90 % or more 3rd degree burns  
T79.60	Traumatic muscle ischemia of the upper extremity
T79.61	Traumatic muscle ischemia of the thigh and hip
T79.62	Traumatic muscle ischemia of the lower leg
T79.63	Traumatic muscle ischemia of the foot
T79.68	Traumatic muscle ischemia in other locations
T79.69	Traumatic muscle ischemia of unspecified location
T84.00	Mechanical complication of a joint endoprosthesis: shoulder joint
T84.01	Mechanical complication of a joint endoprosthesis: elbow joint
T84.02	Mechanical complication of a joint endoprosthesis: radial head joint
T84.03	Mechanical complication of a joint endoprosthesis: wrist
T84.04	Mechanical complication of a joint endoprosthesis: hip joint
T84.05	Mechanical complication of a joint endoprosthesis: knee joint
T84.06	Mechanical complication of a joint endoprosthesis: ankle
T84.07	Mechanical complication of a joint endoprosthesis: intervertebral disc
T84.08	Mechanical complication of a joint endoprosthesis: other specified joints
T84.10	Mechanical complication due to an internal osteosynthesis device on extremity bones: shoulder region
T84.11	Mechanical complication from an internal osteosynthesis device on extremity bones: upper arm
T84.12	Mechanical complication due to an internal osteosynthesis device on extremity bones: forearm
T84.13	Mechanical complication due to an internal osteosynthesis device on extremity bones: hand
T84.14	Mechanical complication from an internal osteosynthesis device on extremity bones: pelvic region and thigh
T84.15	Mechanical complication due to an internal osteosynthesis device on extremity bones: lower leg
T84.16	Mechanical complication of an internal osteosynthesis device on extremity bones: ankle and foot
T84.18	Mechanical complication due to an internal osteosynthesis device on extremity bones: other specified extremity bones
T84.20	Mechanical complication of an internal osteosynthesis device on other bones: spine
T84.28	Mechanical complication of an internal osteosynthesis device in other bones: Other specified bones
T85.50	Mechanical complication from prostheses, implants, or grafts in the esophagus
T85.51	Mechanical complication from prostheses, implants or transplants in the rest of the upper gastrointestinal tract
T85.52	Mechanical complication from prostheses, implants or grafts in the lower gastrointestinal tract
T85.53	Mechanical complication from prostheses, implants or grafts in the biliary tract
T85.54	Mechanical complication from prostheses, implants or grafts in the pancreas
T85.59	Mechanical complication from gastrointestinal prostheses, implants or transplants, location unspecified
T85.71	Infection and inflammatory response from peritoneal dialysis catheter
T85.72	Infection and inflammatory response from internal prostheses, implants or grafts in the nervous system
T85.73	Infection and inflammatory reaction from breast prosthesis or implant
T85.74	Infection and inflammatory response by percutaneous endoscopic gastrostomy probe [PEG probe]
T85.75	Infection and inflammatory reaction through internal prostheses, implants or grafts in the hepatobiliary system and in the pancreas
T85.76	Infection and inflammatory reaction from other internal prostheses, implants or transplants in the other gastrointestinal tract
T85.78	Infection and inflammatory reaction from other internal prostheses, implants or grafts
T85.81	Other complications from internal prostheses, implants or grafts in the nervous system
T85.82	Capsular contracture of the breast due to a breast prosthesis or implant
T85.83	Other complications from breast prostheses or implants
T85.88	Other complications from internal prostheses, implants, or grafts, not elsewhere classified
