"ICDO3.2"	"Level"	"Term"	"Code reference"	"obs"	"See also"	"See note"	"Includes"	"Excludes"	"Other text"
"9504/3"	"Preferred"	"Spongioneuroblastoma"							
"9505/1"	"Preferred"	"Ganglioglioma, NOS"							
"9505/1"	"Synonym"	"Glioneuroma"		"[obs]"					
"9505/1"	"Synonym"	"Neuroastrocytoma"		"[obs]"					
"9505/3"	"Preferred"	"Ganglioglioma, anaplastic"							
"9506/1"	"Preferred"	"Central neurocytoma"							
"9506/1"	"Synonym"	"Neurocytoma, NOS"							
"9506/1"	"Related"	"Cerebellar liponeurocytoma"	"(C71.6)"						
"9506/1"	"Synonym"	"Lipomatous medulloblastoma"	"(C71.6)"						
"9506/1"	"Synonym"	"Medullocytoma"	"(C71.6)"						
"9506/1"	"Synonym"	"Neurolipocytoma"	"(C71.6)"						
"9506/1"	"Related"	"Extraventricular neurocytoma"							
"9507/0"	"Preferred"	"Pacinian tumor"							
"9508/3"	"Preferred"	"Atypical teratoid/rhabdoid tumor"	"(C71._)"						
"9508/3"	"Related"	"CNS embryonal tumor with rhabdoid features"	"(C71._)"						
"9509/1"	"Preferred"	"Papillary glioneuronal tumor"							
"9509/1"	"Related"	"Rosette-forming glioneuronal tumor"							
"9510/0"	"Preferred"	"Retinocytoma"	"(C69.2)"						
"9510/3"	"Preferred"	"Retinoblastoma, NOS"	"(C69.2)"						
"9511/3"	"Preferred"	"Retinoblastoma, differentiated"	"(C69.2)"						
"9512/3"	"Preferred"	"Retinoblastoma, undifferentiated"	"(C69.2)"						
"9513/3"	"Preferred"	"Retinoblastoma, diffuse"	"(C69.2)"						
"9514/1"	"Preferred"	"Retinoblastoma, spontaneously regressed"	"(C69.2)"						
"9520/3"	"Preferred"	"Olfactory neurogenic tumor"							
"9521/3"	"Preferred"	"Olfactory neurocytoma"	"(C30.0)"						
"9521/3"	"Synonym"	"Esthesioneurocytoma"	"(C30.0)"						
"9522/3"	"Preferred"	"Olfactory neuroblastoma"	"(C30.0)"						
"9522/3"	"Synonym"	"Esthesioneuroblastoma"	"(C30.0)"						
"9523/3"	"Preferred"	"Olfactory neuroepithelioma"	"(C30.0)"						
"9523/3"	"Synonym"	"Esthesioneuroepithelioma"	"(C30.0)"						
"953"	2	"Meningiomas"							
"9530/0"	"Preferred"	"Meningioma, NOS"							
"9530/0"	"Related"	"Lymphoplasmacyte-rich meningioma"							
"9530/0"	"Related"	"Metaplastic meningioma"							
"9530/0"	"Related"	"Microcystic meningioma"							
"9530/0"	"Related"	"Secretory meningioma"							
"9530/3"	"Preferred"	"Meningioma, malignant"							
"9530/3"	"Synonym"	"Leptomeningeal sarcoma"							
"9530/3"	"Synonym"	"Meningeal sarcoma"							
"9530/3"	"Synonym"	"Meningioma, anaplastic"							
"9530/3"	"Synonym"	"Meningothelial sarcoma"							
"9531/0"	"Preferred"	"Meningothelial meningioma"							
"9531/0"	"Synonym"	"Endotheliomatous meningioma"							
"9531/0"	"Synonym"	"Syncytial meningioma"							
"9532/0"	"Preferred"	"Fibrous meningioma"							
"9532/0"	"Synonym"	"Fibroblastic meningioma"							
"9533/0"	"Preferred"	"Psammomatous meningioma"							
"9534/0"	"Preferred"	"Angiomatous meningioma"							
"9535/0"	"Preferred"	"Hemangioblastic meningioma"		"[obs]"					
"9535/0"	"Synonym"	"Angioblastic meningioma"		"[obs]"					
"9537/0"	"Preferred"	"Transitional meningioma"							
"9537/0"	"Synonym"	"Mixed meningioma"							
"9538/1"	"Preferred"	"Clear cell meningioma"							
"9538/1"	"Related"	"Chordoid meningioma"							
"9538/3"	"Preferred"	"Papillary meningioma"							
"9538/3"	"Related"	"Rhabdoid meningioma"							
"9539/1"	"Preferred"	"Atypical meningioma"							
"9539/3"	"Preferred"	"Meningeal sarcomatosis"							
"954-957"	2	"Nerve sheath tumors"							
"9540/0"	"Preferred"	"Neurofibroma, NOS"							
"9540/3"	"Preferred"	"Malignant peripheral nerve sheath tumor, NOS"							
"9540/3"	"Synonym"	"MPNST, NOS"							
"9540/3"	"Synonym"	"Neurofibrosarcoma"		"[obs]"					
"9540/3"	"Synonym"	"Neurogenic sarcoma"		"[obs]"					
"9540/3"	"Synonym"	"Neurosarcoma"		"[obs]"					
"9540/3"	"Related"	"Melanotic MPNST"							
"9540/3"	"Related"	"Melanotic psammomatous MPNST"							
"9540/3"	"Related"	"MPNST with glandular differentiation"							
"9540/3"	"Related"	"MPNST with mesenchymal differentiation"							
"9540/3"	"Related"	"MPNST with perineurial differentiation"							
"9541/0"	"Preferred"	"Melanotic neurofibroma"							
"9542/3"	"Preferred"	"Malignant peripheral nerve sheath tumor, epithelioid"							
"9542/3"	"Synonym"	"Epithelioid MPNST"							
"9550/0"	"Preferred"	"Plexiform neurofibroma"							
"9550/0"	"Synonym"	"Plexiform neuroma"							
"9560/0"	"Preferred"	"Schwannoma, NOS"							
"9560/0"	"Synonym"	"Neurilemoma, NOS"							
"9560/0"	"Synonym"	"Neurinoma"							
"9560/0"	"Related"	"Acoustic neuroma"	"(C72.4)"						
"9560/0"	"Related"	"Ancient schwannoma"							
"9560/0"	"Related"	"Cellular schwannoma"							
"9560/0"	"Related"	"Degenerated schwannoma"							
"9560/0"	"Related"	"Plexiform schwannoma"							
"9560/0"	"Related"	"Psammomatous schwannoma"							
"9560/1"	"Preferred"	"Melanotic schwannoma"							
"9560/1"	"Synonym"	"Pigmented schwannoma"							
"9560/3"	"Preferred"	"Neurilemoma, malignant"		"[obs]"					
"9560/3"	"Synonym"	"Malignant schwannoma, NOS"		"[obs]"					
"9560/3"	"Synonym"	"Neurilemosarcoma"		"[obs]"					
"9561/3"	"Preferred"	"Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation"							
"9561/3"	"Synonym"	"Malignant schwannoma with rhabdomyoblastic differentiation"							
"9561/3"	"Synonym"	"MPNST with rhabdomyoblastic differentiation"							
"9561/3"	"Synonym"	"Triton tumor, malignant"							
"9562/0"	"Preferred"	"Nerve sheath myxoma"							
"9562/0"	"Synonym"	"Neurothekeoma"							
"9562/0"	"Related"	"Cellular neurothekeoma"							
"9563/0"	"Preferred"	"Nerve sheath tumor, NOS"							
"9563/0"	"Related"	"Hybrid nerve sheath tumor"							
"9570/0"	"Preferred"	"Neuroma, NOS"							
"9570/0"	"Related"	"Solitary circumscribed neuroma"							
"9571/0"	"Preferred"	"Perineurioma, NOS"							
"9571/0"	"Related"	"Intraneural perineurioma"							
"9571/0"	"Related"	"Soft tissue perineurioma"							
"9571/3"	"Preferred"	"Perineurioma, malignant"							
"958"	2	"Granular cell tumors and alveolar soft part sarcomas"							
"9580/0"	"Preferred"	"Granular cell tumor, NOS"						"(except of sellar region M-9582/0)"	
"9580/0"	"Synonym"	"Granular cell myoblastoma, NOS"		"[obs]"					
"9580/3"	"Preferred"	"Granular cell tumor, malignant"							
"9580/3"	"Synonym"	"Granular cell myoblastoma, malignant"		"[obs]"					
"9581/3"	"Preferred"	"Alveolar soft part sarcoma"							
"9582/0"	"Preferred"	"Granular cell tumor of sellar region"	"(C75.1)"						
"959-972"	2	"Hodgkin and non-Hodgkin lymphomas"							
"959"	3	"Malignant lymphomas, NOS or diffuse"							
"9590/3"	"Preferred"	"Malignant lymphoma, NOS"							
"9590/3"	"Synonym"	"Lymphoma, NOS"							
"9590/3"	"Synonym"	"Microglioma"	"(C71._)"	"[obs]"					
"9591/1"	"Preferred"	"Monoclonal B-cell lymphocytosis, NOS"			"(see also M-9823/1)"				
"9591/1"	"Related"	"Monoclonal B-cell lymphocytosis, non-CLL type"							
"9591/3"	"Preferred"	"Malignant lymphoma, non-Hodgkin, NOS"							
"9591/3"	"Synonym"	"Non-Hodgkin lymphoma, NOS"							
"9591/3"	"Related"	"B-cell lymphoma, NOS"							
"9591/3"	"Related"	"Lymphosarcoma, NOS"		"[obs]"					
"9591/3"	"Synonym"	"Lymphosarcoma, diffuse"		"[obs]"					
"9591/3"	"Related"	"Malignant lymphoma, diffuse, NOS"							
"9591/3"	"Related"	"Malignant lymphoma, non-cleaved cell, NOS"							
"9591/3"	"Related"	"Reticulum cell sarcoma, NOS"		"[obs]"					
"9591/3"	"Synonym"	"Reticulosarcoma, NOS"		"[obs]"					
"9591/3"	"Synonym"	"Reticulum cell sarcoma, diffuse"		"[obs]"					
"9591/3"	"Synonym"	"Reticulosarcoma, diffuse"		"[obs]"					
"9591/3"	"Related"	"Hairy cell leukemia variant"							
"9591/3"	"Related"	"Malignant lymphoma, lymphocytic, intermediate differentiation, nodular"		"[obs]"					
"9591/3"	"Related"	"Malignant lymphoma, lymphocytic, poorly differentiated, diffuse"		"[obs]"					
"9591/3"	"Synonym"	"Malignant lymphoma, cleaved cell, NOS"		"[obs]"					
"9591/3"	"Synonym"	"Malignant lymphoma, small cleaved cell, NOS"		"[obs]"					
"9591/3"	"Related"	"Malignant lymphoma, small cell, noncleaved, diffuse"		"[obs]"					
"9591/3"	"Synonym"	"Malignant lymphoma, undifferentiated cell type, NOS"		"[obs]"					
"9591/3"	"Synonym"	"Malignant lymphoma, undifferentiated cell, non-Burkitt"		"[obs]"					
"9591/3"	"Related"	"Malignant lymphoma, small cleaved cell, diffuse"		"[obs]"					
"9591/3"	"Related"	"Splenic B-cell lymphoma/leukemia, unclassifiable"							
"9591/3"	"Related"	"Splenic diffuse red pulp small B-cell lymphoma"							
"9596/3"	"Preferred"	"Composite Hodgkin and non-Hodgkin lymphoma"							
"9596/3"	"Related"	"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and classical Hodgkin lymphoma"							
"9597/3"	"Preferred"	"Primary cutaneous follicle center lymphoma"	"(C44._)"						
"965-966"	3	"Hodgkin lymphomas"							
"9650/3"	"Preferred"	"Hodgkin lymphoma, NOS"							
"9650/3"	"Synonym"	"Hodgkin disease, NOS"							
"9650/3"	"Synonym"	"Malignant lymphoma, Hodgkin"							
"9650/3"	"Related"	"Classical Hodgkin lymphoma post-transplant lymphoproliferative disease"							
"9651/3"	"Preferred"	"Hodgkin lymphoma, lymphocyte-rich"							
"9651/3"	"Synonym"	"Classical Hodgkin lymphoma, lymphocyte-rich"							
"9651/3"	"Related"	"Hodgkin disease, lymphocyte predominance, NOS"		"[obs]"					
"9651/3"	"Synonym"	"Hodgkin disease, lymphocyte predominance, diffuse"		"[obs]"					
"9651/3"	"Synonym"	"Hodgkin disease, lymphocytic-histiocytic predominance"		"[obs]"					
"9652/3"	"Preferred"	"Hodgkin lymphoma, mixed cellularity, NOS"							
"9652/3"	"Synonym"	"Classical Hodgkin lymphoma, mixed cellularity, NOS"							
"9653/3"	"Preferred"	"Hodgkin lymphoma, lymphocyte depletion, NOS"							
"9653/3"	"Synonym"	"Classical Hodgkin lymphoma, lymphocyte depletion, NOS"							
"9654/3"	"Preferred"	"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"							
"9654/3"	"Synonym"	"Classical Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"		"[obs]"					
"9655/3"	"Preferred"	"Hodgkin lymphoma, lymphocyte depletion, reticular"		"[obs]"					
"9655/3"	"Synonym"	"Classical Hodgkin lymphoma, lymphocyte depletion, reticular"		"[obs]"					
"9659/3"	"Preferred"	"Hodgkin lymphoma, nodular lymphocyte predominant"							
"9659/3"	"Synonym"	"Hodgkin paragranuloma, NOS"		"[obs]"					
"9659/3"	"Synonym"	"Hodgkin paragranuloma, nodular"		"[obs]"					
"9661/3"	"Preferred"	"Hodgkin granuloma"		"[obs]"					
"9662/3"	"Preferred"	"Hodgkin sarcoma"		"[obs]"					
"9663/3"	"Preferred"	"Hodgkin lymphoma, nodular sclerosis, NOS"							
"9663/3"	"Synonym"	"Classical Hodgkin lymphoma, nodular sclerosis, NOS"							
"9663/3"	"Synonym"	"Hodgkin disease, nodular sclerosis, NOS"							
"9664/3"	"Preferred"	"Hodgkin lymphoma, nodular sclerosis, cellular phase"							
"9664/3"	"Synonym"	"Classical Hodgkin lymphoma, nodular sclerosis, cellular phase"		"[obs]"					
"9665/3"	"Preferred"	"Hodgkin lymphoma, nodular sclerosis, grade 1"							
"9665/3"	"Synonym"	"Classical Hodgkin lymphoma, nodular sclerosis, grade 1"							
"9665/3"	"Synonym"	"Hodgkin disease, nodular sclerosis, lymphocyte predominance"							
"9665/3"	"Synonym"	"Hodgkin disease, nodular sclerosis, mixed cellularity"							
"9667/3"	"Preferred"	"Hodgkin lymphoma, nodular sclerosis, grade 2"							
"9667/3"	"Synonym"	"Classical Hodgkin lymphoma, nodular sclerosis, grade 2"							
"9667/3"	"Synonym"	"Hodgkin disease, nodular sclerosis, lymphocyte depletion"							
"9667/3"	"Synonym"	"Hodgkin disease, nodular sclerosis, syncytial variant"							
"967-972"	3	"Non-hodgkin lymphomas"							
"967-969"	3	"Mature B-cell lymphomas"							
"9671/3"	"Preferred"	"Lymphoplasmacytic lymphoma"			"(see also M-9761/3)"				
"9671/3"	"Synonym"	"Malignant lymphoma, lymphoplasmacytoid"							
"9671/3"	"Related"	"Immunocytoma"		"[obs]"					
"9671/3"	"Related"	"Malignant lymphoma, plasmacytoid"		"[obs]"					
"9671/3"	"Related"	"Plasmacytic lymphoma"		"[obs]"					
"9673/1"	"Preferred"	"In situ mantle cell neoplasia"							
"9673/1"	"Synonym"	"In situ mantle cell lymphoma"							
"9673/3"	"Preferred"	"Mantle cell lymphoma"					"includes all variants"		
"9673/3"	"Synonym"	"Malignant lymphoma, centrocytic"		"[obs]"					
"9673/3"	"Synonym"	"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse"		"[obs]"					
"9673/3"	"Synonym"	"Malignant lymphomatous polyposis"							
"9673/3"	"Synonym"	"Mantle zone lymphoma"		"[obs]"					
"9675/3"	"Preferred"	"Malignant lymphoma, mixed small and large cell, diffuse"		"[obs]"	"(see also M-9690/3)"				
"9675/3"	"Synonym"	"Malignant lymphoma, centroblastic-centrocytic, NOS"		"[obs]"					
"9675/3"	"Synonym"	"Malignant lymphoma, centroblastic-centrocytic, diffuse"		"[obs]"					
"9675/3"	"Synonym"	"Malignant lymphoma, mixed cell type, diffuse"		"[obs]"					
"9675/3"	"Synonym"	"Malignant lymphoma, mixed lymphocytic-histiocytic, diffuse"		"[obs]"					
"9678/3"	"Preferred"	"Primary effusion lymphoma"							
"9679/3"	"Preferred"	"Mediastinal large B-cell lymphoma"	"(C38.3)"						
"9679/3"	"Synonym"	"Thymic large B-cell lymphoma"	"(C37.9)"						
"9680/1"	"Preferred"	"EBV positive mucocutaneous ulcer"							
"9680/3"	"Preferred"	"Diffuse large B-cell lymphoma, NOS"							
"9680/3"	"Synonym"	"Malignant lymphoma, large B-cell, diffuse, NOS"							
"9680/3"	"Synonym"	"Malignant lymphoma, histiocytic, NOS"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, large B-cell, NOS"							
"9680/3"	"Synonym"	"Malignant lymphoma, large B-cell, diffuse, centroblastic, NOS"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, large cell, NOS"							
"9680/3"	"Synonym"	"Malignant lymphoma, large cell, cleaved, NOS"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, large cell, diffuse, NOS"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, large cell, noncleaved, NOS"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, noncleaved, NOS"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, noncleaved, diffuse, NOS"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, histiocytic, diffuse"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, large cell, cleaved and noncleaved"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, large cell, cleaved, diffuse"		"[obs]"					
"9680/3"	"Synonym"	"Malignant lymphoma, large cell, noncleaved, diffuse"							
"9680/3"	"Related"	"Malignant lymphoma, centroblastic, NOS"		"[obs]"					
"9680/3"	"Related"	"Diffuse large B-cell lymphoma, germinal center B-cell subtype"							
"9680/3"	"Related"	"Diffuse large B-cell lymphoma, activated B-cell subtype"							
"9680/3"	"Related"	"Malignant lymphoma, centroblastic, diffuse"		"[obs]"					
"9680/3"	"Related"	"Anaplastic large B-cell lymphoma"							
"9680/3"	"Related"	"B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and Burkitt lymphoma"							
"9680/3"	"Related"	"Diffuse large B-cell lymphoma associated with chronic inflammation"							
"9680/3"	"Related"	"EBV positive diffuse large B-cell lymphoma"							
"9680/3"	"Related"	"Primary cutaneous diffuse large B-cell lymphoma, leg type"	"(C44.7)"						
"9680/3"	"Related"	"Primary diffuse large B-cell lymphoma of CNS"	"(C70._, C71._, C72._)"						
"9680/3"	"Related"	"High grade B-cell lymphoma, NOS"							
"9680/3"	"Related"	"High grade B-cell lymphoma with MYC and BCL2 and/or BCL6 rearrangements"							
"9680/3"	"Related"	"Vitreoretinal lymphoma"	"(C69._)"						
"9684/3"	"Preferred"	"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS"							
"9684/3"	"Synonym"	"Malignant lymphoma, immunoblastic, NOS"							
"9684/3"	"Synonym"	"Immunoblastic sarcoma"		"[obs]"					
"9684/3"	"Synonym"	"Malignant lymphoma, large cell, immunoblastic"							
"9687/3"	"Preferred"	"Burkitt lymphoma, NOS"					"includes all variants"		
"9687/3"	"Synonym"	"Burkitt tumor"		"[obs]"					
"9687/3"	"Synonym"	"Malignant lymphoma, small noncleaved, Burkitt type"		"[obs]"					
"9687/3"	"Synonym"	"Malignant lymphoma, undifferentiated, Burkitt type"		"[obs]"					
"9687/3"	"Related"	"Burkitt-like lymphoma, NOS"							
"9687/3"	"Related"	"Burkitt-like lymphoma with 11q aberration"							
"9687/3"	"Synonym"	"Burkitt cell leukemia"							
"9687/3"	"Synonym"	"Acute leukemia, Burkitt type"		"[obs]"					
"9687/3"	"Synonym"	"Acute lymphoblastic leukemia, mature B-cell type"							
"9687/3"	"Synonym"	"B-ALL"		"[obs]"					
"9687/3"	"Synonym"	"FAB L3"		"[obs]"					
"9688/3"	"Preferred"	"T-cell/histiocyte rich large B-cell lymphoma"							
"9688/3"	"Synonym"	"T-cell rich large B-cell lymphoma"							
"9688/3"	"Synonym"	"Histiocyte-rich large B-cell lymphoma"							
"9689/3"	"Preferred"	"Splenic marginal zone B-cell lymphoma"	"(C42.2)"						
"9689/3"	"Synonym"	"Splenic marginal zone lymphoma, NOS"	"(C42.2)"						
"9689/3"	"Synonym"	"Splenic lymphoma with villous lymphocytes"	"(C42.2)"						
"9690/3"	"Preferred"	"Follicular lymphoma, NOS"			"(see also M-9675/3)"				
"9690/3"	"Synonym"	"Malignant lymphoma, follicle center, NOS"		"[obs]"					
"9690/3"	"Synonym"	"Malignant lymphoma, follicular, NOS"							
"9690/3"	"Synonym"	"Malignant lymphoma, lymphocytic, nodular, NOS"		"[obs]"					
"9690/3"	"Synonym"	"Malignant lymphoma, nodular, NOS"		"[obs]"					
"9690/3"	"Synonym"	"Malignant lymphoma, centroblastic-centrocytic, follicular"		"[obs]"					
"9690/3"	"Synonym"	"Malignant lymphoma, follicle center, follicular"		"[obs]"					
"9690/3"	"Related"	"Follicular lymphoma, pediatric type"							
"9691/3"	"Preferred"	"Follicular lymphoma, grade 2"							
"9691/3"	"Synonym"	"Malignant lymphoma, mixed cell type, follicular"		"[obs]"					
"9691/3"	"Synonym"	"Malignant lymphoma, mixed cell type, nodular"		"[obs]"					
"9691/3"	"Synonym"	"Malignant lymphoma, mixed lymphocytic-histiocytic, nodular"		"[obs]"					
"9691/3"	"Synonym"	"Malignant lymphoma, mixed small cleaved and large cell, follicular"		"[obs]"					
"9695/1"	"Preferred"	"In situ follicular neoplasia"							
"9695/1"	"Synonym"	"In situ follicular lymphoma"							
"9695/3"	"Preferred"	"Follicular lymphoma, grade 1"							
"9695/3"	"Synonym"	"Follicular lymphoma, small cleaved cell"		"[obs]"					
"9695/3"	"Synonym"	"Malignant lymphoma, lymphocytic, poorly differentiated, nodular"		"[obs]"					
"9695/3"	"Synonym"	"Malignant lymphoma, small cleaved cell, follicular"		"[obs]"					
"9695/3"	"Related"	"Follicular lymphoma, duodenal type"	"(C17.0)"						
"9698/3"	"Preferred"	"Follicular lymphoma, grade 3"							
"9698/3"	"Synonym"	"Malignant lymphoma, large cell, follicular, NOS"		"[obs]"					
"9698/3"	"Synonym"	"Malignant lymphoma, noncleaved cell, follicular, NOS"		"[obs]"					
"9698/3"	"Synonym"	"Follicular lymphoma, grade 3A"							
"9698/3"	"Synonym"	"Follicular lymphoma, grade 3B"							
"9698/3"	"Synonym"	"Malignant lymphoma, centroblastic, follicular"		"[obs]"					
"9698/3"	"Synonym"	"Malignant lymphoma, histiocytic, nodular"		"[obs]"					
"9698/3"	"Synonym"	"Malignant lymphoma, large cell, noncleaved, follicular"		"[obs]"					
"9698/3"	"Synonym"	"Malignant lymphoma, large cleaved cell, follicular"		"[obs]"					
"9698/3"	"Synonym"	"Malignant lymphoma, lymphocytic, well differentiated, nodular"		"[obs]"					
"9698/3"	"Related"	"Large B-cell lymphoma with IRF4 rearrangement"							
"9699/3"	"Preferred"	"Marginal zone B-cell lymphoma, NOS"							
"9699/3"	"Synonym"	"Marginal zone lymphoma, NOS"							
"9699/3"	"Synonym"	"BALT lymphoma"							
"9699/3"	"Synonym"	"Bronchus-associated lymphoid tissue lymphoma"							
"9699/3"	"Synonym"	"MALT lymphoma"							
"9699/3"	"Synonym"	"Monocytoid B-cell lymphoma"							
"9699/3"	"Synonym"	"Mucosa-associated lymphoid tissue lymphoma"							
"9699/3"	"Synonym"	"Nodal marginal zone lymphoma"							
"9699/3"	"Synonym"	"SALT lymphoma"							
"9699/3"	"Synonym"	"Skin-associated lymphoid tissue lymphoma"							
"9699/3"	"Related"	"Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue"							
"9699/3"	"Related"	"Primary choroidal lymphoma"	"(C69.3)"						
"970-971"	3	"Mature T- and NK-cell lymphomas"							
"9700/3"	"Preferred"	"Mycosis fungoides"	"(C44._)"						
"9700/3"	"Synonym"	"Pagetoid reticulosis"							
"9700/3"	"Related"	"Granulomatous slack skin"	"(C44._)"						
"9701/3"	"Preferred"	"Sezary syndrome"							
"9701/3"	"Synonym"	"Sezary disease"							
"9702/1"	"Preferred"	"Indolent T-cell lymphoproliferative disorder of gastrointestinal tract"							
"9702/3"	"Preferred"	"Mature T-cell lymphoma, NOS"							
"9702/3"	"Synonym"	"Peripheral T-cell lymphoma, NOS"							
"9702/3"	"Synonym"	"T-cell lymphoma, NOS"							
"9702/3"	"Synonym"	"Peripheral T-cell lymphoma, large cell"							
"9702/3"	"Synonym"	"Peripheral T-cell lymphoma, pleomorphic medium and large cell"							
"9702/3"	"Synonym"	"Peripheral T-cell lymphoma, pleomorphic small cell"							
"9702/3"	"Synonym"	"T-zone lymphoma"							
"9702/3"	"Related"	"Lymphoepithelioid lymphoma"							
"9702/3"	"Synonym"	"Lennert lymphoma"							
"9702/3"	"Related"	"Follicular T-cell lymphoma"							
"9702/3"	"Related"	"Nodal peripheral T-cell lymphoma with T follicular helper phenotype"							
"9705/3"	"Preferred"	"Angioimmunoblastic T-cell lymphoma"							
"9705/3"	"Synonym"	"Angioimmunoblastic lymphoma"		"[obs]"					
"9705/3"	"Synonym"	"Peripheral T-cell lymphoma, AILD (Angioimmunoblastic Lymphadenopathy with Dysproteinemia)"		"[obs]"					
"9708/3"	"Preferred"	"Subcutaneous panniculitis-like T-cell lymphoma"							
"9709/1"	"Preferred"	"Primary cutaneous CD4 positive small/medium T-cell lymphoproliferative disorder"	"(C44._)"						
"9709/1"	"Related"	"Primary cutaneous CD4 positive small/medium T-cell lymphoma"	"(C44._)"	"[obs]"					
"9709/3"	"Preferred"	"Cutaneous T-cell lymphoma, NOS"	"(C44._)"						
"9709/3"	"Synonym"	"Cutaneous lymphoma, NOS"	"(C44._)"	"[obs]"					
"9709/3"	"Related"	"Primary cutaneous CD8 positive aggressive epidermotropic cytotoxic T-cell lymphoma"	"(C44._)"						
"9709/3"	"Related"	"Primary cutaneous acral CD8 positive T-cell lymphoma"	"(C44._)"						
"9712/3"	"Preferred"	"Intravascular large B-cell lymphoma"	"(C49.9)"						
"9712/3"	"Synonym"	"Intravascular B-cell lymphoma"							
"9712/3"	"Synonym"	"Angioendotheliomatosis"							
"9712/3"	"Synonym"	"Angiotropic lymphoma"							
"9714/3"	"Preferred"	"Anaplastic large cell lymphoma, T-cell and Null-cell type"							
"9714/3"	"Synonym"	"Large cell (Ki-1 positive) lymphoma"		"[obs]"					
"9714/3"	"Related"	"Anaplastic large cell lymphoma, NOS"							
"9714/3"	"Synonym"	"Anaplastic large cell lymphoma, CD30 positive"							
"9714/3"	"Related"	"Anaplastic large cell lymphoma, ALK positive"							
"9715/3"	"Preferred"	"Anaplastic large cell lymphoma, ALK negative"							
"9715/3"	"Related"	"Breast implant-associated anaplastic large cell lymphoma"	"(C50._)"						
"9716/3"	"Preferred"	"Hepatosplenic T-cell lymphoma"							
"9716/3"	"Synonym"	"Hepatosplenic gamma-delta cell lymphoma"							
"9717/3"	"Preferred"	"Intestinal T-cell lymphoma"							
"9717/3"	"Synonym"	"Enteropathy-associated T-cell lymphoma"							
"9717/3"	"Synonym"	"Enteropathy type intestinal T-cell lymphoma"							
"9717/3"	"Related"	"Monomorphic epitheliotropic intestinal T-cell lymphoma"							
"9718/1"	"Preferred"	"Primary cutaneous CD30 positive T-cell lymphoproliferative disorder"	"(C44._)"						
"9718/1"	"Synonym"	"Lymphomatoid papulosis"	"(C44._)"						
"9718/3"	"Preferred"	"Primary cutaneous anaplastic large cell lymphoma"	"(C44._)"						
"9718/3"	"Synonym"	"Primary cutaneous CD30 positive large T-cell lymphoma"	"(C44._)"						
"9719/3"	"Preferred"	"NK/T-cell lymphoma, nasal and nasal type"							
"9719/3"	"Synonym"	"Malignant reticulosis, NOS"		"[obs]"					
"9719/3"	"Synonym"	"Angiocentric T-cell lymphoma"		"[obs]"					
"9719/3"	"Synonym"	"Extranodal NK/T-cell lymphoma, nasal type"							
"9719/3"	"Synonym"	"Malignant midline reticulosis"		"[obs]"					
"9719/3"	"Synonym"	"Polymorphic reticulosis"		"[obs]"					
"9719/3"	"Synonym"	"T/NK-cell lymphoma"							
"972"	3	"Precursor cell lymphoblastic lymphomas"							
"9724/3"	"Preferred"	"Systemic EBV positive T-cell lymphoproliferative disease of childhood"							
"9725/1"	"Preferred"	"Hydroa vacciniforme-like lymphoproliferative disorder"							
"9725/1"	"Synonym"	"Hydroa vacciniforme-like lymphoma"							
"9726/3"	"Preferred"	"Primary cutaneous gamma-delta T-cell lymphoma"	"(C44._)"						
"9727/3"	"Preferred"	"Precursor cell lymphoblastic lymphoma, NOS"			"(see also M-9835/3)"				
"9727/3"	"Synonym"	"Malignant lymphoma, lymphoblastic, NOS"			"(see also M-9835/3)"				
"9727/3"	"Synonym"	"Lymphoblastoma"		"[obs]"					
"9727/3"	"Synonym"	"Malignant lymphoma, convoluted cell"		"[obs]"					
"9727/3"	"Related"	"Blastic NK-cell lymphoma"		"[obs]"					
"9727/3"	"Related"	"Blastic plasmacytoid dendritic cell neoplasm"							
"973"	2	"Plasma cell neoplasms"							
"9731/3"	"Preferred"	"Plasmacytoma, NOS"							
"9731/3"	"Synonym"	"Plasma cell tumor"							
"9731/3"	"Synonym"	"Plasmacytoma of bone"	"(C40._, C41._)"						
"9731/3"	"Synonym"	"Solitary myeloma"							
"9731/3"	"Synonym"	"Solitary plasmacytoma"							
"9732/3"	"Preferred"	"Plasma cell myeloma"	"(C42.1)"						
"9732/3"	"Synonym"	"Multiple myeloma"	"(C42.1)"						
