DOSAGE	VOLUME	THIN_NAME	GEMSCRIPT_NAME	INGREDIENT_ID	THIN_CODE	GEMSCRIPT_CODE	INGREDIENT_CONCEPT_CODE	DOMAIN_ID
250mg		Co-simalcite (simeticone / hydrotalcite) 250mg+500mg tablets		19002230		73931020	hydrotalcite	Drug
250mg		Co-simalcite (simeticone / hydrotalcite) 250mg+500mg tablets		966991		73931020	Simethicone	Drug
1250 iu	1 ml	Anti-d - rh immunoglobulin 1250iu/1ml prefilled syringes	Partobulin 1250iu/ml Injection (Baxter Healthcare Ltd)	36878870	93178998	74031020	Ammonium bicarbonate	Drug
		Tetanus adsorbed vaccine	Tetanus adsorbed vaccine	529411	93164998	74083020	"tetanus toxoid vaccine, inactivated"	Drug
		Dietary supplement powder	Dietary supplement powder		93162998	74091020		Device
200mg		Generic Maalox Plus chewable tablets	Simeticone 25mg / aluminium hydroxide 200mg / magnesium hydroxide 200 mg tablet	985247		74114020	Aluminum Hydroxide	Drug
200mg		Generic Maalox Plus chewable tablets	Simeticone 25mg / aluminium hydroxide 200mg / magnesium hydroxide 200 mg tablet	992956		74114020	Magnesium Hydroxide	Drug
25mg		Generic Maalox Plus chewable tablets	Simeticone 25mg / aluminium hydroxide 200mg / magnesium hydroxide 200 mg tablet	966991		74114020	Simethicone	Drug
		Secaderm cream	Secaderm cream		93119998	74236020		Drug
		Generic vaseline dermacare lotion (elida faberge)	Vaseline dermacare Lotion (Elida Faberge)		93068994	74416020		Device
		Generic sun e45 spf15 lotion cream (crookes healthcare ltd)	Sun E45 SPF15 lotion Cream (Crookes Healthcare Ltd)		93054994	74471020		Drug
		Electrolytes / trace element additive to infusion solution injection additive 10ml/ampoule	Addamel Injection additive (Pharmacia Ltd)		93053998	74473020		Device
		Generic sun e45 spf25 lotion cream (crookes healthcare ltd)	Sun E45 SPF25 lotion Cream (Crookes Healthcare Ltd)		93053994	74474020		Device
		Generic sun e45 spf50 sunblock lotion cream (crookes healthcare ltd)	Sun E45 SPF50 sunblock lotion Cream (Crookes Healthcare Ltd)		93052994	74477020		Device
			PED-EL Injection additive (Pharmacia Ltd)	1754994		74482020	Fluconazole	Drug
		Generic Vitlipid N Adult emulsion for injection 10ml ampoules	Vitlipid n Infusion additive (Fresenius Kabi Ltd)		93048998	74488020		Device
			Nephramine Solution for injection (Fresenius Kabi Ltd)	19070929		74503020	GAMMA LINOLEIC ACID	Drug
		Vitamins additive to infusion solution adult prepartion	Vitamins additive to infusion solution adult prepartion		93036998	74528020		Drug
		Vitamins additive to infusion solution infant preparation	Vitamins additive to infusion solution infant preparation	19068397	93036997	74529020	Allylestrenol	Drug
		Vitamins additive to infusion solution powder for conc	Vitamins additive to infusion solution powder for conc		93036996	74530020		Drug
		Hydrophilic polymers aqueous gel	Hydrophilic polymers aqueous gel		93010998	74613020		Device
		Solution R citric acid 6% catheter maintenance solution	Uro-tainer R Oral solution FB99842 6% (B.Braun Medical Ltd)		93005998	74628020		Device
		Hepatitis A GBM strain (adsorbed) / Typhoid polysaccharide vaccine suspension for injection 1ml pre-filled syringes	Typhoid / hepatitis a Vaccination	1000632	92987998	74685020	Clotrimazole	Drug
		Fluid pessary size iii	Fluid Pessary size III		92972994	74732020		Device
25mg		Co-careldopa 25mg/100mg modified-release tablets		740560		74820020	Carbidopa	Drug
100mg		Co-careldopa 25mg/100mg modified-release tablets		789578		74820020	Levodopa	Drug
		Generic forceval protein 300g powder (unigreg ltd)	Forceval protein 300g Powder (Unigreg Ltd)		92947994	74821020		Device
		Generic forceval protein 300g powder (unigreg ltd)	Forceval protein 300g Powder (Unigreg Ltd)		92946994	74826020		Device
		Generic forceval protein 360g powder (unigreg ltd)	Forceval protein 360g Powder (Unigreg Ltd)		92945994	74829020		Device
		Generic forceval protein pwdr powder (unigreg ltd	Forceval protein pwdr Powder (Unigreg Ltd)		92944994	74832020		Device
		Generic forceval protein pwdr powder (unigreg ltd	Forceval protein pwdr Powder (Unigreg Ltd)		92943994	74835020		Device
		Generic forceval protein pwdr powder (unigreg ltd)	Forceval protein pwdr Powder (Unigreg Ltd)		92942994	74840020		Device
		Abnoba viscum fraxini d4 0.2mg injection	Abnoba viscum fraxini D4 0.2mg injection		92916998	74933020		Drug
		Colocynthis 30c homeopathic tablets	Colocynthis 30c Tablet (Weleda (UK) Ltd)		92815990	75304020		Drug
25mg		Co-flumactone 25mg+25mg tablets	Spiro-co 25mg+25mg Tablet (IVAX Pharmaceuticals UK Ltd)	1376289		75349020	Hydroflumethiazide	Drug
25mg		Co-flumactone 25mg+25mg tablets	Spiro-co 25mg+25mg Tablet (IVAX Pharmaceuticals UK Ltd)	970250		75349020	Spironolactone	Drug
50 mg			Spiro-co 50mg+50mg Tablet (IVAX Pharmaceuticals UK Ltd)	1376289		75350020	Hydroflumethiazide	Drug
2.5mg		Co-amilofruse 2.5mg+20mg tablets	Aridil 20mg+2.5mg Tablet (C P Pharmaceuticals Ltd)	991382		75373020	Amiloride	Drug
20mg		Co-amilofruse 2.5mg+20mg tablets	Aridil 20mg+2.5mg Tablet (C P Pharmaceuticals Ltd)	956874		75373020	Furosemide	Drug
		Hepatitis a junior vaccine syringe	Havrix junior Vaccination (GlaxoSmithKline UK Ltd)	19061494	92795998	75381020	Squill extract	Drug
		Multivitamins granules	Orovite 7 Granules (Actavis UK Ltd)		92750998	75531020		Drug
		Co-phenotrope tablets		914335		75547020	Atropine	Drug
		Co-phenotrope tablets		930916		75547020	Diphenoxylate	Drug
		Redoxon 500mg Chewable tablet	Redoxon 500mg Chewable tablet (Roche Consumer Health)		92726998	75625020		Drug
		Oral rehydration salts oral powder	Diocalm junior Sachets (SSL International Plc)		92712998	75665020		Device
		Acrylic copolymer spray	Acrylic copolymer spray		92707998	75683020		Device
		Multivitamins / multiminerals capsule	Multivitamins / multiminerals Capsule		92611998	76018020	Penthryl	Drug
400 mcg			Leucomax 400microgram Injection (Novartis Pharmaceuticals UK Ltd)	19010482		76098020	Cyclosporine	Drug
5mg/100ml		Expulin decongestant sugar free Oral solution (Shire Pharmaceuticals Ltd)	Expulin decongestant sugar free Oral solution (Shire Pharmaceuticals Ltd)	1163944	92567998	76168020	Guaifenesin	Drug
0.38%		Bupivacain 0.375% injection	Bupivacain 0.375% injection	732893	92552998	76216020	Bupivacaine	Drug
		Multivitamins powder for solution for injection	Multivitamins Powder for solution for injection		92551998	76221020	Vitamin Stuff	Drug
200 mg/ml			Carnitor 200mg/ml Injection (Shire Pharmaceuticals Ltd)	1553610		76247020	Levocarnitine	Drug
			Lotharin 2.5mg+25microgram Tablet (Berk Pharmaceuticals Ltd)			76253020		Drug
		Generic clinifeed 1.0 liquid (nestle clinical nutrition)	Clinifeed 1.0 Liquid (Nestle Clinical Nutrition)		92535994	76272020		Device
		Generic Rowatinex capsules	Rowatinex capsule	1343916	92526998	76298020	Epinephrine	Drug
0.05%		Generic Sofradex ear/eye drops	Sofradex Ear/eye drops solution (Distriphar (UK))	1518254	92509998	76355020	Dexamethasone	Drug
0.50%		Generic Sofradex ear/eye drops	Sofradex Ear/eye drops solution (Distriphar (UK))	19056694	92509998	76355020	Framycetin	Drug
0.01%		Generic Sofradex ear/eye drops	Sofradex Ear/eye drops solution (Distriphar (UK))	963742	92509998	76355020	Gramicidin	Drug
d3		Arnica planta tota 2t d3 / formica 1t d3 injection	Arnica planta tota 2T D3 / Formica 1T D3 injection	919839	92453998	76513020	Arnica extract	Drug
d3		Arnica planta tota 2t d3 / formica 1t d3 injection	Arnica planta tota 2T D3 / Formica 1T D3 injection	36878808	92453998	76513020	formica rufa extract	Drug
		Generic ambre solaire spf60 sunblock cream (garnier laboratories)	Ambre solaire spf60 sunblock Cream (Garnier Laboratories)		92449994	76525020		Device
		Emulsifying ointment in water 12% (huddersfield royal infirmary)	Emulsifying ointment in water 12% (huddersfield royal infirmary)		92399998	76651020		Drug
		"Vitamin a, c / d oral drops"	"Vitamin a, c / d oral drops"	529303	92395998	76663020	"diphtheria toxoid vaccine, inactivated"	Drug
		"Vitamin a, c / d oral drops"	Mothers / children's vitamin Oral drops (SSL International Plc)		92394998	76666020		Drug
5 mcg	0.5 ml	Hepatitis b 5microgram/0.5ml vaccination	Hbvaxpro 5microgram/0.5ml Vaccination (sanofi pasteur MSD Ltd)	528323	92387996	76689020	Hepatitis B Surface Antigen Vaccine	Drug
		Generic dermablend active cover foundation cream (l'oreal)	Dermablend active cover foundation Cream (L'Oreal)		92367994	76751020		Device
			Dermablend active cover foundation 56g Cream (Brodie / Stone Plc)	992308		76754020	dyclonine	Device
			Dermablend active cover foundation 56g Cream (Brodie / Stone Plc)			76776020		Device
			Dermablend active cover foundation 56g Cream (Brodie / Stone Plc)	1163944		76780020	Guaifenesin	Device
		Generic sun e45 spf25 lotion 150mls 150ml cream (	Sun E45 SPF25 lotion 150mls 150ml Cream (Crookes		92347994	76806020		Device
		Generic sun e45 spf50 sunblock lotion cream (crookes healthcare ltd)	Sun E45 SPF50 sunblock lotion Cream (Crookes Healthcare Ltd)		92346994	76809020		Device
		Rhus toxicodendron cream	Rhus tox Cream (Nelsons)		92290990	76987020		Device
		Multivitamins / minerals / trace elements (50with) tablet	Multivitamins / minerals / trace elements (50with) Tablet		92240998	77111020		Drug
350 mg		Green lipped mussel extract 350mg capsule	Seatone 350mg Capsule (Potter's (Herbal Supplies) Ltd)	42899684	92231998	77144020	New Zealand green mussel extract	Drug
		Multivitamins / minerals / trace elements tablet	Centrum Tablet (Wyeth Consumer Healthcare)		92163998	77339020		Device
400mg		Co-codaprin 8mg/400mg dispersible tablets	Codeine phosphate 8mg / aspirin 400mg / caffeine dispersible tablets	1112807	92141998	77403020	Aspirin	Drug
8mg		Co-codaprin 8mg/400mg dispersible tablets	Codeine phosphate 8mg / aspirin 400mg / caffeine dispersible tablets	1201620	92141998	77403020	Codeine	Drug
		"Alder, hazel / birch tree pollen extract vaccination"	Pollinex tree Vaccination (Allergy Therapeutics (UK) Ltd)		92138998	77409020		Drug
500mg		Co-codamol 30mg/500mg tablets		1125315		77473020	Acetaminophen	Drug
30mg		Co-codamol 30mg/500mg tablets		1201620		77473020	Codeine	Drug
1200 iu		Recombinant human fsh alfa 1200iu injection (powder plus diluent)	Gonal-f 1200iu Powder for solution for injection (Merck Serono Ltd)	1588712	92100998	77520020	Follicle Stimulating Hormone	Drug
2 mg	2 ml		Bondronat 2mg/2ml Concentrate for solution for infusion (Roche Products Ltd)	19122259		77562020	Iproniazid	Drug
5000 iu/ml		"Botulinum toxin type B 10,000units/2ml solution for injection vials"	Botulinum B toxin 5000units/ml injection	21014098	92080998	77577020		Drug
500mg		Co-codamol 15mg/500mg tablets		1125315		77582020	Acetaminophen	Drug
15mg		Co-codamol 15mg/500mg tablets		1201620		77582020	Codeine	Drug
		Generic Beechams Cold / Flu capsules	Sudafed non-drowsy dual relief Capsule (Pfizer Consumer Healthcare Ltd)		92078998	77583020		Device
		Multivitamins / minerals / herb extracts capsule	Multivitamins / minerals / herb extracts Capsule		92055998	77657020		Drug
500mg		Generic Solpadeine Plus tablets	Paracetamol 500mg / codeine phosphate 8mg / caffeine 30mg tablet	1125315		77680020	Acetaminophen	Drug
30mg		Generic Solpadeine Plus tablets	Paracetamol 500mg / codeine phosphate 8mg / caffeine 30mg tablet	1134439		77680020	Caffeine	Drug
8mg		Generic Solpadeine Plus tablets	Paracetamol 500mg / codeine phosphate 8mg / caffeine 30mg tablet	1201620		77680020	Codeine	Drug
		Generic forceval protein pwdr powder (alliance pharmaceuticals ltd)	Forceval protein pwdr Powder (Alliance Pharmaceuticals Ltd)		92040994	77705020		Device
			Cantassium cantopal b5 Tablet (Larkhall Laboratories)			77744020		Drug
		Multivitamins / minerals / herb extracts capsule	Perfectil Capsule (Vitabiotics Ltd)		92019998	77761020		Drug
		Omega 3 fish oils / other ingredients capsule	Omega 3 fish oils / other ingredients Capsule	1589795	92017998	77767020	Luteinizing Hormone	Drug
		Generic forceval protein pwdr powder (unigreg ltd)	Forceval protein pwdr Powder (Unigreg Ltd)		92001994	77816020		Device
		Prunus spinoza d6 oral solution	Prunus spinoza D6 oral solution		91994998	77837020		Drug
		"Imidazoline soft, hard / gas permeable contact lens cleaning solution"	Lc-65 Cutaneous solution (AMO UK Ltd)		91950998	77967020		Device
0.5mg/g		Clobetasol propionate / neomycin / nystatin 0.05%+0.5%+100000 unit/g Cream (Essential Generics Ltd)	Clobetasol propionate / neomycin / nystatin 0.05% with 0.5% with 100000 unit/g Cream (Essential Generics Ltd)	998415		78077020	Clobetasol	Drug
5 mg/g		Clobetasol propionate / neomycin / nystatin 0.05%+0.5%+100000 unit/g Cream (Essential Generics Ltd)	Clobetasol propionate / neomycin / nystatin 0.05% with 0.5% with 100000 unit/g Cream (Essential Generics Ltd)	915981		78077020	Neomycin	Drug
100000unit/g		Clobetasol propionate / neomycin / nystatin 0.05%+0.5%+100000 unit/g Cream (Essential Generics Ltd)	Clobetasol propionate / neomycin / nystatin 0.05% with 0.5% with 100000 unit/g Cream (Essential Generics Ltd)	922570		78077020	Nystatin	Drug
40 mg			Angeze 40mg Tablet (Opus Pharmaceuticals Ltd)	1137529		78111020	salmeterol	Drug
1%			Lexon hydrocortisone 1% Cream (Lexon (UK) Ltd)	19078156		78146020	Idoxuridine	Drug
		Normal saline buffered preservative free sterile solution	Ciba saline Preservative free sterile solution (Novartis Ophthalmics)		91821998	78333020		Device
		"Multivitamins / minerals, trace elements / co-factors capsule"	Menopace Capsule (Vitabiotics Ltd)		91820998	78336020		Drug
		Sanatogen gold A to Z Tablet (Roche Consumer Health)	Sanatogen gold A to Z Tablet (Roche Consumer Health)		91802998	78391020		Drug
		Abnoba viscum fraxini d2 20mg injection	Abnoba viscum fraxini D2 20mg injection		91738998	78575020		Drug
50.00%		Conchae comp 50% trituaration powder	Conchae comp 50% trituaration powder	36878687	91736998	78581020	white oyster shell extract	Drug
100 iu/ml		Insuman comb 25 100iu/ml Injection	Insuman comb 25 100iu/ml Injection (Aventis Pharma)	1588986	91701998	78679020	"insulin human, rDNA origin"	Drug
10 000 000 iu / 2ml		Interferon-a-2b 10megaunits/2ml injection solution	Viraferon 10 million iu/2ml Solution for injection (Schering-Plough Ltd)	950435	91599998	78966020	Citric Acid	Drug
25 000 000 iu / 5 ml		Interferon-a-2b 25megaunits/5ml injection solution	Viraferon 25 million iu/5ml Solution for injection (Schering-Plough Ltd)	1380068	91599997	78967020	Interferon Alfa-2b	Drug
		Generic granuflex hydrocolloid paste paste (convatec ltd)	Granuflex hydrocolloid paste Paste (ConvaTec Ltd)		91566994	79072020		Device
		Toiletries ointment	Thovaline generic Ointment		91563998	79079020		Drug
			"Vitamin a, c / d with 4 other vitamins (combination no2) oral solution"			79141020		Drug
		Jacksons multivitamin Oral solution (Anglian Pharma Sales / Marketing Ltd)	Jacksons multivitamin Oral solution (Anglian Pharma Sales / Marketing Ltd)		91506998	79188020		Drug
			"Vitamin a, c / d with 6 other vitamins (combination no1) capsules"			79215020		Drug
2%		Crude coal tar / zinc oxide / starch in pma 2%+2%+12% paste	Crude coal tar / zinc oxide / starch in pma 2%+2%+12% Paste	1000995		79226020	Coal Tar	Drug
12%		Crude coal tar / zinc oxide / starch in pma 2%+2%+12% paste	Crude coal tar / zinc oxide / starch in pma 2%+2%+12% Paste	1036157		79226020	Starch	Drug
2%		Crude coal tar / zinc oxide / starch in pma 2%+2%+12% paste	Crude coal tar / zinc oxide / starch in pma 2%+2%+12% Paste	911064		79226020	Zinc Oxide	Drug
50 mg/ml		Disodium folinate 100mg/2ml solution for injection vials	Sodiofolin 50mg/ml Injection (medac UK)	529303	91475998	79248020	"diphtheria toxoid vaccine, inactivated"	Drug
		Generic Vitajoule powder	Vitajoule Powder (Vitaflo International Ltd)		91472994	79254020		Device
50 mcg		Estradiol / (estradiol / levonorgestrel) 50mcg/24hrs / (50mcg+10mcg/24hrs) once weekly patch	Estradiol / (estradiol / levonorgestrel) 50mcg/24hrs / (50mcg+10mcg/24hrs) once weekly patch	1548195	91469998	79259020	Estradiol	Drug
10 mcg		Estradiol / (estradiol / levonorgestrel) 50mcg/24hrs / (50mcg+10mcg/24hrs) once weekly patch	Estradiol / (estradiol / levonorgestrel) 50mcg/24hrs / (50mcg+10mcg/24hrs) once weekly patch	1589505	91469998	79259020	Levonorgestrel	Drug
		Generic Unguentum M cream	Unguentum merck crookes Cream (Crookes Healthcare Ltd)		91370998	79485020		Device
		Generic e45 sun spf15 cream (crookes healthcare ltd)	E45 sun spf15 Cream (Crookes Healthcare Ltd)		91354994	79530020		Device
100 iu/ml		Human isophane insulin 100iu/ml preloaded injection pen	Humaject i 100iu/ml Pen (Eli Lilly / Company Ltd)	46221581	91276998	79702020	"insulin, isophane"	Drug
250 mg		Benzylpeniciilin 250mg tablets	Benzylpeniciilin 250mg tablets	1728416	91260998	79740020	Penicillin G	Drug
250 mg	5 ml	Benzylpeniciilin 250mg/5ml oral solution	Benzylpeniciilin 250mg/5ml oral solution	1728416	91260996	79742020	Penicillin G	Drug
80 mg			Duclazide 80mg Tablet (Dumex Ltd)	19059796		79774020	Gliclazide	Drug
40 mg			Fentamox 40mg Tablet (Opus Pharmaceuticals Ltd)	975125		79826020	Hydrocortisone	Drug
5mg		Co-amilozide 5mg+50mg tablets	Zida-co 5mg+50mg Tablet (Opus Pharmaceuticals Ltd)	991382		79843020	Amiloride	Drug
50mg		Co-amilozide 5mg+50mg tablets	Zida-co 5mg+50mg Tablet (Opus Pharmaceuticals Ltd)	974166		79843020	Hydrochlorothiazide	Drug
			Strepsils dual action 2.6mg/spray Spray (Crookes Healthcare Ltd)	19054875		79921020	dichlorobenzyl alcohol	Drug
			Strepsils dual action 2.6mg/spray Spray (Crookes Healthcare Ltd)	19000498		79921020	Mefloquine	Drug
			Noradran 7.5mg+15mg/5ml Oral solution (Norma Chemicals Ltd)	1140088		79991020	Dyphylline	Drug
			Noradran 7.5mg+15mg/5ml Oral solution (Norma Chemicals Ltd)	1143374		79991020	Ephedrine	Drug
			Noradran 7.5mg+15mg/5ml Oral solution (Norma Chemicals Ltd)	1163944		79991020	Guaifenesin	Drug
			Noradran 7.5mg+15mg/5ml Oral solution (Norma Chemicals Ltd)	1154077		79991020	rizatriptan	Drug
500 mg		Clotrimazole 500mg pessary / Clotrimazole 1% cream	Canesten combi 500mg+1% Cream (Bayer Plc)	1000632	91130998	80033020	Clotrimazole	Drug
1%		Clotrimazole 500mg pessary / Clotrimazole 1% cream	Canesten combi 500mg+1% Cream (Bayer Plc)	1000632	91130998	80033020	Clotrimazole	Drug
		"Multivitamins / minerals, trace elements / co-factors capsule"	"Multivitamins / minerals, trace elements / co-factors Capsule"		91095998	80110020		Drug
50mg		Co-tenidone 50mg/12.5mg tablets		1314002		80149020	Atenolol	Drug
12.5mg		Co-tenidone 50mg/12.5mg tablets		1395058		80149020	Chlorthalidone	Drug
100mg		Co-tenidone 100mg/25mg tablets		1314002		80150020	Atenolol	Drug
25mg		Co-tenidone 100mg/25mg tablets		1395058		80150020	Chlorthalidone	Drug
		Generic SHS Flavour Sachets oral powder 5g sachets	SHS flavoured Sachets (SHS International Ltd)		91065994	80175020		Device
		Trace elements solution for injection additive for paediatric use	Trace elements solution for injection additive for paediatric use		90984998	80328020		Device
		Ethylhexyl-p-methoxycinnamate / butylmethoxydibenzoylmethane cream	Ethylhexyl-p-methoxycinnamate / butylmethoxydibenzoylmethane Cream		90982997	80335020		Drug
		Vitamins a / d+5 minerals (combination 1) liquid	Vitamins a / d with 5 minerals (combination 1) liquid		90937998	80423020		Drug
		Generic Pollinex Trees Extension Course suspension for injection 1.5ml vials	Pollinex tree extension course Vaccination (Allergy Therapeutics (UK) Ltd)		90923998	80450020		Drug
30 mg		Marrubium / yarrow / inula tablet	Catarrh-eeze Tablet (Potter's (Herbal Supplies) Ltd)	1317597	90868998	80562020	GARLIC POWDER	Drug
		Marrubium / yarrow / inula tablet	Catarrh-eeze Tablet (Potter's (Herbal Supplies) Ltd)	42899536	90868998	80562020	Oil of garlic	Drug
6g		Benzylpenicllin 6g/vial injection	Benzylpenicllin 6g/vial injection	1728416	90856998	80589020	Penicillin G	Drug
		Generic delph children's spf30 lotion (fenton pharmaceuticals ltd)	Delph children's spf30 Lotion (Fenton Pharmaceuticals Ltd)		90834994	80639020		Device
30mg/1ml		Mistletoe (from apple trees) 3% oral solution	Iscador m 3% Liquid (Weleda (UK) Ltd)	42903686	90797998	80712020	Viscum album whole extract	Drug
		Mistletoe (from pine trees) 3% oral solution	Mistletoe (from pine trees) 3% Oral solution		90796998	80714020		Drug
40 mcg		Generic Tri-Minulet tablets	Ethinylestradiol / gestodene - triphasic 6 x 30+50mcg; 5 x 40+70mcg; 10 x 30+100mcg Tablet	1549786	90757998	80794020	Ethinyl Estradiol	Drug
30 mcg		Generic Tri-Minulet tablets	Ethinylestradiol / gestodene - triphasic 6 x 30+50mcg; 5 x 40+70mcg; 10 x 30+100mcg Tablet	1549786	90757998	80794020	Ethinyl Estradiol	Drug
70 mcg		Generic Tri-Minulet tablets	Ethinylestradiol / gestodene - triphasic 6 x 30+50mcg; 5 x 40+70mcg; 10 x 30+100mcg Tablet	19097684	90757998	80794020	Gestodene	Drug
100 mcg		Generic Tri-Minulet tablets	Ethinylestradiol / gestodene - triphasic 6 x 30+50mcg; 5 x 40+70mcg; 10 x 30+100mcg Tablet	19097684	90757998	80794020	Gestodene	Drug
50 mcg		Generic Tri-Minulet tablets	Ethinylestradiol / gestodene - triphasic 6 x 30+50mcg; 5 x 40+70mcg; 10 x 30+100mcg Tablet	19097684	90757998	80794020	Gestodene	Drug
150 iu		Menotrophin 150unit powder / solvent for solution for injection vials	Merional 150iu+150iu Powder for solution for injection (Denfleet Pharmaceuticals Ltd)	36878699	90746998	80814020	Menotrophin	Drug
150 iu		Menotrophin 150unit powder / solvent for solution for injection vials	Merional 150iu+150iu Powder for solution for injection (Denfleet Pharmaceuticals Ltd)	21014151	90746998	80814020	Menotrophin	Drug
25mg		Co-zidocapt 25mg+12.5mg tablets	Capto-co 12.5mg+25mg Tablet (IVAX Pharmaceuticals UK Ltd)	1340128		80830020	Captopril	Drug
12.5mg		Co-zidocapt 25mg+12.5mg tablets	Capto-co 12.5mg+25mg Tablet (IVAX Pharmaceuticals UK Ltd)	974166		80830020	Hydrochlorothiazide	Drug
50mg		Co-zidocapt 50mg+25mg tablets	Capto-co 25mg+50mg Tablet (IVAX Pharmaceuticals UK Ltd)	1340128		80831020	Captopril	Drug
25mg		Co-zidocapt 50mg+25mg tablets	Capto-co 25mg+50mg Tablet (IVAX Pharmaceuticals UK Ltd)	974166		80831020	Hydrochlorothiazide	Drug
		Generic Vitasavoury powder	Vitasavoury 200 Powder (Vitaflo International Ltd)		90713994	80896020		Device
		Pneumococcal polysaccharide conjugated vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes	Prevenar Vaccination (Wyeth Pharmaceuticals)		90710998	80901020		Drug
35 mcg		Ethinylestradiol / norethisterone - triphasic 7x35+500mcg; 9x35mcg+1mg; 5x35+500mcg tablet	Ethinylestradiol / norethisterone - triphasic 7x35+500mcg; 9x35mcg+1mg; 5x35+500mcg Tablet	1549786	90703998	80916020	Ethinyl Estradiol	Drug
500 mcg		Ethinylestradiol / norethisterone - triphasic 7x35+500mcg; 9x35mcg+1mg; 5x35+500mcg tablet	Ethinylestradiol / norethisterone - triphasic 7x35+500mcg; 9x35mcg+1mg; 5x35+500mcg Tablet	1521369	90703998	80916020	Norethindrone	Drug
1000 mcg		Ethinylestradiol / norethisterone - triphasic 7x35+500mcg; 9x35mcg+1mg; 5x35+500mcg tablet	Ethinylestradiol / norethisterone - triphasic 7x35+500mcg; 9x35mcg+1mg; 5x35+500mcg Tablet	1521369	90703998	80916020	Norethindrone	Drug
35 mcg		Ethinylestradiol / norethisterone - triphasic 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg tablet	Ethinylestradiol / norethisterone - triphasic 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg Tablet	1549786	90703997	80917020	Ethinyl Estradiol	Drug
750 mcg		Ethinylestradiol / norethisterone - triphasic 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg tablet	Ethinylestradiol / norethisterone - triphasic 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg Tablet	1521369	90703997	80917020	Norethindrone	Drug
500 mcg		Ethinylestradiol / norethisterone - triphasic 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg tablet	Ethinylestradiol / norethisterone - triphasic 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg Tablet	1521369	90703997	80917020	Norethindrone	Drug
1000 mcg		Ethinylestradiol / norethisterone - triphasic 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg tablet	Ethinylestradiol / norethisterone - triphasic 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg Tablet	1521369	90703997	80917020	Norethindrone	Drug
		Oral rehydration salts oral powder	Electrolade Sachets (Actavis UK Ltd)		90648998	81038020		Device
30mcg		Generic Logynon tablets	Ethinylestradiol / levonorgestrel - triphasic 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1549786	90644998	81046020	Ethinyl Estradiol	Drug
30 mcg		Generic Logynon tablets	Ethinylestradiol / levonorgestrel - triphasic 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1549786	90644998	81046020	Ethinyl Estradiol	Drug
40mcg		Generic Logynon tablets	Ethinylestradiol / levonorgestrel - triphasic 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1549786	90644998	81046020	Ethinyl Estradiol	Drug
125 mcg		Generic Logynon tablets	Ethinylestradiol / levonorgestrel - triphasic 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1589505	90644998	81046020	Levonorgestrel	Drug
75mcg		Generic Logynon tablets	Ethinylestradiol / levonorgestrel - triphasic 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1589505	90644998	81046020	Levonorgestrel	Drug
50mcg		Generic Logynon tablets	Ethinylestradiol / levonorgestrel - triphasic 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1589505	90644998	81046020	Levonorgestrel	Drug
500mg		Co-codamol 8mg/500mg capsules		1125315		81048020	Acetaminophen	Drug
8mg		Co-codamol 8mg/500mg capsules		1201620		81048020	Codeine	Drug
30 mcg		Generic Logynon ED tablets	Ethinylestradiol / levonorgestrel - triphasic / placebo 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1549786	90641998	81052020	Ethinyl Estradiol	Drug
50 mcg		Generic Logynon ED tablets	Ethinylestradiol / levonorgestrel - triphasic / placebo 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1589505	90641998	81052020	Levonorgestrel	Drug
75 mcg		Generic Logynon ED tablets	Ethinylestradiol / levonorgestrel - triphasic / placebo 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1589505	90641998	81052020	Levonorgestrel	Drug
125 mcg		Generic Logynon ED tablets	Ethinylestradiol / levonorgestrel - triphasic / placebo 6x30+50mcg; 5x40+75mcg; 10x30+125mcg Tablet	1589505	90641998	81052020	Levonorgestrel	Drug
180 mg			Zemret xl 180mg Capsule (Neo Laboratories Ltd)	19009676		81080020	molgramostim	Drug
35mcg		Ethinylestradiol / norethisterone - biphasic 7 x 35mcg+500mcg; 14 x 35mcg+1mg tablet	Ethinylestradiol / norethisterone - biphasic 7 x 35mcg+500mcg; 14 x 35mcg+1mg Tablet	1549786	90566998	81197020	Ethinyl Estradiol	Drug
