"CONCEPT_CODE"	"concept_name_fr"	"concept_name_nl "	"MAPPED_ID"	"MAPPED_NAME"	"PRECEDENCE"
"gal00698"	"susp. inj. (pdr + solv.) s.c. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) s.c. [flac. + voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00698"	"susp. inj. (pdr + solv.) s.c. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) s.c. [flac. + voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00734"	"susp. inj. (pdr) i.m. [flac.] + susp. inj. i.m. [ser. préremplie]"	"inj. susp. (pdr.) i.m. [flac.] + inj. susp. i.m. [voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00734"	"susp. inj. (pdr) i.m. [flac.] + susp. inj. i.m. [ser. préremplie]"	"inj. susp. (pdr.) i.m. [flac.] + inj. susp. i.m. [voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00734"	"susp. inj. (pdr) i.m. [flac.] + susp. inj. i.m. [ser. préremplie]"	"inj. susp. (pdr.) i.m. [flac.] + inj. susp. i.m. [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"3"
"gal00173"	"susp. inj. (pdr) s.c. [flac.]"	"inj. susp. (pdr.) s.c. [flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00173"	"susp. inj. (pdr) s.c. [flac.]"	"inj. susp. (pdr.) s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00244"	"susp. inj. i.m. [flac.]"	"inj. susp. i.m. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00244"	"susp. inj. i.m. [flac.]"	"inj. susp. i.m. [flac.]"	"46234469"	"Injection"	"2"
"gal00244"	"susp. inj. i.m. [flac.]"	"inj. susp. i.m. [flac.]"	"19082104"	"Injectable Suspension"	"3"
"gal00112"	"susp. inj. i.m. [ser. préremplie]"	"inj. susp. i.m. [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00112"	"susp. inj. i.m. [ser. préremplie]"	"inj. susp. i.m. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00112"	"susp. inj. i.m. [ser. préremplie]"	"inj. susp. i.m. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00342"	"susp. inj. i.m. Junior [ser. préremplie]"	"inj. susp. i.m. Junior [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00342"	"susp. inj. i.m. Junior [ser. préremplie]"	"inj. susp. i.m. Junior [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00342"	"susp. inj. i.m. Junior [ser. préremplie]"	"inj. susp. i.m. Junior [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00324"	"susp. inj. i.m./s.c. [flac.]"	"inj. susp. i.m./s.c. [flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00324"	"susp. inj. i.m./s.c. [flac.]"	"inj. susp. i.m./s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00176"	"susp. inj. i.m./s.c. [ser. préremplie]"	"inj. susp. i.m./s.c. [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00176"	"susp. inj. i.m./s.c. [ser. préremplie]"	"inj. susp. i.m./s.c. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00176"	"susp. inj. i.m./s.c. [ser. préremplie]"	"inj. susp. i.m./s.c. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00175"	"susp. inj. i.m./s.c. Junior [ser. préremplie]"	"inj. susp. i.m./s.c. Junior [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00175"	"susp. inj. i.m./s.c. Junior [ser. préremplie]"	"inj. susp. i.m./s.c. Junior [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00175"	"susp. inj. i.m./s.c. Junior [ser. préremplie]"	"inj. susp. i.m./s.c. Junior [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00308"	"susp. inj. i.m./s.c. Enfant [ser. préremplie]"	"inj. susp. i.m./s.c. Paediatric [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00308"	"susp. inj. i.m./s.c. Enfant [ser. préremplie]"	"inj. susp. i.m./s.c. Paediatric [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00308"	"susp. inj. i.m./s.c. Enfant [ser. préremplie]"	"inj. susp. i.m./s.c. Paediatric [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00687"	"susp. inj. i.vitr. [flac.]"	"inj. susp. i.vitr. [flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00687"	"susp. inj. i.vitr. [flac.]"	"inj. susp. i.vitr. [flac.]"	"46234469"	"Injection"	"2"
"gal00333"	"susp. inj. s.c. [flac.]"	"inj. susp. s.c. [flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00333"	"susp. inj. s.c. [flac.]"	"inj. susp. s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00361"	"susp. inj. s.c. [cart.]"	"inj. susp. s.c. [patr.]"	"19082104"	"Injectable Suspension"	"1"
"gal00361"	"susp. inj. s.c. [cart.]"	"inj. susp. s.c. [patr.]"	"46234469"	"Injection"	"2"
"gal00323"	"susp. inj. s.c. Cartridge [cart.]"	"inj. susp. s.c. Cartridge [patr.]"	"19082104"	"Injectable Suspension"	"1"
"gal00323"	"susp. inj. s.c. Cartridge [cart.]"	"inj. susp. s.c. Cartridge [patr.]"	"46234469"	"Injection"	"2"
"gal00353"	"susp. inj. s.c. FlexPen [stylo prérempli]"	"inj. susp. s.c. FlexPen [voorgev. pen]"	"19082104"	"Injectable Suspension"	"1"
"gal00353"	"susp. inj. s.c. FlexPen [stylo prérempli]"	"inj. susp. s.c. FlexPen [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00353"	"susp. inj. s.c. FlexPen [stylo prérempli]"	"inj. susp. s.c. FlexPen [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00364"	"susp. inj. s.c. Kwikpen [stylo prérempli]"	"inj. susp. s.c. Kwikpen [voorgev. pen]"	"19082104"	"Injectable Suspension"	"1"
"gal00364"	"susp. inj. s.c. Kwikpen [stylo prérempli]"	"inj. susp. s.c. Kwikpen [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00364"	"susp. inj. s.c. Kwikpen [stylo prérempli]"	"inj. susp. s.c. Kwikpen [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00350"	"susp. inj. s.c. Penfill [cart.]"	"inj. susp. s.c. Penfill [patr.]"	"46234467"	"Pen Injector"	"1"
"gal00350"	"susp. inj. s.c. Penfill [cart.]"	"inj. susp. s.c. Penfill [patr.]"	"46234469"	"Injection"	"2"
"gal00356"	"susp. inj. s.c. Solostar [stylo prérempli]"	"inj. susp. s.c. Solostar [voorgev. pen]"	"19082104"	"Injectable Suspension"	"1"
"gal00356"	"susp. inj. s.c. Solostar [stylo prérempli]"	"inj. susp. s.c. Solostar [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00356"	"susp. inj. s.c. Solostar [stylo prérempli]"	"inj. susp. s.c. Solostar [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00315"	"susp. inj. lib. prol. (pdr + solv.) i.m. [2x flac.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. [2x flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00315"	"susp. inj. lib. prol. (pdr + solv.) i.m. [2x flac.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. [2x flac.]"	"46234469"	"Injection"	"2"
"gal00419"	"susp. inj. lib. prol. (pdr + solv.) i.m. [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. [flac. + amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00419"	"susp. inj. lib. prol. (pdr + solv.) i.m. [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. [flac. + amp.]"	"46234469"	"Injection"	"2"
"gal00419"	"susp. inj. lib. prol. (pdr + solv.) i.m. [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. [flac. + amp.]"	"19082104"	"Injectable Suspension"	"3"
"gal00448"	"susp. inj. lib. prol. (pdr + solv.) i.m. Consta [flac. + ser. préremplie]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. Consta [flac. + voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00448"	"susp. inj. lib. prol. (pdr + solv.) i.m. Consta [flac. + ser. préremplie]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. Consta [flac. + voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00448"	"susp. inj. lib. prol. (pdr + solv.) i.m. Consta [flac. + ser. préremplie]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. Consta [flac. + voorgev. spuit]"	"19082104"	"Injectable Suspension"	"3"
"gal00457"	"susp. inj. lib. prol. (pdr + solv.) i.m. L.A.R. [flac. + ser. préremplie]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. L.A.R. [flac. + voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00457"	"susp. inj. lib. prol. (pdr + solv.) i.m. L.A.R. [flac. + ser. préremplie]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. L.A.R. [flac. + voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00696"	"susp. inj. lib. prol. (pdr + solv.) i.m. Maintena [2x flac.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00696"	"susp. inj. lib. prol. (pdr + solv.) i.m. Maintena [2x flac.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]"	"46234469"	"Injection"	"2"
"gal00696"	"susp. inj. lib. prol. (pdr + solv.) i.m. Maintena [2x flac.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]"	"19082104"	"Injectable Suspension"	"3"
"gal00766"	"susp. inj. lib. prol. (pdr + solv.) i.m. P.R. [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. P.R. [flac. + amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00766"	"susp. inj. lib. prol. (pdr + solv.) i.m. P.R. [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. P.R. [flac. + amp.]"	"46234469"	"Injection"	"2"
"gal00766"	"susp. inj. lib. prol. (pdr + solv.) i.m. P.R. [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. P.R. [flac. + amp.]"	"19082104"	"Injectable Suspension"	"3"
"gal00436"	"susp. inj. lib. prol. (pdr + solv.) i.m. SR [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. SR [flac. + amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00436"	"susp. inj. lib. prol. (pdr + solv.) i.m. SR [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. SR [flac. + amp.]"	"46234469"	"Injection"	"2"
"gal00436"	"susp. inj. lib. prol. (pdr + solv.) i.m. SR [flac. + amp.]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m. SR [flac. + amp.]"	"19082104"	"Injectable Suspension"	"3"
"gal00533"	"susp. inj. lib. prol. (pdr + solv.) i.m./s.c. Depot [2x ser. préremplie]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. Depot [2x voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00533"	"susp. inj. lib. prol. (pdr + solv.) i.m./s.c. Depot [2x ser. préremplie]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. Depot [2x voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00533"	"susp. inj. lib. prol. (pdr + solv.) i.m./s.c. Depot [2x ser. préremplie]"	"inj. susp. verl. afgifte (pdr. + solv.) i.m./s.c. Depot [2x voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00305"	"susp. inj. lib. prol. (pdr + solv.) s.c. [stylo prérempli]"	"inj. susp. verl. afgifte (pdr. + solv.) s.c. [voorgev. pen]"	"19082104"	"Injectable Suspension"	"1"
"gal00305"	"susp. inj. lib. prol. (pdr + solv.) s.c. [stylo prérempli]"	"inj. susp. verl. afgifte (pdr. + solv.) s.c. [voorgev. pen]"	"46234469"	"Injection"	"2"
"gal00775"	"susp. inj. lib. prol. i.artic./i.lés./i.burs./p.artic. [flac.]"	"inj. susp. verl. afgifte i.artic./i.laes./i.burs./p.artic. [flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00775"	"susp. inj. lib. prol. i.artic./i.lés./i.burs./p.artic. [flac.]"	"inj. susp. verl. afgifte i.artic./i.laes./i.burs./p.artic. [flac.]"	"46234469"	"Injection"	"2"
"gal00710"	"susp. inj. lib. prol. i.derm./i.artic. [flac.]"	"inj. susp. verl. afgifte i.derm./i.artic. [flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00710"	"susp. inj. lib. prol. i.derm./i.artic. [flac.]"	"inj. susp. verl. afgifte i.derm./i.artic. [flac.]"	"46234469"	"Injection"	"2"
"gal00340"	"susp. inj. lib. prol. i.m. [flac.]"	"inj. susp. verl. afgifte i.m. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00340"	"susp. inj. lib. prol. i.m. [flac.]"	"inj. susp. verl. afgifte i.m. [flac.]"	"46234469"	"Injection"	"2"
"gal00340"	"susp. inj. lib. prol. i.m. [flac.]"	"inj. susp. verl. afgifte i.m. [flac.]"	"19082104"	"Injectable Suspension"	"3"
"gal00153"	"susp. inj. lib. prol. i.m. [ser. préremplie]"	"inj. susp. verl. afgifte i.m. [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00153"	"susp. inj. lib. prol. i.m. [ser. préremplie]"	"inj. susp. verl. afgifte i.m. [voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00446"	"susp. inj. lib. prol. i.m. Depot [flac.]"	"inj. susp. verl. afgifte i.m. Depot [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00446"	"susp. inj. lib. prol. i.m. Depot [flac.]"	"inj. susp. verl. afgifte i.m. Depot [flac.]"	"46234469"	"Injection"	"2"
"gal00446"	"susp. inj. lib. prol. i.m. Depot [flac.]"	"inj. susp. verl. afgifte i.m. Depot [flac.]"	"19082104"	"Injectable Suspension"	"3"
"gal00545"	"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [amp.]"	"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [amp.]"	"19082104"	"Injectable Suspension"	"1"
"gal00545"	"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [amp.]"	"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [amp.]"	"46234469"	"Injection"	"2"
"gal00837"	"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [ser. préremplie]"	"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00837"	"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [ser. préremplie]"	"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00837"	"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. [ser. préremplie]"	"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00836"	"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. Chronodose [flac.]"	"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. Chronodose [flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00836"	"susp. inj. lib. prol. i.m./i.derm./i.artic./i.lés./i.burs./p.artic. Chronodose [flac.]"	"inj. susp. verl. afgifte i.m./i.derm./i.artic./i.laes./i.burs./p.artic. Chronodose [flac.]"	"46234469"	"Injection"	"2"
"gal00467"	"susp. inj. lib. prol. s.c. [ser. préremplie]"	"inj. susp. verl. afgifte s.c. [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00467"	"susp. inj. lib. prol. s.c. [ser. préremplie]"	"inj. susp. verl. afgifte s.c. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00467"	"susp. inj. lib. prol. s.c. [ser. préremplie]"	"inj. susp. verl. afgifte s.c. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00468"	"susp. inj. lib. prol. s.c. Press [ser. préremplie]"	"inj. susp. verl. afgifte s.c. Press [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00468"	"susp. inj. lib. prol. s.c. Press [ser. préremplie]"	"inj. susp. verl. afgifte s.c. Press [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00468"	"susp. inj. lib. prol. s.c. Press [ser. préremplie]"	"inj. susp. verl. afgifte s.c. Press [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00275"	"sol. inj./buv. i.m./i.v./or. [amp.]"	"inj./drinkb. oploss. i.m./i.v./or. [amp.]"	"19082170"	"Oral Solution"	"1"
"gal00275"	"sol. inj./buv. i.m./i.v./or. [amp.]"	"inj./drinkb. oploss. i.m./i.v./or. [amp.]"	"19082103"	"Injectable Solution"	"2"
"gal00275"	"sol. inj./buv. i.m./i.v./or. [amp.]"	"inj./drinkb. oploss. i.m./i.v./or. [amp.]"	"46234469"	"Injection"	"3"
"gal00275"	"sol. inj./buv. i.m./i.v./or. [amp.]"	"inj./drinkb. oploss. i.m./i.v./or. [amp.]"	"46234469"	"Injection"	"3"
"gal00774"	"sol. inj./buv. i.m./i.v./or. Paediatric [amp.]"	"inj./drinkb. oploss. i.m./i.v./or. Paediatric [amp.]"	"19082170"	"Oral Solution"	"1"
"gal00774"	"sol. inj./buv. i.m./i.v./or. Paediatric [amp.]"	"inj./drinkb. oploss. i.m./i.v./or. Paediatric [amp.]"	"19082103"	"Injectable Solution"	"2"
"gal00774"	"sol. inj./buv. i.m./i.v./or. Paediatric [amp.]"	"inj./drinkb. oploss. i.m./i.v./or. Paediatric [amp.]"	"46234469"	"Injection"	"3"
"gal00774"	"sol. inj./buv. i.m./i.v./or. Paediatric [amp.]"	"inj./drinkb. oploss. i.m./i.v./or. Paediatric [amp.]"	"46234469"	"Injection"	"3"
"gal00833"	"sol. inj./buv. i.m./i.v./s.c./or. [amp.]"	"inj./drinkb. oploss. i.m./i.v./s.c./or. [amp.]"	"19082170"	"Oral Solution"	"1"
"gal00833"	"sol. inj./buv. i.m./i.v./s.c./or. [amp.]"	"inj./drinkb. oploss. i.m./i.v./s.c./or. [amp.]"	"19082103"	"Injectable Solution"	"2"
"gal00833"	"sol. inj./buv. i.m./i.v./s.c./or. [amp.]"	"inj./drinkb. oploss. i.m./i.v./s.c./or. [amp.]"	"46234469"	"Injection"	"3"
"gal00833"	"sol. inj./buv. i.m./i.v./s.c./or. [amp.]"	"inj./drinkb. oploss. i.m./i.v./s.c./or. [amp.]"	"46234469"	"Injection"	"3"
"gal00630"	"sol. inj./buv. i.v./or. [amp.]"	"inj./drinkb. oploss. i.v./or. [amp.]"	"19082170"	"Oral Solution"	"1"
"gal00630"	"sol. inj./buv. i.v./or. [amp.]"	"inj./drinkb. oploss. i.v./or. [amp.]"	"19082103"	"Injectable Solution"	"2"
"gal00630"	"sol. inj./buv. i.v./or. [amp.]"	"inj./drinkb. oploss. i.v./or. [amp.]"	"46234469"	"Injection"	"3"
"gal00630"	"sol. inj./buv. i.v./or. [amp.]"	"inj./drinkb. oploss. i.v./or. [amp.]"	"46234469"	"Injection"	"3"
"gal00636"	"sol. inj./prick-test (pdr + solv.) s.c./i.derm. [flac.]"	"inj./huidpriktest oploss. (pdr. + solv.) s.c./i.derm. [flac.]"	"46234469"	"Injection"	"2"
"gal00636"	"sol. inj./prick-test (pdr + solv.) s.c./i.derm. [flac.]"	"inj./huidpriktest oploss. (pdr. + solv.) s.c./i.derm. [flac.]"	"19082103"	"Injectable Solution"	
"gal00030"	"émuls. inj./perf. i.v. [amp.]"	"inj./inf. emuls. i.v. [amp.]"	"19082104"	"Injectable Suspension"	"1"
"gal00030"	"émuls. inj./perf. i.v. [amp.]"	"inj./inf. emuls. i.v. [amp.]"	"46234469"	"Injection"	"2"
"gal00097"	"émuls. inj./perf. i.v. [flac.]"	"inj./inf. emuls. i.v. [flac.]"	"19082104"	"Injectable Suspension"	"1"
"gal00097"	"émuls. inj./perf. i.v. [flac.]"	"inj./inf. emuls. i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00031"	"émuls. inj./perf. i.v. [ser. préremplie]"	"inj./inf. emuls. i.v. [voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00031"	"émuls. inj./perf. i.v. [ser. préremplie]"	"inj./inf. emuls. i.v. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00031"	"émuls. inj./perf. i.v. [ser. préremplie]"	"inj./inf. emuls. i.v. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00562"	"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. [flac.]"	"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. [flac.]"	"46234469"	"Injection"	"2"
"gal00562"	"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. [flac.]"	"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. [flac.]"	"19082103"	"Injectable Solution"	
"gal00781"	"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. Concentrate [flac.]"	"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. Concentrate [flac.]"	"46234469"	"Injection"	"2"
"gal00781"	"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. Concentrate [flac.]"	"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. Concentrate [flac.]"	"19082103"	"Injectable Solution"	
"gal00825"	"sol. inj./perf. à diluer i.m./i.v./s.c. [amp.]"	"inj./inf. oploss. (conc.) i.m./i.v./s.c. [amp.]"	"46234469"	"Injection"	"2"
"gal00825"	"sol. inj./perf. à diluer i.m./i.v./s.c. [amp.]"	"inj./inf. oploss. (conc.) i.m./i.v./s.c. [amp.]"	"19082103"	"Injectable Solution"	
"gal00385"	"sol. inj./perf. à diluer i.v. [amp.]"	"inj./inf. oploss. (conc.) i.v. [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00385"	"sol. inj./perf. à diluer i.v. [amp.]"	"inj./inf. oploss. (conc.) i.v. [amp.]"	"46234469"	"Injection"	"2"
"gal00543"	"sol. inj./perf. à diluer i.v. [flac.]"	"inj./inf. oploss. (conc.) i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00543"	"sol. inj./perf. à diluer i.v. [flac.]"	"inj./inf. oploss. (conc.) i.v. [flac.]"	"19082103"	"Injectable Solution"	
"gal00513"	"sol. inj./perf. à diluer i.v. Cytosafe [flac.]"	"inj./inf. oploss. (conc.) i.v. Cytosafe [flac.]"	"46234469"	"Injection"	"2"
"gal00513"	"sol. inj./perf. à diluer i.v. Cytosafe [flac.]"	"inj./inf. oploss. (conc.) i.v. Cytosafe [flac.]"	"19082103"	"Injectable Solution"	
"gal00536"	"sol. inj./perf. à diluer i.v./s.c. [flac.]"	"inj./inf. oploss. (conc.) i.v./s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00536"	"sol. inj./perf. à diluer i.v./s.c. [flac.]"	"inj./inf. oploss. (conc.) i.v./s.c. [flac.]"	"19082103"	"Injectable Solution"	
"gal00121"	"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]"	"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00121"	"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]"	"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00121"	"sol. inj./perf. à diluer i.v./s.c. [ser. préremplie]"	"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00566"	"sol. inj./perf. (pdr + solv.) i.m./i.v. [2x flac.]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [2x flac.]"	"46234469"	"Injection"	"2"
"gal00566"	"sol. inj./perf. (pdr + solv.) i.m./i.v. [2x flac.]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [2x flac.]"	"19082103"	"Injectable Solution"	
"gal00442"	"sol. inj./perf. (pdr + solv.) i.m./i.v. [flac. + amp.]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.]"	"46234469"	"Injection"	"2"
"gal00442"	"sol. inj./perf. (pdr + solv.) i.m./i.v. [flac. + amp.]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.]"	"19082103"	"Injectable Solution"	
"gal00325"	"sol. inj./perf. (pdr + solv.) i.m./i.v. [flac.]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00325"	"sol. inj./perf. (pdr + solv.) i.m./i.v. [flac.]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac.]"	"19082103"	"Injectable Solution"	
"gal00410"	"sol. inj./perf. (pdr + solv.) i.m./i.v. SAB [flac. + amp.]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. SAB [flac. + amp.]"	"46234469"	"Injection"	"2"
"gal00410"	"sol. inj./perf. (pdr + solv.) i.m./i.v. SAB [flac. + amp.]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. SAB [flac. + amp.]"	"19082103"	"Injectable Solution"	
"gal00563"	"sol. inj./perf. (pdr + solv.) i.m./i.v. SAB [flac., Act-O-Vial]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. SAB [flac., Act-O-Vial]"	"19082103"	"Injectable Solution"	"1"
"gal00563"	"sol. inj./perf. (pdr + solv.) i.m./i.v. SAB [flac., Act-O-Vial]"	"inj./inf. oploss. (pdr. + solv.) i.m./i.v. SAB [flac., Act-O-Vial]"	"46234469"	"Injection"	"2"
"gal00183"	"sol. inj./perf. (pdr + solv.) i.v. [2x flac.]"	"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]"	"46234469"	"Injection"	"2"
"gal00183"	"sol. inj./perf. (pdr + solv.) i.v. [2x flac.]"	"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]"	"19082103"	"Injectable Solution"	
"gal00287"	"sol. inj./perf. (pdr + solv.) i.v. [flac. + amp.]"	"inj./inf. oploss. (pdr. + solv.) i.v. [flac. + amp.]"	"46234469"	"Injection"	"2"
"gal00287"	"sol. inj./perf. (pdr + solv.) i.v. [flac. + amp.]"	"inj./inf. oploss. (pdr. + solv.) i.v. [flac. + amp.]"	"19082103"	"Injectable Solution"	
"gal00769"	"sol. inj./perf. (pdr + solv.) i.v./s.c. [flac. + ser. préremplie]"	"inj./inf. oploss. (pdr. + solv.) i.v./s.c. [flac. + voorgev. spuit]"	"46234469"	"Injection"	"2"
