invalid_reason,id,code,name,concept_class,secondary_domain,concept_domain
,2102041,1160F,"Review of all medications by a prescribing practitioner or clinical pharmacist (such as, prescriptions, OTCs, herbal therapies and supplements) documented in the medical record (COA)",Quality Metric,,Observation
,2102041,1160F,"Review of all medications by a prescribing practitioner or clinical pharmacist (such as, prescriptions, OTCs, herbal therapies and supplements) documented in the medical record (COA)",Quality Metric,,Observation
,40757024,57426,"Revision (including removal) of prosthetic vaginal graft, laparoscopic approach",Procedure,,Procedure
,2110125,57295,"Revision (including removal) of prosthetic vaginal graft, vaginal approach",Procedure,,Procedure
,2110126,57296,Revision (including removal) of prosthetic vaginal graft; open abdominal approach,Procedure,,Procedure
,2109354,47530,Revision and/or reinsertion of transhepatic tube,Procedure,,Procedure
,2111271,69840,Revision fenestration operation,Procedure,,Procedure
,2103578,22862,"Revision including replacement of total disc arthroplasty (artificial disc) anterior approach, lumbar, single interspace",Procedure,,Procedure
,2103577,22861,"Revision including replacement of total disc arthroplasty (artificial disc), anterior approach, single interspace; cervical",Procedure,,Procedure
,40756985,63663,"Revision including replacement, when performed, of spinal neurostimulator electrode percutaneous array(s), including fluoroscopy, when performed",Procedure,,Procedure
,40756858,63664,"Revision including replacement, when performed, of spinal neurostimulator electrode plate/paddle(s) placed via laminotomy or laminectomy, including fluoroscopy, when performed",Procedure,,Procedure
,2111227,69601,Revision mastoidectomy; resulting in complete mastoidectomy,Procedure,,Procedure
,2111228,69602,Revision mastoidectomy; resulting in modified radical mastoidectomy,Procedure,,Procedure
,2111229,69603,Revision mastoidectomy; resulting in radical mastoidectomy,Procedure,,Procedure
,2111230,69604,Revision mastoidectomy; resulting in tympanoplasty,Procedure,,Procedure
,2111231,69605,Revision mastoidectomy; with apicectomy,Procedure,,Procedure
,2110982,66185,Revision of aqueous shunt to extraocular reservoir,Procedure,,Procedure
,2104239,25449,"Revision of arthroplasty, including removal of implant, wrist joint",Procedure,,Procedure
,2109086,44345,Revision of colostomy; complicated (reconstruction in-depth) (separate procedure),Procedure,,Procedure
,2109085,44340,Revision of colostomy; simple (release of superficial scar) (separate procedure),Procedure,,Procedure
,2109087,44346,Revision of colostomy; with repair of paracolostomy hernia (separate procedure),Procedure,,Procedure
,2109004,43848,Revision of gastric restrictive procedure for morbid obesity (separate procedure),Procedure,,Procedure
,2109006,43855,Revision of gastroduodenal anastomosis (gastroduodenostomy) with reconstruction; with vagotomy,Procedure,,Procedure
,2109005,43850,Revision of gastroduodenal anastomosis (gastroduodenostomy) with reconstruction; without vagotomy,Procedure,,Procedure
,2109008,43865,"Revision of gastrojejunal anastomosis (gastrojejunostomy) with reconstruction, with or without partial gastrectomy or intestine resection; with vagotomy",Procedure,,Procedure
,2109007,43860,"Revision of gastrojejunal anastomosis (gastrojejunostomy) with reconstruction, with or without partial gastrectomy or intestine resection; without vagotomy",Procedure,,Procedure
,2109081,44314,Revision of ileostomy; complicated (reconstruction in-depth) (separate procedure),Procedure,,Procedure
,2109080,44312,Revision of ileostomy; simple (release of superficial scar) (separate procedure),Procedure,,Procedure
D,42733191,36531,Revision of implantable intravenous infusion pump,Procedure,,Procedure
D,42736595,36534,"Revision of implantable venous access device, and/or subcutaneous reservoir",Procedure,,Procedure
,2108098,36261,Revision of implanted intra-arterial infusion pump,Procedure,,Procedure
,2109468,49426,Revision of peritoneal-venous shunt,Procedure,,Procedure
,2102776,19380,Revision of reconstructed breast,Procedure,,Procedure
,2107022,33223,Revision of skin pocket for single or dual chamber pacing cardioverter-defibrillator,Procedure,,Procedure
,2111249,69662,Revision of stapedectomy or stapedotomy,Procedure,,Procedure
,2101719,0165T,"Revision of total disc arthroplasty, anterior approach, lumbar, each additional interspace",Procedure,,Procedure
,2101602,0098T,"Revision of total disc arthroplasty, anterior approach; each additional interspace (List separately in addition to code for primary procedure)",Procedure,,Procedure
D,42741004,0096T,"Revision of total disc arthroplasty, anterior approach; single interspace, cervical",Procedure,,Procedure
D,42740972,0097T,"Revision of total disc arthroplasty, anterior approach; single interspace, lumbar",Procedure,,Procedure
,43527911,24371,"Revision of total elbow arthroplasty, including allograft when performed; humeral and ulnar component",Procedure,,Procedure
,2104839,27137,"Revision of total hip arthroplasty; acetabular component only, with or without autograft or allograft",Procedure,,Procedure
,2104838,27134,"Revision of total hip arthroplasty; both components, with or without autograft or allograft",Procedure,,Procedure
,2104840,27138,"Revision of total hip arthroplasty; femoral component only, with or without allograft",Procedure,,Procedure
,2105129,27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",Procedure,,Procedure
,2105128,27486,"Revision of total knee arthroplasty, with or without allograft; one component",Procedure,,Procedure
,43527891,23474,"Revision of total shoulder arthroplasty, including allograft when performed; humeral and glenoid component",Procedure,,Procedure
,43527892,23473,"Revision of total shoulder arthroplasty, including allograft when performed; humeral or glenoid component",Procedure,,Procedure
,2106667,31830,Revision of tracheostomy scar,Procedure,,Procedure
,2108322,37183,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2109655,50727,Revision of urinary-cutaneous anastomosis (any type urostomy),Procedure,,Procedure
,2109656,50728,Revision of urinary-cutaneous anastomosis (any type urostomy); with repair of fascial defect and hernia,Procedure,,Procedure
,2107011,33222,Revision or relocation of skin pocket for pacemaker,Procedure,,Procedure
,42742463,0270T,"Revision or removal of carotid sinus baroreflex activation device; lead only, unilateral (includes intra-operative interrogation, programming, and repositioning, when performed)",Procedure,,Procedure
,42742464,0271T,"Revision or removal of carotid sinus baroreflex activation device; pulse generator only (includes intra-operative interrogation, programming, and repositioning, when performed)",Procedure,,Procedure
,42742462,0269T,"Revision or removal of carotid sinus baroreflex activation device; total system (includes generator placement, unilateral or bilateral lead placement, intra-operative interrogation, programming, and repositioning, when performed)",Procedure,,Procedure
,2110566,61888,Revision or removal of cranial neurostimulator pulse generator or receiver,Procedure,,Procedure
,2109012,43882,"Revision or removal of gastric neurostimulator electrodes, antrum, open",Procedure,,Procedure
,2110733,63688,Revision or removal of implanted spinal neurostimulator pulse generator or receiver,Procedure,,Procedure
,2110563,61880,Revision or removal of intracranial neurostimulator electrodes,Procedure,,Procedure
,2110793,64585,Revision or removal of peripheral neurostimulator electrodes,Procedure,,Procedure
,2110795,64595,Revision or removal of peripheral neurostimulator pulse generator or receiver,Procedure,,Procedure
,42742477,0284T,"Revision or removal of pulse generator or electrodes, including imaging guidance, when performed, including addition of new electrodes, when performed",Procedure,,Procedure
D,42737373,63660,Revision or removal of spinal neurostimulator electrode percutaneous array(s) or plate/paddle(s),Procedure,,Procedure
,2110985,66250,"Revision or repair of operative wound of anterior segment, any type, early or late, major or minor procedure",Procedure,,Procedure
,40757011,64569,"Revision or replacement of cranial nerve (eg, vagus nerve) neurostimulator electrode array, including connection to existing pulse generator",Procedure,,Procedure
,2108039,35884,"Revision, femoral anastomosis of synthetic arterial bypass graft in groin, open; with autogenous vein patch graft",Procedure,,Procedure
,2108038,35883,"Revision, femoral anastomosis of synthetic arterial bypass graft in groin, open; with nonautogenous patch graft (eg, Dacron, ePTFE, bovine pericardium)",Procedure,,Procedure
,2108037,35881,"Revision, lower extremity arterial bypass, without thrombectomy, open; with segmental vein interposition",Procedure,,Procedure
,2108036,35879,"Revision, lower extremity arterial bypass, without thrombectomy, open; with vein patch angioplasty",Procedure,,Procedure
,2108299,36833,"Revision, open, arteriovenous fistula; with thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)",Procedure,,Procedure
,2108298,36832,"Revision, open, arteriovenous fistula; without thrombectomy, autogenous or nonautogenous dialysis graft (separate procedure)",Procedure,,Procedure
,2107560,3472F,"Rheumatoid arthritis (RA) disease activity, high (RA)",Quality Metric,,Observation
,2107558,3470F,"Rheumatoid arthritis (RA) disease activity, low (RA)",Quality Metric,,Observation
,2107559,3471F,"Rheumatoid arthritis (RA) disease activity, moderate (RA)",Quality Metric,,Observation
,2212823,86430,Rheumatoid factor; qualitative,Measurement,,Measurement
,2212824,86431,Rheumatoid factor; quantitative,Measurement,,Measurement
,2106159,30150,Rhinectomy; partial,Procedure,,Procedure
,2106160,30160,Rhinectomy; total,Procedure,,Procedure
D,2101725,0168T,"Rhinophototherapy, intranasal application of ultraviolet and visible light, bilateral",Procedure,,Procedure
,2106239,30460,"Rhinoplasty for nasal deformity secondary to congenital cleft lip and/or palate, including columellar lengthening; tip only",Procedure,,Procedure
,2106240,30462,"Rhinoplasty for nasal deformity secondary to congenital cleft lip and/or palate, including columellar lengthening; tip, septum, osteotomies",Procedure,,Procedure
,2106221,30410,"Rhinoplasty, primary; complete, external parts including bony pyramid, lateral and alar cartilages, and/or elevation of nasal tip",Procedure,,Procedure
,2106232,30420,"Rhinoplasty, primary; including major septal repair",Procedure,,Procedure
,2106219,30400,"Rhinoplasty, primary; lateral and alar cartilages and/or elevation of nasal tip",Procedure,,Procedure
,2106235,30435,"Rhinoplasty, secondary; intermediate revision (bony work with osteotomies)",Procedure,,Procedure
,2106237,30450,"Rhinoplasty, secondary; major revision (nasal tip work and osteotomies)",Procedure,,Procedure
,2106234,30430,"Rhinoplasty, secondary; minor revision (small amount of nasal tip work)",Procedure,,Procedure
,2213407,90384,"Rho(D) immune globulin (RhIg), human, full-dose, for intramuscular use",Procedure Drug,,Procedure
,2213408,90385,"Rho(D) immune globulin (RhIg), human, mini-dose, for intramuscular use",Procedure Drug,,Procedure
,2213409,90386,"Rho(D) immune globulin (RhIgIV), human, for intravenous use",Procedure Drug,,Procedure
,2313827,93042,"Rhythm ECG, one to three leads; interpretation and report only",Procedure,,Procedure
,2313826,93041,"Rhythm ECG, one to three leads; tracing only without interpretation and report",Procedure,,Procedure
,2313825,93040,"Rhythm ECG, one to three leads; with interpretation and report",Procedure,,Procedure
,2102474,15828,"Rhytidectomy; cheek, chin, and neck",Procedure,,Procedure
,2102461,15824,Rhytidectomy; forehead,Procedure,,Procedure
,2102473,15826,Rhytidectomy; glabellar frown lines,Procedure,,Procedure
,2102472,15825,"Rhytidectomy; neck with platysmal tightening (platysmal flap, P-flap)",Procedure,,Procedure
,2102475,15829,Rhytidectomy; superficial musculoaponeurotic system (SMAS) flap,Procedure,,Procedure
,2212565,84252,Riboflavin (Vitamin B-2),Measurement,,Measurement
,2106826,3265F,Ribonucleic acid (RNA) testing for Hepatitis C viremia ordered or results documented (HEP C),Quality Metric,,Observation
,2106826,3265F,Ribonucleic acid (RNA) testing for Hepatitis C viremia ordered or results documented (HEP C),Quality Metric,,Observation
D,42732622,93501,Right heart catheterization,Procedure,,Procedure
,40756947,93451,"Right heart catheterization including measurement(s) of oxygen saturation and cardiac output, when performed",Procedure,,Procedure
,2313897,93530,"Right heart catheterization, for congenital cardiac anomalies",Procedure,,Procedure
,2313919,93603,Right ventricular recording,Procedure,,Procedure
,2107193,33476,"Right ventricular resection for infundibular stenosis, with or without commissurotomy",Procedure,,Procedure
,2106711,3218F,RNA testing for Hepatitis C documented as performed within 6 months prior to initiation of antiviral treatment for Hepatitis C (HEP-C),Quality Metric,,Observation
,2106711,3218F,RNA testing for Hepatitis C documented as performed within 6 months prior to initiation of antiviral treatment for Hepatitis C (HEP-C),Quality Metric,,Observation
,2213452,90681,"Rotavirus vaccine, human, attenuated, 2 dose schedule, live, for oral use",Procedure Drug,,Procedure
,2213451,90680,"Rotavirus vaccine, tetravalent, live, for oral use",Procedure Drug,,Procedure
,2110315,59510,"Routine obstetric care including antepartum care, cesarean delivery, and postpartum care",Procedure,,Procedure
,2110322,59618,"Routine obstetric care including antepartum care, cesarean delivery, and postpartum care, following attempted vaginal delivery after previous cesarean delivery",Procedure,,Procedure
,2110307,59400,"Routine obstetric care including antepartum care, vaginal delivery (with or without episiotomy, and/or forceps) and postpartum care",Procedure,,Procedure
,2110319,59610,"Routine obstetric care including antepartum care, vaginal delivery (with or without episiotomy, and/or forceps) and postpartum care, after previous cesarean delivery",Procedure,,Procedure
,2108115,36415,Routine venipuncture or finger/heel/ear stick for collection of specimen(s),Procedure,,Procedure
D,42738311,90709,"Rubella and mumps virus vaccine, live, for subcutaneous use",Procedure Drug,,Procedure
,2213465,90706,"Rubella virus vaccine, live, for subcutaneous or jet injection use",Procedure Drug,,Procedure
D,2106081,2A,"RUNX1 or CBFA2T1, commonly called AML1 or ETO, genes associated with t(8;21) AML1-also ETO (acute myelogenous leukemia)",Measurement,,Measurement
,2212734,85613,Russell viper venom time (includes venom); diluted,Measurement,,Measurement
,2212733,85612,Russell viper venom time (includes venom); undiluted,Measurement,,Measurement
,2110116,57282,Sacrospinous ligament fixation for prolapse of vagina,Procedure,,Procedure
,42742453,6102F,Safety counseling for dementia ordered (DEM),Quality Metric,,Observation
,42742452,6101F,Safety counseling for dementia provided (DEM),Quality Metric,,Observation
D,42733226,15810,Salabrasion; 20 sq cm or less,Procedure,,Procedure
D,42733227,15811,Salabrasion; over 20 sq cm,Procedure,,Procedure
,2212131,80196,Salicylate,Measurement,,Measurement
,2211953,78232,Salivary gland function study,Procedure,,Procedure
,2211951,78230,Salivary gland imaging,Procedure,,Procedure
,2211952,78231,Salivary gland imaging; with serial images,Procedure,,Procedure
,2110247,58700,"Salpingectomy, complete or partial, unilateral or bilateral (separate procedure)",Procedure,,Procedure
,2110248,58720,"Salpingo-oophorectomy, complete or partial, unilateral or bilateral (separate procedure)",Procedure,,Procedure
,2110253,58770,Salpingostomy (salpingoneostomy),Procedure,,Procedure
,2107556,34530,Saphenopopliteal vein anastomosis,Procedure,,Procedure
D,2102800,1Z,"Sarcoma gene, not otherwise specified",Measurement,,Measurement
D,2110351,5I,"SCA1, commonly called Ataxin-1 (spinocerebellar ataxia, type 1)",Measurement,,Measurement
D,2110352,5J,"SCA2, commonly called Ataxin-2 (spinocerebellar ataxia, type 2)",Measurement,,Measurement
D,42739388,92135,"Scanning computerized ophthalmic diagnostic imaging (eg, scanning laser) with interpretation and report, unilateral",Procedure,,Procedure
D,42741686,0187T,"Scanning computerized ophthalmic diagnostic imaging, anterior segment, with interpretation and report, unilateral",Procedure,,Procedure
,40757074,92132,"Scanning computerized ophthalmic diagnostic imaging, anterior segment, with interpretation and report, unilateral or bilateral",Procedure,,Procedure
,40757035,92133,"Scanning computerized ophthalmic diagnostic imaging, posterior segment, with interpretation and report, unilateral or bilateral; optic nerve",Procedure,,Procedure
,40757022,92134,"Scanning computerized ophthalmic diagnostic imaging, posterior segment, with interpretation and report, unilateral or bilateral; retina",Procedure,,Procedure
,2103680,23400,"Scapulopexy (eg, Sprengels deformity or for paralysis)",Procedure,,Procedure
,2111057,67255,Scleral reinforcement (separate procedure); with graft,Procedure,,Procedure
,2111056,67250,Scleral reinforcement (separate procedure); without graft,Procedure,,Procedure
,2110935,65430,"Scraping of cornea, diagnostic, for smear and/or culture",Procedure,,Procedure
,42742432,3725F,Screening for depression performed (DEM),Procedure,,Procedure
,2106158,3014F,Screening mammography results documented and reviewed (PV),Quality Metric,,Observation
,2106158,3014F,Screening mammography results documented and reviewed (PV),Quality Metric,,Observation
,2211814,77057,"Screening mammography, bilateral (2-view film study of each breast)",Procedure,,Procedure
D,42737560,76092,"Screening mammography, bilateral (two view film study of each breast)",Procedure,,Procedure
,2414379,99173,"Screening test of visual acuity, quantitative, bilateral",Procedure,,Procedure
,2313722,92551,"Screening test, pure tone, air only",Procedure,,Procedure
,2110005,55110,Scrotal exploration,Procedure,,Procedure
,2110009,55180,Scrotoplasty; complicated,Procedure,,Procedure
,2110008,55175,Scrotoplasty; simple,Procedure,,Procedure
D,2101858,0H,SDHB (hereditary paraganglioma),Measurement,,Measurement
D,2101857,0G,SDHD (hereditary paraganglioma),Measurement,,Measurement
,2102238,13160,"Secondary closure of surgical wound or dehiscence, extensive or complicated",Procedure,,Procedure
,2108325,37186,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2110514,61618,"Secondary repair of dura for cerebrospinal fluid leak, anterior, middle or posterior cranial fossa following surgery of the skull base; by free tissue graft (eg, pericranium, fascia, tensor fascia lata, adipose tissue, homologous or synthetic grafts)",Procedure,,Procedure
,2110515,61619,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2103216,21275,Secondary revision of orbitocraniofacial reconstruction,Procedure,,Procedure
,2106550,31595,"Section recurrent laryngeal nerve, therapeutic (separate procedure), unilateral",Procedure,,Procedure
D,42739548,99141,"Sedation with or without analgesia (conscious sedation); intravenous, intramuscular or inhalation",Procedure,,Procedure
D,42739549,99142,"Sedation with or without analgesia (conscious sedation); oral, rectal and/or intranasal",Procedure,,Procedure
,2212737,85652,"Sedimentation rate, erythrocyte; automated",Measurement,,Measurement
,2212736,85651,"Sedimentation rate, erythrocyte; non-automated",Measurement,,Measurement
,40757017,1200F,Seizure type(s) and current seizure frequency(ies) documented (EPI),Quality Metric,,Observation
,40757017,1200F,Seizure type(s) and current seizure frequency(ies) documented (EPI),Quality Metric,,Observation
,2313746,92583,Select picture audiometry,Procedure,,Procedure
,42742531,36251,"Selective catheter placement (first-order), main renal artery and any accessory renal artery(s) for renal angiography, including arterial puncture and catheter placement(s), fluoroscopy, contrast injection(s), image postprocessing, permanent recording of",Procedure,,Procedure
,42742532,36252,"Selective catheter placement (first-order), main renal artery and any accessory renal artery(s) for renal angiography, including arterial puncture and catheter placement(s), fluoroscopy, contrast injection(s), image postprocessing, permanent recording of",Procedure,,Procedure
,2108096,36248,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2108092,36218,"Selective catheter placement, arterial system; additional second order, third order, and beyond, thoracic or brachiocephalic branch, within a vascular family (List in addition to code for initial second or third order vessel as appropriate)",Procedure,,Procedure
,2108093,36245,"Selective catheter placement, arterial system; each first order abdominal, pelvic, or lower extremity artery branch, within a vascular family",Procedure,,Procedure
,2108079,36215,"Selective catheter placement, arterial system; each first order thoracic or brachiocephalic branch, within a vascular family",Procedure,,Procedure
,2108094,36246,"Selective catheter placement, arterial system; initial second order abdominal, pelvic, or lower extremity artery branch, within a vascular family",Procedure,,Procedure
,2108080,36216,"Selective catheter placement, arterial system; initial second order thoracic or brachiocephalic branch, within a vascular family",Procedure,,Procedure
,2108095,36247,"Selective catheter placement, arterial system; initial third order or more selective abdominal, pelvic, or lower extremity artery branch, within a vascular family",Procedure,,Procedure
,2108081,36217,"Selective catheter placement, arterial system; initial third order or more selective thoracic or brachiocephalic branch, within a vascular family",Procedure,,Procedure
,43527906,36222,"Selective catheter placement, common carotid or innominate artery, unilateral, any approach, with angiography of the ipsilateral extracranial carotid circulation and all associated radiological supervision and interpretation, includes angiography of the c",Procedure,,Procedure
,43527907,36223,"Selective catheter placement, common carotid or innominate artery, unilateral, any approach, with angiography of the ipsilateral intracranial carotid circulation and all associated radiological supervision and interpretation, includes angiography of the e",Procedure,,Procedure
,43527929,36228,"Selective catheter placement, each intracranial branch of the internal carotid or vertebral arteries, unilateral, with angiography of the selected vessel circulation and all associated radiological supervision and interpretation (eg, middle cerebral arter",Procedure,,Procedure
,43527928,36227,"Selective catheter placement, external carotid artery, unilateral, with angiography of the ipsilateral external carotid circulation and all associated radiological supervision and interpretation (List separately in addition to code for primary procedure)",Procedure,,Procedure
,43527925,36224,"Selective catheter placement, internal carotid artery, unilateral, with angiography of the ipsilateral intracranial carotid circulation and all associated radiological supervision and interpretation, includes angiography of the extracranial carotid and ce",Procedure,,Procedure
,2108061,36014,"Selective catheter placement, left or right pulmonary artery",Procedure,,Procedure
,2108072,36015,"Selective catheter placement, segmental or subsegmental pulmonary artery",Procedure,,Procedure
,43527926,36225,"Selective catheter placement, subclavian or innominate artery, unilateral, with angiography of the ipsilateral vertebral circulation and all associated radiological supervision and interpretation, includes angiography of the cervicocerebral arch, when per",Procedure,,Procedure
,2108058,36011,"Selective catheter placement, venous system; first order branch (eg, renal vein, jugular vein)",Procedure,,Procedure
,2108059,36012,"Selective catheter placement, venous system; second order, or more selective, branch (eg, left adrenal vein, petrosal sinus)",Procedure,,Procedure
,43527927,36226,"Selective catheter placement, vertebral artery, unilateral, with angiography of the ipsilateral vertebral circulation and all associated radiological supervision and interpretation, includes angiography of the cervicocerebral arch, when performed",Procedure,,Procedure
,42742501,0261T,"Selective head hypothermia, per day, in the neonate 28 days of age or younger",Procedure,,Procedure
,2212566,84255,Selenium,Measurement,,Measurement
,42742442,4450F,Self-care education provided to patient (HF),Quality Metric,,Observation
,2314297,97535,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2213369,89321,"Semen analysis, presence and/or motility of sperm",Measurement,,Measurement
,2213368,89320,"Semen analysis; complete (volume, count, motility, and differential)",Measurement,,Measurement
,2213367,89310,Semen analysis; motility and count,Measurement,,Measurement
,2213366,89300,Semen analysis; presence and/or motility of sperm including Huhner test (post coital),Measurement,,Measurement
,2213370,89322,"Semen analysis; volume, count, motility, and differential using strict morphologic criteria (eg, Kruger)",Measurement,,Measurement
D,2213035,87192,"Sensitivity studies, antibiotic; fungi, each drug",Measurement,,Measurement
,2313642,92060,"Sensorimotor examination with multiple measurements of ocular deviation (eg, restrictive or paretic muscle with diplopia) with interpretation and report (separate procedure)",Procedure,,Procedure
,2313741,92575,Sensorineural acuity level test,Procedure,,Procedure
,2314296,97533,"Sensory integrative techniques to enhance sensory processing and promote adaptive responses to environmental demands, direct (one-on-one) patient contact by the provider, each 15 minutes",Procedure,,Procedure
,2106275,30620,Septal or other intranasal dermatoplasty (does not include obtaining graft),Procedure,,Procedure
,2106257,30520,"Septoplasty or submucous resection, with or without cartilage scoring, contouring or replacement with graft",Procedure,,Procedure
,2103641,23170,"Sequestrectomy (eg, for osteomyelitis or bone abscess), clavicle",Procedure,,Procedure
,2104119,25145,"Sequestrectomy (eg, for osteomyelitis or bone abscess), forearm and/or wrist",Procedure,,Procedure
,2103653,23174,"Sequestrectomy (eg, for osteomyelitis or bone abscess), humeral head to surgical neck",Procedure,,Procedure
,2103850,24138,"Sequestrectomy (eg, for osteomyelitis or bone abscess), olecranon process",Procedure,,Procedure
,2103849,24136,"Sequestrectomy (eg, for osteomyelitis or bone abscess), radial head or neck",Procedure,,Procedure
,2103652,23172,"Sequestrectomy (eg, for osteomyelitis or bone abscess), scapula",Procedure,,Procedure
,2103848,24134,"Sequestrectomy (eg, for osteomyelitis or bone abscess), shaft or distal humerus",Procedure,,Procedure
,2313648,92100,"Serial tonometry (separate procedure) with multiple measurements of intraocular pressure over an extended time period with interpretation and report, same day (eg, diurnal curve or medical treatment of acute elevation of intraocular pressure)",Procedure,,Procedure
,2212567,84260,Serotonin,Measurement,,Measurement
,42742350,81332,"SERPINA1 (serpin peptidase inhibitor, clade A, alpha-1 antiproteinase, antitrypsin, member 1) (eg, alpha-1-antitrypsin deficiency), gene analysis, common variants (eg, *S and *Z)",Measurement,,Measurement
,2213036,87197,Serum bactericidal titer (Schlicter test),Measurement,,Measurement
,2106851,3278F,"Serum levels of calcium, phosphorus, intact Parathyroid Hormone (PTH) and lipid profile ordered (CKD)",Procedure,,Procedure
,2212929,86808,Serum screening for cytotoxic percent reactive antibody (PRA); quick method,Measurement,,Measurement
,2212928,86807,Serum screening for cytotoxic percent reactive antibody (PRA); standard method,Measurement,,Measurement
,2414352,99053,"Service(s) provided between 10:00 PM and 8:00 AM at 24-hour facility, in addition to basic service",Medical Service,,Observation
,2414350,99051,"Service(s) provided in the office during regularly scheduled evening, weekend, or holiday office hours, in addition to basic service",Medical Service,,Observation
,2414356,99060,"Service(s) provided on an emergency basis, out of the office, which disrupts other scheduled office services, in addition to basic service",Medical Service,,Observation
,2414354,99056,Services provided at request of patient in a location other than physician's office which are normally provided in the office,Medical Service,,Observation
,2414349,99050,Services requested after office hours in addition to basic service,Medical Service,,Observation
D,42738627,99052,Services requested between 10:00 PM and 8:00 AM in addition to basic service,Medical Service,,Observation
D,42738628,99054,Services requested on Sundays and holidays in addition to basic service,Medical Service,,Observation
,2105669,28315,"Sesamoidectomy, first toe (separate procedure)",Procedure,,Procedure
,2104434,26185,"Sesamoidectomy, thumb or finger (separate procedure)",Procedure,,Procedure
,2102857,2024F,Seven standard field stereoscopic photos with interpretation by an ophthalmologist or optometrist documented and reviewed (DM),Quality Metric,,Observation
,2102857,2024F,Seven standard field stereoscopic photos with interpretation by an ophthalmologist or optometrist documented and reviewed (DM),Quality Metric,,Observation
,2110965,65870,"Severing adhesions of anterior segment of eye, incisional technique (with or without injection of air or liquid) (separate procedure); anterior synechiae, except goniosynechiae",Procedure,,Procedure
,2110967,65880,"Severing adhesions of anterior segment of eye, incisional technique (with or without injection of air or liquid) (separate procedure); corneovitreal adhesions",Procedure,,Procedure
,2110964,65865,"Severing adhesions of anterior segment of eye, incisional technique (with or without injection of air or liquid) (separate procedure); goniosynechiae",Procedure,,Procedure
,2110966,65875,"Severing adhesions of anterior segment of eye, incisional technique (with or without injection of air or liquid) (separate procedure); posterior synechiae",Procedure,,Procedure
,2110963,65860,"Severing adhesions of anterior segment, laser technique (separate procedure)",Procedure,,Procedure
,2111094,67710,Severing of tarsorrhaphy,Procedure,,Procedure
,2111027,67031,"Severing of vitreous strands, vitreous face adhesions, sheets, membranes or opacities, laser surgery (one or more stages)",Procedure,,Procedure
,42742402,1010F,Severity of angina assessed by level of activity (CAD),Quality Metric,,Observation
,2213218,88130,Sex chromatin identification; Barr bodies,Measurement,,Measurement
,2213219,88140,"Sex chromatin identification; peripheral blood smear, polymorphonuclear drumsticks",Measurement,,Measurement
,2212568,84270,Sex hormone binding globulin (SHBG),Measurement,,Measurement
,2101956,11310,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.5 cm or less",Procedure,,Procedure
,2101957,11311,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 0.6 to 1.0 cm",Procedure,,Procedure
,2101958,11312,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter 1.1 to 2.0 cm",Procedure,,Procedure
,2101959,11313,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter over 2.0 cm",Procedure,,Procedure
,2101951,11305,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.5 cm or less",Procedure,,Procedure
,2101952,11306,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 0.6 to 1.0 cm",Procedure,,Procedure
,2101953,11307,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter 1.1 to 2.0 cm",Procedure,,Procedure
,2101954,11308,"Shaving of epidermal or dermal lesion, single lesion, scalp, neck, hands, feet, genitalia; lesion diameter over 2.0 cm",Procedure,,Procedure
,2101947,11300,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.5 cm or less",Procedure,,Procedure
,2101948,11301,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 0.6 to 1.0 cm",Procedure,,Procedure
,2101949,11302,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter 1.1 to 2.0 cm",Procedure,,Procedure
,2101950,11303,"Shaving of epidermal or dermal lesion, single lesion, trunk, arms or legs; lesion diameter over 2.0 cm",Procedure,,Procedure
,2313733,92564,Short increment sensitivity index (SISI),Procedure,,Procedure
,2104521,26477,"Shortening of tendon, extensor, hand or finger, each tendon",Procedure,,Procedure
,2104533,26479,"Shortening of tendon, flexor, hand or finger, each tendon",Procedure,,Procedure
,2314140,95926,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in lower limbs",Procedure,,Procedure
,2314141,95927,"Short-latency somatosensory evoked potential study, stimulation of any/all peripheral nerves or skin sites, recording from the central nervous system; in the trunk or head",Procedure,,Procedure
