FDA preferred term	UNII	Drugbank Name	Drugbank Id	Rxcui	RxTerm
EPTIFIBATIDE	NA8320J834	EPTIFIBATIDE	DB00063	75635	IN
EQUILENIN	W8FTJ17C4J	EQUILENIN	DB03515		
EQUILIN	08O86EX0J4	EQUILIN	DB02187		
ERGOCALCIFEROL	VS041H42XC	ERGOCALCIFEROL	DB00153	4018	IN
ERGONOVINE	WH41D8433D	ERGONOVINE	DB01253	4021	IN
ERGOSTEROL	Z30RAY509F	ERGOSTEROL	DB04038		
ERGOTAMINE	PR834Q503T	ERGOTAMINE	DB00696	4025	IN
ERIBAXABAN	5FCH6YDY7Z	(2R,4R)-N~1~-(4-CHLOROPHENYL)-N~2~-[2-FLUORO-4-(2-OXOPYRIDIN-1(2H)-YL)PHENYL]-4-METHOXYPYRROLIDINE-1,2-DICARBOXAMIDE	DB06920		
ERIBULIN	LR24G6354G	ERIBULIN	DB08871	1045453	IN
ERIBULIN MESYLATE	AV9U0660CW	ERIBULIN	DB08871	1045452	PIN
ERITADENINE	41T27K4B9F	D-ERITADENINE	DB03769		
ERITORAN	551541VI0Y	ERITORAN	DB04933		
ERITORAN TETRASODIUM	FUO195TC7O	ERITORAN	DB04933		
ERLOTINIB	J4T82NDH7E	ERLOTINIB	DB00530	337525	IN
ERTAPENEM	G32F6EID2H	ERTAPENEM	DB00303	325642	IN
ERTEBEREL	2ZUL6758TZ	(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL	DB07933		
ERYTHRITOL	RA96B954X6	MESO-ERYTHRITOL	DB04481	1369563	IN
ERYTHRITYL TETRANITRATE	35X333P19D	ERYTHRITYL TETRANITRATE	DB01613	4040	IN
ERYTHROMYCIN	63937KV33D	ERYTHROMYCIN	DB00199	4053	IN
ES-936	1XI90I177M	5-METHOXY-1,2-DIMETHYL-3-(4-NITROPHENOXYMETHYL)INDOLE-4,7-DIONE	DB02400		
ESCITALOPRAM	4O4S742ANY	ESCITALOPRAM	DB01175	321988	IN
ESCITALOPRAM OXALATE	5U85DBW7LO	ESCITALOPRAM	DB01175	353108	PIN
ESOMEPRAZOLE	N3PA6559FT	ESOMEPRAZOLE	DB00736	283742	IN
ESREBOXETINE	L8S50ZY490	REBOXETINE	DB00234		
ESTAZOLAM	36S3EQV54C	ESTAZOLAM	DB01215	4077	IN
ESTRADIOL	4TI98Z838E	ESTRADIOL	DB00783	4083	IN
ESTRAMUSTINE	35LT29625A	ESTRAMUSTINE	DB01196	4089	IN
ESTRIOL	FB33469R8E	ESTRIOL	DB04573	4094	IN
ESTRONE	2DI9HA706A	ESTRONE	DB00655	4103	IN
ESTRONE SODIUM SULFATE	6K6FDA543A	CONJUGATED ESTROGENS	DB00286	91428	PIN
ESTRONE SULFATE	QTL48N278K	ESTROPIPATE	DB04574		
ESTROPIPATE	SVI38UY019	ESTROPIPATE	DB04574	33747	IN
ESZOPICLONE	UZX80K71OE	ESZOPICLONE	DB00402	461016	IN
ETHACRYNIC ACID	M5DP350VZV	ETHACRYNIC ACID	DB00903	4109	PIN
ETHAMBUTOL	8G167061QZ	ETHAMBUTOL	DB00330	4110	IN
ETHANESULFONIC ACID	599310E3U2	ETHANESULFONIC ACID	DB03635		
ETHANOLAMINE OLEATE	U4RY8MRX7C	ETHANOLAMINE OLEATE	DB06689	24460	IN
ETHINAMATE	IAN371PP48	ETHINAMATE	DB01031	24474	IN
ETHINYL ESTRADIOL	423D2T571U	ETHINYL ESTRADIOL	DB00977	4124	IN
ETHIONAMIDE	OAY8ORS3CQ	ETHIONAMIDE	DB00609	4127	IN
ETHOXZOLAMIDE	Z52H4811WX	ETHOXZOLAMIDE	DB00311		
ETHYLBENZENE	L5I45M5G0O	ETHYLBENZENE	DB01722	1540523	IN
ETHYL BISCOUMACETATE	08KL644731	ETHYL BISCOUMACETATE	DB08794		
ETHYLENE DICHLORIDE	55163IJI47	ETHYLENE DICHLORIDE	DB03733		
ETHYLENE GLYCOL MONOETHYL ETHER	IDK7C2HS09	2-ETHOXYETHANOL	DB02249	1314365	IN
ETHYLENE GLYCOL MONOMETHYL ETHER	EK1L6XWI56	2-METHOXYETHANOL	DB02806		
ETHYLESTRENOL	ADC79EK5Q8	ETHYLESTRENOL	DB01493	4162	IN
ETHYLMERCURITHIOSALICYLIC ACID	4071N4J64W	THIMEROSAL	DB02731	1546427	IN
ETHYLMORPHINE	RWO67D87EU	ETHYLMORPHINE	DB01466	4166	IN
ETHYL-N-METHYLCARBAMATE	1W34GCF5CS	METHYL-CARBAMIC ACID ETHYL ESTER	DB02856		
ETHYL PYRUVATE	03O98E01OB	CTI-01	DB05869	1539968	IN
ETHYNODIOL	9E01C36A9S	ETHYNODIOL	DB00823	24591	IN
ETHYNODIOL DIACETATE	62H10A1236	ETHYNODIOL	DB00823	4170	PIN
ETIDRONIC ACID	M2F465ROXU	ETIDRONIC ACID	DB01077	1356715	PIN
ETIOCHOLANEDIONE	213MVW2TZD	5-BETA-ANDROSTANE-3,17-DIONE	DB07375		
ETIOCHOLANOLONE	97CGB1M48I	AETIOCHOLANOLONE	DB02854		
ETIPREDNOL DICLOACETATE	332VLD554F	BNP-166	DB05442		
ETIRACETAM, (R)-	73HC18Y1LW	LEVETIRACETAM	DB01202		
ETOMIDATE	Z22628B598	ETOMIDATE	DB00292	4177	IN
ETONITAZENE	9U3GT3353T	ETONITAZENE	DB01462		
ETONOGESTREL	304GTH6RNH	ETONOGESTREL	DB00294	14584	IN
ETOPOSIDE	6PLQ3CP4P3	ETOPOSIDE	DB00773	4179	IN
ETORICOXIB	WRX4NFY03R	ETORICOXIB	DB01628	307296	IN
ETORPHINE	42M2Y6NU9O	ETORPHINE	DB01497		
ETOXERIDINE	RHW35E1G7E	ETOXERIDINE	DB01505		
ETRAVIRINE	0C50HW4FO1	4-({6-AMINO-5-BROMO-2-[(4-CYANOPHENYL)AMINO]PYRIMIDIN-4-YL}OXY)-3,5-DIMETHYLBENZONITRILE	DB07191	475969	IN
ETRETINATE	65M2UDR9AG	ETRETINATE	DB00926	4182	IN
EUCALYPTOL	RV6J6604TK	EUCALYPTOL	DB03852	21116	IN
EVEROLIMUS	9HW64Q8G6G	EVEROLIMUS	DB01590	141704	IN
EXEMESTANE	NY22HMQ4BX	EXEMESTANE	DB00990	258494	IN
EXENATIDE	9P1872D4OL	EXENATIDE	DB01276	60548	IN
EZATIOSTAT	057D10I8S8	TLK-199	DB05460		
EZETIMIBE	EOR26LQQ24	EZETIMIBE	DB00973	341248	IN
EZOGABINE	12G01I6BBU	EZOGABINE	DB04953	1112990	IN
FAMCICLOVIR	QIC03ANI02	FAMCICLOVIR	DB00426	68099	IN
FAMOTIDINE	5QZO15J2Z8	FAMOTIDINE	DB00927	4278	IN
FARNESOL, (2Z,6Z)-	J03523NK03	FARNESOL	DB02509		
FARNESYL PYROPHOSPHATE	79W6B01D07	FARNESYL DIPHOSPHATE	DB07780		
FAROPENEM MEDOXOMIL	5OK523O4FU	FAROPENEM MEDOXOMIL	DB05659		
FASUDIL	Q0CH43PGXS	5-(1,4-DIAZEPAN-1-SULFONYL)ISOQUINOLINE	DB08162		
FELBAMATE	X72RBB02N8	FELBAMATE	DB00949	24812	IN
FELBINAC	94WNJ5U8L7	BIPHENYL-4-YL-ACETALDEHYDE	DB07477	262307	IN
FENOFIBRATE	U202363UOS	FENOFIBRATE	DB01039	8703	IN
FENOFIBRIC ACID	BGF9MN2HU1	FENOFIBRATE	DB01039	24852	PIN
FENRETINIDE	187EJ7QEXL	FENRETINIDE	DB05076		
FENTANYL	UF599785JZ	FENTANYL	DB00813	4337	IN
FERULIC ACID	AVM951ZWST	3-(4-HYDROXY-3-METHOXYPHENYL)-2-PROPENOIC ACID	DB07767	1368647	PIN
FESOTERODINE	621G617227	FESOTERODINE	DB06702	797195	IN
FG-9041	62T278S1MX	DNQX	DB03759		
FIDARESTAT	8SH8T1164U	FIDARESTAT	DB02021		
FIDAXOMICIN	Z5N076G8YQ	FIDAXOMICIN	DB08874	1111103	IN
FILAMINAST	CDD69JC61J	FILAMINAST	DB02660		
FINASTERIDE	57GNO57U7G	FINASTERIDE	DB01216	25025	IN
FINGOLIMOD	3QN8BYN5QF	FTY 720	DB05286	1012892	IN
FISETIN	OO2ABO9578	3,7,3',4'-TETRAHYDROXYFLAVONE	DB07795		
FLAVIN ADENINE DINUCLEOTIDE	ZC44YTI8KK	FLAVIN ADENINE DINUCLEOTIDE	DB03147	1314412	IN
FLAVONE	S2V45N7G3B	2-PHENYL-4H-CHROMEN-4-ONE	DB07776	1536070	IN
FLAVOXATE	3E74Y80MEY	FLAVOXATE	DB01148	4440	IN
FLEROXACIN	N804LDH51K	FLEROXACIN	DB04576	42322	IN
FLIBANSERIN	37JK4STR6Z	FLIBANSERIN	DB04908		
FLOXURIDINE	039LU44I5M	FLOXURIDINE	DB00322	4488	IN
FLUCLOXACILLIN	43B2M34G2V	FLUCLOXACILLIN	DB00301	4448	IN
FLUCONAZOLE	8VZV102JFY	FLUCONAZOLE	DB00196	4450	IN
FLUCYTOSINE	D83282DT06	FLUCYTOSINE	DB01099	4451	IN
FLUDARABINE	P2K93U8740	FLUDARABINE	DB01073	24698	IN
FLUDARABINE PHOSPHATE	1X9VK9O1SC	FLUDARABINE	DB01073	25102	PIN
FLUDIAZEPAM	7F64A2K16Z	FLUDIAZEPAM	DB01567		
FLUDROCORTISONE	U0476M545B	FLUDROCORTISONE	DB00687	4452	IN
FLUFENAMIC ACID	60GCX7Y6BH	FLUFENAMIC ACID	DB02266	4453	IN
FLUMAZENIL	40P7XK9392	FLUMAZENIL	DB01205	4457	IN
FLUMETHASONE PIVALATE	0DV09X6F21	FLUMETHASONE PIVALATE	DB00663	25113	PIN
FLUNARIZINE	R7PLA2DM0J	FLUNARIZINE	DB04841	4459	IN
FLUNISOLIDE ANHYDROUS	78M02AA8KF	FLUNISOLIDE	DB00180	1546428	PIN
FLUNISOLIDE	QK4DYS664X	FLUNISOLIDE	DB00180	25120	IN
FLUNITRAZEPAM	620X0222FQ	FLUNITRAZEPAM	DB01544	4460	IN
FLUOCINOLONE ACETONIDE	0CD5FD6S2M	FLUOCINOLONE ACETONIDE	DB00591	4461	PIN
FLUOCINONIDE	2W4A77YPAN	FLUOCINONIDE	DB01047	4462	IN
FLUORESCEIN	TPY09G7XIR	FLUORESCEIN	DB00693	25138	IN
FLUOROMETHOLONE	SV0CSG527L	FLUOROMETHOLONE	DB00324	4491	IN
FLUOROURACIL	U3P01618RT	FLUOROURACIL	DB00544	4492	IN
FLUOXETINE, (R)-	F279341RUQ	(3R)-N-METHYL-3-PHENYL-3-[4-(TRIFLUOROMETHYL)PHENOXY]PROPAN-1-AMINE	DB08472		
FLUOXYMESTERONE	9JU12S4YFY	FLUOXYMESTERONE	DB01185	4494	IN
FLUPENTIXOL	FA0UYH6QUO	FLUPENTIXOL	DB00875	4495	IN
FLUPHENAZINE	S79426A41Z	FLUPHENAZINE	DB00623	4496	IN
FLUPIRTINE	MOH3ET196H	FLUPIRTINE	DB06623	25193	IN
FLURANDRENOLIDE	8EUL29XUQT	FLURANDRENOLIDE	DB00846	4500	IN
FLURAZEPAM	IHP475989U	FLURAZEPAM	DB00690	4501	IN
FLUSPIRILENE	C5QA4GLR9M	FLUSPIRILENE	DB04842	4507	IN
FLUTAMIDE	76W6J0943E	FLUTAMIDE	DB00499	4508	IN
FLUTICASONE	CUT2W21N7U	FLUTICASONE PROPIONATE	DB00588	41126	IN
FLUTICASONE FUROATE	JS86977WNV	FLUTICASONE FUROATE	DB08906	705022	PIN
FLUTICASONE PROPIONATE	O2GMZ0LF5W	FLUTICASONE PROPIONATE	DB00588	50121	PIN
FLUVOXAMINE	O4L1XPO44W	FLUVOXAMINE	DB00176	42355	IN
FOLIC ACID	935E97BOY8	FOLIC ACID	DB00158	4511	IN
FOMEPIZOLE	83LCM6L2BY	FOMEPIZOLE	DB01213	15226	IN
FONDAPARINUX SODIUM	X0Q6N9USOZ	FONDAPARINUX SODIUM	DB00569	322154	PIN
FORASARTAN	065F7WPT0B	FORASARTAN	DB01342		
FORMALDEHYDE	1HG84L3525	FORMALDEHYDE	DB03843	4530	IN
FORMEBOLONE	Z2MMV08KUQ	FORMEBOLONE	DB01569		
FORMESTANE	PUB9T8T355	FORMESTANE	DB08905	15070	IN
FORMIC ACID	0YIW783RG1	FORMIC ACID	DB01942	4537	IN
FORMYLMETHIONINE	PS9357B4XH	N-FORMYLMETHIONINE	DB04464		
FOSAMPRENAVIR	WOU1621EEG	FOSAMPRENAVIR	DB01319	358262	IN
FOSAPREPITANT	6L8OF9XRDC	FOSAPREPITANT	DB06717		
FOSCARNET	364P9RVW4X	FOSCARNET	DB00529	33562	IN
FOSFOMYCIN	2N81MY12TE	FOSFOMYCIN	DB00828	4550	IN
FOSFRUCTOSE	M7522JYX1H	FRUCTOSE-1,6-DIPHOSPHATE	DB04551		
FOSINOPRIL	R43D2573WO	FOSINOPRIL	DB00492	50166	IN
FOSMIDOMYCIN	5829E3D9I9	FOSMIDOMYCIN	DB02948		
FOSPHENYTOIN	B4SF212641	FOSPHENYTOIN	DB01320	72236	IN
FOSPROPOFOL	LZ257RZP7K	FOSPROPOFOL	DB06716	828682	IN
FR-234938	10302WQ21V	FR233623	DB03220		
FRAMYCETIN	4BOC774388	FRAMYCETIN	DB00452	4556	IN
FROVATRIPTAN	H82Q2D5WA7	FROVATRIPTAN	DB00998	228783	IN
FROVATRIPTAN SUCCINATE	D28J6W18HY	FROVATRIPTAN	DB00998	322249	PIN
FUMAGILLIN	7OW73204U1	FUMAGILLIN	DB02640		
FUMARIC ACID	88XHZ13131	FUMARATE	DB01677	25389	PIN
FUMARIC ACID	88XHZ13131	MALEIC ACID	DB04299	25389	PIN
FURAZABOL	2W07HSP5PX	FURAZABOL	DB01514		
FURAZOLIDONE	5J9CPU3RE0	FURAZOLIDONE	DB00614	4601	IN
FUROSEMIDE	7LXU5N7ZO5	FUROSEMIDE	DB00695	4603	IN
FUSIDIC ACID	59XE10C19C	FUSIDIC ACID	DB02703	4608	PIN
GABAPENTIN	6CW7F3G59X	GABAPENTIN	DB00996	25480	IN
GABOXADOL	K1M5RVL18S	GABOXADOL	DB06554		
GADODIAMIDE	84F6U3J2R6	GADODIAMIDE	DB00225	41144	IN
GADOFOSVESET	E65RW73PHS	GADOFOSVESET TRISODIUM	DB06705	1364290	IN
GADOFOSVESET TRISODIUM	XM33Q67UVH	GADOFOSVESET TRISODIUM	DB06705	1364289	PIN
GADOPENTETATE DIMEGLUMINE	RH248G8V27	GADOPENTETATE DIMEGLUMINE	DB00789	25486	IN
GADOVERSETAMIDE	RLM74T3Z9D	GADOVERSETAMIDE	DB00538	228833	IN
GADOXETIC ACID	3QJA87N40S	GADOXETATE	DB08884		
GALACTURONIC ACID	4JK6RN80GF	GALACTURONIC ACID	DB03511		
GALANTAMINE	0D3Q044KCA	GALANTAMINE	DB00674	4637	IN
GALLAMINE TRIETHIODIDE	Q3254X40X2	GALLAMINE TRIETHIODIDE	DB00483	4639	PIN
GALLIUM NITRATE ANHYDROUS	Y2V2R4W9TQ	GALLIUM NITRATE	DB05260		
GALLIUM NITRATE	VRA0C6810N	GALLIUM NITRATE	DB05260	25544	IN
.GAMMA.-CARBOXYGLUTAMIC ACID	16FQV4RZKL	GAMMA-CARBOXY-GLUTAMIC ACID	DB03847		
GAMMA-GLUTAMYLCYSTEINE	M984VJS48P	GAMMA-GLUTAMYLCYSTEINE	DB03408		
GANAXOLONE	98WI44OHIQ	GANAXOLONE	DB05087		
GANCICLOVIR	P9G3CKZ4P5	GANCICLOVIR	DB01004	4678	IN
GANTACURIUM CHLORIDE	LEY8QK99UR	GANTACURIUM CHLORIDE	DB05710		
GAVESTINEL	318X4QY113	GAVESTINEL	DB06741		
GEFITINIB	S65743JHBS	GEFITINIB	DB00317	328134	IN
GELDANAMYCIN	Z3K3VJ16KU	GELDANAMYCIN	DB02424		
GEMCABENE	B96UX1DDKS	GEMCABENE	DB05123		
GEMCITABINE	B76N6SBZ8R	GEMCITABINE	DB00441	12574	IN
GEMFIBROZIL	Q8X02027X3	GEMFIBROZIL	DB01241	4719	IN
GENETICIN	A08F5XTI6G	G418	DB04263		
GENISTEIN	DH2M523P0H	GENISTEIN	DB01645	25696	IN
GENTAMICIN C1A	AV4A72IATD	GENTAMICIN C1A	DB04729		
GENTIAN VIOLET CATION	3GVJ31T6YY	GENTIAN VIOLET	DB00406	1546369	PIN
GENTIAN VIOLET	J4Z741D6O5	GENTIAN VIOLET	DB00406	4778	IN
GESTODENE	1664P6E6MI	GESTODENE	DB06730	25734	IN
GIBBERELLIC ACID	BU0A7MWB6L	GIBBERELLIN A3	DB07814		
GINKGOLIDE A	TAZ2DPR77B	GINKGOLIDE-A	DB06743		
GINKGOLIDE C	32ZQ957R4A	GINKGOLIDE-C	DB06745		
GINKGOLIDE J	M5297RI2UE	GINKGOLIDE-J	DB06746		
GINSENOSIDE C	N219O0L31C	GINSENOSIDE C	DB06748		
GLICLAZIDE	G4PX8C4HKV	GLICLAZIDE	DB01120	4816	IN
GLIMEPIRIDE	6KY687524K	GLIMEPIRIDE	DB00222	25789	IN
GLIPIZIDE	X7WDT95N5C	GLIPIZIDE	DB01067	4821	IN
GLIQUIDONE	C7C2QDD75P	GLIQUIDONE	DB01251	25793	IN
GLISOXEPIDE	H7SC0I332I	GLISOXEPIDE	DB01289		
GLUCONIC ACID	R4R8J0Q44B	GLUCONIC ACID	DB04304	70599	IN
GLUCONOLACTONE	WQ29KQ9POT	GLUCONOLACTONE	DB04564	25842	IN
GLUCOSAMINE	N08U5BOQ1K	GLUCOSAMINE	DB01296	4845	IN
GLUCOSE-6-PHOSPHATE	375AW34SQA	GLUCOSE-6-PHOSPHATE	DB03581	1541246	IN
GLUCURONIC ACID	8A5D83Q4RW	D-GLUCURONIC ACID	DB03156	1426906	PIN
GLUFOSINATE, (R)-	M758GI0FEX	2-AMINO-4-(HYDROXYMETHYL-PHOSPHINYL)BUTANOIC ACID	DB02663		
GLUTAMIC ACID	3KX376GY7L	D-GLUTAMIC ACID	DB02517	25916	PIN
GLUTAMIC ACID	3KX376GY7L	L-GLUTAMIC ACID	DB00142	25916	PIN
GLUTAMIC ACID, D-	Q479989WEA	D-GLUTAMIC ACID	DB02517	1428878	IN
GLUTAMINE	0RH81L854J	D-GLUTAMINE	DB02174	4885	IN
GLUTAMINE	0RH81L854J	L-GLUTAMINE	DB00130	4885	IN
GLUTAMINE, D-	63HB36CA2Y	D-GLUTAMINE	DB02174		
GLUTARAL	T3C89M417N	PENTANEDIAL	DB03266	4888	IN
GLUTARIC ACID	H849F7N00B	GLUTARIC ACID	DB03553		
GLUTATHIONE	GAN16C9B8O	GLUTATHIONE	DB00143	4890	IN
GLYBURIDE	SX6K58TVWC	GLYBURIDE	DB01016	4815	IN
GLYCERALDEHYDE, D-	41A680M0WB	(2R)-2,3-DIHYDROXYPROPANAL	DB02536		
GLYCERIN	PDC6A3C0OX	GLYCEROL	DB04077	4910	IN
GLYCEROL PHENYLBUTYRATE	ZH6F1VCV7B	GLYCEROL PHENYLBUTYRATE	DB08909	1368451	PIN
GLYCERYL 1-PHOSPHATE, (R)-	370V52HE4B	3-PHOSPHOGLYCEROL	DB02515		
GLYCERYL 2-PHOSPHATE	WWH06G87W6	GLYCEROL-2-PHOSPHATE	DB01779		
GLYCINE	TE7660XO1C	GLYCINE	DB00145	4919	IN
GLYCOCHENODEOXYCHOLIC ACID	451ZNJ667Y	GLYCOCHENODEOXYCHOLIC ACID	DB02123		
GLYCOCYAMINE	GO52O1A04E	N-[AMINO(IMINO)METHYL]GLYCINE	DB02751		
GLYCOLIC ACID	0WT12SX38S	HYDROXYACETIC ACID	DB03085	587318	PIN
GLYMIDINE	4C5I4BQZ8F	GLYCODIAZINE	DB01382	102848	IN
GLYPHOSATE	4632WW1X5A	GLYPHOSATE	DB04539		
GO-6850	L79H6N0V6C	RBT205 INHIBITOR	DB03777		
GOLOTIMOD	637C487Y09	SCV-07	DB05475		
GOSERELIN	0F65R8P09N	GOSERELIN	DB00014	50610	IN
GOSOGLIPTIN	GI718UO477	2-(4-{(3S,5S)-5-[(3,3-DIFLUOROPYRROLIDIN-1-YL)CARBONYL]PYRROLIDIN-3-YL}PIPERAZIN-1-YL)PYRIMIDINE	DB08382		
GPI-1485	0709BVY57W	GPI-1485	DB05814		
GRANISETRON	WZG3J2MCOL	GRANISETRON	DB00889	26237	IN
GRISEOFULVIN	32HRV3E3D5	GRISEOFULVIN	DB00400	5021	IN
GTS-21	8S399XDN2K	GTS-21	DB05708		
GUANABENZ	GGD30112WC	GUANABENZ	DB00629	5033	IN
GUANETHIDINE	ZTI6C33Q2Q	GUANETHIDINE	DB01170	5036	IN
GUANFACINE	30OMY4G3MK	GUANFACINE	DB01018	40114	IN
GUANIDINE	JU58VJ6Y3B	GUANIDINE	DB00536	50675	IN
GUANINE	5Z93L87A1R	GUANINE	DB02377	1372539	IN
GUANOSINE	12133JR80S	GUANOSINE	DB02857		
GUVACINE	41538P325K	GUVACINE	DB08848		
GW-501516	7I2HA1NU22	GW 501516	DB05416		
GW-590735	QKY617BBX5	2-METHYL-2-(4-{[({4-METHYL-2-[4-(TRIFLUOROMETHYL)PHENYL]-1,3-THIAZOL-5-YL}CARBONYL)AMINO]METHYL}PHENOXY)PROPANOIC ACID	DB07215		
H-89	M876330O56	N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE	DB07995		
HADACIDIN	BFO5P1010A	HADACIDIN	DB02109		
HALAZEPAM	320YC168LF	HALAZEPAM	DB00801	26412	IN
HALOBETASOL	9P6159HM7T	HALOBETASOL PROPIONATE	DB00596	41208	IN
HALOBETASOL PROPIONATE	91A0K1TY3Z	HALOBETASOL PROPIONATE	DB00596	45318	PIN
HALOPERIDOL	J6292F8L3D	HALOPERIDOL	DB00502	5093	IN
HALOPROGIN	AIU7053OWL	HALOPROGIN	DB00793	26422	IN
HALOXYFOP-P	I57833604I	(2S)-2-(4-{[3-CHLORO-5-(TRIFLUOROMETHYL)PYRIDIN-2-YL]OXY}PHENOXY)PROPANOIC ACID	DB07870		
HARMINE	4FHH5G48T7	7-METHOXY-1-METHYL-9H-BETA-CARBOLINE	DB07919		
HE3286	PH8858757I	HE3286	DB05212		
HEPTABARBITAL	V10R70ML23	HEPTABARBITAL	DB01354		
HEPTANAMIDE	6QX6H3415T	HEPTANAMIDE	DB02641		
HEPTANOIC ACID	THE3YNP39D	HEPTANOIC ACID	DB02938	991260	IN
HESPERETIN	Q9Q3D557F1	HESPERETIN	DB01094	1314255	IN
HESPERIDIN	E750O06Y6O	HESPERIDIN	DB04703	5281	IN
HETACILLIN	TN4JSC48CV	HETACILLIN	DB00739	26797	IN
HEXACHLOROPHENE	IWW5FV6NK2	HEXACHLOROPHENE	DB00756	5293	IN
HEXADECANAL	WQD27655QE	HEXADECANAL	DB03381		
HEXAFLUORENIUM	55W5L6G81R	HEXAFLURONIUM	DB00941	26826	IN
HEXAMETHYLENEDIAMINE	ZRA5J5B2QW	1,6-DIAMINOHEXANE	DB03260		
HEXAMIDINE	3483C2H13H	4,4'[1,6-HEXANEDIYLBIS(OXY)]BISBENZENECARBOXIMIDAMIDE	DB03808	26849	IN
HEXANE	2DDG612ED8	HEXANE	DB02764		
HEXANEDIOL	ZIA319275I	HEXANE-1,6-DIOL	DB02210	1307037	IN
HEXESTROL	10BI795R7D	4-[(1R,2S)-1-ETHYL-2-(4-HYDROXYPHENYL)BUTYL]PHENOL	DB07931		
HISTAMINE DIHYDROCHLORIDE	3POA0Q644U	HD-O	DB05891	142136	PIN
HISTAMINE PHOSPHATE	QWB37T4WZZ	HISTAMINE PHOSPHATE	DB00667	26925	PIN
HISTIDINE	4QD397987E	L-HISTIDINE	DB00117	5340	IN
HOMOCYSTEINE	0LVT1QZ0BA	2-AMINO-4-MERCAPTO-BUTYRIC ACID	DB04422		
HOMOGENTISIC ACID	NP8UE6VF08	2-(3,6-DIHYDROXYPHENYL)ACETIC ACID	DB08327		
HOMOSERINE	6KA95X0IVO	L-HOMOSERINE	DB04193		
HUPERZINE A	0111871I23	HUPERAINE A	DB01928		
HUPERZINE A	0111871I23	HUPERZINE A	DB04864		
HYDRACRYLIC ACID	C4ZF6XLD2X	3-HYDROXY-PROPANOIC ACID	DB03688		
HYDRALAZINE	26NAK24LS8	HYDRALAZINE	DB01275	5470	IN
HYDROCHLOROTHIAZIDE	0J48LPH2TH	HYDROCHLOROTHIAZIDE	DB00999	5487	IN
HYDROCODONE	6YKS4Y3WQ7	HYDROCODONE	DB00956	5489	IN
HYDROCORTAMATE	Y3N00BK5WK	HYDROCORTAMATE	DB00769		
HYDROCORTISONE	WI4X0X7BPJ	HYDROCORTISONE	DB00741	5492	IN
HYDROFLUMETHIAZIDE	501CFL162R	HYDROFLUMETHIAZIDE	DB00774	5495	IN
HYDROMORPHINOL	1O00P9X5C1	HYDROMORPHINOL	DB01512		
HYDROMORPHONE	Q812464R06	HYDROMORPHONE	DB00327	3423	IN
HYDROOROTIC ACID, L-	4LPL64ZNA5	DIHYDROOROTIC ACID	DB02129		
HYDROXOCOBALAMIN	Q40X8H422O	HYDROXOCOBALAMIN	DB00200	5514	IN
HYDROXYPROLINE	RMB44WO89X	HYDROXYPROLINE	DB08847	1311548	IN
HYDROXYPYRUVIC ACID	934B2KHY0S	3-HYDROXYPYRUVIC ACID	DB02951		
HYDROXYSTILBAMIDINE ISETHIONATE	0163PVD2QZ	HYDROXYSTILBAMIDINE ISETHIONATE	DB01040		
HYDROXYTAMOXIFEN	95K54647BZ	AFIMOXIFENE	DB04468		
HYDROXYUREA	X6Q56QN5QC	HYDROXYUREA	DB01005	5552	IN
HYMECROMONE	3T5NG4Q468	7-HYDROXY-4-METHYL-2H-CHROMEN-2-ONE	DB07118	5556	IN
HYOSCYAMINE	PX44XO846X	HYOSCYAMINE	DB00424	153970	IN
HYPERFORIN	RM741E34FP	HYPERFORIN	DB01892		
HYPOPHOSPHITE ION	238U65NZ04	HYPOPHOSPHITE	DB04053	1546440	IN
HYPOXANTHINE	2TN51YD919	HYPOXANTHINE	DB04076		
IBANDRONIC ACID	UMD7G2653W	IBANDRONATE	DB00710	115265	PIN
IBUDILAST	M0TTH61XC5	IBUDILAST	DB05266		
ICATIBANT	7PG89G35Q7	ICATIBANT	DB06196	1148138	IN
ICOSAPENT	AAN7QOV9EA	ICOSAPENT	DB00159	90	PIN
ICOSAPENT ETHYL	6GC8A4PAYH	ICOSAPENT ETHYL	DB08887	1304974	IN
IDARUBICIN	ZRP63D75JW	IDARUBICIN	DB01177	5650	IN
IDOXURIDINE	LGP81V5245	IDOXURIDINE	DB00249	5653	IN
IDRONOXIL	995FT1W541	PHENOXODIOL	DB04915		
ILOMASTAT	I0403ML141	GM6001	DB02255	1368877	IN
ILOPERIDONE	VPO7KJ050N	ILOPERIDONE	DB04946	73178	IN
IMATINIB	BKJ8M8G5HI	IMATINIB	DB00619	282388	IN
IMIDACLOPRID	3BN7M937V8	(2E)-1-[(6-CHLOROPYRIDIN-3-YL)METHYL]-N-NITROIMIDAZOLIDIN-2-IMINE	DB07980	1251576	IN
IMIPENEM	71OTZ9ZE0A	IMIPENEM	DB01598	5690	IN
IMIPENEM ANHYDROUS	Q20IM7HE75	IMIPENEM	DB01598	1545986	PIN
IMIPRAMINE	OGG85SX4E4	IMIPRAMINE	DB00458	5691	IN
IMIQUIMOD	P1QW714R7M	IMIQUIMOD	DB00724	59943	IN
IMPLITAPIDE	Q70OH404HR	IMPLITAPIDE	DB04852		
