CONCEPT_NAME	CONCEPT_ID	CONCEPT_NAME_2	PRECEDENCE
Renagel	19015832	RenaGel	1
Renatriol	43574747	Renatriol	1
Renatura	43579902	Renatura Naturheilmittel GmbH	1
Reneel	44019130	Reneel	1
Renitec	19024123	Renitec	1
Rennie	21017369	Rennie Fruit	1
Renodoron	43574750	Renodoron	1
Rentylin	43574752	Rentylin	1
Renvela	19021217	Renvela	1
Reopro	19022509	ReoPro	1
Repaglinid Abz	43574755	Repaglinid Abz	1
Repaglinid Al	43574756	Repaglinid Al	1
Repaglinid Hexal	43574758	Repaglinid Hexal	1
Repaglinid Hormosan	43574759	Repaglinid Hormosan	1
Repaglinid Stada	43574761	Repaglinid Stada	1
Repaglinide	1516766	repaglinide	1
Reparil	43130168	REPARIL	1
Repatha	46287488	Repatha	1
Repevax	21016342	Repevax	1
Repha	43580202	Repha GmbH Biologische Arzneimittel	1
Repha Os	43574773	Repha Orphon Indischer Nierentee	1
Replagal	21018259	Replagal	1
Reproterol	19035396	reproterol	1
Requip	19023207	Requip	1
Requip Lp	19023207	Requip	1
Requip modutab	19023207	Requip	1
Requip modutab A4x	19023207	Requip	1
Requip modutab B2d	19023207	Requip	1
Requip modutab Bbf	19023207	Requip	1
Requip modutab Bra	19023207	Requip	1
Requip modutab Cc4	19023207	Requip	1
Requip modutab Doc	19023207	Requip	1
Requip modutab Grk	19023207	Requip	1
Requip modutab Ml8	19023207	Requip	1
Requip modutab Mtk	19023207	Requip	1
Rescinnamine	19062195	rescinnamine	1
Rescueflow	21014709	RescueFlow	1
Rescuvolin	43574775	Rescuvolin	1
Reserpine	1362225	Reserpine	1
Resochin	43574777	Resochin	1
Resolor	21018621	Resolor	1
Resonium A	21014528	Resonium A	1
Resorcin	935390	resorcinol	1
Resorcinol	935390	resorcinol	1
Restex	43574781	Restex	1
Resveratrol	40225716	Resveratrol	1
Retacrit	21015662	Retacrit	1
Retapamulin	991003	retapamulin	1
Reteplase	19024191	Reteplase	1
Retigabine	40239995	ezogabine	1
Retinol	19008339	Vitamin A	1
Retorta	43579176	Retorta - Gesellschaft mit beschraenkter Haftung	1
Retrovir	19043794	Retrovir	1
Retterspitz	43578143	Retterspitz GmbH	1
Retterspitz Bronchial	43574791	Retterspitz Bronchial	1
Revasc	43254007	Revasc	1
Revatio	19079047	Revatio	1
Revaxis	21015369	Revaxis	1
Reverin	44019155	Reverin	1
Micardis Plus Doc	19073162	Micardis	1
Micardis Plus Grk	19073162	Micardis	1
Micardis Plus Ml8	19073162	Micardis	1
Michallik	43579219	Wero-medical Werner Michallik GmbH & Co.KG	1
Mickan	43580392	Heinrich Mickan Gesellschaft mit beschraenkter Haftung	2
Mickan	43579650	Mickan Arzneimittel Gesellschaft mit beschraenkter Haftung	1
Miclast	43574075	Miclast	1
Miconazol Acis	43574076	Miconazol Acis	1
Miconazol Aristo	43574078	Miconazol Aristo	1
Miconazol Lindopharm	43574080	Miconazol Lindopharm	1
Miconazole	907879	Miconazole	1
Micotar	43574083	Micotar	1
Micro Labs	43578815	Micro Labs GmbH - Zweigniederlassung -	1
Micrococcus Pyogenes	42900203	Streptococcus pyogenes	1
Microgynon	21014736	Microgynon	1
Microlax	43253352	Microlax	1
Microlut	43253354	Microlut	1
Micropaque	43130106	MICROPAQUE	1
Mictonetten	43574087	Mictonetten	1
Mictonorm	43574088	Mictonorm	1
Mictonorm Uno	43574089	Mictonorm Uno	1
Midazolam	708298	Midazolam	1
Midazolam Accord	43130110	MIDAZOLAM ACCORD	1
Midazolam Hexal	43574127	Midazolam Hexal	1
Midazolam Rotexmedica	43574130	Midazolam Rotexmedica	1
Midesia	43574133	Midesia	1
Midien	43574134	Midien	1
Midodrine	1308368	Midodrine	1
Midro	43578832	Midro Loerrach GmbH	1
Mifamurtide	36878942	Mifamurtide	1
Miflonide	43574144	Miflonide	1
Miglitol	1510202	miglitol	1
Miglustat	19045272	Miglustat	1
Migraeflux Mcp	43574173	Migraeflux Mcp	1
Migraenerton	43574177	Migraenerton	1
Migraenin Phenazon	43574178	Migraenin Phenazon	1
Migralave	43574179	Migralave + Mcp	1
Milan Arzneimittel	43578166	MILAN Arzneimittel GmbH	1
Milchzucker	43574182	Milchzucker	1
Milgamma	43574183	Milgamma	1
Milgamma Protekt	43574190	Milgamma Protekt	1
Milk	46276228	Felis catus milk prepration	1
Milk	46276229	Human milk preparation	2
Milk	42898735	Canis lupus familiaris milk preparation	3
Milk	40170656	cow milk allergenic extract	4
Milk Serum Protein	40175834	casein allergenic extract	1
Milnacipran	19080226	Milnacipran	1
Milneuron N	43574191	Milneuron Weichkapseln	1
Milrinone	1368671	Milrinone	1
Miltefosine	44816310	miltefosine	1
Miltenyi Biotec	43580338	Miltenyi Biotec GmbH Niederlassung Teterow	1
Miltex	43130127	MILTEX	1
Milupa	21020243	Milupa Ltd	1
Mimpara	21018334	Mimpara	1
Mimulus Guttatus	42899687	Mimulus guttatus flowering top extract	1
Mimulus Guttatus	36249189	Mimulus guttatus whole extract	2
Minakne	43574197	Minakne	1
Minalka	21016841	Minalka	1
Minette	43574199	Minette	1
Minipress	19012594	Minipress	1
Minirin	40168796	Minirin	1
Minirin Csl	40168796	Minirin	1
Minirin Fer	40168796	Minirin	1
Minisiston	43574203	Minisiston	1
Minisiston 20 Fem	43574204	Minisiston 20 Fem	1
Minitrans	43574205	Minitrans 10	1
Minoclir	43574207	Minoclir	1
Minocyclin Hexal	43574208	Minocyclin Hexal	1
Minocycline	1708880	Minocycline	1
Minoplus	43574210	Minoplus	1
Minoxidil	1309068	Minoxidil	1
Minulet	21016687	Minulet	1
Miochol E	19051033	Miochol-E	1
Mip Pharma	43132502	MIP PHARMA (ALLEMAGNE)	1
Mipyrin	43572856	Mipyrin	1
Mirabegron	42873636	mirabegron	1
Mirapexin	21016694	Mirapexin	1
Miraxid	19072124	Miraxid	1
Mircera	45775167	Mircera	1
Mirena	19022254	Mirena	1
Mirfulan	43572859	Mirfulan	1
Mirta Tad	43572861	Mirta Tad	1
Mirtagamma	43572862	Mirtagamma	1
Mirtalich	43572863	Mirtalich	1
Mirtazapin Abz	43572866	Mirtazapin Abz	1
Mirtazapin Al	43572867	Mirtazapin Al	1
Mirtazapin Aurobindo	43572868	Mirtazapin Aurobindo	1
Mirtazapin Beta	43572869	Mirtazapin Beta	1
Mirtazapin Biomo	43573638	Mirtazepin-Biomo	1
Mirtazapin Bluefish	43572870	Mirtazapin Bluefish	1
Mirtazapin Dura	43572871	Mirtazapin Dura	1
Mirtazapin Heumann	43572872	Mirtazapin Heumann	1
Mirtazapin Hexal	43572873	Mirtazapin Hexal	1
Mirtazapin Stada	43573630	Mirtazapin Stada	1
Mirtazapine	725131	Mirtazapine	1
Mirtazelon	43573637	Mirtazelon	1
Mirvaso	43560604	Mirvaso	1
Misoprostol	1150871	Misoprostol	1
Mistel	43573639	Mistel	1
Mistelan	43573639	Mistel	1
Mit Gesundheit	43579919	MIT Gesundheit GmbH	1
Mitchella Repens	44012651	Mitchella Repens	1
Mitem	43573646	Mitem	1
Mitobronitol	19125635	Mitobronitol	1
Mitomycin	1389036	Mitomycin	1
Mitomycin Teva	43573760	Mitomycin Teva	1
Mitotane	1309161	Mitotane	1
Mitoxantron	43573764	Mitoxantron	1
Mitoxantron Nc	43573768	Mitoxantron Nc	1
Mitoxantrone	1309188	Mitoxantrone	1
Mitsubishi Pharma	21019639	Mitsubishi Tanabe Pharma Europe Ltd	1
Mivacron	19022256	Mivacron	1
Mivacurium Chloride	19010459	mivacurium	1
Mixtard	21017389	Mixtard	1
Mizolastine	19086100	mizolastine	1
Mizollen	19018090	Mizollen	1
Mobec	43573773	Mobec	1
Mobic	19023139	Mobic	1
Mobilat Schmerzspray	43573778	Mobilat Schmerzspray	1
Mobloc	43573781	Mobloc	1
Moclobemid Al	43573782	Moclobemid Al	1
Moclobemid Hexal	43573783	Moclobemid Hexal	1
Moclobemid Real	43573784	Moclobemid Real	1
Moclobemid Sandoz	43573785	Moclobemid Sandoz	1
Moclobemid Stada	43573786	Moclobemid Stada	1
Moclobemide	19010652	Moclobemide	1
Moclobeta	43573877	Moclobeta	1
Moclodura	43573878	Moclodura	1
Modafinil	710650	modafinil	1
Modafinil Aurobindo	43573879	Modafinil Aurobindo	1
Modafinil Heumann	43573881	Modafinil Heumann	1
Modigraf	21014798	Modigraf	1
Modip	43573884	Modip	1
Modopar	19071969	Madopar	1
Moducren	21014649	Moducren	1
Moducrin	43573885	Moducrin	1
Moduretic	43525485	Moduretic	1
Moexipril	1310756	moexipril	1
Mofebutazone	19072129	mofebutazone	1
Mogadan	43573889	Mogadan	1
Mogadon	19014645	Mogadon	1
Molevac	43573891	Molevac	1
Molgramostim	19009676	molgramostim	1
Molimin	43578502	Molimin Arzneimittel GmbH	1
Molitor	43577985	Antiseptica Dr. Hans-Joachim Molitor GmbH	1
Molkur	43573893	Molkur	1
Molsidomin Al	43573983	Molsidomin Al	1
Molsidomin Sandoz	43573984	Molsidomin Sandoz	1
Molsidomin Stada	43573985	Molsidomin Stada	1
Molsidomine	19009819	Molsidomine	1
Molsihexal	43573988	Molsihexal	1
Molteni	43578163	L.Molteni & C.dei F.lli Alitti Societa di Esercizio S.p.A.	1
Molybdenum	19009896	Molybdenum	1
Momecutan	43573989	Momecutan	1
Momegalen	43573992	Momegalen	1
Mometahexal	43573995	Mometahexal	1
Mometason Glenmark	43573997	Mometason Glenmark	1
Mometasone	905233	Mometasone	1
Mometasonfuroat Abz	43574000	Mometasonfuroat Abz	1
Mometasonfuroat Cipla	43574002	Mometasonfuroat Cipla	1
Mometasonfuroat Glenmark	43574004	Mometasonfuroat Glenmark	1
Momordica Balsamina	42899648	Momordica balsamina immature fruit extract	2
Momordica Balsamina	35605672	Momordica balsamina whole extract	1
Momordica Charantia	42899649	Momordica charantia fruit extract	1
Momordica Charantia	45776029	Momordica charantia whole extract	2
Mona Hexal	43574007	Mona Hexal	1
Monascus Purpureus	44507650	Monascus Purpureus	1
Monit Puren	19013051	Monit	1
Monit Puren	21016213	Monit XL60	2
Monkasta	43574008	Monkasta	1
Mono Demetrin	43574009	Mono Demetrin	1
Mono Jod	43574018	Mono-Jod	1
Mono Praecimed	43574011	Mono Praecimed	1
Monobenzone	929983	monobenzone	1
Monochloroacetic Acid	19059552	Chloroacetate	1
Monoclair	43574019	Monoclair	1
Monodex	43574093	Monodex	1
Monofer	21017913	Monofer	1
Monofluorophosphoric Acid	19068715	monofluorophosphate	1
Mononine	19053633	Mononine	1
Monopost	21017244	Monopost	1
Monoprost	43574098	Monoprost	1
Monostep	43574099	Monostep	1
Monotard	21015191	Monotard	1
Monotrean	43574100	Monotrean	1
Monovo	43574101	Monovo	1
Montavit	44024732	Pharmazeutische Fabrik Montavit Ges M.B.H	1
Montelair Hexal	43574103	Montelair Hexal	1
Montelubronch	43574106	Montelubronch	1
Montelukast	1154161	montelukast	1
Montelukast Abz	43574109	Montelukast Abz	1
Montelukast Actavis	43130415	MONTELUKAST ACTAVIS	1
Montelukast Al	43574110	Montelukast Al	1
Montelukast Aristo	43574111	Montelukast Aristo	1
Montelukast Axcount	43574113	Montelukast Axcount	1
Montelukast Beta	43574120	Montelukast Juta	1
Montelukast Dura	43574116	Montelukast Dura	1
Montelukast Glenmark	43574118	Montelukast Glenmark	1
Montelukast Heumann	43574119	Montelukast Heumann	1
Montelukast Juta	43574120	Montelukast Juta	1
Montelukast Mylan	43130424	MONTELUKAST MYLAN	1
Montelukast Stada	43574146	Montelukast Stada	1
Montelukast Zentiva	43574152	Montelukast Zentiva	1
Monuril	21016534	Monuril	1
Moorstore	43579415	Moor-Apotheke	1
Moraxella	45775445	MORAXELLA CATARRHALIS SUBSP. CATARRHALIS	1
Morazone	19072151	morazone	1
Morea Sanol	43574161	Morea Sanol	1
Morinda Citrifolia	1345632	Morinda citrifolia extract	1
Morinda Citrifolia	42899653	Morinda citrifolia fruit extract	2
Morinda Citrifolia	42899387	MORINDA CITRIFOLIA FRUIT JUICE	3
Morinda Citrifolia	42899654	Morinda citrifolia leaf extract	4
Morinda Citrifolia	42899388	MORINDA CITRIFOLIA SEED OIL	5
Morinda Citrifolia	36249725	Morinda citrifolia whole extract	6
Morinda Officinalis	45775551	Morinda officianalis root extract	1
Morinda Officinalis	44785292	Morinda officinalis whole extract	2
Moringa Oleifera	42899655	Moringa oleifera bark extract	1
Moringa Oleifera	42899656	Moringa oleifera leaf extract	2
Moringa Oleifera	42899657	Moringa oleifera seed extract	3
Moroctocog Alfa	45776421	efmoroctocog alfa	1
Moroctocog Alfa	1352213	Factor VIII	2
Moronal	43574163	Moronal	1
Moroprofen	43574165	Moroprofen 200	1
Moroxydine	19010924	moroxydine	1
Morphanton	43574168	Morphanton	1
Morphin Aristo	43572836	Morphin Aristo	1
Morphin Heumann	43572838	Morphin Heumann	1
Morphin Hexal	43572839	Morphin Hexal	1
Morphine	1110410	Morphine	1
Morrhuic Acid	45776146	MORRHUATE	1
Morus Alba	42899668	Morus alba bark extract	1
Morus Alba	43525780	Morus alba extract	2
Morus Alba	42899669	Morus alba leaf extract	3
Morus Alba	42899670	Morus alba root bark extract	4
Morus Alba	42899671	Morus alba root extract	5
Morus Alba	42899672	Morus alba stem extract	6
Morus Nigra	42899674	Morus nigra fruit extract	1
Morus Nigra	42899675	Morus nigra root extract	2
Moschus	44017938	Moschus	1
Motens	21015794	Motens	1
Motilium	19026471	Motilium	1
Movalis	43253538	Movalis	1
Moventig	21016616	Moventig	1
Movetis	21019598	Movetis N.V.	1
Movicol	43253544	Movicol	1
Moviprep	19000552	MoviPrep	1
Mowel	43572887	Mowel	1
Mowivit	43572888	Mowivit	1
Moxaverine	19113058	moxaverine	1
Moxifloxacin	1716903	moxifloxacin	1
Moxifloxacin Abz	43572893	Moxifloxacin Abz	1
Moxifloxacin Al	43572894	Moxifloxacin Al	1
Moxifloxacin Aurobindo	43572896	Moxifloxacin Aurobindo	1
Moxifloxacin Heumann	43573657	Moxifloxacin Heumann	1
Moxifloxacin Hexal	43573658	Moxifloxacin Hexal	1
Moxifloxacin Ibisqus	43573659	Moxifloxacin Ibisqus	1
Moxobeta	43573670	Moxobeta	1
Moxodura	43573671	Moxodura	1
Moxogamma	43573672	Moxogamma	1
Moxonidin Abz	43573675	Moxonidin Abz	1
Moxonidin Al	43573676	Moxonidin Al	1
Moxonidin Heumann	43573677	Moxonidin Heumann	1
Moxonidin Hexal	43573678	Moxonidin Hexal	1
Moxonidin Sandoz	43573679	Moxonidin Sandoz	1
Moxonidin Stada	43573680	Moxonidin Stada	1
Moxonidine	19011021	moxonidine	1
Mr Pharma	43578756	MR Pharma GmbH	1
Msd Sharp&Dohme	21019730	Merck Sharp & Dohme Ltd	1
Mst Continus	19053549	MST Continus	1
Mtx Hexal	43573798	Mtx Hexal	1
Mtx Medac	43573799	Mtx Medac	1
Mtx Sandoz	43573800	Mtx Sandoz	1
Muco aspecton	21016205	Muco	1
Muco Panoral	21016205	Muco	1
Muco Sanig	21016205	Muco	1
Muco Sanigen	21016205	Muco	1
Mucoangin	43573806	Mucoangin	1
Mucor Javanicus	40161334	Mucor extract	1
Mucor Racemosus	42903685	Mucor racemosus immunoserum rabbit	2
Mucor Racemosus	19097396	Mucor racemosus preparation	1
Mucos	43580109	MUCOS Pharma GmbH & Co. KG	1
Mucosa	43013521		1
Mucosa	43012550		2
Mucosa Nasalis	42900160	Sus scrofa nasal mucosa preparation	1
Mucosa Nasalis	43013521	Bos taurus nasal mucosa preparation	2
Mucosa Vesicularis Urinalis	42900191	Sus scrofa urinary bladder preparation	1
Mucosa Vesicularis Urinalis	46275332	Bos taurus urinary bladder preparation	2
Mucosolvan	43573812	Mucosolvan	1
Mucozym	43573820	Mucozym	1
Multaq	40163165	Multaq	1
Multibionta	21016531	Multibionta	1
Multibionta A	21016531	Multibionta	1
Multibionta Plus	21016531	Multibionta	1
Multigeneris	43579335	Multigeneris Pharma	1
Multihance	19054848	MultiHance	1
Multivitamin	21018579	Multivitamin	1
Multivitamins	36878782		1
Munalea	21015589	Munalea	1
Mundbalsam	43573904	Mundbalsam	1
Mundipharma	43132683	MUNDIPHARMA	1
Muni	43573906	Muni	1
Mupirocin	951511	Mupirocin	1
Murelax	43253570	Murelax	1
Muribus Mycelli	43525801	Grifola frondosa whole extract	1
Muromonab-Cd3	19051865	Muromonab-CD3	1
Muse	40165059	Muse	1
Mutaflor	21016838	Mutaflor	1
Muxan	43573909	Muxan	1
Myambutol	19012562	Myambutol	1
Myambutol Inh	19012562	Myambutol	1
Mycare	43578244	myCare OHG	1
Mycobacterium Bovis	42903970	Mycobacterium bovis	1
Mycobacterium Phlei	42899689	Mycobacterium phlei	1
Mycobacterium Tubrculosis	44816298	Mycobacterium tuberculosis	1
Mycobutin	19088649	Mycobutin	1
Mycoderm	43253573	Mycoderm	1
Mycofug	43573911	Mycofug	1
Myconormin	43573912	Myconormin	1
Mycophenolate Mofetil	19003999	mycophenolate mofetil	1
Mycophenolatmofetil Biomo	43573919	Mycophenolatmofetil Biomo	1
Mycophenolic Acid	19012565	Mycophenolic Acid	1
Mycospor	43253468	Mycospor	1
Mycoster	43130644	MYCOSTER	1
Mydocalm	43573926	Mydocalm	1
Myfenax	21017828	Myfenax	1
Myfortic	19078965	Myfortic	1
Myfungar	43574023	Myfungar	1
Myfungar 1	43574024	Myfungar 1	1
Myko Cordes	43574027	Myko Cordes	1
Myko Cordes Plus	43574028	Myko Cordes Plus	1
Mykofungin	43574032	Mykofungin	1
Mykosert	43574038	Mykosert	1
Mykotin	43574040	Mykotin	1
Mykundex	43574042	Mykundex	1
Mylepsinum	43574046	Mylepsinum	1
Myleran	19044855	Myleran	1
Myocardium	36878746	Myocardium	1
Myocet	21017157	Myocet	1
Myolastan	43130649	MYOLASTAN	1
Myoson	43574049	Myoson	1
Myosotis Arvensis	42904089	Myosotis arvensis extract	1
Myozyme	19088512	Myozyme	1
Myrciaria Dubia	42899693	Myrciaria dubia fruit extract	1
Myrciaria Dubia	42899694	Myrciaria dubia seed extract	2
Myrica Cerifera	35603843	Myricaria paniculata stem extract	1
Myristica Fragans	45776901	Myristica fragrans whole extract	1
Myrtecaine	19080395	myrtecaine	1
Myrtol	19018433	myrtol	1
Myrtus Communis	42900431	myrtle leaf oil	1
Mysteclin	43572851	Mysteclin	1
Mytelase	19057898	Mytelase	1
Mywy	43572853	Mywy	1
Naaxia	43130653	NAAXIA	1
Nabit	43573686	Nabit	1
Nabumetone	1113648	nabumetone	1
Nac Axcount	43573694	Nac Axcount	1
Nac Lindopharm	43573695	Nac Lindopharm	1
Nac Sandoz	43573696	Nac Sandoz	1
Nac Temmler	43573700	Nac Temmler	1
N-Acetylglucosamine	43012214	Acetylglucosamine	1
N-Acetyl-L-Tyrosin	19011456	N-acetyltyrosine	1
N-Acetylmethionine	43532053	N-acetylmethionine	1
Nacom	43573709	Nacom	1
Nadifloxacin	36878831	Nadifloxacin	1
Nadixa	43573710	Nadixa	1
Nadolol	1313200	Nadolol	1
Nadroparin Calcium	19001014	Nadroparin	1
Naemis	43130656	NAEMIS	1
Nafarelin	1507558	Nafarelin	1
Naftazone	19080493	naftazone	1
Nafti	43573711	Nafti-Ct	1
Nafti Ct	43573711	Nafti-Ct	1
Naftidrofuryl	19014035	Nafronyl	1
Naftifine	914053	naftifine	1
Naftilong	43573714	Naftilong	1
Nagel Batrafen	43573715	Nagel Batrafen	1
Naglazyme	19079782	Naglazyme	1
Naja Naja	35603747	Naja naja whole extract	1
Nalador	43130667	NALADOR	1
Nalbuphine	1114122	Nalbuphine	1
Nalidin	43573718	Nalidin	1
Nalidixic Acid	986864	Nalidixate	1
Nalmefene	19014158	nalmefene	1
Nalorex	21015936	Nalorex	1
Naloxegol	45774613	naloxegol	1
Naloxon Inresa	43573721	Naloxon Inresa	1
Naloxone	1114220	Naloxone	1
Naltrexone	1714319	Naltrexone	1
Nam Neukoenigsfoer	43578390	NAM Neukoenigsfoerder Arzneimittel GmbH	1
Nandrolone	1514412	Nandrolone	1
Naphazoline	914533	Naphazoline	1
Naphthalene	42899647	Naphthalene	1
Naphthoquine	35605296	NAPHTHOQUINE	1
Naproxen	1115008	Naproxen	1
Naproxen Acis	43573734	Naproxen Acis	1
Naproxen Aristo	43573831	Naproxen Aristo	1
Naproxen Stada	43573834	Naproxen Stada	1
Naramig	21014984	Naramig	1
Naratriptan	1118117	naratriptan	1
Naratriptan Al	43573841	Naratriptan Al	1
Naratriptan Hexal	43573844	Naratriptan Hexal	1
Naratriptan Stada	43573847	Naratriptan Stada	1
Narben Gel	43573855	Narben Gel	1
Nardostachys	42904269	Nardostachys chinensis whole extract	1
Naropin	19015750	Naropin	1
Nasacort	19023412	Nasacort	1
Nasenbalsam	43573858	Nasenbalsam	1
Nasengel Al	43573860	Nasengel Al	1
Nasenspray	43573861	Nasenspray	1
Nasenspray Al	43573929	Nasenspray Al	1
Nasenspray E Hexal	43573931	Nasenspray E Hexal	1
Nasenspray Heumann	43573934	Nasenspray Heumann	1
Nasenspray Hexal	43573930	Nasenspray E	1
Nasentropfen Al	43573942	Nasentropfen Al	1
Nasic	43573947	Nasic	1
Nasonex	19023532	Nasonex	1
Nasturtium Officinale	42903634	Nasturtium officienale whole extract	2
Nasturtium Officinale	42904114	Nasturtium officinale extract	1
Natalizumab	735843	natalizumab	1
Natamycin	915392	Natamycin	1
Nateglinide	1502826	nateglinide	1
Natisedine	44017117	Natisedine	1
Natrilix	19014674	Natrilix	1
Natriumchlorid Noridem	43574058	Natriumchlorid Noridem	1
Nattermann	43580767	A. Nattermann & Cie. Gesellschaft mit beschraenkter Haftung	1
Nattokinase	40166616	Nattokinase	1
Natubiotin	43572905	Natubiotin	1
Natucor	43572906	Natucor	1
Natulan	19027006	Natulan	1
Nausyn	43572932	Nausyn	1
Navelbine	19069370	Navelbine	1
Navidrex	21015282	Navidrex	1
Navin	43572934	Navin	1
Navirel	43572935	Navirel	1
Navoban	19126940	Navoban	1
Nebido	21017555	Nebido	1
Nebilet	21017642	Nebilet	1
Nebilox	43130839	NEBILOX	1
Nebivolol	1314577	nebivolol	1
Nebivolol Aaa	43572938	Nebivolol Aaa	1
Nebivolol Actavis	43130840	NEBIVOLOL ACTAVIS	1
Nebivolol Al	43572939	Nebivolol Al	1
Nebivolol Glenmark	43572940	Nebivolol Glenmark	1
Nebivolol Heumann	43572941	Nebivolol Heumann	1
Nebivolol Hexal	43572942	Nebivolol Hexal	1
Nebivolol Sandoz	43130850	NEBIVOLOL SANDOZ	1
Nebivolol Stada	43572945	Nebivolol Stada	1
Nebivolol Teva	43130851	NEBIVOLOL TEVA	1
Necitumumab	35606215	Necitumumab	1
Neda Fruec	43572950	Neda Fruechtewuerfel	1
Nedocromil	1114620	Nedocromil	1
Nefazodone	714684	nefazodone	1
Nefopam	19015602	Nefopam	1
Nefrocarnit	43572951	Nefrocarnit	1
Negram	21016338	Negram	1
Neilmed	43254582	Neilmed	1
Neisseria Catarrhalis	36878920	neisseria catarrhalis flava(perflava) lysate	1
Neisseria Perflava	36878920	neisseria catarrhalis flava(perflava) lysate	1
Nelarabine	19002912	Nelarabine	1
Nelfinavir	1715472	Nelfinavir	1
Nelsons	21020026	Nelsons	1
Nemexin	43572953	Nemexin	1
Neo Synephrine	19048880	Neo-Synephrine	1
Neobonsen	43572969	Neobonsen	1
Neocarbo	43572970	Neocarbo	1
Neocones	43130862	NEOCONES	1
Neofolin	43572972	Neofolin	1
Neomycin	915981	Neomycin	1
Neoposid	43572975	Neoposid	1
Neoral	19043942	Neoral	1
Neorecormon	21015530	NeoRecormon	1
Neostig	43572976	Neostig	1
Neostigmine	717136	Neostigmine	1
Neosynephrin	43573011	Neosynephrin-Pos	1
Neosynephrin Pos	43573011	Neosynephrin-Pos	1
Neotaxan	43573012	Neotaxan	1
Neotigason	21016902	Neotigason	1
Neotrexat	43573015	Neotrexat	1
Neotri	43573016	Neotri	1
Neovii Biotech	21019661	Neovii Biotech GmbH	1
Nepafenac	909795	nepafenac	1
Nephral	43573018	Nephral	1
Nephrotect	43573021	Nephrotect	1
Nephrotrans	43573022	Nephrotrans	1
Nepresol	43573023	Nepresol	1
Nepressol	43130866	NEPRESSOL	1
Nerisona	19053642	Nerisone	1
Nerisona C	43573026	Nerisona Fettsalbe	1
Nerisone	19053642	Nerisone	1
Nerisone C	19053642	Nerisone	1
Nerium Oleander	42899681	Nerium oleander leaf extract	1
Neroli Oil	42903881	Bitter orange oil	1
Nervo Opt N	43573038	Nervo Opt N	1
Nervoregin	43573039	Nervoregin Phyto	1
Nervoregin A	43573039	Nervoregin Phyto	1
Nervpin	43573040	Nervpin	1
Nervus Statoacusticus	42898531	Bos taurus nerve preparation	1
Nervus Statoacusticus	42900161	Sus scrofa nerve preparation	2
Nestmann Pharma	43579336	Nestmann Pharma GmbH	1
Netilmicin	19017585	Netilmicin	1
Netupitant	45774966	netupitant	1
Neubourg Sc	44024214	Neubourg Skin Care Of North America	1
Neulasta	19035253	Neulasta	1
Neupogen	19088581	Neupogen	1
Neupro	19012086	Neupro	1
Neuralgin	43573050	Neuralgin Schmerztabletten	1
Neurapas	43573052	Neurapas Balance	1
Neurapas Balance	43573052	Neurapas Balance	1
Neuraxpharm	43578246	neuraxpharm Arzneimittel GmbH	1
Neurexan	43130873	NEUREXAN	1
Neurium	43573053	Neurium	1
Neuro Stada	43573055	Neuro Stada	1
Neurobion	43573063	Neurobion	1
Neurobloc	21016804	NeuroBloc	1
Neurocil	43573065	Neurocil	1
Neuroderm Akut	43573068	Neuroderm Akut	1
Neurontin	19038874	Neurontin	1
Neurop	43573071	Neurop	1
Neuroplant	43573072	Neuroplant	1
Neurotrat	43573074	Neurotrat S Forte	1
Neurotrat Forte	43573074	Neurotrat S Forte	1
Neurovegetalin	43573075	Neurovegetalin	1
Nevanac	19085915	Nevanac	1
Nevirapin Hexal	43573080	Nevirapin Hexal	1
Nevirapine	1769389	Nevirapine	1
Newport	21019685	Newport Pharmaceuticals Ltd	1
Nexavar	19087088	Nexavar	1
Nexcape	21020430	Nexcape Pharmaceuticals Ltd	1
Nexium	19005694	Nexium	1
Nexium Control	21015249	Nexium Control	1
Nexplanon	40240168	Nexplanon	1
Niaouli Oil	42899538	Oil of niaouli	1
Niaspan	19029131	Niaspan	1
Nicardipine	1318137	Nicardipine	1
Nicergoline	19018352	Nicergoline	1
Nicerium	43573089	Nicerium	1
Nickel	42900439	nickel	1
Niclosamide	19018416	Niclosamide	1
Nicobion	43130887	NICOBION	1
Nicoboxil	19090809	nicoboxil	1
Nicobrevin N	21018564	Nicobrevin	1
Nicofuranose	19004049	Nicofuranose	1
Nicopass	21016970	Nicopass	1
Nicopatch	21018454	Nicopatch	1
Nicorette	19048313	Nicorette	1
Nicotiana Tabacum	718583	Nicotine	1
Nicotinamide	40231471	Nicotinamide adenine dinucleotide (NAD)	1
Nicotinamide	19018419	Niacinamide	2
Nicotine	718583	Nicotine	1
Nicotine (Beta Cyclodextrin)	718583	Nicotine	1
Nicotinell	21015132	Nicotinell	1
Nicotinic Acid	1517824	Niacin	2
Nicotinic Acid	718583	Nicotine	1
Nicotinyl Alcohol	19018823	Nicotinyl Alcohol	1
Nicox Pharma	21019537	Nicox Pharma	1
Niehaus Pharma	43578579	Niehaus Pharma GmbH & Co. KG	1
Nieral 100	43572988	Nieral 100	1
Nieren-Elixier	43572990	Nieren- & Blasen-Tee	1
Nierentonikum	43572996	Nierentonikum	1
Nifatenol	43572999	Nifatenol 50	1
Nife Ct	43573000	Nife-Ct	1
Nifeclair	43573001	Nifeclair	1
Nifedipin Abz	43573003	Nifedipin Abz	1
Nifedipin Basics	43573010	Nifedipin Basics	1
