Drug_code	drug_form	form_code	ingredient	dosage	volume	ingr_nature	comp_number
68272626	comprimé	80889	FLUVASTATINE BASE	80 mg	un comprimé	FT	1
68274043	poudre	87823	TUROCTOCOG ALFA 	500 UI	un flacon	SA	1
68274328	solution	3011	MANNITOL	10 g	100 ml de solution pour perfusion	SA	1
68276279	lyophilisat	1	CHLORHYDRATE DE LOPÉRAMIDE	2 mg	un lyophilisat	SA	1
68276457	comprimé	4129	ACÉTYLLEUCINE	500 mg	un comprimé	SA	1
68276514	comprimé	4834	PYRANTEL (EMBONATE DE)	"360,50 mg"	un comprimé	SA	1
68276514	comprimé	82801	PYRANTEL BASE	125 mg	un comprimé	FT	1
68278771	comprimé	3009	ATOVAQUONE	"62,5 mg"	un comprimé	SA	1
68278771	comprimé	30216	CHLORHYDRATE DE PROGUANIL	25 mg	un comprimé	SA	2
68280975	solution	421	CALCIFÉDIOL MONOHYDRATÉ			SA	1
68280975	solution	54648	CALCIFÉDIOL ANHYDRE	"15,0 mg"	100 ml de solution buvable	FT	1
68281778	dispositif	1786	ESTRADIOL	"1,25 mg"	un dispositif	FT	1
68281778	dispositif	71064	ESTRADIOL HÉMIHYDRATÉ	"1,29 mg"	un dispositif	SA	1
68282830	comprimé	5087	CHLORHYDRATE D'OXYCODONE	30 mg	un comprimé	SA	1
68282830	comprimé	46704	OXYCODONE	"26,9 mg"	un comprimé	FT	1
68283252	comprimé	382	LÉVOTHYROXINE SODIQUE	175 microgrammes	un comprimé	SA	1
68283672	comprimé	80102	MONTÉLUKAST ACIDE	4 mg	un comprimé	FT	1
68283672	comprimé	86162	MONTÉLUKAST SODIQUE			SA	1
68283829	solution	60189	ÉPOÉTINE ZÊTA 	20000 UI	"une seringue préremplie de 0,5 ml"	SA	1
68284849	granules	20038	ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	"une seringue préremplie de 0,5 ml"	SA	14
68284849	pommade	20038	ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	"une seringue préremplie de 0,5 ml"	SA	16
68284849	poudre orale	20038	ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	"une seringue préremplie de 0,5 ml"	SA	15
68284849	solution buvable en gouttes	20038	ARGENTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	"une seringue préremplie de 0,5 ml"	SA	17
68285029	granules	2500	MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 6DH à 60DH	"une seringue préremplie de 0,5 ml"	SA	14
68285029	poudre orale	2500	MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 6DH à 60DH	"une seringue préremplie de 0,5 ml"	SA	15
68285029	solution buvable en gouttes	2500	MERCURIUS DULCIS POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 6DH à 60DH	"une seringue préremplie de 0,5 ml"	SA	16
68286871	sirop	2109	PHOLCODINE	"0,082 g"	100 g de sirop	SA	1
68286871	sirop	76594	ÉRYSIMUM (SOMMITÉ FLEURIE D') (EXTRAIT FLUIDE DE)	"2,400 g"	100 g de sirop	SA	2
68288712	comprimé	23046	MALÉATE DE FLUVOXAMINE	50 mg	un comprimé	SA	1
68288833	comprimé	428	CARBONATE DE CALCIUM	1250 mg	un comprimé	SA	1
68288833	comprimé	1525	CHOLÉCALCIFÉROL	400 UI	un comprimé	FT	2
68288833	comprimé	4168	LEVURE	50 mg	un comprimé	SA	3
68288833	comprimé	72723	CALCIUM ÉLÉMENT	500 mg	un comprimé	FT	1
68288833	comprimé	85054	"CONCENTRAT DE CHOLÉCALCIFÉROL, FORME PULVÉRULENTE"			SA	2
68291007	comprimé beige	1807	ÉTHINYLESTRADIOL	"0,03 mg"	un comprimé	SA	17
68291007	comprimé beige	8237	GESTODÈNE	"0,05 mg"	un comprimé	SA	1
68291007	comprimé blanc	1807	ÉTHINYLESTRADIOL	"0,03 mg"	un comprimé	SA	2
68291007	comprimé blanc	8237	GESTODÈNE	"0,1 mg"	un comprimé	SA	1
68291007	comprimé marron foncé	1807	ÉTHINYLESTRADIOL	"0,04 mg"	un comprimé	SA	3
68291007	comprimé marron foncé	8237	GESTODÈNE	"0,07 mg"	un comprimé	SA	1
68293225	comprimé	24563	CLARITHROMYCINE	500 mg	un comprimé	SA	1
68293517	solution	1080	ADRÉNALINE	1 mg	1 ml de solution	SA	1
68293613	gel	38467	BRIMONIDINE	"3,3 mg"	1 g de gel	FT	1
68293613	gel	60394	TARTRATE DE BRIMONIDINE	5 mg	1 g de gel	SA	1
68294455	poudre	99857	OCTOCOG ALFA 	250 UI	un flacon	SA	1
68295219	comprimé	11626	MIFÉPRISTONE	200 mg	un comprimé	SA	1
68296050	comprimé	27222	CARVÉDILOL	25 mg	un comprimé	SA	1
68296513	comprimé	16849	GABAPENTINE	600 mg	un comprimé	SA	1
68296666	solution	1754	CHLORHYDRATE DE DOXAPRAM	"2,0 g"	100 ml de solution injectable	SA	1
68297693	comprimé	79600	CÉFUROXIME AXÉTIL			SA	1
68297693	comprimé	82384	CÉFUROXIME	500 mg	un comprimé	FT	1
68299826	gel	2092	IBUPROFÈNE	5 g	100 g	SA	1
68299979	solution	338	TRIMÉTAZIDINE (DICHLORHYDRATE DE)	2 g	100 ml	SA	1
68300050	comprimé	1525	CHOLÉCALCIFÉROL	140 microgrammes (5600 UI)	un comprimé	SA	2
68300050	comprimé	24982	ALENDRONATE MONOSODIQUE TRIHYDRATÉ			SA	1
68300050	comprimé	35532	ALENDRONIQUE (ACIDE)	70 mg	un comprimé	FT	1
68300285	poudre	30925	CEFTRIAXONE SODIQUE	"596,50 mg"	un flacon de poudre	SA	1
68300285	poudre	35232	CEFTRIAXONE BASE	"500,00 mg"	un flacon de poudre	FT	1
68300762	poudre	5	ACÉTYLSALICYLIQUE (ACIDE)	1 g	un flacon	FT	2
68300762	poudre	3107	DL-LYSINE (ACÉTYLSALICYLATE DE)	"1,8 g"	un flacon	SA	2
68301348	gélule	27570	ATAZANAVIR	200 mg	une gélule	FT	1
68301348	gélule	87658	ATAZANAVIR (SULFATE D')	"227,8 mg"	une gélule	SA	1
68303281	comprimé	3009	ATOVAQUONE	"62,5 mg"	un comprimé	SA	1
68303281	comprimé	30216	CHLORHYDRATE DE PROGUANIL	25 mg	un comprimé	SA	2
68303445	crème	25715	ACICLOVIR	5 g	100 g de crème	SA	1
68303922	comprimé	49212	CASCARA (EXTRAIT SEC DE)	100 mg	un comprimé	SA	1
68303979	comprimé	86571	CHLORHYDRATE DE TRAMADOL	"100,00 mg"	un comprimé	SA	1
68305357	granules	5495	GELSEMIUM SEMPERVIRENS POUR PRÉPARATIONS HOMÉOPATHIQUES	"0,018 ml (8 DH)"	un tube de 7 g de granules	SA	3
68305357	granules	7911	KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	"0,018 ml (8 DH)"	un tube de 7 g de granules	SA	5
68305357	granules	24025	AGNUS CASTUS POUR PRÉPARATIONS HOMÉOPATHIQUES	"0,018 ml (6 DH)"	un tube de 7 g de granules	SA	7
68305357	granules	28741	SPIGELIA ANTHELMIA POUR PRÉPARATIONS HOMÉOPATHIQUES	"0,018 ml (8 DH)"	un tube de 7 g de granules	SA	9
68305834	comprimé	4442	METFORMINE BASE	663 mg	un comprimé	FT	1
68305834	comprimé	24321	CHLORHYDRATE DE METFORMINE	850 mg	un comprimé	SA	1
68305866	comprimé	38524	PANTOPRAZOLE	20 mg	un comprimé	FT	1
68305866	comprimé	67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	"22,55 mg"	un comprimé	SA	1
68309829	solution	4653	CHLORURE DE SUXAMÉTHONIUM	50 mg	1 ml	SA	1
68310393	comprimé	15734	VALSARTAN	160 mg	un comprimé	SA	1
68310952	poudre	48528	LOSARTAN POTASSIQUE	500 mg	un sachet de poudre	SA	1
68311278	comprimé	74148	LINÉZOLIDE	600 mg	un comprimé	SA	27
68311716	comprimé	31416	IRBÉSARTAN	75 mg	un comprimé	SA	1
68311794	comprimé	4034	FAMOTIDINE	10 mg	un comprimé	SA	1
68311869	comprimé	975	SPIRAMYCINE	3 M.U.I.	un comprimé	SA	1
68312768	comprimé	2202	PARACÉTAMOL	1 g	un comprimé	SA	1
68312871	sirop	15078	THÉOPHYLLINE	"1,00 g"	100 ml de sirop	FT	1
68312871	sirop	42599	THÉOPHYLLINE (ACÉTATE DE SODIUM)	"1,64 g"	100 ml de sirop	SA	1
68313699	comprimé	602	CHLORHYDRATE DE MIANSÉRINE	60 mg	un comprimé	SA	1
68314018	comprimé	21888	CHLORHYDRATE DE BUPRÉNORPHINE	"2,16 mg"	un comprimé	SA	1
68314018	comprimé	54459	BUPRÉNORPHINE	2 mg	un comprimé	FT	1
68314370	comprimé	71861	GLIMÉPIRIDE	2 mg	un comprimé	SA	1
68315604	comprimé	8637	IODUM POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 6DH à 60DH	un comprimé	SA	17
68315604	granules	8637	IODUM POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 6DH à 60DH	un comprimé	SA	19
68315604	pommade	8637	IODUM POUR PRÉPARATIONS HOMÉOPATHIQUES	"3CH à 30CH et 6DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	un comprimé	SA	25
68315604	poudre orale	8637	IODUM POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 6DH à 60DH	un comprimé	SA	18
68315604	solution buvable en ampoules	8637	IODUM POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 6DH à 60DH	un comprimé	SA	23
68315604	solution buvable en gouttes	8637	IODUM POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 6DH à 60DH	un comprimé	SA	20
68315682	gélule	3790	DIHYDROERGOTAMINE (MÉSILATE DE)	5 mg	une gélule	SA	1
68316389	comprimé	17723	OLANZAPINE	5 mg	un comprimé	SA	1
68318162	solution	35	ÉTHANOL À 96 POUR CENT	75 ml	100 ml	SA	2
68318162	solution	3778	CHLORHEXIDINE (GLUCONATE DE)	"0,5 g"	100 ml	FT	1
68318162	solution	33959	SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE	"2,66 g"	100 ml	SA	1
68318931	lyophilisat	2376	MÉTOPIMAZINE	"7,50 mg"	un lyophilisat	SA	1
68319595	comprimé	4442	METFORMINE	"662,9 mg"	un comprimé	FT	1
68319595	comprimé	24321	CHLORHYDRATE DE METFORMINE	850 mg	un comprimé	SA	1
68319944	solution	47102	INTERFÉRON BÊTA-1A 	66 microgrammes	"1,5 ml de solution"	SA	1
68320156	gaz	48940	MONOXYDE D'AZOTE	200 ppm mole	une mole	SA	1
68320252	comprimé	1097	ALLOPURINOL	100 mg	un comprimé	SA	1
68321824	comprimé	23957	LANSOPRAZOLE	15 mg	un comprimé	SA	1
68322100	comprimé	2202	PARACÉTAMOL	325 mg	un comprimé	SA	2
68322100	comprimé	86571	CHLORHYDRATE DE TRAMADOL	"37,5 mg"	un comprimé	SA	1
68322762	comprimé blanc	1807	ÉTHINYLESTRADIOL	"0,035 mg"	un comprimé	SA	1
68322762	comprimé blanc	4400	NORGESTIMATE	"0,18 mg"	un comprimé	SA	2
68322762	comprimé bleu ciel	1807	ÉTHINYLESTRADIOL	"0,035 mg"	un comprimé	SA	3
68322762	comprimé bleu ciel	4400	NORGESTIMATE	"0,215 mg"	un comprimé	SA	4
68322762	comprimé bleu foncé	1807	ÉTHINYLESTRADIOL	"0,035 mg"	un comprimé	SA	7
68322762	comprimé bleu foncé	4400	NORGESTIMATE	"0,25 mg"	un comprimé	SA	8
68324489	solution	549	IODE	"30,0000 g"	100 ml de solution	FT	1
68324489	solution	35195	IOBITRIDOL	"65,8100 g"	100 ml de solution	SA	1
68328199	comprimé	74405	PÉRAMPANEL	2 mg	un comprimé	SA	1
68328338	poudre	1316	CEFTAZIDIME PENTAHYDRATÉE			SA	1
68328338	poudre	49416	CEFTAZIDIME ANHYDRE	250 mg	un flacon	FT	1
68328733	dispositif	71064	ESTRADIOL HÉMIHYDRATÉ	"3,90 mg"	un dispositif	SA	1
68329212	gélule	39727	AMLODIPINE	5 mg	une gélule	FT	1
68329212	gélule	93748	BÉSILATE D'AMLODIPINE	"6,94 mg"	une gélule	SA	1
68329714	poudre	30925	CEFTRIAXONE SODIQUE			SA	1
68329714	poudre	35232	CEFTRIAXONE BASE	1 g	10 ml de solution reconstituée	FT	1
68329792	comprimé	5348	CUIVRE	0.031 mg	un comprimé	FT	5
68329792	comprimé	10109	MANGANÈSE (GLUCONATE DE) DIHYDRATÉ	"0,24 mg"	un comprimé	SA	4
68329792	comprimé	18516	CUIVRE (GLUCONATE DE) DIHYDRATÉ	"0,22 mg"	un comprimé	SA	5
68329792	comprimé	64114	MANGANÈSE	0.027 mg	un comprimé	FT	4
68330257	solution	788	AMITRIPTYLINE (CHLORHYDRATE D')	"2,83 g"	100 ml	SA	1
68330257	solution	1140	AMITRIPTYLINE	"2,50 mg"	100 ml	FT	1
68330403	gélule	98322	TACROLIMUS MONOHYDRATÉ	"0,50 mg"	une gélule	SA	1
68330410	plante(s)	121	TILLEUL (INFLORESCENCE ET BRACTÉE DE)	"0,3 g de mélange de fleur et bractée"	"un sachet-dose de 1,50 g"	SA	2
68330410	plante(s)	189	FEUILLE DE MÉLISSE	"0,225 g"	"un sachet-dose de 1,50 g"	SA	5
68330410	plante(s)	7485	PASSIFLORE	"0,255 g"	"un sachet-dose de 1,50 g"	SA	4
68330410	plante(s)	8582	AUBÉPINE (SOMMITÉ FLEURIE D')	"0,3 g"	"un sachet-dose de 1,50 g"	SA	1
68330410	plante(s)	26851	HOUBLON	"0,12 g"	"un sachet-dose de 1,50 g"	SA	6
68332774	solution	432	GLUCONATE DE CALCIUM	9 g	100 ml de solution injectable	SA	1
68332774	solution	2962	GLUCOHEPTONATE DE CALCIUM	"1,3 g"	100 ml de solution injectable	SA	2
68333157	comprimé	7504	AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 ml de solution injectable	SA	29
68333157	granules	7504	AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 ml de solution injectable	SA	17
68333157	pommade	7504	AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	100 ml de solution injectable	SA	25
68333157	poudre orale	7504	AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 ml de solution injectable	SA	24
68333157	solution buvable en ampoules	7504	AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 ml de solution injectable	SA	26
68333157	solution buvable en gouttes	7504	AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	100 ml de solution injectable	SA	19
68333591	comprimé	24982	SODIUM (ALENDRONATE DE) TRIHYDRATÉ	"13,05 mg"	un comprimé	SA	1
68333591	comprimé	35532	ALENDRONATE ACIDE ANHYDRE	"10,00 mg"	un comprimé	FT	1
68333709	gélule	28886	BROMHYDRATE DE GALANTAMINE			SA	1
68333709	gélule	32833	GALANTAMINE	8 mg	une gélule	FT	1
68333755	comprimé	2283	BROMURE DE PYRIDOSTIGMINE	180 mg	un comprimé	SA	1
68334241	comprimé	2064	HYDROCHLOROTHIAZIDE	"6,25 mg"	un comprimé	SA	2
68334241	comprimé	7436	BISOPROLOL (FUMARATE ACIDE DE)	10 mg	un comprimé	SA	1
68334405	gélule	6776	HYDROMORPHONE	"21,36 mg"	une gélule	FT	1
68334405	gélule	25114	CHLORHYDRATE D'HYDROMORPHONE	24 mg	une gélule	SA	1
68336954	comprimé	1901	CITRATE DE FENTANYL			SA	1
68336954	comprimé	17477	FENTANYL	100 microgrammes	un comprimé	FT	1
68337369	comprimé	2092	IBUPROFÈNE	200 mg	un comprimé	SA	1
68337593	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	1
68337593	comprimé	8736	CHLORHYDRATE DE QUINAPRIL	"21,7 mg"	un comprimé	SA	2
68337593	comprimé	87533	QUINAPRIL BASE	20 mg	un comprimé	FT	2
68337700	poudre	960	SOMATROPINE 	"1,6 mg"	"0,25 ml de solution reconstituée"	SA	1
68337885	comprimé	15734	VALSARTAN	40 mg	un comprimé	SA	1
68338784	sirop	250	GRINDÉLIA (TEINTURE DE)	"0,80000 g"	100 ml de sirop	SA	2
68338784	sirop	1522	ÉTHYLMORPHINE	"0,05416 g"	100 ml de sirop	FT	1
68338784	sirop	4216	CHLORHYDRATE D'ÉTHYLMORPHINE	"0,06670 g"	100 ml de sirop	SA	1
68340917	comprimé	96835	ARIPIPRAZOLE	10 mg	un comprimé	SA	1
68341392	solution	2667	MIDAZOLAM	1 mg	1 ml de solution injectable	FT	1
68341392	solution	51868	CHLORHYDRATE DE MIDAZOLAM			SA	1
68343016	comprimé	2633	RILMÉNIDINE (DIHYDROGÉNOPHOSPHATE DE)	"1,544 mg"	un comprimé	SA	2
68343016	comprimé	66240	RILMÉNIDINE	1 mg	un comprimé	FT	2
68344004	comprimé	65948	DESLORATADINE	5 mg	un comprimé	SA	1
68344118	suspension	899	BICARBONATE DE SODIUM	"133,5 mg"	5 ml de suspension buvable	SA	2
68344118	suspension	5356	ALGINATE DE SODIUM	250 mg	5 ml de suspension buvable	SA	1
68344335	comprimé	37	DICLOFÉNAC SODIQUE	75 mg	un comprimé	SA	1
68344335	comprimé	36592	DICLOFÉNAC	"69,6 mg"	un comprimé	FT	1
68346119	solution	3929	NITRATE D'ÉCONAZOLE	1 g	100 g	SA	1
68346293	crème	7787	CHLORURE DE MIRISTALKONIUM	"0,90 g"	100 g	SA	1
68347388	comprimé	4442	METFORMINE BASE	780 mg	un comprimé	FT	1
68347388	comprimé	24321	CHLORHYDRATE DE METFORMINE	1000 mg	un comprimé	SA	1
68348757	comprimé	41909	BÉSILATE DE CLOPIDOGREL			SA	1
68348757	comprimé	54693	CLOPIDOGREL	75 mg	un comprimé	FT	1
68349713	éluat	8554	SODIUM (PERTECHNÉTATE [99M TC] DE)			FT	1
68349713	éluat	84393	MOLYBDATE (VI) [99 MO] DE SODIUM	4 - 30 GBq à la date de référence	un générateur	SA	1
68352481	comprimé	31416	IRBÉSARTAN	75 mg	un comprimé	SA	1
68353836	comprimé	20890	TOPIRAMATE	"100,00 mg"	un comprimé	SA	1
68353989	gélule	42406	SERTRALINE BASE	50 mg	une gélule	FT	1
68353989	gélule	97603	CHLORHYDRATE DE SERTRALINE			SA	1
68354386	comprimé	78975	ZOLMITRIPTAN	"2,5 mg"	un comprimé	SA	1
68354856	comprimé	2092	IBUPROFÈNE	400 mg	un comprimé	FT	1
68354856	comprimé	29909	LYSINATE D'IBUPROFÈNE	684 mg	un comprimé	SA	1
68355666	comprimé	48528	LOSARTAN POTASSIQUE	"100,00 mg"	un comprimé	SA	1
68355716	comprimé	52431	PÉRINDOPRIL	"1,6975 mg"	un comprimé	FT	1
68355716	comprimé	69916	PÉRINDOPRIL ARGININE	"2,5 mg"	un comprimé	SA	1
68355730	comprimé	10171	SIMVASTATINE	20 mg	un comprimé	SA	1
68355755	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
68355755	comprimé	3682	MALÉATE D'ÉNALAPRIL	20 mg	un comprimé	SA	1
68356259	comprimé	21053	CAPTOPRIL	25 mg	un comprimé	SA	1
68356857	comprimé	819	INDAPAMIDE	"1,5 mg"	un comprimé	SA	1
68357215	comprimé	5809	AURUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 7DH à 60DH	un comprimé	SA	18
68357215	granules	5809	AURUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 7DH à 60DH	un comprimé	SA	17
68357215	pommade	5809	AURUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 7DH à 60DH (pommade à 4 %)	un comprimé	SA	24
68357215	poudre orale	5809	AURUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 7DH à 60DH	un comprimé	SA	23
68357215	solution buvable en ampoules	5809	AURUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 7DH à 60DH	un comprimé	SA	25
68357215	solution buvable en gouttes	5809	AURUM MURIATICUM POUR PRÉPARATIONS HOMÉOPATHIQUES	4CH à 30CH et 7DH à 60DH	un comprimé	SA	19
68358114	solution	1758	DROPÉRIDOL	5 mg	une ampoule	SA	1
68359287	comprimé	55048	NELFINAVIR BASE	"250,00 mg"	un comprimé	FT	1
68359287	comprimé	78529	MÉSYLATE DE NELFINAVIR	"292,25 mg"	un comprimé	SA	1
68359312	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
68359312	comprimé	11532	RAMIPRIL	5 mg	un comprimé	SA	1
68360040	solution	4963	HEXAMIDINE (DIISÉTHIONATE D')	100 mg	100 ml de solution pour application cutanée	SA	1
68360453	solution	40628	CHLORHYDRATE D'ÉPIRUBICINE	2 mg	1 ml	SA	1
68361320	gaz	44570	OXYGÈNE	qs (sous une pression de 200 bar)	1 ml	SA	1
68362116	comprimé	9146	CASCARA SAGRADA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	18
68362116	granules	9146	CASCARA SAGRADA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	17
68362116	pommade	9146	CASCARA SAGRADA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	1 ml	SA	24
68362116	poudre orale	9146	CASCARA SAGRADA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	23
68362116	solution buvable en ampoules	9146	CASCARA SAGRADA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	25
68362116	solution buvable en gouttes	9146	CASCARA SAGRADA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	19
68362319	comprimé	17723	OLANZAPINE	5 mg	un comprimé	SA	1
68362550	comprimé	291	FÉNOPROFÈNE	300 mg	un comprimé	FT	1
68362550	comprimé	64768	FÉNOPROFÈNE CALCIUM	"346,00 mg"	un comprimé	SA	1
68363517	comprimé	4595	CACTUS GRANDIFLORUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
68363517	granules	4595	CACTUS GRANDIFLORUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
68363517	pommade	4595	CACTUS GRANDIFLORUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un comprimé	SA	25
68363517	poudre orale	4595	CACTUS GRANDIFLORUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	24
68363517	solution buvable en ampoules	4595	CACTUS GRANDIFLORUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	26
68363517	solution buvable en gouttes	4595	CACTUS GRANDIFLORUS POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
68363595	comprimé	8215	TIANEPTINE SODIQUE	"12,50 mg"	un comprimé	SA	1
68364028	dispositif	1786	ESTRADIOL	"2,0 mg"	un dispositif	SA	1
68364341	comprimé	1807	ÉTHINYLESTRADIOL	"0,02 mg"	un comprimé	SA	2
68364341	comprimé	27380	DÉSOGESTREL	"0,15 mg"	un comprimé	SA	1
68364487	dispositif	4458	TRINITRINE	80 mg	un dispositif	SA	1
68365525	collyre	18380	CARTÉOLOL (CHLORHYDRATE DE)	1 g	100 ml	SA	1
68366495	comprimé	92375	AVANAFIL	100 mg	un comprimé	SA	1
68366940	comprimé	50858	CHLORHYDRATE DE BAMBUTÉROL	20 mg	un comprimé	SA	1
68367234	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
68367234	comprimé	73594	CANDÉSARTAN CILEXÉTIL	16 mg	un comprimé	SA	1
68367921	solution	256	KOLA (TEINTURE DE)	"3,36 g"	une ampoule de 10 ml	SA	3
68367921	solution	3738	ACIDE PHOSPHORIQUE CONCENTRÉ	"0,28 g"	une ampoule de 10 ml	SA	2
68367921	solution	5445	MANGANÈSE (GLYCÉROPHOSPHATE DE)	"0,028 g"	une ampoule de 10 ml	SA	1
68368699	solution	46352	DARBÉPOÉTINE ALFA 	500 microgrammes	1 ml	SA	1
68368941	comprimé	16951	CHLORHYDRATE D'ONDANSÉTRON DIHYDRATÉ			SA	1
68368941	comprimé	42537	ONDANSÉTRON	8 mg	un comprimé	FT	1
68369527	comprimé	33803	CHLORHYDRATE DE DONÉPÉZIL	10 mg	un comprimé	SA	1
68369527	comprimé	70320	DONÉPÉZIL BASE	"9,12 mg"	un comprimé	FT	1
68369993	comprimé	71153	TELMISARTAN	20 mg	un comprimé	SA	15
68370337	pommade	2201	DEXPANTHÉNOL	5 g	100 g de pommade	SA	1
68370390	comprimé	15304	LISINOPRIL ANHYDRE	5 mg	un comprimé	FT	1
68370390	comprimé	60255	LISINOPRIL DIHYDRATÉ	"5,445 mg"	un comprimé	SA	1
68370547	comprimé	31416	IRBÉSARTAN	300 mg	un comprimé	SA	1
68373205	comprimé	2064	HYDROCHLOROTHIAZIDE	25 mg	un comprimé	SA	2
68373205	comprimé	31416	IRBÉSARTAN	300 mg	un comprimé	SA	1
68373358	solution	549	IODE	30 g	100 ml	FT	1
68373358	solution	2293	IOPROMIDE	"62,340 g"	100 ml	SA	1
68375131	solution	568	LÉVOMENTHOL	105 mg	100 ml	SA	2
68375131	solution	27368	CHLOROBUTANOL HÉMIHYDRATÉ	350 mg	100 ml	SA	1
68375448	pommade	127	BAUME DU PÉROU	"4,95 g"	100 g de pommade	SA	1
68377552	solution	873	CISPLATINE	1 mg	1 ml	SA	1
68377584	solution	53028	CISATRACURIUM	2 mg	1 ml de solution	FT	1
68377584	solution	62835	BÉSILATE DE CISATRACURIUM	"2,68 mg"	1 ml de solution	SA	1
68377958	solution	93	POTASSIUM (CHLORURE DE)	2 g	1000 ml	SA	3
68377958	solution	901	SODIUM (CHLORURE DE)	4 g	1000 ml	SA	2
68377958	solution	17150	GLUCOSE MONOHYDRATÉ	55 g	1000 ml	SA	1
68378654	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
68378654	comprimé	15734	VALSARTAN	80 mg	un comprimé	SA	1
68378686	comprimé	28969	CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
68378686	granules	28969	CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
