generic_group	generic_desc	drug_code	generic_type	serial_number
938	"RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE équivalant à  RISEDRONATE MONOSODIQUE 35 mg - ACTONEL 35 mg, comprimé pelliculé."	66577942	1	18
938	"RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE équivalant à  RISEDRONATE MONOSODIQUE 35 mg - ACTONEL 35 mg, comprimé pelliculé."	68639727	1	19
938	"RISEDRONATE MONOSODIQUE HEMIPENTAHYDRATE équivalant à  RISEDRONATE MONOSODIQUE 35 mg - ACTONEL 35 mg, comprimé pelliculé."	69274765	1	20
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	61730971	0	1
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	68369993	0	2
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	66982809	1	3
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	67189202	1	4
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	63293851	1	5
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	67402789	1	6
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	64305616	1	7
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	65218687	1	8
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	63614314	1	9
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	60626336	1	10
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	67087934	1	11
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	68268916	1	12
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	68524493	1	13
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	60798040	1	14
939	"TELMISARTAN 20 mg - MICARDIS 20 mg, comprimé - PRITOR 20 mg, comprimé."	60727463	1	15
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	64053720	0	1
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	60560224	0	2
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	60801433	1	3
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	60473157	1	4
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	61634019	1	5
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	65179106	1	6
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	66669675	1	7
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	69394106	1	8
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	65259207	1	9
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	66106157	1	10
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	67370932	1	11
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	66067882	1	12
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	67286548	1	13
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	68047686	1	14
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	67169534	1	15
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	67183046	1	16
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	68209355	1	17
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	65586116	1	18
940	"TELMISARTAN 40 mg - MICARDIS 40 mg, comprimé - PRITOR 40 mg, comprimé."	60088332	1	19
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	66161755	0	1
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	61842988	0	2
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	68706065	1	3
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	62292928	1	4
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	69471702	1	5
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	64859537	1	6
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	66102319	1	7
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	69536527	1	8
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	62260706	1	9
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	69107595	1	10
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	63260082	1	11
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	69603787	1	12
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	66328738	1	13
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	68979256	1	14
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	65094353	1	15
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	66435195	1	16
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	61885726	1	17
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	68529113	1	18
941	"TELMISARTAN 80 mg - MICARDIS 80 mg, comprimé - PRITOR 80 mg, comprimé."	67861917	1	19
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	67353986	0	1
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	63857992	1	2
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	60489738	1	3
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	61226028	1	4
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	63758987	1	5
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	67710121	1	6
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	68710658	1	7
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	66423588	1	8
942	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 1 g - MEROPENEM 1 g,  poudre pour solution injectable ou pour perfusion."	60670336	1	9
943	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion."	61550884	0	1
943	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion."	66589688	1	2
943	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion."	69067955	1	3
943	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion."	67160948	1	4
943	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion."	66973016	1	5
943	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion."	61659264	1	6
943	"MEROPENEM TRIHYDRATE équivalant à MEROPENEM 500 mg - MERONEM 500 mg,  poudre pour solution injectable ou pour perfusion."	60675155	1	7
944	"ADAPALENE 0,1 % - DIFFERINE 0,1 POUR CENT, crème"	69718483	0	1
944	"ADAPALENE 0,1 % - DIFFERINE 0,1 POUR CENT, crème"	65099368	1	2
944	"ADAPALENE 0,1 % - DIFFERINE 0,1 POUR CENT, crème"	67245747	1	3
945	"ADAPALENE 0,1 % - DIFFERINE 0,1 POUR CENT, gel"	63066469	0	1
945	"ADAPALENE 0,1 % - DIFFERINE 0,1 POUR CENT, gel"	65999182	1	2
945	"ADAPALENE 0,1 % - DIFFERINE 0,1 POUR CENT, gel"	62886560	1	3
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	64027704	0	1
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	64975157	0	2
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	65576937	1	3
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	69309586	1	4
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	60855281	1	5
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	63170578	1	6
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	63677631	1	7
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	60981426	1	8
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	69465051	1	9
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	66525995	1	10
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	69346798	1	11
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	60404531	1	12
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	67659246	1	13
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	66617034	1	14
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	63276873	1	15
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	69519524	1	16
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	69381219	1	17
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	61872390	1	18
947	"CANDESARTAN CILEXETIL 8 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 8 mg/12,5 mg, comprimé - COKENZEN 8 mg/12,5 mg, comprimé sécable."	68125074	1	19
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	69025080	0	1
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	60743994	0	2
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	68396894	1	3
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	66787378	1	4
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	68504747	1	5
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	69939371	1	6
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	66315178	1	7
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	66194303	1	8
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	63367038	1	9
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	64456899	1	10
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	67501673	1	11
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	66964519	1	12
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	64468086	1	13
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	60512090	1	14
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	60222176	1	15
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	64822802	1	16
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	60885214	1	17
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	60643976	1	18
948	"CANDESARTAN CILEXETIL 16 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYTACAND 16 mg/12,5 mg, comprimé - COKENZEN 16 mg/12,5 mg, comprimé sécable."	66740802	1	19
949	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 0,5 mg - FLOLAN 0,5 mg, poudre et solvant pour solution pour perfusion."	61703935	0	1
949	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 0,5 mg - FLOLAN 0,5 mg, poudre et solvant pour solution pour perfusion."	64103778	1	2
949	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 0,5 mg - FLOLAN 0,5 mg, poudre et solvant pour solution pour perfusion."	69535350	1	3
949	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 0,5 mg - FLOLAN 0,5 mg, poudre et solvant pour solution pour perfusion."	62410629	1	4
949	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 0,5 mg - FLOLAN 0,5 mg, poudre et solvant pour solution pour perfusion."	63540604	1	5
950	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 1,5 mg - FLOLAN 1,5 mg, poudre et solvant pour solution pour perfusion."	63269327	0	1
950	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 1,5 mg - FLOLAN 1,5 mg, poudre et solvant pour solution pour perfusion."	60140505	1	2
950	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 1,5 mg - FLOLAN 1,5 mg, poudre et solvant pour solution pour perfusion."	61457152	1	3
950	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 1,5 mg - FLOLAN 1,5 mg, poudre et solvant pour solution pour perfusion."	67947298	1	4
950	"EPOPROSTENOL SODIQUE équivalant à EPOPROSTENOL 1,5 mg - FLOLAN 1,5 mg, poudre et solvant pour solution pour perfusion."	61228851	1	5
951	"NALTREXONE (CHLORHYDRATE DE) 50 mg - NALOREX 50 mg, comprimé pelliculé sécable."	69245913	0	1
951	"NALTREXONE (CHLORHYDRATE DE) 50 mg - NALOREX 50 mg, comprimé pelliculé sécable."	67115586	1	2
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	68672780	0	1
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	66974004	1	2
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	62312601	1	3
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	61532231	1	4
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	66514842	1	5
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	60890204	1	6
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	64252505	1	7
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	66203898	1	8
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	60035924	1	9
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	67100805	1	10
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	67244645	1	11
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	65911969	1	12
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	64832814	1	13
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	61425674	1	14
952	"OXOMEMAZINE 0,33 mg/ml - TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique."	62207034	1	15
953	"RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé."	67740837	0	1
953	"RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé."	60700320	1	2
953	"RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé."	67426103	1	3
953	"RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé."	60408412	1	4
953	"RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé."	69209283	1	5
953	"RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé."	62318942	1	6
953	"RIBAVIRINE 400 mg - COPEGUS 400 mg, comprimé pelliculé."	69828951	1	7
954	"RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé."	67133883	0	1
954	"RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé."	62893252	1	2
954	"RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé."	64866097	1	3
954	"RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé."	67717315	1	4
954	"RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé."	64268961	1	5
954	"RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé."	68168727	1	6
954	"RIBAVIRINE 200 mg - COPEGUS 200 mg, comprimé pelliculé."	60719819	1	7
955	"ENTACAPONE 200 mg - COMTAN 200 mg, comprimé pelliculé - COMTESS 200 mg, comprimé pelliculé."	68826958	0	1
955	"ENTACAPONE 200 mg - COMTAN 200 mg, comprimé pelliculé - COMTESS 200 mg, comprimé pelliculé."	65562898	1	2
956	"MINOXIDIL 2 % - ALOSTIL 2 POUR CENT, solution pour application cutanée - REGAINE 2 POUR CENT, solution pour application cutanée."	60994733	0	1
956	"MINOXIDIL 2 % - ALOSTIL 2 POUR CENT, solution pour application cutanée - REGAINE 2 POUR CENT, solution pour application cutanée."	67661578	0	2
956	"MINOXIDIL 2 % - ALOSTIL 2 POUR CENT, solution pour application cutanée - REGAINE 2 POUR CENT, solution pour application cutanée."	62292732	1	3
957	"IBANDRONATE MONOSODIQUE MONOHYDRATE équivalant à ACIDE IBANDRONIQUE 50 mg - BONDRONAT 50 mg, comprimé pelliculé."	64593392	1	1
960	"RIVASTIGMINE (HYDROGENOTARTRATE DE) équivalant à RIVASTIGMINE 2 mg/ml - EXELON 2 mg/ml, solution buvable."	67070657	0	1
960	"RIVASTIGMINE (HYDROGENOTARTRATE DE) équivalant à RIVASTIGMINE 2 mg/ml - EXELON 2 mg/ml, solution buvable."	66126409	1	2
960	"RIVASTIGMINE (HYDROGENOTARTRATE DE) équivalant à RIVASTIGMINE 2 mg/ml - EXELON 2 mg/ml, solution buvable."	60429748	1	3
961	"CICLETANINE (CHLORHYDRATE DE) 50 mg - TENSTATEN 50 mg, gélule."	60234221	0	1
961	"CICLETANINE (CHLORHYDRATE DE) 50 mg - TENSTATEN 50 mg, gélule."	61273191	1	2
961	"CICLETANINE (CHLORHYDRATE DE) 50 mg - TENSTATEN 50 mg, gélule."	64828545	1	3
961	"CICLETANINE (CHLORHYDRATE DE) 50 mg - TENSTATEN 50 mg, gélule."	67163702	1	4
961	"CICLETANINE (CHLORHYDRATE DE) 50 mg - TENSTATEN 50 mg, gélule."	67517243	1	5
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	67365141	0	1
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	69445593	0	2
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	62942048	1	3
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	67760715	1	4
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	69243410	1	5
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	61192704	1	6
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	67482059	1	7
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	61210159	1	8
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	68001016	1	9
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	67050747	1	10
963	"RALOXIFENE (CHLORHYDRATE DE) 60 mg - EVISTA 60 mg, comprimé pelliculé - OPTRUMA 60 mg, comprimé pelliculé"	67392156	1	11
964	"KETAMINE (CHLORHYDRATE DE) équivalant à KETAMINE 50 mg/5 ml - KETALAR 10 mg/ml, solution injectable."	61563134	0	1
