"CONCEPT_CODE"	"CONCEPT_NAME"	"MAPPED_ID"	"MAPPED_NAME"	"Supplier_name"
"mp39891-1636"	"Rixathon"	40756229	"Rixathon"	"Sandoz"
"mp38455-2204"	"Rixubis"	43560645	"Rixubis"	"Baxalta"
"mp23572-1628"	"Roaccutane"	21015186	"Roaccutane"	"Roche"
"mp23580-1628"	"RoActemra"	21016762	"RoActemra"	"Roche"
"mp23598-596"	"Robinul"	19022648	"Robinul"	"Eumedica"
"mp23606-596"	"Robinul-Neostigmine"	40756430	"Robinul-Neostigmine"	"Eumedica"
"mp23614-1628"	"Rocaltrol"	19022682	"Rocaltrol"	"Roche"
"mp23622-1628"	"Rocephine"	19063747	"Rocephin"	"Roche"
"mp34108-265"	"Rocuronium B. Braun"	43130517	"ROCURONIUM B BRAUN"	"B. Braun"
"mp23648-711"	"Rocuronium Bromide Fresenius Kabi"	43574952	"Rocuroniumbromid Kabi"	"Fresenius Kabi"
"mp30619-1982"	"Rodizen"	36256531	"Rodizen"	"VSM"
"mp23663-2097"	"Rofenid"	36256418	"Rofenid"	"Sanofi Belgium"
"mp23671-1628"	"Roferon A"	40816183	"Roferon A"	"Roche"
"mp23705-1289"	"Ropinirole Mylan"	43130528	"ROPINIROLE MYLAN"	"Mylan"
"mp23689-1636"	"Ropinirol Sandoz"	43130530	"ROPINIROLE SANDOZ"	"Sandoz"
"mp23739-711"	"Ropivacaine Fresenius Kabi"	43130692	"ROPIVACAINE KABI"	"Fresenius Kabi"
"mp23754-1537"	"Rosaced"	36256245	"Rosaced"	"Pierre Fabre"
"mp38331-2303"	"Rosuvastatin Krka"	36777194	"Rosuvastatin Krka"	"KRKA"
"mp38042-612"	"Rosuvastatine EG"	36777148	"Rosuvastatine EG"	"Eurogenerics"
"mp23762-828"	"Rotarix"	19063207	"Rotarix"	"GSK"
"mp23770-1263"	"Rotateq"	19063532	"RotaTeq"	"MSD"
"mp23788-2097"	"Rovamycine"	36403252	"Rovamycine"	"Sanofi Belgium"
"mp23796-612"	"Roxithromycine EG"	43130702	"ROXITHROMYCINE EG"	"Eurogenerics"
"mp23804-745"	"Rozex"	19022686	"Rozex"	"Galderma"
"mp33894-612"	"Rupatadine EG"	36256369	"Rupatadine EG"	"Eurogenerics"
"mp33597-1818"	"Rupatadine Teva"	36256368	"Rupatadine Teva"	"Teva"
"mp23820-1800"	"Rupatall"	36256839	"Rupatall"	"Takeda"
"mp23838-1743"	"Rupton"	36256805	"Rupton"	"SMB"
"mp39545-1347"	"Rydapt"	1594009	"Rydapt"	"Novartis Pharma"
"mp23846-240"	"Rydene"	36256158	"Rydene"	"Astellas"
"mp23853-2097"	"Rythmodan"	21017253	"Rythmodan"	"Sanofi Belgium"
"mp23861-1818"	"Rytmonorm"	21017130	"Rytmonorm"	"Teva"
"mp23887-2097"	"Sabril"	40165285	"Sabril"	"Sanofi Belgium"
"mp23895-2444"	"Saflutan"	21014930	"Saflutan"	"Santen"
"mp23911-1446"	"Salazopyrine"	19015277	"Salazopyrin EN"	"Pfizer"
"mp19356-1115"	"Novolizer Salbutamol"	43574248	"Salbutamol Novolizer"	"Meda Pharma"
"mp23945-927"	"Salvacyl"	21015063	"Salvacyl"	"Ipsen"
"mp23952-1347"	"Sandimmun"	43254011	"Sandimmun"	"Novartis Pharma"
"mp23960-513"	"Sandoglobuline"	36416866	"Sandoglobulin"	"CSL Behring"
"mp23986-1347"	"Sandostatine"	43130726	"SANDOSTATINE L"	"Novartis Pharma"
"mp38885-1636"	"Bosentan Sandoz"	44022816	"Sandoz Bosentan"	"Sandoz"
"mp24000-1636"	"Sandoz Calcium"	36256871	"Sandoz Calcium"	"Sandoz"
"mp33175-1636"	"Duloxetine Sandoz"	44022902	"Sandoz Duloxetine"	"Sandoz"
"mp37689-1636"	"Dutasteride Sandoz"	44022903	"Sandoz Dutasteride"	"Sandoz"
"mp38778-1636"	"Ezetimibe Sandoz"	44022911	"Sandoz Ezetimibe"	"Sandoz"
"mp14787-1636"	"Leflunomide Sandoz"	44022992	"Sandoz Leflunomide"	"Sandoz"
"mp16865-1636"	"Methylfenidaat Sandoz"	44023052	"Sandoz Methylphenidate Sr"	"Sandoz"
"mp38315-1636"	"Rosuvastatin Sandoz"	44023215	"Sandoz Rosuvastatin"	"Sandoz"
"mp31849-1636"	"Tolterodin Sandoz"	44023231	"Sandoz Tolterodine La"	"Sandoz"
"mp38489-1636"	"Travoprost Sandoz"	44023233	"Sandoz Travoprost"	"Sandoz"
"mp24034-1636"	"Saphirena"	36256434	"Saphirena"	"Sandoz"
"mp32409-174"	"Sativex"	21017451	"Sativex"	"Almirall"
"mp24042-463"	"Savene"	21017948	"Savene"	"Clinigen"
"mp32870-1354"	"Saxenda"	45892683	"Saxenda"	"Novo Nordisk"
"mp24059-1446"	"Sayana"	43574276	"Sayana"	"Pfizer"
"mp24067-232"	"Scandicaine"	43574278	"Scandicain"	"Aspen"
"mp31310-2337"	"Scandonest"	19072338	"Scandonest"	"Septodont"
"mp24075-299"	"Scheriproct"	21017814	"Scheriproct"	"Bayer"
"mp24083-1784"	"Scopolamine HBr Sterop"	36256789	"Scopolamine HBr Sterop"	"Sterop"
"mp31179-1818"	"Seasonique"	36777167	"Seasonique"	"Teva"
"mp24109-2097"	"Sectral"	19066215	"Sectral"	"Sanofi Belgium"
"mp24117-2097"	"Sectrazide"	36256305	"Sectrazide"	"Sanofi Belgium"
"mp24133-1743"	"Sedacid"	36256433	"Sedacid"	"SMB"
"mp24166-406"	"Sedergine"	36256304	"Sedergine"	"Bristol-Myers Squibb"
"mp24182-1867"	"Sedistress"	36256626	"Sedistress"	"Tilman"
"mp32680-1867"	"Sedistress Sleep"	36256514	"Sedistress Sleep"	"Tilman"
"mp24208-1347"	"Seebri"	35605304	"Seebri"	"Novartis Pharma"
"mp24216-174"	"Sekin"	36256836	"Sekin"	"Almirall"
"mp24224-1446"	"Selectol"	43574420	"Selectol"	"Pfizer"
"mp24232-117"	"Selenium Aguettant"	36256420	"Selenium Aguettant"	"Aguettant"
"mp24240-1073"	"Selincro"	21015843	"Selincro"	"Lundbeck"
"mp24257-257"	"Seloken"	43130912	"SELOKEN"	"AstraZeneca"
"mp24265-257"	"Selozok"	40816653	"Selozok"	"AstraZeneca"
"mp24273-2097"	"Selsun"	36416832	"Selsun"	"Sanofi Belgium"
"mp24281-1602"	"Seneuval"	36256692	"Seneuval"	"Qualiphar"
"mp31328-2337"	"Septanest"	21014588	"Septanest"	"Septodont"
"mp24307-356"	"Septopal"	44022941	"Septopal"	"Biomet Merck"
"mp24315-1073"	"Serdolect"	19016582	"Serdolect"	"Lundbeck"
"mp24323-174"	"Serenase"	36256436	"Serenase"	"Almirall"
"mp24331-828"	"Seretide"	21016198	"Seretide"	"GSK"
"mp24349-828"	"Serevent"	19045229	"Serevent"	"GSK"
"mp33159-2469"	"Serisima Continu"	36256435	"Serisima Continu"	"Exeltis"
"mp24356-1446"	"Serlain"	36256666	"Serlain"	"Pfizer"
"mp24356-1529"	"Serlain"	36256666	"Serlain"	"PI-Pharma"
"mp24364-257"	"Seroquel"	19046811	"Seroquel"	"AstraZeneca"
"mp24372-828"	"Seroxat"	40756339	"Seroxat"	"GSK"
"mp24372-1529"	"Seroxat"	40756339	"Seroxat"	"PI-Pharma"
"mp24380-216"	"Sertraline Apotex"	36256306	"Sertraline Apotex"	"Apotex"
"mp24398-612"	"Sertraline EG"	43130934	"SERTRALINE EG"	"Eurogenerics"
"mp24406-1289"	"Sertraline Mylan"	43130937	"SERTRALINE MYLAN"	"Mylan"
"mp24414-1636"	"Sertraline Sandoz"	43130943	"SERTRALINE SANDOZ"	"Sandoz"
"mp24422-1818"	"Sertraline Teva"	43130944	"SERTRALINE TEVA"	"Teva"
"mp24448-1651"	"Sevikar"	21018794	"Sevikar"	"Daiichi Sankyo"
"mp24455-1651"	"Sevikar / HCT"	36256571	"Sevikar / HCT"	"Daiichi Sankyo"
"mp24463-935"	"Sibelium"	21017038	"Sibelium"	"Janssen-Cilag"
"mp24471-1347"	"Siccagent"	36256660	"Siccagent"	"Novartis Pharma"
"mp24497-372"	"Sifrol"	43130953	"SIFROL"	"Boehringer Ingelheim"
"mp37358-3079"	"Siklos"	963931	"Siklos"	"Addmedica"
"mp24505-216"	"Sildenafil Apotex"	36256423	"Sildenafil Apotex"	"Apotex"
"mp24513-612"	"Sildenafil EG"	43130958	"SILDENAFIL EG"	"Eurogenerics"
"mp24521-1289"	"Sildenafil Mylan"	43130959	"SILDENAFIL MYLAN"	"Mylan"
"mp24539-1636"	"Sildenafil Sandoz"	43130962	"SILDENAFIL SANDOZ"	"Sandoz"
"mp24547-1818"	"Sildenafil Teva"	43130963	"SILDENAFIL TEVA"	"Teva"
"mp24554-1222"	"Sildenon"	36256574	"Sildenon"	"Mithra"
"mp24562-2022"	"Silodyx"	43130966	"SILODYX"	"Zambon"
"mp31625-1347"	"Simbrinza"	43526987	"Simbrinza"	"Novartis Pharma"
"mp33050-1404"	"Simdax"	21018790	"Simdax"	"Orion"
"mp24570-1263"	"Simponi"	19048224	"Simponi"	"MSD"
"mp24588-1347"	"Simulect"	19081038	"Simulect"	"Novartis Pharma"
"mp24604-216"	"Simvastatine Apotex"	36256778	"Simvastatine Apotex"	"Apotex"
"mp24612-612"	"Simvastatine EG"	43131198	"SIMVASTATINE EG"	"Eurogenerics"
"mp24620-1289"	"Simvastatine Mylan"	43131202	"SIMVASTATINE MYLAN"	"Mylan"
"mp24596-1636"	"Simvastatin Sandoz"	43131209	"SIMVASTATINE SANDOZ"	"Sandoz"
"mp24596-885"	"Simvastatin Sandoz"	43131209	"SIMVASTATINE SANDOZ"	"Impexeco"
"mp24638-1818"	"Simvastatine Teva"	43131210	"SIMVASTATINE TEVA"	"Teva"
"mp40451-216"	"Simvazet"	42907062	"SIMVAZET"	"Apotex"
"mp24653-828"	"Sinecod"	40816384	"Sinecod"	"GSK"
"mp24679-1529"	"Singulair"	19023673	"Singulair"	"PI-Pharma"
"mp24679-1263"	"Singulair"	19023673	"Singulair"	"MSD"
"mp24687-1198"	"Sintrom"	36256437	"Sintrom"	"Merus Labs Luxco"
"mp24695-943"	"Sinutab"	40235844	"Sinutab"	"Johnson & Johnson Consumer"
"mp24703-1073"	"Sipralexa"	36256307	"Sipralexa"	"Lundbeck"
"mp24711-1347"	"Sirdalud"	43576610	"Sirdalud"	"Novartis Pharma"
"mp30676-1024"	"Siroctid"	43131214	"SIROCTID"	"Lamepro"
"mp24729-1164"	"Siroxyl"	36256231	"Siroxyl"	"Melisana"
"mp24737-935"	"Sirturo"	43012940	"Sirturo"	"Janssen-Cilag"
"mp40097-174"	"Skilarence"	40756108	"Skilarence"	"Almirall"
"mp24745-299"	"Skinoren"	21019100	"Skinoren"	"Bayer"
"mp40279-1172"	"Skudexa"	40756516	"Skudexa"	"Menarini"
"mp24752-1164"	"Sofraline"	36256203	"Sofraline"	"Melisana"
"mp24760-1164"	"Soframycine"	19053857	"Soframycin"	"Melisana"
"mp24778-1164"	"Sofrasolone"	36256736	"Sofrasolone"	"Melisana"
"mp38919-1826"	"Softacor"	40756405	"Softacort"	"Thea"
"mp24794-2097"	"Solian"	19117268	"Solian"	"Sanofi Belgium"
"mp24794-885"	"Solian"	19117268	"Solian"	"Impexeco"
"mp24810-133"	"Soliris"	19125394	"Soliris"	"Alexion"
"mp24828-1446"	"Solu-Cortef"	19047313	"Solu-Cortef"	"Pfizer"
"mp24836-1446"	"Solu-Medrol"	19048391	"Solu-Medrol"	"Pfizer"
"mp32102-141"	"Soluprick Negatieve Controle"	21015555	"Soluprick"	"ALK"
"mp32110-141"	"Soluprick Positieve Controle"	21015555	"Soluprick"	"ALK"
"mp32128-141"	"Soluprick SQ Phleum Pratense"	21016515	"Soluprick SQ"	"ALK"
"mp24844-711"	"Soluvit Novum"	43254121	"Soluvit N"	"Fresenius Kabi"
"mp24869-596"	"Somatostatine-Eumedica"	43131240	"SOMATOSTATINE EUMEDICA"	"Eumedica"
"mp24851-596"	"Somatostatine-Belpharma"	36256522	"Somatostatine-Belpharma"	"Eumedica"
"mp24877-927"	"Somatuline"	19015331	"Somatuline"	"Ipsen"
"mp24885-1446"	"Somavert"	19036319	"Somavert"	"Pfizer"
"mp31088-745"	"Soolantra"	45892670	"Soolantra"	"Galderma"
"mp24919-2972"	"Sorbisterit"	21016289	"Sorbisterit"	"Vifor Fresenius"
"mp24927-2097"	"Sorbitol Delalande"	43131245	"SORBITOL DELALANDE"	"Sanofi Belgium"
"mp24935-1446"	"Sostilar"	36256806	"Sostilar"	"Pfizer"
"mp24943-406"	"Sotalex"	43131248	"SOTALEX"	"Bristol-Myers Squibb"
"mp24950-1289"	"Sotalol Mylan"	43131254	"SOTALOL MYLAN"	"Mylan"
"mp24968-1636"	"Sotalol Sandoz"	43131257	"SOTALOL SANDOZ"	"Sandoz"
"mp24976-794"	"Sovaldi"	44784957	"Sovaldi"	"Gilead Sciences"
"mp24984-174"	"Spagulax"	43131261	"SPAGULAX"	"Almirall"
"mp24992-174"	"Spagulax M"	43131261	"SPAGULAX"	"Almirall"
"mp25007-1115"	"Spasmine"	43131410	"SPASMINE"	"Meda Pharma"
"mp25015-1172"	"Spasmomen"	36256632	"Spasmomen"	"Menarini"
"mp25023-1172"	"Spedra"	21018268	"Spedra"	"Menarini"
"mp25031-2022"	"Spidifen"	43577612	"Spidifen"	"Zambon"
"mp38844-331"	"Spinraza"	1593036	"Spinraza"	"Biogen"
"mp32649-372"	"Spiolto"	40817727	"Spiolto"	"Boehringer Ingelheim"
"mp25049-372"	"Spiriva"	19002890	"Spiriva"	"Boehringer Ingelheim"
"mp25064-612"	"Spironolactone EG"	43131452	"SPIRONOLACTONE EG"	"Eurogenerics"
"mp25080-1636"	"Spironolactone Sandoz"	43131458	"SPIRONOLACTONE SANDOZ"	"Sandoz"
"mp25098-1529"	"Sporanox"	19043948	"Sporanox"	"PI-Pharma"
"mp25098-935"	"Sporanox"	19043948	"Sporanox"	"Janssen-Cilag"
"mp25106-1305"	"Sportflex"	36256684	"Sportflex"	"Neocare"
"mp25114-406"	"Sprycel"	19091137	"Sprycel"	"Bristol-Myers Squibb"
"mp39032-372"	"Srivasso"	43577489	"Srivasso"	"Boehringer Ingelheim"
"mp25122-1529"	"Stalevo"	43525499	"Stalevo"	"PI-Pharma"
"mp25122-1404"	"Stalevo"	43525499	"Stalevo"	"Orion"
"mp25130-2097"	"Stamaril"	1593654	"Stamaril"	"Sanofi Belgium"
"mp25148-1891"	"Staphycid"	36256220	"Staphycid"	"Trenker"
"mp25155-1115"	"Staurodorm"	40817075	"Staurodorm N Mpa"	"Meda Pharma"
"mp25163-1446"	"Stediril-30"	43131471	"STEDIRIL"	"Pfizer"
"mp25171-935"	"Stelara"	40161445	"Stelara"	"Janssen-Cilag"
"mp31724-885"	"Steovit"	36256197	"Steovit"	"Impexeco"
"mp31724-1800"	"Steovit"	36256197	"Steovit"	"Takeda"
"mp25247-1784"	"Steropotassium"	36256575	"Steropotassium"	"Sterop"
"mp25254-1800"	"Stilaze"	36256308	"Stilaze"	"Takeda"
"mp25270-2097"	"Stilnoct"	19015450	"Stilnoct"	"Sanofi Belgium"
"mp31492-299"	"Stivarga"	42900892	"Stivarga"	"Bayer"
"mp25288-1529"	"Stocrin"	43254091	"Stocrin"	"PI-Pharma"
"mp25288-1263"	"Stocrin"	43254091	"Stocrin"	"MSD"
"mp25304-570"	"Strattera"	19037155	"Strattera"	"Eli Lilly"
"mp25312-1610"	"Strepfen"	43254103	"Strepfen Intensive"	"Reckitt Benckiser"
"mp25320-1610"	"Strepsils"	21015769	"Strepsils"	"Reckitt Benckiser"
"mp25338-1610"	"Strepsils + Lidocaine"	21015769	"Strepsils"	"Reckitt Benckiser"
"mp25346-794"	"Stribild"	42874191	"Stribild"	"Gilead Sciences"
"mp33126-372"	"Striverdi"	45775118	"Striverdi"	"Boehringer Ingelheim"
"mp25353-1800"	"Strumazol"	36256576	"Strumazol"	"Takeda"
"mp25361-935"	"Stugeron"	21018571	"Stugeron"	"Janssen-Cilag"
"mp25379-2600"	"Suboxone"	19034634	"Suboxone"	"Indivior"
"mp25387-2600"	"Subutex"	19033207	"Subutex"	"Indivior"
"mp25395-935"	"Sufenta"	19088881	"Sufenta"	"Janssen-Cilag"
"mp38620-1289"	"Sufentanil Mylan"	43131733	"SUFENTANIL MYLAN"	"Mylan"
"mp25437-612"	"Sulfarlem S25"	43131736	"SULFARLEM"	"Eurogenerics"
"mp25445-1594"	"Sulfasil"	36256398	"Sulfasil"	"Purna"
"mp25478-612"	"Sumatriptan EG"	36256677	"Sumatriptan EG"	"Eurogenerics"
"mp25494-1636"	"Sumatriptan Sandoz"	43576678	"Sumatriptan Sandoz"	"Sandoz"
"mp25502-1818"	"Sumatriptan Teva"	43131747	"SUMATRIPTAN TEVA"	"Teva"
"mp25569-2097"	"Suprefact"	19018227	"Suprefact"	"Sanofi Belgium"
"mp25577-2097"	"Surbronc"	43131766	"SURBRONC"	"Sanofi Belgium"
"mp25585-232"	"Sustanon 250"	40756393	"Sustanon"	"Aspen"
"mp25593-1446"	"Sutent"	19086370	"Sutent"	"Pfizer"
"mp25601-1073"	"Sycrest"	21016317	"Sycrest"	"Lundbeck"
"mp32185-935"	"Sylvant"	44817789	"Sylvant"	"Janssen-Cilag"
"mp25619-257"	"Symbicort"	19019100	"Symbicort"	"AstraZeneca"
"mp38646-935"	"Symtuza"	1560080	"Symtuza"	"Janssen-Cilag"
"mp25627-1248"	"Synacthen"	21017071	"Synacthen"	"Sigma-tau"
"mp25635-59"	"Synagis"	19082130	"Synagis"	"AbbVie"
"mp25643-828"	"Synflorix"	21017155	"Synflorix"	"GSK"
"mp25650-2014"	"Syngel"	36256601	"Syngel"	"Will-Pharma"
"mp32938-372"	"Synjardy"	46287681	"Synjardy"	"Boehringer Ingelheim"
"mp25668-1248"	"Syntocinon"	40756359	"Syntocinon"	"Sigma-tau"
"mp25684-935"	"Systen"	36256309	"Systen"	"Janssen-Cilag"
"mp25692-1313"	"Tachipri"	36256462	"Tachipri"	"Nordic Pharma"
"mp25700-1800"	"Tachosil"	40224534	"TachoSil"	"Takeda"
"mp37960-612"	"Tadalafil EG"	36256392	"Tadalafil EG"	"Eurogenerics"
"mp38190-2303"	"Tadalafil Krka"	36777159	"Tadalafil Krka"	"KRKA"
"mp38117-570"	"Tadalafil Lilly"	36777134	"Tadalafil Lilly"	"Eli Lilly"
"mp38059-1636"	"Tadalafil Sandoz"	36777133	"Tadalafil Sandoz"	"Sandoz"
"mp25726-1347"	"Tafinlar"	43532210	"Tafinlar"	"Novartis Pharma"
"mp33472-257"	"Tagrisso"	35605526	"Tagrisso"	"AstraZeneca"
"mp25734-1263"	"Taloxa"	21019015	"Taloxa"	"MSD"
"mp34124-570"	"Taltz"	35603567	"Taltz"	"Eli Lilly"
"mp25742-1115"	"Tambocor"	19022759	"Tambocor"	"Meda Pharma"
"mp25759-1628"	"Tamiflu"	19099768	"Tamiflu"	"Roche"
"mp25775-1818"	"Tamoplex"	44022405	"Tamoplex"	"Teva"
"mp25783-1289"	"Tamoxifen Mylan"	43132020	"TAMOXIFENE MYLAN"	"Mylan"
"mp25791-1636"	"Tamoxifen Sandoz"	43132022	"TAMOXIFENE SANDOZ"	"Sandoz"
"mp25833-1636"	"Tamsulosine Sandoz"	40818191	"Tamsulosin Sandoz"	"Sandoz"
"mp25809-612"	"Tamsulosine EG"	43132029	"TAMSULOSINE EG"	"Eurogenerics"
"mp25809-1529"	"Tamsulosine EG"	43132029	"TAMSULOSINE EG"	"PI-Pharma"
"mp25817-240"	"Tamsulosine HCl Yamanouchi"	36256577	"Tamsulosine HCl Yamanouchi"	"Astellas"
"mp25817-1529"	"Tamsulosine HCl Yamanouchi"	36256577	"Tamsulosine HCl Yamanouchi"	"PI-Pharma"
"mp25825-1289"	"Tamsulosine Mylan"	43132032	"TAMSULOSINE MYLAN"	"Mylan"
"mp25841-885"	"Tamsulosine Teva"	43132037	"TAMSULOSINE TEVA"	"Impexeco"
"mp25841-1818"	"Tamsulosine Teva"	43132037	"TAMSULOSINE TEVA"	"Teva"
"mp25858-927"	"Tanakan"	43132040	"TANAKAN"	"Ipsen"
"mp25866-521"	"Taradyl"	36256792	"Taradyl"	"CSP Benelux"
"mp25874-1628"	"Tarceva"	19025418	"Tarceva"	"Roche"
"mp25882-1545"	"Tardyferon"	43132043	"TARDYFERON"	"Pierre Fabre Medicament"
"mp25890-1321"	"Targaxan"	21014273	"Targaxan"	"Norgine"
"mp25908-1271"	"Targinact"	21017530	"Targinact"	"Mundipharma"
"mp25916-2097"	"Targocid"	19018668	"Targocid"	"Sanofi Belgium"
"mp25924-562"	"Targretin"	19098046	"Targretin"	"Eisai"
"mp25932-2097"	"Tarivid"	21017622	"Tarivid"	"Sanofi Belgium"
"mp25940-1347"	"Tasigna"	19017711	"Tasigna"	"Novartis Pharma"
"mp25957-1115"	"Tasmar"	19023590	"Tasmar"	"Meda Pharma"
"mp25965-2097"	"Tavanic"	21017118	"Tavanic"	"Sanofi Belgium"
"mp25965-885"	"Tavanic"	21017118	"Tavanic"	"Impexeco"
"mp39305-1982"	"Tavoforce"	36776994	"Tavoforce"	"VSM"
"mp25973-1982"	"Tavonin"	36256693	"Tavonin"	"VSM"
"mp25981-2097"	"Taxotere"	19044663	"Taxotere"	"Sanofi Belgium"
"mp25999-2097"	"Tazko"	36256310	"Tazko"	"Sanofi Belgium"
"mp25999-885"	"Tazko"	36256310	"Tazko"	"Impexeco"
"mp26013-1347"	"Tears Naturale"	40171815	"Tears Naturale"	"Novartis Pharma"
"mp26021-968"	"Tebrazid"	44022476	"Tebrazid"	"Kela"
"mp38513-1628"	"Tecentriq"	42629083	"Tecentriq"	"Roche"
"mp31062-331"	"Tecfidera"	43526373	"Tecfidera"	"Biogen"
"mp26047-1115"	"Teejel"	44022479	"Teejel"	"Meda Pharma"
"mp38000-554"	"Teglutik"	21016503	"Teglutik"	"Effik"
"mp26096-1347"	"Tegretol"	19045157	"Tegretol"	"Novartis Pharma"
"mp26096-1529"	"Tegretol"	19045157	"Tegretol"	"PI-Pharma"
"mp26146-2097"	"Telfast"	40756474	"Telfast"	"Sanofi Belgium"
"mp26153-1818"	"Telmisartan / HCTZ Teva"	36256578	"Telmisartan / HCTZ Teva"	"Teva"
"mp26179-91"	"Telmisartan Actavis"	43132059	"TELMISARTAN ACTAVIS"	"Actavis"
"mp26195-612"	"Telmisartan EG"	43132062	"TELMISARTAN EG"	"Eurogenerics"
"mp26203-1289"	"Telmisartan Mylan"	43132064	"TELMISARTAN MYLAN"	"Mylan"
"mp31518-612"	"Telmisartan Plus HCT EG"	36256440	"Telmisartan Plus HCT EG"	"Eurogenerics"
"mp26211-1636"	"Telmisartan Sandoz"	43132066	"TELMISARTAN SANDOZ"	"Sandoz"
"mp26229-1818"	"Telmisartan Teva"	43132063	"TELMISARTAN TEVA"	"Teva"
"mp26161-1636"	"Telmisartan / Hydrochlorothiazide Sandoz"	43132075	"TELMISARTAN/HYDROCHLOROTHIAZIDE SANDOZ"	"Sandoz"
"mp26237-1966"	"Telzir"	21018708	"Telzir"	"ViiV"
"mp26245-1446"	"Temesta"	43132081	"TEMESTA"	"Pfizer"
"mp26252-2600"	"Temgesic"	21016759	"Temgesic"	"Indivior"
"mp26260-1263"	"Temodal"	21017662	"Temodal"	"MSD"
"mp32474-67"	"Temozolomide Accord"	35406613	"TEMOZOLOMIDE ACCORD"	"Accord"
"mp26294-1818"	"Temozolomide Teva"	43132084	"TEMOZOLOMIDE TEVA"	"Teva"
"mp26302-2014"	"Tempocol"	36256439	"Tempocol"	"Will-Pharma"
"mp26310-257"	"Tenif"	21015686	"Tenif"	"AstraZeneca"
"mp37614-1289"	"Tenofovir Disoproxil Mylan"	36256594	"Tenofovir Disoproxil Mylan"	"Mylan"
"mp26328-257"	"Tenoretic"	19100439	"Tenoretic"	"AstraZeneca"
"mp26336-257"	"Tenormin"	19022797	"Tenormin"	"AstraZeneca"
"mp26344-1289"	"TensocMylan"	36256151	"TensocMylan"	"Mylan"
"mp37424-604"	"Tepadina"	43012977	"Tepadina"	"Eurocept"
"mp26351-182"	"Terazosabb"	36256246	"Terazosabb"	"Amdipharm"
"mp26385-1636"	"Terazosine Sandoz"	43576979	"Terazosin Sandoz"	"Sandoz"
"mp26369-612"	"Terazosine EG"	36256383	"Terazosine EG"	"Eurogenerics"
"mp26393-216"	"Terbinafine Apotex"	36256456	"Terbinafine Apotex"	"Apotex"
"mp26419-612"	"Terbinafine EG"	43127833	"TERBINAFINE EG"	"Eurogenerics"
"mp26427-1289"	"Terbinafine Mylan"	43127836	"TERBINAFINE MYLAN"	"Mylan"
"mp26435-1636"	"Terbinafine Sandoz"	43127841	"TERBINAFINE SANDOZ"	"Sandoz"
"mp26450-1446"	"Terra-Cortril"	19041534	"Terra-Cortril"	"Pfizer"
"mp26468-1446"	"Terra-Cortril + Polymyxine B"	36256755	"Terra-Cortril + Polymyxine B"	"Pfizer"
"mp26476-1446"	"Terramycine + Polymyxine B"	19022367	"Terramycin with Polymyxin B"	"Pfizer"
"mp39156-661"	"Testarzon"	36777188	"Testarzon"	"Ferring"
"mp26492-1263"	"Testocaps"	36256712	"Testocaps"	"MSD"
"mp26500-208"	"Tetrabenazine AOP Orphan Pharmaceuticals"	36256487	"Tetrabenazine AOP Orphan Pharmaceuticals"	"AOP"
"mp26526-745"	"Tetralysal"	19100818	"Tetralysal"	"Galderma"
"mp26534-2097"	"Tetravac"	43577064	"Tetravac"	"Sanofi Belgium"
"mp37697-1818"	"Bosentan Teva"	44022536	"Teva-Bosentan"	"Teva"
"mp32284-1818"	"Duloxetine Teva"	44022579	"Teva-Duloxetine Dr"	"Teva"
"mp38547-1818"	"Ezetimibe Teva"	44022589	"Teva-Ezetimibe"	"Teva"
"mp33795-1818"	"Imatinib Teva"	44022612	"Teva-Imatinib"	"Teva"
"mp17780-1818"	"Morphine Teva"	44022650	"Teva-Morphine Sr"	"Teva"
"mp17897-1818"	"Moxifloxacine Teva"	44022651	"Teva-Moxifloxacin"	"Teva"
"mp22574-1818"	"Quetiapine Teva"	44022682	"Teva-Quetiapine"	"Teva"
"mp38224-1818"	"Rosuvastatine Teva"	44022696	"Teva-Rosuvastatin"	"Teva"
"mp38034-1818"	"Tadalafil Teva"	44022739	"Teva-Tadalafil"	"Teva"
"mp26963-1818"	"Tolterodine Teva"	44022753	"Teva-Tolterodine"	"Teva"
"mp27425-1818"	"Trazodone Teva"	44022758	"Teva-Trazodone"	"Teva"
"mp32995-1818"	"Voriconazole Teva"	44022803	"Teva-Voriconazole"	"Teva"
"mp30262-1818"	"Zolmitriptan Teva"	44022804	"Teva-Zolmitriptan"	"Teva"
"mp26559-1818"	"Tevagrastim"	21015397	"Tevagrastim"	"Teva"
"mp26567-2386"	"Teveten"	19100564	"Teveten"	"Mylan EPD"
"mp26575-2386"	"Teveten Plus"	42914544	"TEVETEN PLUS"	"Mylan EPD"
"mp26583-1313"	"Teysuno"	21017135	"Teysuno"	"Nordic Pharma"
"mp26591-422"	"Thalidomide Celgene"	21016651	"Thalidomide Celgene"	"Celgene"
"mp26625-1784"	"Thermo Cream"	36256230	"Thermo Cream"	"Sterop"
"mp26633-1347"	"Thilo-Tears"	40818025	"Thilo Tears"	"Novartis Pharma"
"mp26641-2097"	"Thymoglobuline"	43254229	"Thymoglobuline"	"Sanofi Belgium"
"mp26658-1867"	"Thymoseptine"	36256556	"Thymoseptine"	"Tilman"
"mp26666-2097"	"Thyrogen"	40756529	"Thyrogen"	"Sanofi Belgium"
