source_concept_code	source_concept_name	source_concept_desc	source_concept_class_id	target_concept_id	target_concept_name	precedence	conversion_factor	invalid_indicator
"stof00381"	"cisplatine"		"Ingredient"	"1397599"	"Cisplatin"	"1"		
"stof00631"	"erythromycine ethylsuccinaat"		"Ingredient"	"1746940"	"Erythromycin"	"1"		
"stof01986"	"ibrutinib"		"Ingredient"	"44507848"	"Ibrutinib"	"1"		
"stof01986"	"ibrutinib"		"Ingredient"	"44507848"	"Ibrutinib"	"1"		
"stof01984"	"anakinra"		"Ingredient"	"1114375"	"anakinra"	"1"		
"stof00209"	"bifonazol"		"Ingredient"	"19037560"	"bifonazole"	"1"		
"stof00606"	"epinastine hydrochloride"		"Ingredient"	"943634"	"epinastine"	"1"		
"stof01243"	"natrium chloride"		"Ingredient"	"967823"	"Sodium Chloride"	"1"		
"stof00825"	"glimepiride"		"Ingredient"	"1597756"	"glimepiride"	"1"		
"stof01950"	"tapentadol hydrochloride"		"Ingredient"	"19026459"	"tapentadol"	"1"		
"stof00159"	"Bacillus Calmette-Guérin (stam RIVM)"		"Ingredient"	"19013730"	"BCG, Live, Montreal Strain"	"1"		
"stof01676"	"tazobactam natrium"		"Ingredient"	"1741122"	"tazobactam"	"1"		
"stof00963"	"Japanse encefalitisvirus (geïnactiveerd)"		"Ingredient"	"19047598"	"Japanese encephalitis virus vaccine, inactivated"	"1"		
"stof00037"	"aflibercept"		"Ingredient"	"40244266"	"aflibercept"	"1"		
"stof00672"	"ezetimibe"		"Ingredient"	"1526475"	"ezetimibe"	"1"		
"stof02138"	"levosimendan"		"Ingredient"	"40173184"	"Levosimendan"	"1"		
"stof02138"	"levosimendan"		"Ingredient"	"40173184"	"Levosimendan"	"1"		
"stof01166"	"salicylaat methyl"		"Ingredient"	"909440"	"methyl salicylate"	"1"		
"stof01553"	"ritonavir"		"Ingredient"	"1748921"	"Ritonavir"	"1"		
"stof01553"	"ritonavir"		"Ingredient"	"1748921"	"Ritonavir"	"1"		
"stof01103"	"mefenesine"		"Ingredient"	"19002662"	"Mephenesin"	"1"		
"stof00095"	"amlodipine maleaat"		"Ingredient"	"1332418"	"Amlodipine"	"1"		
"stof01542"	"rifampicine"		"Ingredient"	"1763204"	"Rifampin"	"1"		
"stof01690"	"tenoxicam"		"Ingredient"	"19041220"	"tenoxicam"	"1"		
"stof01399"	"permethrine"		"Ingredient"	"922868"	"Permethrin"	"1"		
"stof00027"	"actief chloor (onder vorm van natriumhypochloriet)"		"Ingredient"	"44784806"	"Hypochlorite"	"1"		
"stof02067"	"rasagiline hemitartraat"		"Ingredient"	"715710"	"rasagiline"	"1"		
"stof01226"	"naftazon"		"Ingredient"	"19080493"	"naftazone"	"1"		
"stof01380"	"peginterferon alfa-2a"		"Ingredient"	"1714165"	"peginterferon alfa-2a"	"1"		
"stof02428"	"tenofovir disoproxil (onder de vorm van succinaat)"		"Ingredient"	"19011093"	"Tenofovir"	"2"		
"stof02428"	"tenofovir disoproxil (onder de vorm van succinaat)"		"Ingredient"	"1710281"	"tenofovir disoproxil"	"1"		
"stof01382"	"pegvisomant"		"Ingredient"	"1503432"	"pegvisomant"	"1"		
"stof01574"	"roxithromycine"		"Ingredient"	"19063874"	"Roxithromycin"	"1"		
"stof01534"	"retinol palmitaat"		"Ingredient"	"19008339"	"Vitamin A"	"1"		
"stof00072"	"aluminiumoxide"		"Ingredient"	"19123348"	"Aluminum Oxide"	"1"		
"stof01765"	"tosylchlooramide natrium"		"Ingredient"	"19036053"	"chloramine-T"	"1"		
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"40174004"	"Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"528986"	"Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"528988"	"Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"40174011"	"Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"528990"	"Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"529042"	"Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"40174015"	"Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"529044"	"Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"40174018"	"Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"40174020"	"Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"529046"	"Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"40174023"	"Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01428"	"pneumokokken, 13 types (polysachariden, geconjugeerd)"		"Ingredient"	"529072"	"Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine"			
"stof01746"	"tiotropium bromide"		"Ingredient"	"1106776"	"tiotropium"	"1"		
"stof00842"	"granisetron hydrochloride"		"Ingredient"	"1000772"	"Granisetron"	"1"		
"stof01299"	"octocog alfa"		"Ingredient"	"1352213"	"Factor VIII"	"1"		
"stof00090"	"amisulpride"		"Ingredient"	"19057607"	"Amisulpride"	"1"		
"stof00090"	"amisulpride"		"Ingredient"	"19057607"	"Amisulpride"	"1"		
"stof01020"	"lenalidomide"		"Ingredient"	"19026972"	"lenalidomide"	"1"		
"stof02316"	"daratumumab"		"Ingredient"	"35605744"	"daratumumab"	"1"		
"stof01490"	"prothipendyl hydrochloride"		"Ingredient"	"19115044"	"prothipendyl"	"1"		
"stof01869"	"α-tocoferol"		"Ingredient"	"19056802"	"alpha Tocopherol"	"1"		
"stof01105"	"mefloquine hydrochloride"		"Ingredient"	"19000498"	"Mefloquine"	"1"		
"stof01958"	"pethidine hydrochloride"		"Ingredient"	"1102527"	"Meperidine"	"1"		
"stof01117"	"meloxicam enolaat"		"Ingredient"	"1150345"	"meloxicam"	"1"		
"stof00168"	"basiliximab"		"Ingredient"	"19038440"	"basiliximab"	"1"		
"stof00644"	"estriol"		"Ingredient"	"19049038"	"Estriol"	"1"		
"stof00644"	"estriol"		"Ingredient"	"19049038"	"Estriol"	"1"		
"stof01046"	"levonorgestrel"		"Ingredient"	"1589505"	"Levonorgestrel"	"1"		
"stof01046"	"levonorgestrel"		"Ingredient"	"1589505"	"Levonorgestrel"	"1"		
"stof00632"	"erythromycine lactobionaat"		"Ingredient"	"1746940"	"Erythromycin"	"1"		
"stof01210"	"moxifloxacine"		"Ingredient"	"1716903"	"moxifloxacin"	"1"		
"stof01736"	"Tilia sylvestris (nebulisaat)"		"Ingredient"	"19056118"	"Tilia extract"	"1"		
"stof01110"	"Melissa officinalis (droog extract)"		"Ingredient"	"42899425"	"Melissa officinalis extract"	"1"		
"stof01110"	"Melissa officinalis (droog extract)"		"Ingredient"	"42899426"	"Melissa officinalis leaf extract"	"2"		
"stof01110"	"Melissa officinalis (droog extract)"		"Ingredient"	"46234336"	"Melissa officinalis flowering top extract"	"3"		
"stof01584"	"salicylaat diethylamine"		"Ingredient"	"19029278"	"diethylamine salicylate"	"1"		
"stof01503"	"pyrimethamine"		"Ingredient"	"1760039"	"Pyrimethamine"	"1"		
"stof01503"	"pyrimethamine"		"Ingredient"	"1760039"	"Pyrimethamine"	"1"		
"stof01175"	"metoprolol tartraat"		"Ingredient"	"1307046"	"Metoprolol"	"1"		
"stof00425"	"clotrimazol"		"Ingredient"	"1000632"	"Clotrimazole"	"1"		
"stof00783"	"fotemustine"		"Ingredient"	"36879099"	"Fotemustine"	"1"		
"stof00783"	"fotemustine"		"Ingredient"	"36879099"	"Fotemustine"	"1"		
"stof02150"	"tolvaptan"		"Ingredient"	"19036797"	"tolvaptan"	"1"		
"stof01248"	"waterstofcarbonaat natrium"		"Ingredient"	"939506"	"Sodium Bicarbonate"	"1"		
"stof01039"	"levofloxacine"		"Ingredient"	"1742253"	"Levofloxacin"	"1"		
"stof01039"	"levofloxacine"		"Ingredient"	"1742253"	"Levofloxacin"	"1"		
"stof01562"	"romiplostim"		"Ingredient"	"19032407"	"romiplostim"	"1"		
"stof00695"	"fenofibraat (nanopartikels)"		"Ingredient"	"1551803"	"Fenofibrate"	"1"		
"stof01642"	"sufentanil citraat"		"Ingredient"	"19078219"	"Sufentanil"	"1"		
"stof00792"	"fusidaat natrium"		"Ingredient"	"19010400"	"Fusidate"	"1"		
"stof01856"	"zink sulfaat"		"Ingredient"	"19044522"	"Zinc Sulfate"	"1"		
"stof01032"	"levobupivacaïne hydrochloride"		"Ingredient"	"19098741"	"Levobupivacaine"	"1"		
"stof00066"	"alprostadil"		"Ingredient"	"1381504"	"Alprostadil"	"1"		
"stof00066"	"alprostadil"		"Ingredient"	"1381504"	"Alprostadil"	"1"		
"stof01019"	"leflunomide"		"Ingredient"	"1101898"	"leflunomide"	"1"		
"stof01018"	"laurylsulfoacetaat natrium"		"Ingredient"	"19014215"	"SODIUM LAURYL SULFOACETATE"	"1"		
"stof01946"	"enzalutamide"		"Ingredient"	"42900250"	"enzalutamide"	"1"		
"stof00688"	"fenelzine sulfaat"		"Ingredient"	"733896"	"Phenelzine"	"1"		
"stof00227"	"bofvirus (levend verzwakt)"		"Ingredient"	"529713"	"Mumps Virus Vaccine Live, Jeryl Lynn Strain"	"2"		
"stof00227"	"bofvirus (levend verzwakt)"		"Ingredient"	"43532049"	"Mumps virus"	"1"		
"stof00267"	"calcifediol"		"Ingredient"	"19035569"	"Calcifediol"	"1"		
"stof00267"	"calcifediol"		"Ingredient"	"19035569"	"Calcifediol"	"1"		
"stof00110"	"anagrelide hydrochloride"		"Ingredient"	"1381253"	"anagrelide"	"1"		
"stof00386"	"citroenzuur"		"Ingredient"	"950435"	"Citric Acid"	"1"		
"stof00951"	"isoconazol nitraat"		"Ingredient"	"19003491"	"isoconazole"	"1"		
"stof00005"	"abatacept"		"Ingredient"	"1186087"	"abatacept"	"1"		
"stof00475"	"dasatinib"		"Ingredient"	"1358436"	"dasatinib"	"1"		
"stof00238"	"brinzolamide"		"Ingredient"	"938044"	"brinzolamide"	"1"		
"stof01615"	"simvastatine"		"Ingredient"	"1539403"	"Simvastatin"	"1"		
"stof00480"	"deferasirox"		"Ingredient"	"1786055"	"deferasirox"	"1"		
"stof02449"	"vortioxetine hydrobromide"		"Ingredient"	"44507700"	"vortioxetine"	"1"		
"stof00304"	"cefadroxil"		"Ingredient"	"1769535"	"Cefadroxil"	"1"		
"stof00304"	"cefadroxil"		"Ingredient"	"1769535"	"Cefadroxil"	"1"		
"stof01693"	"terbinafine"		"Ingredient"	"1741309"	"terbinafine"	"1"		
"stof02063"	"clevidipine"		"Ingredient"	"19089969"	"clevidipine"	"1"		
"stof02400"	"autologe humane corneale epitheelcellen"		"Ingredient"	"40684592"	"Autologous human corneal epithelial cells"	"1"		
"stof01144"	"metformine hydrochloride"		"Ingredient"	"1503297"	"Metformin"	"1"		
"stof02377"	"sarilumab"		"Ingredient"	"1594587"	"sarilumab"	"1"		
"stof01344"	"oxytocine"		"Ingredient"	"1326115"	"Oxytocin"	"1"		
"stof01725"	"Thymus vulgaris (vloeibaar extract)"		"Ingredient"	"43526082"	"Thymus vulgaris whole extract"	"2"		
"stof01725"	"Thymus vulgaris (vloeibaar extract)"		"Ingredient"	"42900092"	"Thymus vulgaris leaf extract"	"1"		
"stof00778"	"foscarnet trinatrium"		"Ingredient"	"1724700"	"Foscarnet"	"1"		
"stof00944"	"ipilimumab"		"Ingredient"	"40238188"	"ipilimumab"	"1"		
"stof01726"	"thyrotropine alfa"		"Ingredient"	"19063297"	"thyrotropin alfa"	"1"		
"stof00846"	"haloperidol"		"Ingredient"	"766529"	"Haloperidol"	"1"		
"stof00846"	"haloperidol"		"Ingredient"	"766529"	"Haloperidol"	"1"		
"stof00846"	"haloperidol"		"Ingredient"	"766529"	"Haloperidol"	"1"		
"stof00997"	"L-valine"		"Ingredient"	"19007572"	"Valine"	"1"		
"stof01249"	"nebivolol hydrochloride"		"Ingredient"	"1314577"	"nebivolol"	"1"		
"stof00398"	"clobazam"		"Ingredient"	"19050832"	"clobazam"	"1"		
"stof00285"	"Capsicum (oliehars)"		"Ingredient"	"19055492"	"CAPSICUM OLEORESIN"	"1"		
"stof01192"	"mitotaan"		"Ingredient"	"1309161"	"Mitotane"	"1"		
"stof00856"	"hexamidine diisetionaat"		"Ingredient"	"19001599"	"hexamidine"	"1"		
"stof01863"	"zopiclon"		"Ingredient"	"19044883"	"zopiclone"	"1"		
"stof01853"	"zink acetaat"		"Ingredient"	"979096"	"Zinc Acetate"	"1"		
"stof00017"	"acetazolamide natrium"		"Ingredient"	"929435"	"Acetazolamide"	"1"		
"stof01301"	"octreotide acetaat"		"Ingredient"	"1522957"	"Octreotide"	"1"		
"stof01866"	"zuclopenthixol decanoaat"		"Ingredient"	"19010886"	"Zuclopenthixol"	"1"		
"stof01744"	"tioguanine"		"Ingredient"	"1437379"	"Thioguanine"	"1"		
"stof01614"	"simeticon"		"Ingredient"	"966991"	"Simethicone"	"1"		
"stof02103"	"mometason furoaat"		"Ingredient"	"905233"	"Mometasone"	"1"		
"stof02103"	"mometason furoaat"		"Ingredient"	"905233"	"Mometasone"	"1"		
"stof00204"	"bethanechol chloride"		"Ingredient"	"937439"	"Bethanechol"	"1"		
"stof00890"	"ibuprofen lysine"		"Ingredient"	"1177480"	"Ibuprofen"	"1"		
"stof01485"	"protease"		"Ingredient"	"36879095"	"Protease"	"1"		
"stof01485"	"protease"		"Ingredient"	"36879095"	"Protease"	"1"		
"stof01287"	"norepinefrine waterstoftartraat"		"Ingredient"	"1321341"	"Norepinephrine"	"1"		
"stof00494"	"dexamethason isonicotinaat"		"Ingredient"	"1518254"	"Dexamethasone"	"1"		
"stof00210"	"bijengif"		"Ingredient"	"40162005"	"European honey bee venom protein"	"2"		
"stof00210"	"bijengif"		"Ingredient"	"514834"	"Honey bee venom"	"1"		
"stof00534"	"dinoproston"		"Ingredient"	"1329415"	"Dinoprostone"	"1"		
"stof01215"	"mupirocine calcium"		"Ingredient"	"951511"	"Mupirocin"	"1"		
"stof00315"	"ceftriaxon dinatrium"		"Ingredient"	"1777806"	"Ceftriaxone"	"1"		
"stof01271"	"nilotinib hydrochloride"		"Ingredient"	"1394023"	"nilotinib"	"1"		
"stof01280"	"nitroglycerine"		"Ingredient"	"1361711"	"Nitroglycerin"	"1"		
"stof01064"	"lopinavir"		"Ingredient"	"1738170"	"lopinavir"	"1"		
"stof01752"	"tizanidine hydrochloride"		"Ingredient"	"778474"	"tizanidine"	"1"		
"stof00834"	"salicylaat glycol"		"Ingredient"	"19068028"	"glycol salicylate"	"1"		
"stof00490"	"desmopressine"		"Ingredient"	"1517070"	"desmopressin"	"1"		
"stof01840"	"voriconazol"		"Ingredient"	"1714277"	"voriconazole"	"1"		
"stof00233"	"bosentan"		"Ingredient"	"1321636"	"bosentan"	"1"		
"stof02332"	"meningokokken type A, C, W, Y (polysachariden)"		"Ingredient"	"509079"	"meningococcal group A polysaccharide"			
"stof02332"	"meningokokken type A, C, W, Y (polysachariden)"		"Ingredient"	"509081"	"meningococcal group C polysaccharide"			
"stof02332"	"meningokokken type A, C, W, Y (polysachariden)"		"Ingredient"	"514012"	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135"			
"stof02332"	"meningokokken type A, C, W, Y (polysachariden)"		"Ingredient"	"514015"	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y"			
"stof02005"	"chloride natrium"		"Ingredient"	"967823"	"Sodium Chloride"	"1"		
"stof00397"	"clindamycine palmitaathydrochloride"		"Ingredient"	"997881"	"Clindamycin"	"1"		
"stof01208"	"morfine sulfaat"		"Ingredient"	"1110410"	"Morphine"	"1"		
"stof00612"	"eplerenon"		"Ingredient"	"1309799"	"eplerenone"	"1"		
"stof00762"	"fluvoxamine maleaat"		"Ingredient"	"751412"	"Fluvoxamine"	"1"		
"stof00122"	"aripiprazol"		"Ingredient"	"757688"	"aripiprazole"	"1"		
"stof01202"	"mometason furoaat"		"Ingredient"	"905233"	"Mometasone"	"1"		
"stof01202"	"mometason furoaat"		"Ingredient"	"905233"	"Mometasone"	"1"		
"stof01265"	"nicotine polacriline"		"Ingredient"	"718583"	"Nicotine"	"1"		
"stof00339"	"chloorfenamine maleaat"		"Ingredient"	"1192710"	"Chlorpheniramine"	"1"		
"stof00978"	"kalium gluconaat"		"Ingredient"	"19059547"	"Potassium gluconate"	"1"		
"stof01075"	"lynestrenol"		"Ingredient"	"19092358"	"Lynestrenol"	"1"		
"stof01075"	"lynestrenol"		"Ingredient"	"19092358"	"Lynestrenol"	"1"		
"stof00909"	"imiglucerase"		"Ingredient"	"1348407"	"imiglucerase"	"1"		
"stof02443"	"cangrelor natrium"		"Ingredient"	"46275677"	"cangrelor"	"1"		
"stof01758"	"tolterodine tartraat"		"Ingredient"	"913782"	"tolterodine"	"1"		
"stof00328"	"cetrimide"		"Ingredient"	"19007748"	"Cetrimide"	"1"		
"stof00328"	"cetrimide"		"Ingredient"	"19007748"	"Cetrimide"	"1"		
"stof00678"	"factor X"		"Ingredient"	"44785022"	"factor X"	"1"		
"stof00424"	"clotiazepam"		"Ingredient"	"19068821"	"clotiazepam"	"1"		
"stof00568"	"doxycycline"		"Ingredient"	"1738521"	"Doxycycline"	"1"		
"stof00568"	"doxycycline"		"Ingredient"	"1738521"	"Doxycycline"	"1"		
"stof00568"	"doxycycline"		"Ingredient"	"1738521"	"Doxycycline"	"1"		
"stof00434"	"colchicine"		"Ingredient"	"1101554"	"Colchicine"	"1"		
"stof00434"	"colchicine"		"Ingredient"	"1101554"	"Colchicine"	"1"		
"stof02078"	"ceftazidim"		"Ingredient"	"1776684"	"Ceftazidime"	"1"		
"stof02078"	"ceftazidim"		"Ingredient"	"1776684"	"Ceftazidime"	"1"		
"stof01284"	"nordazepam"		"Ingredient"	"19080959"	"Nordazepam"	"1"		
"stof01284"	"nordazepam"		"Ingredient"	"19080959"	"Nordazepam"	"1"		
"stof01774"	"travoprost"		"Ingredient"	"904501"	"travoprost"	"1"		
"stof01283"	"nonacog alfa"		"Ingredient"	"1351935"	"factor IX"	"1"		
"stof01097"	"mecasermine"		"Ingredient"	"1502877"	"mecasermin"	"1"		
"stof01066"	"loprazolam mesilaat"		"Ingredient"	"781039"	"Alprazolam"	"1"		
"stof00234"	"botulinetoxine type A"		"Ingredient"	"729855"	"Botulinum Toxin Type A"	"1"		
"stof00272"	"calcium carbonaat"		"Ingredient"	"19035704"	"Calcium Carbonate"	"1"		
"stof00276"	"calcium acetaat"		"Ingredient"	"951469"	"calcium acetate"	"1"		
"stof00666"	"Eucalyptus (vluchtige olie)"		"Ingredient"	"1180412"	"Eucalyptus oil"	"1"		
"stof02127"	"docetaxel"		"Ingredient"	"1315942"	"docetaxel"	"1"		
"stof02127"	"docetaxel"		"Ingredient"	"1315942"	"docetaxel"	"1"		
"stof01692"	"terazosine hydrochloride"		"Ingredient"	"1341238"	"Terazosin"	"1"		
"stof00621"	"eptifibatide"		"Ingredient"	"1322199"	"eptifibatide"	"1"		
"stof00611"	"epirubicine hydrochloride"		"Ingredient"	"1344354"	"Epirubicin"	"1"		
"stof01518"	"raltitrexed"		"Ingredient"	"19038536"	"raltitrexed"	"1"		
"stof01050"	"lidocaïne hydrochloride"		"Ingredient"	"989878"	"Lidocaine"	"1"		
"stof01050"	"lidocaïne hydrochloride"		"Ingredient"	"989878"	"Lidocaine"	"1"		
"stof01655"	"sulfoguaiacol"		"Ingredient"	"40181642"	"benzenesulfonic acid"	"1"		
"stof00640"	"estradiol"		"Ingredient"	"1548195"	"Estradiol"	"1"		
"stof00640"	"estradiol"		"Ingredient"	"1548195"	"Estradiol"	"1"		
"stof00640"	"estradiol"		"Ingredient"	"1548195"	"Estradiol"	"1"		
"stof00640"	"estradiol"		"Ingredient"	"1548195"	"Estradiol"	"1"		
"stof00640"	"estradiol"		"Ingredient"	"1548195"	"Estradiol"	"1"		
"stof00636"	"esmolol hydrochloride"		"Ingredient"	"19063575"	"esmolol"	"1"		
"stof01785"	"triptoreline"		"Ingredient"	"1343039"	"Triptorelin"	"1"		
"stof01941"	"riociguat"		"Ingredient"	"44506752"	"riociguat"	"1"		
"stof02175"	"Harpagophytum procumbens droog extract"		"Ingredient"	"42544021"	"Harpagophytum procumbens whole extract"	"2"		
"stof02175"	"Harpagophytum procumbens droog extract"		"Ingredient"	"1391248"	"Devil's claw preparation"	"1"		
"stof01219"	"mycofenolaat natrium"		"Ingredient"	"19068900"	"MYCOPHENOLATE"	"1"		
"stof02160"	"sacubitril"		"Ingredient"	"46275719"	"sacubitril"	"1"		
"stof01859"	"zoledroninezuur"		"Ingredient"	"1524674"	"zoledronic acid"	"1"		
"stof00878"	"hydroxychloroquine sulfaat"		"Ingredient"	"1777087"	"Hydroxychloroquine"	"1"		
"stof00429"	"cocarboxylase"		"Ingredient"	"40798760"	"Cocarboxylase"	"1"		
"stof00429"	"cocarboxylase"		"Ingredient"	"40798760"	"Cocarboxylase"	"1"		
"stof01981"	"empagliflozine"		"Ingredient"	"45774751"	"empagliflozin"	"1"		
"stof01556"	"rivastigmine"		"Ingredient"	"733523"	"rivastigmine"	"1"		
"stof00235"	"botulinetoxine type A (toxine-hemagglutininecomplex)"		"Ingredient"	"729855"	"Botulinum Toxin Type A"	"1"		
"stof01743"	"tinzaparine natrium"		"Ingredient"	"1308473"	"tinzaparin"	"1"		
"stof01297"	"nystatine"		"Ingredient"	"922570"	"Nystatin"	"1"		
"stof01811"	"vancomycine hydrochloride"		"Ingredient"	"1707687"	"Vancomycin"	"1"		
"stof02438"	"rurioctocog alfa pegol"		"Ingredient"	"1352213"	"Factor VIII"	"1"		
"stof00932"	"insuline detemir"		"Ingredient"	"1516976"	"insulin detemir"	"1"		
"stof02367"	"palbociclib"		"Ingredient"	"45892075"	"palbociclib"	"1"		
"stof02440"	"bictegravir natrium"		"Ingredient"	"964008"	"bictegravir"	"1"		
"stof01873"	"alglucosidase alfa"		"Ingredient"	"19088328"	"alglucosidase alfa"	"1"		
"stof02147"	"edoxaban tosilaat"		"Ingredient"	"45892847"	"edoxaban"	"1"		
"stof00999"	"labetalol hydrochloride"		"Ingredient"	"1386957"	"Labetalol"	"1"		
"stof01876"	"avanafil"		"Ingredient"	"42800040"	"avanafil"	"1"		
"stof00196"	"betamethason"		"Ingredient"	"920458"	"Betamethasone"	"1"		
"stof00211"	"bijnierschors (extract)"		"Ingredient"	"19061053"	"Adrenal cortex extract"	"1"		
"stof01559"	"rizatriptan benzoaat"		"Ingredient"	"1154077"	"rizatriptan"	"1"		
"stof01694"	"terbinafine hydrochloride"		"Ingredient"	"1741309"	"terbinafine"	"1"		
"stof02405"	"benralizumab"		"Ingredient"	"792993"	"benralizumab"	"1"		
"stof01549"	"risedronaat natrium"		"Ingredient"	"1516800"	"Risedronate"	"1"		
"stof00645"	"etamsylaat"		"Ingredient"	"19049350"	"Ethamsylate"	"1"		
"stof00274"	"calcium fosfaat"		"Ingredient"	"19037401"	"calcium phosphate"	"1"		
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"		"Ingredient"	"43012721"	"Haemophilus influenzae"			
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"		"Ingredient"	"40798908"	"Klebsiella Ozaenae"			
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"		"Ingredient"	"42899432"	"Klebsiella pneumoniae"			
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"		"Ingredient"	"36878920"	"neisseria catarrhalis flava(perflava) lysate"			
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"		"Ingredient"	"42900111"	"Staphylococcus aureus"			
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"		"Ingredient"	"43012408"	"Streptococcus pneumoniae"			
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"		"Ingredient"	"42900203"	"Streptococcus pyogenes"			
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"		"Ingredient"	"43012410"	"Streptococcus Viridans Group"			
"stof00430"	"codeïne"		"Ingredient"	"1201620"	"Codeine"	"1"		
"stof01613"	"Silybum marianum (silymarine)"		"Ingredient"	"36879045"	"silybum marianum fruit ferm extract"	"1"		
"stof01613"	"Silybum marianum (silymarine)"		"Ingredient"	"42904211"	"silybum marianum seed oil"	"2"		
"stof02408"	"avelumab"		"Ingredient"	"1593273"	"avelumab"	"1"		
"stof02014"	"Althaea radix (vloeibaar extract)"		"Ingredient"	"42898411"	"Althaea Officinalis Root Extract"	"1"		
"stof01337"	"oxybutynine hydrochloride"		"Ingredient"	"918906"	"oxybutynin"	"1"		
"stof01821"	"velaglucerase alfa"		"Ingredient"	"40174604"	"velaglucerase alfa"	"1"		
"stof01115"	"melkzuur"		"Ingredient"	"19011035"	"Lactate"	"1"		
"stof00898"	"ijzer(II) gluconaat"		"Ingredient"	"1396012"	"ferrous gluconate"	"1"		
"stof01124"	"menotrofine (HMG) (FSH 600 IE + LH 600 IE)"		"Ingredient"	"1588712"	"Follicle Stimulating Hormone"			
"stof01124"	"menotrofine (HMG) (FSH 600 IE + LH 600 IE)"		"Ingredient"	"1589795"	"Luteinizing Hormone"			
"stof01160"	"methylnaltrexon bromide"		"Ingredient"	"909841"	"methylnaltrexone"	"1"		
"stof00920"	"indapamide"		"Ingredient"	"978555"	"Indapamide"	"1"		
"stof00920"	"indapamide"		"Ingredient"	"978555"	"Indapamide"	"1"		
"stof00289"	"carbetocine"		"Ingredient"	"36878844"	"Carbetocin"	"1"		
"stof00050"	"algeldraat (aluminiumhydroxide)"		"Ingredient"	"985247"	"Aluminum Hydroxide"	"1"		
