COUNT	PRD_ID	PRD_NAME	CONCEPT_ID	CONCEPT_NAME	amount_value	amount_unit	denominator_value	denominator_unit	box_size		
100	8358918	EVIPLERA C 200 MG 25 MG 245 MG 30 COMPRIMES PELLICULES	1703069	emtricitabine	200	mg					
100	8358918	EVIPLERA C 200 MG 25 MG 245 MG 30 COMPRIMES PELLICULES	1710281	tenofovir disoproxil	245	mg					
100	8358918	EVIPLERA C 200 MG 25 MG 245 MG 30 COMPRIMES PELLICULES	40238930	Rilpivirine	25	mg					
1	25616899	EXFORGE HCT PI PHARMA C 10 MG 160 MG 12 5 MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg					
1	25616899	EXFORGE HCT PI PHARMA C 10 MG 160 MG 12 5 MG 98 COMPRIMES PELLICULES	1308842	valsartan	10	mg					
1	25616899	EXFORGE HCT PI PHARMA C 10 MG 160 MG 12 5 MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	160	mg					
1	25616900	EXFORGE HCT PI PHARMA C 10 MG 160 MG 25 MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg					
1	25616900	EXFORGE HCT PI PHARMA C 10 MG 160 MG 25 MG 98 COMPRIMES PELLICULES	1308842	valsartan	10	mg					
1	25616900	EXFORGE HCT PI PHARMA C 10 MG 160 MG 25 MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	160	mg					
14	23866208	GENVOYA C 150 MG 150 MG 200 MG 10 MG 30 COMPRIMES PELLICULES	1703069	emtricitabine	200	mg					
14	23866208	GENVOYA C 150 MG 150 MG 200 MG 10 MG 30 COMPRIMES PELLICULES	35605546	tenofovir alafenamide	10	mg					
14	23866208	GENVOYA C 150 MG 150 MG 200 MG 10 MG 30 COMPRIMES PELLICULES	42874212	elvitegravir	150	mg					
14	23866208	GENVOYA C 150 MG 150 MG 200 MG 10 MG 30 COMPRIMES PELLICULES	42874220	cobicistat	150	mg					
14	154868	MICARDISPLUS 80 12 5 MG C 80 MG 12 5 MG 28 COMPRIMES	974166	Hydrochlorothiazide	12.5	mg					
14	154868	MICARDISPLUS 80 12 5 MG C 80 MG 12 5 MG 28 COMPRIMES	1317640	telmisartan	80	mg					
170	8080057	NEO CUTIGENOL C 0 7G 400 000UI 100G 1 POMMADE	1790812	Chlorhexidine	0.7	g	100	g			
170	8080057	NEO CUTIGENOL C 0 7G 400 000UI 100G 1 POMMADE	19008339	Vitamin A	400000	IU	100	g			
1951	1765	NEO CUTIGENOL C 0 7G 400 000UI 100G 1 POMMADE	1790812	Chlorhexidine	0.7	g	100	g			
1951	1765	NEO CUTIGENOL C 0 7G 400 000UI 100G 1 POMMADE	19008339	Vitamin A	400000	IU	100	g			
707	1767	NEO CUTIGENOL C 0 7G 400 000UI 100G 1 POMMADE	1790812	Chlorhexidine	0.7	g	100	g			
707	1767	NEO CUTIGENOL C 0 7G 400 000UI 100G 1 POMMADE	19008339	Vitamin A	400000	IU	100	g			
18	11277484	STRIBILD C 150 MG 150 MG 200 MG 245 MG 30 COMPRIMES PELLICULES	1703069	emtricitabine	200	mg					
18	11277484	STRIBILD C 150 MG 150 MG 200 MG 245 MG 30 COMPRIMES PELLICULES	1710281	tenofovir disoproxil	245	mg					
18	11277484	STRIBILD C 150 MG 150 MG 200 MG 245 MG 30 COMPRIMES PELLICULES	42874212	elvitegravir	150	mg					
18	11277484	STRIBILD C 150 MG 150 MG 200 MG 245 MG 30 COMPRIMES PELLICULES	42874220	cobicistat	150	mg					
5	20562294	OTEZLA C 10MG 20MG 30MG 27 COMPRIMES PELLICULES	44816294	apremilast							
2	8358515	METOJECT C 50MG ML 4 SERINGUE PRETE A L EMPLOI	1305058	Methotrexate	50	mg	1	ml			4
1609	157	FLUANXOL DEPOT C 20MG ML 1 AMPOULES	19055982	Flupenthixol	20	mg	1	ml			
30	44943	FLUANXOL DEPOT C 20MG ML 10 AMPOULES	19055982	Flupenthixol	20	mg	1	ml			10
290	159	FLUANXOL DEPOT C 20MG ML 1 AMPOULES	19055982	Flupenthixol	20	mg	1	ml			
126	158	FLUANXOL DEPOT C 20MG ML 10 AMPOULES	19055982	Flupenthixol	20	mg	1	ml			10
5	8358514	METOJECT C 50MG ML 4 SERINGUE PRETE A L EMPLOI	1305058	Methotrexate	50	mg	1	ml			4
1	8317575	METOJECT C 50MG ML 4 SERINGUE PRETE A L EMPLOI	1305058	Methotrexate	50	mg	1	ml			4
18641	171010	CLAMOXYL C 1G 24 COMPRIMES DISPERSIBLES	1713332	Amoxicillin	1	g					24
9941	55117	CLAMOXYL C 1G 8 COMPRIMES DISPERSIBLES	1713332	Amoxicillin	1	g					8
7672	18137	IMITREX SC C 2 SERINGUE PRETE A L EMPLOI	1140643	Sumatriptan							
7497	4021	CLAMOXYL C 125MG 5ML 1 POUDRE POUR SUSPENSION ORALE	1713332	Amoxicillin	125	mg	5	ml			
7417	115002	LIPITOR C 80 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					98
6368	29946	FRAXIPARINE C 5700 UI ANTI XA 0 6ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	5700	IU	0.6	ml			10
6139	102145	FRAXODI C 11 400 UI ANTI XA 0 6ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	11400	IU	0.6	ml			10
4469	1273110	AMOXICILLINE APOTEX C 250MG 5ML 1 POUDRE POUR SUSPENSION ORALE	1713332	Amoxicillin	250	mg	5	ml			
128	3663	AETHOXYSKLEROL C 0 5 5 SOLUTION INJECTABLE	40175900	polidocanol							
123	3664	AETHOXYSKLEROL C 1 5 SOLUTION INJECTABLE	40175900	polidocanol							
159	3665	AETHOXYSKLEROL C 2 5 SOLUTION INJECTABLE	40175900	polidocanol							
44	3666	AETHOXYSKLEROL C 3 5 SOLUTION INJECTABLE	40175900	polidocanol							
3102	97216	ALLOPURINOL RATIOPHARM C 300MG 90 COMPRIMES	1167322	Allopurinol	300	mg					90
3305	1273121	AMOXICILLINE APOTEX C 1G 20 COMPRIMES EFFERVESCENTS	1713332	Amoxicillin	1	g					20
782	1273112	AMOXICILLINE APOTEX C 1G 8 COMPRIMES EFFERVESCENTS	1713332	Amoxicillin	1	g					8
1643	1273111	AMOXICILLINE APOTEX C 500MG 16 GELULES	1713332	Amoxicillin	500	mg					16
453	98028	AMOXICILLINE RATIOPHARM 500MG DISP TABS 16 COMPRIMES DISPERSIBLES	1713332	Amoxicillin	500	mg					16
3459	98029	AMOXICILLINE RATIOPHARM 750MG DISP TABS 16 COMPRIMES DISPERSIBLES	1713332	Amoxicillin	750	mg					16
28	109445	AMOXIMED 1000 C 8 COMPRIMES DISPERSIBLES	1713332	Amoxicillin	1000	mg					8
9	109446	AMOXIMED 500 C 16 COMPRIMES DISPERSIBLES	1713332	Amoxicillin	500	mg					16
124	7807250	ATORVASTATIN APOTEX C 10 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
1844	7807251	ATORVASTATIN APOTEX C 10 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
91	7807252	ATORVASTATIN APOTEX C 20 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
4019	7807253	ATORVASTATIN APOTEX C 20 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
2383	7807254	ATORVASTATIN APOTEX C 40 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
680	7807255	ATORVASTATIN APOTEX C 80 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	80	mg					
2	11774257	ATORVASTATIN CALCIUM AB C 10 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
14	10785742	ATORVASTATIN CALCIUM AB C 10 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
3	11774259	ATORVASTATIN CALCIUM AB C 20 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
43	10785743	ATORVASTATIN CALCIUM AB C 20 MG 98 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
21	10785741	ATORVASTATIN CALCIUM AB C 40 MG 100 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
3	10785744	ATORVASTATIN CALCIUM AB C 40 MG 30 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
2	7559150	ATORVASTATINE PFIZER C 10 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
3	7559153	ATORVASTATINE PFIZER C 20 MG 84 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
337	2965239	AZITHROMYCINE MYLAN C 200 MG 5 ML 1 POUDRE POUR SUSPENSION ORALE	1734104	Azithromycin	200	mg	5	ml			
179	2965237	AZITHROMYCINE MYLAN C 200 MG 5 ML 1 POUDRE POUR SUSPENSION ORALE	1734104	Azithromycin	200	mg	5	ml			
129	2965240	AZITHROMYCINE MYLAN C 200 MG 5 ML 1 POUDRE POUR SUSPENSION ORALE	1734104	Azithromycin	200	mg	5	ml			
2161	48985	BACTROBAN C 2 1 POMMADE NASALE	951511	Mupirocin							
450	181658	BISOPROLOL RATIOPHARM C 10MG 100 COMPRIMES	1338005	Bisoprolol	10	mg					
27	105313	BISOPROLOL RATIOPHARM C 10MG 28 COMPRIMES	1338005	Bisoprolol	10	mg					
2071	105314	BISOPROLOL RATIOPHARM C 10MG 56 COMPRIMES	1338005	Bisoprolol	10	mg					
862	181662	BISOPROLOL RATIOPHARM C 5MG 100 COMPRIMES	1338005	Bisoprolol	5	mg					
94	105311	BISOPROLOL RATIOPHARM C 5MG 28 COMPRIMES	1338005	Bisoprolol	5	mg					
2186	105312	BISOPROLOL RATIOPHARM C 5MG 56 COMPRIMES	1338005	Bisoprolol	5	mg					
34	110345	BISOPROLOL TEVA C 10MG 30 COMPRIMES PELLICULES	1338005	Bisoprolol	10	mg					
386	11277414	BISOPROLOL TEVA C 2 5MG 100 COMPRIMES	1338005	Bisoprolol	2.5	mg					
52	11277413	BISOPROLOL TEVA C 2 5MG 30 COMPRIMES	1338005	Bisoprolol	2.5	mg					
103	110343	BISOPROLOL TEVA C 5MG 30 COMPRIMES PELLICULES	1338005	Bisoprolol	5	mg					
1	90188	CAELYX C 2MG ML 1 SOLUTION A DILUER PR PERFUSION	1338512	Doxorubicin	2	mg	1	ml			
50	63171	CAVERJECT C 10 MCG 1 POUDRE INJECTABLE AVEC SOLVANT	1381504	Alprostadil	10	mcg					
265	76758	CAVERJECT C 10 MCG 5 POUDRE INJECTABLE AVEC SOLVANT	1381504	Alprostadil	10	mcg					
48	63172	CAVERJECT C 20 MCG 1 POUDRE INJECTABLE AVEC SOLVANT	1381504	Alprostadil	20	mcg					
230	76759	CAVERJECT C 20 MCG 5 POUDRE INJECTABLE AVEC SOLVANT	1381504	Alprostadil	20	mcg					
58	81442	CAVERJECT C 5 MCG 1 POUDRE INJECTABLE AVEC SOLVANT	1381504	Alprostadil	5	mcg					
3	160801	CHORAGON C 5000 IU 3 POUDRE INJECTABLE AVEC SOLVANT	1563600	Chorionic Gonadotropin	5000	IU					
1811	110219	CIPROFLOXACINE MYLAN C 250 MG 10 COMPRIMES PELLICULES	1797513	Ciprofloxacin	250	mg					
3199	110218	CIPROFLOXACINE MYLAN C 500 MG 20 COMPRIMES PELLICULES	1797513	Ciprofloxacin	500	mg					
1	11524684	CIPROXINE C 500 MG 100 COMPRIMES PELLICULES	1797513	Ciprofloxacin	500	mg					
303	19169	CIPROXINE C 500 MG 120 COMPRIMES PELLICULES	1797513	Ciprofloxacin	500	mg					
457	4012	CLAMOXYL C 250MG 16 SACHETS	1713332	Amoxicillin	250	mg					
3520	4013	CLAMOXYL C 500MG 16 SACHETS	1713332	Amoxicillin	500	mg					
168	42117	CLAMOXYL I M C 1G 3 POUDRE INJECTABLE AVEC SOLVANT	1713332	Amoxicillin	1	g					
581	42118	CLAMOXYL I M C 1G 6 POUDRE INJECTABLE AVEC SOLVANT	1713332	Amoxicillin	1	g					
17	839	CLAMOXYL I V I M C 1G 30 POUDRE INJECTABLE SANS SOLVANT	1713332	Amoxicillin	1	g					
152	43824	CLAMOXYL I V I M C 1G 6 POUDRE INJECTABLE SANS SOLVANT	1713332	Amoxicillin	1	g					
8	43825	CLAMOXYL I V I M C 250MG 6 POUDRE INJECTABLE AVEC SOLVANT	1713332	Amoxicillin	250	mg					
10	793	CLAMOXYL I V I M C 500MG 30 POUDRE INJECTABLE AVEC SOLVANT	1713332	Amoxicillin	500	mg					
12	43823	CLAMOXYL I V I M C 500MG 6 POUDRE INJECTABLE AVEC SOLVANT	1713332	Amoxicillin	500	mg					
443	200996	CLAMOXYL PI PHARMA C 1G 24 COMPRIMES DISPERSIBLES	1713332	Amoxicillin	1	g					
49	199768	CLAMOXYL PI PHARMA C 1G 8 COMPRIMES DISPERSIBLES	1713332	Amoxicillin	1	g					
53	109728	CLAMOXYL PI PHARMA C 500MG 16 GELULES	1713332	Amoxicillin	500	mg					
22	15981258	CONTRAMAL IMPEXECO C 100 MG ML 1 GOUTTES	1103314	Tramadol	100	mg					
340	75847	CURATODERM C 4 MCG G 1 POMMADE	19008361	Tacalcitol	4	mcg					
28	75846	CURATODERM C 4 MCG G 1 POMMADE	19008361	Tacalcitol	4	mcg					
14	75845	CURATODERM C 4 MCG G 1 POMMADE	19008361	Tacalcitol	4	mcg					
203	176065	CURATODERM C 4 MCG G 2 EMULSION	19008361	Tacalcitol	4	mcg					
3003	42984	DALACIN TOPICAL C 1 1 SOLUTION U E	997881	Clindamycin							
1186	55359	DALACIN VAGINAL C 100 MG 5 G 1 CREME VAGINALE	997881	Clindamycin	100	mg	5	g			
1	1683779	FIRAZYR C 30 MG 1 SERINGUE PRETE A L EMPLOI	40242044	icatibant	30	mg					
6	2751205	FLUVASTATIN SANDOZ C 40 MG 28 GELULES	1549686	fluvastatin	40	mg					
46	2751204	FLUVASTATIN SANDOZ C 40 MG 98 GELULES	1549686	fluvastatin	40	mg					
2	2751189	FLUVASTATIN SANDOZ C 80 MG 28 COMPRIMES LIBERATION MODIFIEE	1549686	fluvastatin	80	mg					
79	2751188	FLUVASTATIN SANDOZ C 80 MG 98 COMPRIMES LIBERATION MODIFIEE	1549686	fluvastatin	80	mg					
41	23864072	FORXIGA C 10 MG 28 COMPRIMES PELLICULES	44785829	dapagliflozin	10	mg					
126	24428928	FORXIGA C 10 MG 98 COMPRIMES PELLICULES	44785829	dapagliflozin	10	mg					
3380	39672	FRAXIPARINE C 2850 UI ANTI XA 0 3ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	2850	IU	0.3	ml			
2091	19349	FRAXIPARINE C 7600 UI ANTI XA 0 8ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	7600	IU	0.8	ml			
539	33220	FRAXIPARINE C 9500 UI ANTI XA 1 0ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	9500	IU	1	ml			
52	156344	FRAXIPARINE PHP C 2 850U AXA PHE 0 3ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	2850	IU	0.3	ml			
91	156345	FRAXIPARINE PHP C 3 800U AXA PHE 0 4ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	3800	IU	0.4	ml			
103	156346	FRAXIPARINE PHP C 5 700U AXA PHE 0 6ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	5700	IU	0.6	ml			
46	156347	FRAXIPARINE PHP C 7 600U AXA PHE 0 8ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	7600	IU	0.8	ml			
26	120759	FRAXIPARINE PI P C 2 850U AXA PHE 0 3ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	2850	IU	0.3	ml			
89	120760	FRAXIPARINE PI P C 3 800U AXA PHE 0 4ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	3800	IU	0.4	ml			
75	120761	FRAXIPARINE PI P C 5 700U AXA PHE 0 6ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	5700	IU	0.6	ml			
40	120762	FRAXIPARINE PI P C 7 600U AXA PHE 0 8ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	7600	IU	0.8	ml			
2101	102143	FRAXODI C 19 000 UI ANTI XA 1 0ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin	19000	IU	1	ml			
132	837171	FRAXODI PI PHARMA C 11 4 U AXA 0 6ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin							
90	3512664	FRAXODI PI PHARMA C 15 2 U AXA 0 8ML 10 SERINGUE PRETE A L EMPLOI	19001014	Nadroparin							
166	122210	GASTRIPHAR C 1 SUSPENSION	19030059	alginic acid							
108	122211	GASTRIPHAR C 1 SUSPENSION	19030059	alginic acid							
7	1400	GASTROGRAFINE C 5 SOLUTION A AVALER	45775324	diatrizoic acid							
1913	91753	GAVISCON ADVANCE C 1 SUSPENSION	19030059	alginic acid							
997	188077	GAVISCON ADVANCE C 1 SUSPENSION	19030059	alginic acid							
731	150623	GAVISCON ADVANCE C 1 SUSPENSION	19030059	alginic acid							
420	91752	GAVISCON ADVANCE C 1 SUSPENSION	19030059	alginic acid							
592	187757	GAVISCON ADVANCE GOUT MENTHE UNIDOSE C 20 SACHETS	19030059	alginic acid							
91	10541043	GAVISCON ADVANCE GOUT MENTHE UNIDOSE C 48 SACHETS	19030059	alginic acid							
422	3309777	GAVISCON ANTIACIDE ANTIREFLUX C 1 SUSPENSION	19030059	alginic acid							
293	10541099	GAVISCON ANTIACIDE ANTIREFLUX C 1 SUSPENSION	19030059	alginic acid							
154	3309776	GAVISCON ANTIACIDE ANTIREFLUX C 32 COMPRIMES A MACHER	19030059	alginic acid							
436	10541044	GAVISCON ANTIACIDE ANTIREFLUX C 48 COMPRIMES A MACHER	19030059	alginic acid							
313	9813363	GAVISCON ANTIACIDE ANTIREFLUX UNIDOSE C 24 SACHETS	19030059	alginic acid							
678	3310047	GAVISCON BABY C 1 SUSPENSION	19030059	alginic acid							
458	1440	GAVISCON C 1 POUDRE	19030059	alginic acid							
343	4133	GAVISCON C 1 SUSPENSION	19030059	alginic acid							
340	5389	GAVISCON C 2 SUSPENSION	19030059	alginic acid							
158	7837	GAVISCON C 20 COMPRIMES A MACHER	19030059	alginic acid							
442	1502	GAVISCON C 40 COMPRIMES A MACHER	19030059	alginic acid							
1811	89076	GAVISCON C 50 26 7 MG ML 1 SUSPENSION	19030059	alginic acid							
1364	89075	GAVISCON C 50 26 7 MG ML 1 SUSPENSION	19030059	alginic acid							
487	188079	GAVISCON C 50 26 7 MG ML 1 SUSPENSION	19030059	alginic acid							
666	188078	GAVISCON C 50 26 7MG ML GOUT MENTHE 1 SUSPENSION	19030059	alginic acid							
626	107221	GAVISCON C 50 26 7MG ML GOUT MENTHE 1 SUSPENSION	19030059	alginic acid							
418	107220	GAVISCON C 50 26 7MG ML GOUT MENTHE 1 SUSPENSION	19030059	alginic acid							
515	182992	GAVISCON C FORMULATION ADAPTEE CITRON 48 COMPRIMES A MACHER	19030059	alginic acid							
49	170623	GAVISCON FORMULATION ADAPTEE MENTHE C 24 COMPRIMES A MACHER	19030059	alginic acid							
443	170624	GAVISCON FORMULATION ADAPTEE MENTHE C 48 COMPRIMES A MACHER	19030059	alginic acid							
108	10054535	GAVISCON FRAISE C 250 MG 48 COMPRIMES A MACHER	19030059	alginic acid							
49	9813019	GAVISCON INSTANTS C FRUIT DE LA PASSION 12 POUDRE	19030059	alginic acid							
8	152539	HANSAMEDIC EMPLATRE CHAUFFANT C 4 8 MG 2 EMPLATRES	939881	Capsaicin	4.8	mg					
982	173218	HUMALOG MIX25 C 100U ML 5 CARTOUCHES	1550023	Insulin Lispro	100	IU	1	ml			
944	205125	HUMALOG MIX25 C 100UI ML KWIKPEN 5 CARTOUCHES	1550023	Insulin Lispro	100	IU	1	ml			
594	173219	HUMALOG MIX50 C 100U ML 5 CARTOUCHES	1550023	Insulin Lispro	100	IU	1	ml			
237	205126	HUMALOG MIX50 C 100UI ML KWIKPEN 5 CARTOUCHES	1550023	Insulin Lispro	100	IU	1	ml			
10	68510	HUMATROPE C 12 MG 1 POUDRE INJECTABLE AVEC SOLVANT	1584910	Somatropin	12	mg					
55	68509	HUMATROPE C 6 MG 1 POUDRE INJECTABLE AVEC SOLVANT	1584910	Somatropin	6	mg					
52	18136	IMITREX 100 C 2 COMPRIMES	1140643	Sumatriptan	100	mg					
224	74995	IMITREX 100 C 6 COMPRIMES	1140643	Sumatriptan	100	mg					
235	89559	IMITREX 25 C 12 SUPPOSITOIRES	1140643	Sumatriptan	25	mg					
110	84781	IMITREX 25 C 2 SUPPOSITOIRES	1140643	Sumatriptan	25	mg					
92	84782	IMITREX 25 C 6 SUPPOSITOIRES	1140643	Sumatriptan	25	mg					
737	74994	IMITREX 50 C 12 COMPRIMES	1140643	Sumatriptan	50	mg					
246	60327	IMITREX 50 C 2 COMPRIMES	1140643	Sumatriptan	50	mg					
1	60338	IMITREX 50 C 4 COMPRIMES	1140643	Sumatriptan	50	mg					
242	74993	IMITREX 50 C 6 COMPRIMES	1140643	Sumatriptan	50	mg					
112	49124	IMITREX GLAXOPEN C 1 STYLO	1140643	Sumatriptan							
166	16346	INHIBACE C 0 5MG 28 COMPRIMES PELLICULES	19050216	Cilazapril	0.5	mg					
3	223854	INHIBACE C 0 5MG 30 COMPRIMES PELLICULES	19050216	Cilazapril	0.5	mg					
88	16347	INHIBACE C 1MG 28 COMPRIMES	19050216	Cilazapril	1	mg					
124	16348	INHIBACE C 2 5MG 28 COMPRIMES	19050216	Cilazapril	2.5	mg					
68	13636584	INVOKANA C 100 MG 30 COMPRIMES PELLICULES	43526465	canagliflozin	100	mg					
372	13636585	INVOKANA C 100 MG 90 COMPRIMES PELLICULES	43526465	canagliflozin	100	mg					
7	13636587	INVOKANA C 300 MG 30 COMPRIMES PELLICULES	43526465	canagliflozin	300	mg					
105	13636586	INVOKANA C 300 MG 90 COMPRIMES PELLICULES	43526465	canagliflozin	300	mg					
18	9091562	JANUVIA C 25 MG 28 COMPRIMES PELLICULES	1580747	sitagliptin	25	mg					
86	9091563	JANUVIA C 25 MG 98 COMPRIMES PELLICULES	1580747	sitagliptin	25	mg					
38	9091564	JANUVIA C 50 MG 28 COMPRIMES PELLICULES	1580747	sitagliptin	50	mg					
252	9091561	JANUVIA C 50 MG 98 COMPRIMES PELLICULES	1580747	sitagliptin	50	mg					
3813	73379	LEGALON C 60 GELULES	19066992	Silymarin							
3	18092011	LEGALON IMPEXECO C 60 GELULES	19066992	Silymarin							
3853	16609	LEMOCIN C 24 COMPRIMES A SUCER	19006842	Tyrothricin							
1227	87653	LEMOCIN C 50 COMPRIMES A SUCER	19006842	Tyrothricin							
291	111898	LESCOL EXEL C 80 MG 28 COMPRIMES LIBERATION MODIFIEE	1549686	fluvastatin	80	mg					
1001	80550	LIPITOR C 10 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg					
11	6847961	LIPITOR C 10 MG 30 COMPRIMES A MACHER	1545958	atorvastatin	10	mg					
1359	80552	LIPITOR C 20 MG 28 COMPRIMES PELLICULES	1545958	atorvastatin	20	mg					
13	6853230	LIPITOR C 20 MG 30 COMPRIMES A MACHER	1545958	atorvastatin	20	mg					
147	107218	LIPITOR C 40 MG 10 COMPRIMES PELLICULES	1545958	atorvastatin	40	mg					
3445	110226	LISINOPRIL MYLAN C 20MG 100 COMPRIMES	1308216	Lisinopril	20	mg					
257	110229	LISINOPRIL MYLAN C 20MG 50 COMPRIMES	1308216	Lisinopril	20	mg					
238	110227	LISINOPRIL MYLAN C 5MG 30 COMPRIMES	1308216	Lisinopril	5	mg					
40	114360	LISINOPRIL RATIOPHARM C 20MG 28 COMPRIMES	1308216	Lisinopril	20	mg					
479	114361	LISINOPRIL RATIOPHARM C 20MG 56 COMPRIMES	1308216	Lisinopril	20	mg					
2232	114362	LISINOPRIL RATIOPHARM C 20MG 98 COMPRIMES	1308216	Lisinopril	20	mg					
80	114359	LISINOPRIL RATIOPHARM C 5MG 28 COMPRIMES	1308216	Lisinopril	5	mg					
82	181670	LISINOPRIL RATIOPHARM C 5MG 56 COMPRIMES	1308216	Lisinopril	5	mg					
262	121701	LISINOPRIL SANDOZ C 20MG 30 COMPRIMES	1308216	Lisinopril	20	mg					
2565	107810	LISINOPRIL SANDOZ C 20MG 56 COMPRIMES	1308216	Lisinopril	20	mg					
3013	113582	LISINOPRIL SANDOZ C 20MG 98 COMPRIMES	1308216	Lisinopril	20	mg					
51	107811	LISINOPRIL SANDOZ C 5MG 28 COMPRIMES	1308216	Lisinopril	5	mg					
357	121707	LISINOPRIL SANDOZ C 5MG 30 COMPRIMES	1308216	Lisinopril	5	mg					
2509	149580	LISINOPRIL TEVA C 20MG 100 COMPRIMES	1308216	Lisinopril	20	mg					
41	149579	LISINOPRIL TEVA C 20MG 30 COMPRIMES	1308216	Lisinopril	20	mg					
246	149581	LISINOPRIL TEVA C 5MG 30 COMPRIMES	1308216	Lisinopril	5	mg					
496	199746	LOSARTAN MYLAN C 100MG 98 COMPRIMES PELLICULES	1367500	Losartan	100	mg					
22	199745	LOSARTAN MYLAN C 50MG 28 COMPRIMES PELLICULES	1367500	Losartan	50	mg					
34	199748	LOSARTAN MYLAN C 50MG 56 COMPRIMES PELLICULES	1367500	Losartan	50	mg					
290	199747	LOSARTAN MYLAN C 50MG 98 COMPRIMES PELLICULES	1367500	Losartan	50	mg					
1505	199494	LOSARTAN SANDOZ C 100MG 98 COMPRIMES PELLICULES	1367500	Losartan	100	mg					
82	199496	LOSARTAN SANDOZ C 50MG 28 COMPRIMES PELLICULES	1367500	Losartan	50	mg					
215	199497	LOSARTAN SANDOZ C 50MG 56 COMPRIMES PELLICULES	1367500	Losartan	50	mg					
1539	199498	LOSARTAN SANDOZ C 50MG 98 COMPRIMES PELLICULES	1367500	Losartan	50	mg					
5	64843	METRODIN HIGH PURITY 75 C 75IU 1ML 3 POUDRE INJECTABLE AVEC SOLVANT	1515417	Urofollitropin	75	IU	1	ml			
1	8614406	MIDAZOLAM ACCORD C 5MG ML 10 AMPOULES	708298	Midazolam	5	mg	1	ml			
1	416010	MIGARD C 2 5MG 6 COMPRIMES PELLICULES	1189458	frovatriptan	2.5	mg					
2358	154250	NEOBACITRACINE C 1 POMMADE	915175	Bacitracin							
7	2159	NIFLURIL C 250MG 100 GELULES	19019023	Niflumic Acid	250	mg					
64	2158	NIFLURIL C 250MG 30 GELULES	19019023	Niflumic Acid	250	mg					
1365	2177	NIFLURIL C 3 1 POMMADE	19019023	Niflumic Acid							
29	2114	NIPYL C 1 POMMADE	939881	Capsaicin							
20	4630	NOVABRITINE 500 MG C 16 GELULES	1713332	Amoxicillin	500	mg					
416	101014	NYOGEL C 0 1 1 GEL OCULAIRE	902427	Timolol							
81	74564	NYOLOL C 0 25 1 GOUTTES OCULAIRES	902427	Timolol							
108	74565	NYOLOL C 0 50 1 GOUTTES OCULAIRES	902427	Timolol							
211	4814	PREGNYL C 1500 IU 3 POUDRE INJECTABLE AVEC SOLVANT	1563600	Chorionic Gonadotropin	1500	IU					
38	2957420	PREGNYL C 5000 IU 1 POUDRE INJECTABLE AVEC SOLVANT	1563600	Chorionic Gonadotropin	5000	IU					
12	26486976	PREGNYL C 5000 IU 1 POUDRE INJECTABLE AVEC SOLVANT	1563600	Chorionic Gonadotropin	5000	IU					
195	4815	PREGNYL C 5000 IU 3 POUDRE INJECTABLE AVEC SOLVANT	1563600	Chorionic Gonadotropin	5000	IU					
1009	84465	PROGRAFT C 1 MG 50 GELULES	950637	Tacrolimus	1	mg					
88	84466	PROGRAFT C 5 MG 50 GELULES	950637	Tacrolimus	5	mg					
