concept_name	concept_class_id	concept_id	precedence	conversion_factor
"formoterol fumaraat"	"Ingredient"	"1196677"	"1"	
"lidocaïne hydrochloride"	"Ingredient"	"989878"	"1"	
"tafamidis meglumine"	"Ingredient"	"45774701"	"1"	
"ijzer(II) gluconaat"	"Ingredient"	"1396012"	"1"	
"cefuroxim natrium"	"Ingredient"	"1778162"	"1"	
"moclobemide"	"Ingredient"	"19010652"	"1"	
"rubellavirus (levend verzwakt)"	"Ingredient"	"19136026"	"1"	
"ganirelix"	"Ingredient"	"1536743"	"1"	
"ambroxol hydrochloride"	"Ingredient"	"19088167"	"1"	
"piperaquine tetrafosfaat"	"Ingredient"	"40799016"	"1"	
"venetoclax"	"Ingredient"	"35604205"	"1"	
"Cynara scolymus (droog extract)"	"Ingredient"	"42903976"	"1"	
"carbomeer"	"Ingredient"	"19055217"	"1"	
"hydroxocobalamine acetaat"	"Ingredient"	"1377023"	"1"	
"dipyridamol"	"Ingredient"	"1331270"	"1"	
"tibolon"	"Ingredient"	"19041933"	"1"	
"fenylefrine hydrochloride"	"Ingredient"	"1135766"	"1"	
"simvastatine"	"Ingredient"	"1539403"	"1"	
"ipratropium bromide"	"Ingredient"	"1112921"	"1"	
"Arnica montana (tinctuur)"	"Ingredient"	"44785117"	"1"	
"octocog alfa"	"Ingredient"	"1352213"	"1"	
"Tilia sylvestris (nebulisaat)"	"Ingredient"	"19056118"	"1"	
"nicotine polacriline"	"Ingredient"	"718583"	"1"	
"pentamidine isethionaat"	"Ingredient"	"1730370"	"1"	
"lodoxamide trometamol"	"Ingredient"	"967496"	"1"	
"sevelamer carbonaat"	"Ingredient"	"952004"	"1"	
"metformine hydrochloride"	"Ingredient"	"1503297"	"1"	
"Cassia senna (sennoside B)"	"Ingredient"	"19115055"	"1"	
"tetracaïne"	"Ingredient"	"1036884"	"1"	
"ceftriaxon dinatrium"	"Ingredient"	"1777806"	"1"	
"bromocriptine mesilaat"	"Ingredient"	"730548"	"1"	
"flurazepam"	"Ingredient"	"756349"	"1"	
"olaparib"	"Ingredient"	"45892579"	"1"	
"cetalkonium chloride"	"Ingredient"	"19059482"	"1"	
"bisacodyl"	"Ingredient"	"924939"	"1"	
"diazepam"	"Ingredient"	"723013"	"1"	
"reboxetine"	"Ingredient"	"19084693"	"1"	
"moxifloxacine hydrochloride"	"Ingredient"	"1716903"	"1"	
"alfuzosine hydrochloride"	"Ingredient"	"930021"	"1"	
"Symphytum officinale (vloeibaar ethanolisch extract)"	"Ingredient"	"44814448"	"1"	
"plerixafor"	"Ingredient"	"19017581"	"1"	
"mercaptamine bitartraat"	"Ingredient"	"910888"	"1"	
"amitriptyline hydrochloride"	"Ingredient"	"710062"	"1"	
"trastuzumab"	"Ingredient"	"1387104"	"1"	
"insuline aspart"	"Ingredient"	"1567198"	"1"	
"exemestan"	"Ingredient"	"1398399"	"1"	
"salicylaat choline"	"Ingredient"	"36256129"	"1"	
"alginaat natrium"	"Ingredient"	"43013872"	"1"	
"tetracycline lysinomethyl (syn. lymecycline)"	"Ingredient"	"19092353"	"1"	
"perindopril tosilaat"	"Ingredient"	"1373225"	"1"	
"selenium sulfide"	"Ingredient"	"938061"	"1"	
"bivalirudine"	"Ingredient"	"19084670"	"1"	
"dydrogesteron"	"Ingredient"	"19040060"	"1"	
"isotretinoïne"	"Ingredient"	"984232"	"1"	
"nitrazepam"	"Ingredient"	"19020021"	"1"	
"methyldopa"	"Ingredient"	"1305447"	"1"	
"methotrexaat dinatrium"	"Ingredient"	"1305058"	"1"	
"surfactant (varken)"	"Ingredient"	"43009056"	"1"	
"otilonium bromide"	"Ingredient"	"19016099"	"1"	
"flunarizine dihydrochloride"	"Ingredient"	"19055183"	"1"	
"imiquimod"	"Ingredient"	"981691"	"1"	
"eflornithine hydrochloride"	"Ingredient"	"978236"	"1"	
"rifamycine natrium"	"Ingredient"	"19136008"	"1"	
"ceftazidim"	"Ingredient"	"1776684"	"1"	
"bumetanide"	"Ingredient"	"932745"	"1"	
"glipizide"	"Ingredient"	"1560171"	"1"	
"laronidase"	"Ingredient"	"1543229"	"1"	
"golimumab"	"Ingredient"	"19041065"	"1"	
"telotristat ethyl (onder de vorm van telotristat etipraat)"	"Ingredient"	"1592537"	"2"	
"isosorbide dinitraat"	"Ingredient"	"1383815"	"1"	
"indacaterol maleaat"	"Ingredient"	"40240664"	"1"	
"clorofeen"	"Ingredient"	"19051093"	"1"	
"repaglinide"	"Ingredient"	"1516766"	"1"	
"irbesartan"	"Ingredient"	"1347384"	"1"	
"chloride natrium"	"Ingredient"	"967823"	"1"	
"nordazepam"	"Ingredient"	"19080959"	"1"	
"Thuja occidentalis (tinctuur)"	"Ingredient"	"42904249"	"2"	
"polystyreensulfonaat natrium"	"Ingredient"	"45775570"	"1"	
"magnesium carbonaat"	"Ingredient"	"908464"	"1"	
"Camellia sinensis (droog extract)"	"Ingredient"	"35606317"	"2"	
"deferasirox"	"Ingredient"	"1786055"	"1"	
"pimecrolimus"	"Ingredient"	"915935"	"1"	
"nicardipine hydrochloride"	"Ingredient"	"1318137"	"1"	
"eletriptan hydrobromide"	"Ingredient"	"1189697"	"1"	
"canagliflozine"	"Ingredient"	"43526465"	"1"	
"ketorolac trometamol"	"Ingredient"	"1136980"	"1"	
"tenofovir disoproxil"	"Ingredient"	"1710281"	"1"	
"fluorometholon"	"Ingredient"	"955583"	"1"	
"clarithromycine"	"Ingredient"	"1750500"	"1"	
"sulfaat natrium"	"Ingredient"	"939976"	"1"	
"piroxicam betadex"	"Ingredient"	"1146810"	"1"	
"mycofenolaat mofetil"	"Ingredient"	"19003999"	"1"	
"bortezomib mannitolboronaat"	"Ingredient"	"1336825"	"1"	
"Mentha x piperita (olie)"	"Ingredient"	"19086712"	"1"	
"drospirenon"	"Ingredient"	"1512674"	"1"	
"vancomycine hydrochloride"	"Ingredient"	"1707687"	"1"	
"polidocanol"	"Ingredient"	"40175900"	"1"	
"colestipol hydrochloride"	"Ingredient"	"1501617"	"1"	
"bupropion hydrochloride"	"Ingredient"	"750982"	"1"	
"flufenaminezuur"	"Ingredient"	"19110711"	"1"	
"lesinurad"	"Ingredient"	"35605425"	"1"	
"prilocaïne"	"Ingredient"	"951279"	"1"	
"fluconazol"	"Ingredient"	"1754994"	"1"	
"fenoxymethylpenicilline kalium"	"Ingredient"	"1729720"	"1"	
"fosfaat mononatrium"	"Ingredient"	"990499"	"1"	
"pilocarpine hydrochloride"	"Ingredient"	"945286"	"1"	
"proteïne S"	"Ingredient"	"44785045"	"1"	
"amoxicilline natrium en base"	"Ingredient"	"1713332"	"1"	
"aztreonam"	"Ingredient"	"1715117"	"1"	
"clobetasol propionaat"	"Ingredient"	"998415"	"1"	
"fulvestrant"	"Ingredient"	"1304044"	"1"	
"alemtuzumab"	"Ingredient"	"1312706"	"1"	
"daunorubicine hydrochloride"	"Ingredient"	"1311799"	"1"	
"colecalciferol"	"Ingredient"	"19095164"	"1"	
"gemcitabine hydrochloride"	"Ingredient"	"1314924"	"1"	
"gliclazide"	"Ingredient"	"19059796"	"1"	
"terazosine hydrochloride"	"Ingredient"	"1341238"	"1"	
"imiglucerase"	"Ingredient"	"1348407"	"1"	
"L-valine"	"Ingredient"	"19007572"	"1"	
"tolcapon"	"Ingredient"	"715727"	"1"	
"melitracen hydrochloride"	"Ingredient"	"19110751"	"1"	
"Chelidonium majus (tinctuur)"	"Ingredient"	"43560075"	"3"	
"Humulus lupulus (droog extract)"	"Ingredient"	"42899117"	"3"	
"tofacitinib citraat"	"Ingredient"	"42904205"	"1"	
"polymyxine B"	"Ingredient"	"948582"	"1"	
"ketoconazol"	"Ingredient"	"985708"	"1"	
"cloxazolam"	"Ingredient"	"19051096"	"1"	
"perampanel"	"Ingredient"	"42904177"	"1"	
"Vibrio cholerae serogroep O1 (geïnactiveerd)"	"Ingredient"	"43560345"	"1"	
"temocilline dinatrium"	"Ingredient"	"19100438"	"1"	
"chloorhexidine digluconaat"	"Ingredient"	"1790812"	"1"	
"hepatitis B-virus (oppervlakte-antigenen)"	"Ingredient"	"528323"	"1"	
"cyclofosfamide"	"Ingredient"	"1310317"	"1"	
"Thymi herba (vloeibaar extract)"	"Ingredient"	"19015670"	"1"	
"sulfanilamide"	"Ingredient"	"1036475"	"1"	
"velpatasvir"	"Ingredient"	"36249204"	"1"	
"tenofovir disoproxil"	"Ingredient"	"19011093"	"2"	
"arseentrioxide"	"Ingredient"	"1333379"	"1"	
"Cimicifuga racemosa (droog extract)"	"Ingredient"	"1391648"	"1"	
"tegafur"	"Ingredient"	"19056756"	"1"	
"tetracaïne hydrochloride"	"Ingredient"	"1036884"	"1"	
"racecadotril"	"Ingredient"	"19018403"	"1"	
"amfotericine B (in liposomen)"	"Ingredient"	"19056402"	"1"	
"magnesiumhydroxide"	"Ingredient"	"992956"	"1"	
"betaïne"	"Ingredient"	"1520218"	"1"	
"dexamethason isonicotinaat"	"Ingredient"	"1518254"	"1"	
"bacteriënfiltraat (polyvalent)"	"Ingredient"	"36256130"	"1"	
"bictegravir natrium"	"Ingredient"	"964008"	"1"	
"disopyramide fosfaat"	"Ingredient"	"1335606"	"1"	
"anastrozol"	"Ingredient"	"1348265"	"1"	
"Humulus lupulus (droog extract)"	"Ingredient"	"44818477"	"1"	
"acitretine"	"Ingredient"	"929638"	"1"	
"flecaïnide acetaat"	"Ingredient"	"1354860"	"1"	
"glucagon hydrochloride"	"Ingredient"	"1560278"	"1"	
"scopolamine hydrobromide"	"Ingredient"	"965748"	"1"	
"ofloxacine"	"Ingredient"	"923081"	"1"	
"Bacillus Calmette-Guérin (stam Tice)"	"Ingredient"	"19086176"	"1"	
"triptoreline acetaat"	"Ingredient"	"1343039"	"1"	
"metamizol natrium"	"Ingredient"	"19031397"	"1"	
"bazedoxifeen acetaat"	"Ingredient"	"44506794"	"1"	
"inosine pranobex"	"Ingredient"	"44784845"	"2"	
"insuline glargine"	"Ingredient"	"1502905"	"1"	
"factor II"	"Ingredient"	"44507865"	"1"	
"fenytoïne natrium"	"Ingredient"	"740910"	"1"	
"thiotepa"	"Ingredient"	"19137385"	"1"	
"dimetindeen maleaat"	"Ingredient"	"19028947"	"1"	
"acamprosaat calcium"	"Ingredient"	"19043959"	"1"	
"nandrolon decanoaat"	"Ingredient"	"1514412"	"1"	
"fexofenadine hydrochloride"	"Ingredient"	"1153428"	"1"	
"minocycline hydrochloride"	"Ingredient"	"1708880"	"1"	
"cefadroxil"	"Ingredient"	"1769535"	"1"	
"codeïne fosfaat"	"Ingredient"	"1201620"	"1"	
"topotecan hydrochloride"	"Ingredient"	"1378509"	"1"	
"paclitaxel"	"Ingredient"	"1378382"	"1"	
"isopropanol"	"Ingredient"	"19028106"	"1"	
"glimepiride"	"Ingredient"	"1597756"	"1"	
"liraglutide"	"Ingredient"	"40170911"	"1"	
"isoprenaline hydrochloride"	"Ingredient"	"1183554"	"1"	
"fluoride natrium"	"Ingredient"	"19069022"	"1"	
"citraat magnesium"	"Ingredient"	"967861"	"1"	
"desloratadine"	"Ingredient"	"1103006"	"1"	
"Camellia sinensis (droog extract)"	"Ingredient"	"42898781"	"5"	
"betaxolol hydrochloride"	"Ingredient"	"1322081"	"1"	
"carbidopa"	"Ingredient"	"740560"	"1"	
"Thymus vulgaris (vloeibaar extract)"	"Ingredient"	"42900092"	"1"	
"Chamomilla recutita (ethanolisch extract)"	"Ingredient"	"19071803"	"1"	
"epirubicine hydrochloride"	"Ingredient"	"1344354"	"1"	
"clindamycine fosfaat"	"Ingredient"	"997881"	"1"	
"prazepam"	"Ingredient"	"19050461"	"1"	
"azathioprine"	"Ingredient"	"19014878"	"1"	
"butamiraat citraat"	"Ingredient"	"19039762"	"1"	
"testosteron undecanoaat"	"Ingredient"	"1636780"	"1"	
"ornidazol"	"Ingredient"	"19024197"	"1"	
"cinnarizine"	"Ingredient"	"19097481"	"1"	
"paromomycine sulfaat"	"Ingredient"	"1727443"	"1"	
"fenobarbital"	"Ingredient"	"734275"	"1"	
"oxomemazine"	"Ingredient"	"36879152"	"1"	
"mecasermine"	"Ingredient"	"1502877"	"1"	
"nifluminezuur"	"Ingredient"	"19019023"	"1"	
"fibrinogeen"	"Ingredient"	"19054702"	"1"	
"fenticonazol nitraat"	"Ingredient"	"19095729"	"1"	
"tyrothricine"	"Ingredient"	"19006842"	"1"	
"clarithromycine citraat"	"Ingredient"	"1750500"	"1"	
"exenatide (microsferen)"	"Ingredient"	"1583722"	"1"	
"clopidogrel besilaat"	"Ingredient"	"1322184"	"1"	
"sorafenib tosylaat"	"Ingredient"	"1363387"	"1"	
"epoëtine bèta"	"Ingredient"	"19001311"	"1"	
"Melissa officinalis (droog extract)"	"Ingredient"	"46234336"	"3"	
"exenatide"	"Ingredient"	"1583722"	"1"	
"doxapram hydrochloride"	"Ingredient"	"738152"	"1"	
"levodropropizine"	"Ingredient"	"19054993"	"1"	
"autologe humane corneale epitheelcellen"	"Ingredient"	"40684592"	"1"	
"eprosartan mesilaat"	"Ingredient"	"1346686"	"1"	
"tizanidine hydrochloride"	"Ingredient"	"778474"	"1"	
"rasagiline mesilaat"	"Ingredient"	"715710"	"1"	
"ciprofloxacine"	"Ingredient"	"1797513"	"1"	
"domperidon"	"Ingredient"	"19037833"	"1"	
"fenazopyridine hydrochloride"	"Ingredient"	"933724"	"1"	
"Camellia sinensis (droog extract)"	"Ingredient"	"44507493"	"4"	
"benzethonium chloride"	"Ingredient"	"916802"	"1"	
"ipilimumab"	"Ingredient"	"40238188"	"1"	
"calcium acetaat"	"Ingredient"	"951469"	"1"	
"ropivacaïne hydrochloride"	"Ingredient"	"1136487"	"1"	
"docetaxel"	"Ingredient"	"1315942"	"1"	
"lactulose"	"Ingredient"	"987245"	"1"	
"Camellia sinensis (droog extract)"	"Ingredient"	"42904180"	"1"	
"methoxypolyethyleenglycolepoëtine bèta"	"Ingredient"	"19015768"	"1"	
"Harpagophytum (poeder)"	"Ingredient"	"1391248"	"1"	
"sevelamer hydrochloride"	"Ingredient"	"952004"	"1"	
"pioglitazon hydrochloride"	"Ingredient"	"1525215"	"1"	
"hydroxyzine dihydrochloride"	"Ingredient"	"777221"	"1"	
"bilastine"	"Ingredient"	"44012547"	"1"	
"ijzer(II) sulfaat"	"Ingredient"	"1396131"	"1"	
"ticlopidine hydrochloride"	"Ingredient"	"1302398"	"1"	
"sulfacetamide natrium"	"Ingredient"	"1036252"	"1"	
"levofloxacine"	"Ingredient"	"1742253"	"1"	
"C1-esteraseremmer"	"Ingredient"	"45892906"	"1"	
"immunoglobulinen"	"Ingredient"	"19117912"	"1"	
"ibuprofen arginine"	"Ingredient"	"1177480"	"1"	
"aflibercept"	"Ingredient"	"40244266"	"1"	
"ijzer(II) sulfaat"	"Ingredient"	"1396131"	"1"	
"Aesculus hippocastanum (aescine)"	"Ingredient"	"19048012"	"1"	
"natalizumab"	"Ingredient"	"735843"	"1"	
"testosteron isocaproaat"	"Ingredient"	"1636780"	"1"	
"pramipexol dihydrochloride"	"Ingredient"	"720810"	"1"	
"prucalopride succinaat"	"Ingredient"	"1356018"	"1"	
"articaïne hydrochloride"	"Ingredient"	"19080512"	"1"	
"neomycine sulfaat"	"Ingredient"	"915981"	"1"	
"hydrocortison"	"Ingredient"	"975125"	"1"	
"nitrofurantoïne (macrokristallen)"	"Ingredient"	"920293"	"1"	
"sapropterine dihydrochloride"	"Ingredient"	"19021959"	"1"	
"maraviroc"	"Ingredient"	"1787101"	"1"	
"aripiprazol"	"Ingredient"	"757688"	"1"	
"artemether"	"Ingredient"	"19033634"	"1"	
"Chelidonium majus (tinctuur)"	"Ingredient"	"19071835"	"1"	
"amlodipine besilaat"	"Ingredient"	"1332418"	"1"	
"clomifeen citraat"	"Ingredient"	"1598819"	"1"	
"allergeenextract van 1 grassoort"	"Ingredient"	"1594456"	"1"	
"trimethoprim"	"Ingredient"	"1705674"	"1"	
"palonosetron hydrochloride"	"Ingredient"	"911354"	"1"	
"misoprostol"	"Ingredient"	"1150871"	"1"	
"mometason furoaat"	"Ingredient"	"905233"	"1"	
"diclofenac kalium"	"Ingredient"	"1124300"	"1"	
"filgrastim"	"Ingredient"	"1304850"	"1"	
"clavulanaat kalium"	"Ingredient"	"1759842"	"1"	
"Serenoa repens (extract)"	"Ingredient"	"36249258"	"1"	
"aldesleukine"	"Ingredient"	"1309770"	"1"	
"ceftazidim"	"Ingredient"	"1776684"	"1"	
"fotemustine"	"Ingredient"	"36879099"	"1"	
"Crataegus monogyna (poeder)"	"Ingredient"	"42898959"	"1"	
"neostigmine methylsulfaat"	"Ingredient"	"717136"	"1"	
"rivastigmine waterstoftartraat"	"Ingredient"	"733523"	"1"	
"mercaptopurine"	"Ingredient"	"1436650"	"1"	
"docusaat natrium"	"Ingredient"	"941258"	"1"	
"triamcinolon acetonide"	"Ingredient"	"903963"	"1"	
"ganciclovir"	"Ingredient"	"1757803"	"1"	
"triptoreline pamoaat"	"Ingredient"	"1343039"	"1"	
"perindopril arginine"	"Ingredient"	"1373225"	"1"	
"busereline acetaat"	"Ingredient"	"19033280"	"1"	
"droperidol"	"Ingredient"	"739323"	"1"	
"ursodeoxycholzuur"	"Ingredient"	"988095"	"1"	
"ebastine"	"Ingredient"	"19092433"	"1"	
"bijengif"	"Ingredient"	"514834"	"1"	
"Plantago ovata (zaadvlies)"	"Ingredient"	"42899921"	"1"	
"Althaea radix (vloeibaar extract)"	"Ingredient"	"42898411"	"1"	
"Crataegus monogyna (poeder)"	"Ingredient"	"42898960"	"2"	
"calcitriol"	"Ingredient"	"19035631"	"1"	
"citalopram hydrochloride"	"Ingredient"	"797617"	"1"	
"Vitis vinifera (poeder)"	"Ingredient"	"43525901"	"1"	
"latanoprost"	"Ingredient"	"954688"	"1"	
"epinefrine"	"Ingredient"	"1343916"	"1"	
"vardenafil hydrochloride"	"Ingredient"	"1311276"	"1"	
"sofosbuvir"	"Ingredient"	"44785094"	"1"	
"benzoylperoxide"	"Ingredient"	"918172"	"1"	
"butoconazol nitraat"	"Ingredient"	"939784"	"1"	
"ropivacaïne hydrochloride"	"Ingredient"	"1136487"	"1"	
"erlotinib hydrochloride"	"Ingredient"	"1325363"	"1"	
"proteïne C"	"Ingredient"	"42801108"	"1"	
"velaglucerase alfa"	"Ingredient"	"40174604"	"1"	
"zink sulfaat"	"Ingredient"	"19044522"	"1"	
"betamethason acetaat"	"Ingredient"	"920458"	"1"	
"valaciclovir hydrochloride"	"Ingredient"	"1717704"	"1"	
"gosereline acetaat"	"Ingredient"	"1366310"	"1"	
"tetanus-anatoxine"	"Ingredient"	"529411"	"1"	
"pravastatine natrium"	"Ingredient"	"1551860"	"1"	
"retinol palmitaat"	"Ingredient"	"19008339"	"1"	
"citraat natrium"	"Ingredient"	"977968"	"1"	
"everolimus"	"Ingredient"	"19011440"	"1"	
"levetiracetam"	"Ingredient"	"711584"	"1"	
"hyaluronaat natrium"	"Ingredient"	"787787"	"1"	
"rifampicine"	"Ingredient"	"1763204"	"1"	
"insuline degludec"	"Ingredient"	"35602717"	"1"	
"oxytocine"	"Ingredient"	"1326115"	"1"	
"tetracycline hydrochloride"	"Ingredient"	"1836948"	"1"	
"alfentanil hydrochloride"	"Ingredient"	"19059528"	"1"	
"acetylsalicylzuur lysine"	"Ingredient"	"1112807"	"1"	
"etanercept"	"Ingredient"	"1151789"	"1"	
"mucopolysacharide polysulfaat"	"Ingredient"	"19011028"	"1"	
"ixazomib citraat"	"Ingredient"	"35606214"	"1"	
"lercanidipine hydrochloride"	"Ingredient"	"19015802"	"1"	
"tramazoline hydrochloride"	"Ingredient"	"19042445"	"1"	
"penciclovir"	"Ingredient"	"981654"	"1"	
"dibotermine alfa"	"Ingredient"	"36879004"	"1"	
"osimertinib mesylaat"	"Ingredient"	"35605522"	"1"	
"calcipotriol"	"Ingredient"	"908921"	"1"	
"aztreonam lysine"	"Ingredient"	"1715117"	"1"	
"adefovir dipivoxil"	"Ingredient"	"1729323"	"1"	
"clotrimazol"	"Ingredient"	"1000632"	"1"	
"tranexaminezuur"	"Ingredient"	"1303425"	"1"	
"cisatracurium besilaat"	"Ingredient"	"19015726"	"1"	
"Bordetella pertussis (antigenen)"	"Ingredient"	"529218"	"1"	
"atorvastatine calcium"	"Ingredient"	"1545958"	"1"	
"Thuja occidentalis (tinctuur)"	"Ingredient"	"42900081"	"3"	
"erythromycine ethylsuccinaat"	"Ingredient"	"1746940"	"1"	
"disopyramide"	"Ingredient"	"1335606"	"1"	
"levomepromazine maleaat"	"Ingredient"	"19005147"	"1"	
"buprenorfine hydrochloride"	"Ingredient"	"1133201"	"1"	
"danaparoïde natrium"	"Ingredient"	"19026343"	"1"	
"Silybum marianum (silymarine)"	"Ingredient"	"42904211"	"2"	
"lanreotide acetaat"	"Ingredient"	"1503501"	"1"	
"ruxolitinib fosfaat"	"Ingredient"	"40244464"	"1"	
"avanafil"	"Ingredient"	"42800040"	"1"	
"nilotinib hydrochloride"	"Ingredient"	"1394023"	"1"	
"dutasteride"	"Ingredient"	"989482"	"1"	
"ergotamine tartraat"	"Ingredient"	"1145379"	"1"	
"susoctocog alfa"	"Ingredient"	"1352213"	"1"	
"bedaquiline fumaraat"	"Ingredient"	"43012518"	"1"	
"macrogol 4.000"	"Ingredient"	"42899937"	"1"	
"doxorubicine hydrochloride (in gepegyleerde liposomen)"	"Ingredient"	"19051649"	"1"	
"lenalidomide"	"Ingredient"	"19026972"	"1"	
"butylhyoscine bromide"	"Ingredient"	"40234201"	"1"	
"aescine"	"Ingredient"	"19048012"	"1"	
"Hedera helix (droog extract)"	"Ingredient"	"42899163"	"1"	
"pibrentasvir"	"Ingredient"	"793844"	"1"	
"anakinra"	"Ingredient"	"1114375"	"1"	
"zuclopenthixol decanoaat"	"Ingredient"	"19010886"	"1"	
"levobupivacaïne hydrochloride"	"Ingredient"	"19098741"	"1"	
"levomenthol"	"Ingredient"	"19056157"	"1"	
"tipranavir"	"Ingredient"	"1736999"	"1"	
"vedolizumab"	"Ingredient"	"45774639"	"1"	
"inosine pranobex"	"Ingredient"	"19083285"	"1"	
"hepatitis A-virus (geïnactiveerd)"	"Ingredient"	"596876"	"1"	
"galsulfase"	"Ingredient"	"19078649"	"1"	
"diënogest"	"Ingredient"	"19054876"	"1"	
"mycofenolaat natrium"	"Ingredient"	"19068900"	"1"	
"Crataegus (droog extract)"	"Ingredient"	"46234010"	"3"	
"vinblastine sulfaat"	"Ingredient"	"19008264"	"1"	
"esomeprazol magnesium"	"Ingredient"	"904453"	"1"	
"eculizumab"	"Ingredient"	"19080458"	"1"	
"lidocaïne hydrochloride"	"Ingredient"	"989878"	"1"	
"apraclonidine hydrochloride"	"Ingredient"	"919986"	"1"	
"paclitaxel (nanopartikels gebonden aan albumine)"	"Ingredient"	"1378382"	"1"	
"dexketoprofen trometamol"	"Ingredient"	"19056874"	"1"	
"vildagliptine"	"Ingredient"	"19122137"	"1"	
"thalidomide"	"Ingredient"	"19137042"	"1"	
"amiloride hydrochloride"	"Ingredient"	"991382"	"1"	
"lamotrigine"	"Ingredient"	"705103"	"1"	
"lisinopril"	"Ingredient"	"1308216"	"1"	
"maprotiline hydrochloride"	"Ingredient"	"794147"	"1"	
"mianserine hydrochloride"	"Ingredient"	"19007737"	"1"	
"laurylsulfoacetaat natrium"	"Ingredient"	"19014215"	"1"	
"zidovudine"	"Ingredient"	"1710612"	"1"	
"enzalutamide"	"Ingredient"	"42900250"	"1"	
"glycerol"	"Ingredient"	"961145"	"1"	
"acetylsalicylzuur"	"Ingredient"	"1112807"	"1"	
"frovatriptan succinaat"	"Ingredient"	"1189458"	"1"	
"interferon bèta-1a"	"Ingredient"	"722424"	"1"	
"moxonidine"	"Ingredient"	"19011021"	"1"	
"proguanil hydrochloride"	"Ingredient"	"1792429"	"1"	
"totale proteïnen (waaronder fibrinogeen en fibronectine)"	"Ingredient"	"19025693"	"1"	
"mupirocine calcium"	"Ingredient"	"951511"	"1"	
"somatostatine acetaat"	"Ingredient"	"19136066"	"1"	
"hydroxycarbamide"	"Ingredient"	"1377141"	"1"	
"ibrutinib"	"Ingredient"	"44507848"	"1"	
"hydroxocobalamine"	"Ingredient"	"1377023"	"1"	
"norgestrel"	"Ingredient"	"1521592"	"1"	
"calcium gluconolactaat"	"Ingredient"	"36256123"	"1"	
"glycopyrronium bromide"	"Ingredient"	"45775571"	"1"	
"carglumaatzuur"	"Ingredient"	"19102150"	"1"	
"povidon-jood"	"Ingredient"	"1750087"	"1"	
"interferon bèta-1b"	"Ingredient"	"713196"	"1"	
"parecoxib natrium"	"Ingredient"	"19003570"	"1"	
"immunoglobulinen, anti-T-lymfocyten"	"Ingredient"	"19136041"	"1"	
"dexrazoxan hydrochloride"	"Ingredient"	"1353011"	"1"	
"hemine"	"Ingredient"	"19067303"	"1"	
"palivizumab"	"Ingredient"	"537647"	"1"	
"clobazam"	"Ingredient"	"19050832"	"1"	
"carfilzomib"	"Ingredient"	"42873638"	"1"	
"melkzuur"	"Ingredient"	"19011035"	"1"	
"riboflavine"	"Ingredient"	"19062817"	"1"	
"levodropropizine"	"Ingredient"	"19067412"	"2"	
"Thuja occidentalis (tinctuur)"	"Ingredient"	"42900082"	"1"	
"lipegfilgrastim"	"Ingredient"	"44506753"	"1"	
"anidulafungine"	"Ingredient"	"19026450"	"1"	
"trombine"	"Ingredient"	"1300673"	"1"	
"selenium (onder vorm van natriumseleniet)"	"Ingredient"	"40171076"	"1"	
"safinamide methaansulfonaat"	"Ingredient"	"1594333"	"1"	
"infliximab"	"Ingredient"	"937368"	"1"	
"spiramycine"	"Ingredient"	"19070251"	"1"	
"thymol"	"Ingredient"	"19000726"	"1"	
"epoprostenol natrium"	"Ingredient"	"1354118"	"1"	
"ifosfamide"	"Ingredient"	"19078187"	"1"	
"guanfacine hydrochloride"	"Ingredient"	"1344965"	"1"	
"propofol"	"Ingredient"	"753626"	"1"	
"olopatadine hydrochloride"	"Ingredient"	"915855"	"1"	
"turoctocog alfa"	"Ingredient"	"1352213"	"1"	
"dapoxetine hydrochloride"	"Ingredient"	"36879119"	"1"	
"carboprost trometamol"	"Ingredient"	"19049150"	"1"	
"levocabastine hydrochloride"	"Ingredient"	"907553"	"1"	
"nadroparine calcium"	"Ingredient"	"19001014"	"1"	
"hydroxychloroquine sulfaat"	"Ingredient"	"1777087"	"1"	
"eribuline mesilaat"	"Ingredient"	"40230712"	"1"	
"bisoprolol fumaraat"	"Ingredient"	"1338005"	"1"	
"ocrelizumab"	"Ingredient"	"1593457"	"1"	
"omalizumab"	"Ingredient"	"1110942"	"1"	
"agalsidase alfa"	"Ingredient"	"36878851"	"1"	
"orchard grass pollen extract"	"Ingredient"	"40161896"	"1"	
"perennial rye grass pollen extract"	"Ingredient"	"40161976"	"1"	
"Klebsiella Ozaenae"	"Ingredient"	"40798908"	"1"	
"pneumococcal capsular polysaccharide type 22F vaccine"	"Ingredient"	"40163690"	"1"	
"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y"	"Ingredient"	"514015"	"1"	
"pneumococcal capsular polysaccharide type 9V vaccine"	"Ingredient"	"40163710"	"1"	
"pneumococcal capsular polysaccharide type 1 vaccine"	"Ingredient"	"40163661"	"1"	
"L1 protein, Human papillomavirus type 45 Vaccine"	"Ingredient"	"45892476"	"1"	
"pneumococcal capsular polysaccharide type 18C vaccine"	"Ingredient"	"40163680"	"1"	
"Streptococcus pneumoniae"	"Ingredient"	"43012408"	"1"	
"Influenza A virus"	"Ingredient"	"42903441"	"1"	
"poliovirus vaccine inactivated, type 3 (Saukett)"	"Ingredient"	"523367"	"1"	
"Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine"	"Ingredient"	"529042"	"1"	
