concept_code,note
S63.0,"Radiocarpal (joint)"
S63.0,"Radioulnar (joint), distal"
S63.0,"Radius, distal end"
S63.0,"Ulna, distal end"
S63.1,"Interphalangeal (joint), hand"
S63.1,"Metacarpal (bone), distal end"
S63.1,"Metacarpophalangeal (joint)"
S63.1,"Phalanx, hand"
S63.1,"Thumb"
S63.3,"Collateral, wrist"
S63.3,"Radiocarpal (ligament)"
S63.3,"Ulnocarpal (palmar)"
S63.4,"Collateral"
S63.4,"Palmar"
S63.4,"Volar plate"
S63.5,"Carpal (joint)"
S63.5,"Radiocarpal (joint) (ligament)"
S63.6,"Interphalangeal (joint), hand"
S63.6,"Metacarpophalangeal (joint)"
S63.6,"Phalanx, hand"
S63.6,"Thumb"
S69.7,"Injuries classifiable to more than one of the categories S60-S68"
,"bilateral involvement of hip and thigh (T00-T07)"
,"burns and corrosions (T20-T32)"
,"frostbite (T33-T35)"
,"injuries of leg, level unspecified (T12-T13)"
,"insect bite or sting, venomous (T63.4)"
The,"Fracture of hip NOS"
S72.1,"Intertrochanteric fracture"
S72.1,"Trochanteric fracture"
S76.1,"Patellar ligament (tendon)"
S79.7,"Injuries classifiable to more than one of the categories S70-S78"
,"fracture of ankle and malleolus"
,"bilateral involvement of knee and lower leg (T00-T07)"
,"burns and corrosions (T20-T32)"
,"frostbite (T33-T35)"
,"injuries of ankle and foot, except fracture of ankle and malleolus (S90-S99)"
,"injuries of leg, level unspecified (T12-T13)"
,"insect bite or sting, venomous (T63.4)"
The,"fracture of foot, except ankle (S92.-)"
S82.0,"Knee cap"
S82.2,"With or without mention of fracture of fibula"
S82.3,"With or without mention of fracture of fibula"
S82.5,"Tibia involving ankle"
S82.5,"Tibia involving malleolus"
S82.6,"Fibula involving ankle"
S82.6,"Fibula involving malleolus"
S82.8,"Fracture (of) ankle NOS"
S82.8,"Fracture (of) bimalleolar"
S82.8,"Fracture (of) trimalleolar"
S83.1,"Tibiofibular (joint)"
S83.2,"Bucket-handle tear (of) NOS"
S83.2,"Bucket-handle tear (of) lateral meniscus"
S83.2,"Bucket-handle tear (of) medial meniscus"
S83.6,"Tibiofibular joint and ligament, superior"
S83.7,"Injury to (lateral)(medial) meniscus in combination with (collateral)(cruciate) ligaments"
S85.3,"Greater saphenous vein NOS"
S89.7,"Injuries classifiable to more than one of the categories S80-S88"
,"bilateral involvement of ankle and foot (T00-T07)"
,"burns and corrosions (T20-T32)"
,"fracture of ankle and malleolus (S82.-)"
,"frostbite (T33-T35)"
,"injuries of leg, level unspecified (T12-T13)"
,"insect bite or sting, venomous (T63.4)"
S90.1,"Contusion of toe(s) NOS"
S91.1,"Open wound of toe(s) NOS"
S91.3,"Open wound of foot NOS"
The,"ankle (S82.-)"
The,"malleolus (S82.-)"
S92.0,"Heel bone"
S92.0,"Os calcis"
S92.1,"Astragalus"
S92.2,"Cuboid"
S92.2,"Cuneiform, foot (intermediate)(lateral)(medial)"
S92.2,"Navicular, foot"
S93.0,"Astragalus"
S93.0,"Fibula, lower end"
S93.0,"Talus"
S93.0,"Tibia, lower end"
S93.1,"Interphalangeal (joint(s))"
S93.1,"Metatarsophalangeal (joint(s))"
S93.3,"Navicular, foot"
S93.3,"Tarsal (joint(s))"
S93.3,"Tarsometatarsal (joint(s))"
S93.4,"Calcaneofibular (ligament)"
S93.4,"Deltoid (ligament)"
S93.4,"Internal collateral (ligament)"
S93.4,"Talofibular (ligament)"
S93.4,"Tibiofibular (ligament), distal"
S93.5,"Interphalangeal (joint(s))"
S93.5,"Metatarsophalangeal (joint(s))"
S93.6,"Tarsal (ligament)"
S93.6,"Tarsometatarsal (ligament)"
S94.2,"Terminal, lateral branch of deep peroneal nerve"
S97.8,"Crushing injury of foot NOS"
S98.3,"Combined traumatic amputation of toe(s) and other parts of foot"
S99.7,"Injuries classifiable to more than one of the categories S90-S98"
,"bilateral involvement of limbs of the same body region injuries by type involving two or more body regions classifiable within S00-S99"
,"burns and corrosions (T20-T32)"
,"frostbite (T33-T35)"
,"insect bite or sting, venomous (T63.4)"
,"multiple injuries involving only one body region - see S-section"
,"sunburn (L55.-)"
T00.0,"Superficial injuries of sites classifiable to S00.- and S10.-"
T00.1,"Superficial injuries of sites classifiable to S20.-, S30.- and T09.0"
T00.2,"Superficial injuries of sites classifiable to S40.-, S50.-, S60.- and T11.0"
T00.3,"Superficial injuries of sites classifiable to S70.-, S80.-, S90.- and T13.0"
T00.6,"Superficial injuries of sites classifiable to T00.2 and T00.3"
T01.0,"Open wounds of sites classifiable to S01.- and S11.-"
T01.1,"Open wounds of sites classifiable to S21.-, S31.- and T09.1"
T01.2,"Open wounds of sites classifiable to S41.-, S51.-, S61.- and T11.1"
T01.3,"Open wounds of sites classifiable to S71.-, S81.-, S91.- and T13.1"
T01.6,"Open wounds of sites classifiable to T01.2 and T01.3"
The,"Fractures of sites classifiable to S02.- and S12.-"
T02.1,"Fractures of sites classifiable to S22.-, S32.- and T08"
T02.2,"Fractures of sites classifiable to S42.-, S52.-, S62.- and T10 of one upper limb"
T02.3,"Fractures of sites classifiable to S72.-, S82.-, S92.- and T12 of one lower limb"
T02.4,"Fractures of sites classifiable to S42.-, S52.-, S62.- and T10 specified as bilateral"
T02.5,"Fractures of sites classifiable to S72.-, S82.-, S92.- and T12 specified as bilateral"
T03.0,"Dislocations, sprains and strains of sites classifiable to S03.- and S13.-"
T03.1,"Dislocations, sprains and strains of sites classifiable to S23.-, S33.- and T09.2"
T03.2,"Dislocations, sprains and strains of sites classifiable to S43.-, S53.-, S63.- and T11.2"
T03.3,"Dislocations, sprains and strains of sites classifiable to S73.-, S83.-, S93.- and T13.2"
T04.0,"Crushing injuries of sites classifiable to S07.- and S17.-"
T04.1,"Crushing injury of sites classifiable to S28.- and S38.-"
T04.1,"Crushing injury of trunk NOS"
T04.2,"Crushing injury of sites classifiable to S47.-, S57.- and S67.-"
T04.2,"Crushing injury of upper limb NOS"
T04.3,"Crushing injury of lower limb NOS"
T04.3,"Crushing injury of sites classifiable to S77.-, S87.- and S97.-"
T05.8,"Transection of abdomen"
T05.8,"Transection of thorax"
T06.0,"Injuries classifiable to S04.- and S06.- with injuries classifiable to S14.-"
T06.2,"Multiple injuries of nerves NOS"
The,"multiple fractures of spine, level unspecified (T02.1)"
T10,"Broken arm NOS"
T10,"Fracture of arm NOS"
The,"multiple fractures of arm, level unspecified (T02.-)"
T11.6,"Traumatic amputation of arm NOS"
T11.9,"Injury of arm NOS"
T12,"Broken leg NOS"
T12,"Fracture of leg NOS"
The,"multiple fractures of leg, level unspecified (T02.-)"
T13.6,"Traumatic amputation of leg NOS"
T13.9,"Injury of leg NOS"
The,"multiple fractures NOS (T02.9)"
T14.7,"Crushing injury NOS"
T14.7,"Traumatic amputation NOS"
T15.8,"Foreign body in lacrimal punctum"
T16,"Auditory canal"
T17.1,"Nose NOS"
T17.2,"Nasopharynx"
T17.2,"Throat NOS"
T17.8,"Bronchioles"
T17.8,"Lung"
T18.5,"Rectosigmoid (junction)"
T18.9,"Digestive system NOS"
T18.9,"Swallowed foreign body NOS"
,"burns (thermal) from electrical heating appliances"
,"burns (thermal) from electricity"
,"burns (thermal) from flame"
,"burns (thermal) from friction"
,"burns (thermal) from hot air and hot gases"
,"burns (thermal) from hot objects"
,"burns (thermal) from lightning"
,"burns (thermal) from radiation"
,"chemical burns [corrosions] (external)(internal)"
,"scalds"
,"erythema [dermatitis] ab igne (L59.0)"
,"radiation-related disorders of the skin and subcutaneous tissue (L55-L59)"
,"sunburn (L55.-)"
,"burns and corrosions of first degree [erythema]"
,"burns and corrosions of second degree [blisters] [epidermal loss]"
,"burns and corrosions of third degree [deep necrosis of underlying tissue] [full-thickness skin loss]"
,"burns (thermal) from electrical heating appliances"
,"burns (thermal) from electricity"
,"burns (thermal) from flame"
,"burns (thermal) from friction"
,"burns (thermal) from hot air and hot gases"
,"burns (thermal) from hot objects"
,"burns (thermal) from lightning"
,"burns (thermal) from radiation"
,"chemical burns [corrosions] (external)(internal)"
,"scalds"
,"erythema [dermatitis] ab igne (L59.0)"
,"radiation-related disorders of the skin and subcutaneous tissue (L55-L59)"
,"sunburn (L55.-)"
T27.2,"Thoracic cavity"
,"burns (thermal) from electrical heating appliances"
,"burns (thermal) from electricity"
,"burns (thermal) from flame"
,"burns (thermal) from friction"
,"burns (thermal) from hot air and hot gases"
,"burns (thermal) from hot objects"
,"burns (thermal) from lightning"
,"burns (thermal) from radiation"
,"chemical burns [corrosions] (external)(internal)"
,"scalds"
,"erythema [dermatitis] ab igne (L59.0)"
,"radiation-related disorders of the skin and subcutaneous tissue (L55-L59)"
,"sunburn (L55.-)"
T29.0,"Multiple burns NOS"
T29.4,"Multiple corrosions NOS"
T30.0,"Burn NOS"
T30.1,"First-degree burn NOS"
T30.2,"Second-degree burn NOS"
T30.3,"Third-degree burn NOS"
T30.4,"Corrosion NOS"
T30.5,"First-degree corrosion NOS"
T30.6,"Second-degree corrosion NOS"
T30.7,"Third-degree corrosion NOS"
,"hypothermia and other effects of reduced temperature (T68-T69)"
T33.9,"Superficial frostbite (of) NOS"
T33.9,"Superficial frostbite (of) leg NOS"
T33.9,"Superficial frostbite (of) trunk NOS"
T34.9,"Frostbite with tissue necrosis (of) NOS"
T34.9,"Frostbite with tissue necrosis (of) leg NOS"
T34.9,"Frostbite with tissue necrosis (of) trunk NOS"
T35.0,"Multiple superficial frostbite NOS"
T35.1,"Multiple frostbite with tissue necrosis NOS"
T35.3,"Frostbite of trunk NOS"
T35.6,"Multiple frostbite NOS"
T35.7,"Frostbite NOS"
,"overdose of these substances"
,"wrong substance given or taken in error"
,"abuse of non-dependence-producing substances (F55)"
,"adverse effects ["hypersensitivity", "reaction", etc.] of correct substance properly administered; such cases are to be classified according to the nature of the adverse effect, such as aspirin gastritis (K29.-)"
,"adverse effects ["hypersensitivity", "reaction", etc.] of correct substance properly administered; such cases are to be classified according to the nature of the adverse effect, such as blood disorders (D50-D76)"
,"&nbsp;&nbsp;&middot; contact (L23-L25)"
,"&nbsp;&nbsp;&middot; due to substances taken internally (L27.-)"
,"&nbsp;&nbsp;&middot; due to substances taken internally nephropathy (N14.0-N14.2)"
,"&nbsp;&nbsp;&middot; due to substances taken internally unspecified adverse effect of drug (T88.7)"
,"drug dependence and related mental and behavioural disorders due to psychoactive substance use (F10-F19)"
,"drug reaction and poisoning affecting the fetus and newborn (P00-P96)"
,"pathological drug intoxication (F10-F19)"
T36.5,"Streptomycin"
T37.8,"Hydroxyquinoline derivatives"
T38.4,"Multiple- and single-ingredient preparations"
T38.5,"Mixtures and substitutes"
T38.6,"Tamoxifen"
T38.8,"Anterior pituitary [adenohypophyseal] hormones"
T40.2,"Codeine"
T40.2,"Morphine"
T40.4,"Pethidine"
T40.9,"Mescaline"
T40.9,"Psilocin"
T40.9,"Psilocybine"
T41.1,"Thiobarbiturates"
T41.5,"Carbon dioxide"
T41.5,"Oxygen"
T42.1,"Carbamazepine"
T42.6,"Methaqualone"
T42.6,"Valproic acid"
T42.8,"Amantadine"
T44.3,"Papaverine"
T44.4,"Metaraminol"
T44.9,"Drug stimulating both alpha- and beta-adrenoreceptors"
T45.1,"Antineoplastic antibiotics"
T45.1,"Cytarabine"
T45.8,"Liver preparations and other antianaemic agents"
T45.8,"Natural blood and blood products"
T45.8,"Plasma substitute"
T46.3,"Dipyridamole"
T46.5,"Clonidine"
T46.5,"Guanethidine"
T46.5,"Rauwolfia"
T46.7,"Nicotinic acid (derivatives)"
T47.4,"Intestinal atonia drugs"
T48.6,"Salbutamol"
T49.5,"Eye anti-infectives"
T49.6,"Ear, nose and throat anti-infectives"
T49.8,"Spermicides"
T50.2,"Acetazolamide"
T50.3,"Oral rehydration salts"
T50.6,"Alcohol deterrents"
T50.9,"Acidifying agents"
T50.9,"Alkalizing agents"
T50.9,"Immunoglobulin"
T50.9,"Immunologicals"
T50.9,"Lipotropic drugs"
T50.9,"Parathyroid hormones and derivatives"
,"corrosions (T20-T32)"
,"localized toxic effects classified elsewhere (A00-R99)"
,"respiratory conditions due to external agents (J60-J70)"
T51.0,"Ethyl alcohol"
T51.1,"Methyl alcohol"
T51.2,"Isopropyl alcohol"
T51.3,"Alcohol amyl"
T51.3,"Alcohol butyl [1-butanol]"
T51.3,"Alcohol propyl [1-propanol]"
T52.0,"Gasoline [petrol]"
T52.0,"Kerosine [paraffin oil]"
T52.0,"Paraffin wax"
T52.0,"Petroleum ether"
T52.0,"Petroleum naphtha"
T52.0,"Petroleum spirits"
T52.2,"Toluene [methylbenzene]"
T52.2,"Xylene [dimethylbenzene]"
T53.0,"Tetrachloromethane"
T53.1,"Trichloromethane"
T53.2,"Trichloroethene"
T53.3,"Perchloroethylene"
T53.3,"Tetrachloroethene"
T53.4,"Methylene chloride"
T54.2,"Acid hydrochloric"
T54.2,"Acid sulfuric"
T54.3,"Potassium hydroxide"
T54.3,"Sodium hydroxide"
T58,"From all sources"
T59.3,"Tear gas"
T60.4,"Thallium"
T61.1,"Histamine-like syndrome"
T63.0,"Sea-snake venom"
T63.1,"Lizard venom"
T63.4,"Insect bite or sting, venomous"
T63.6,"Jellyfish"
T63.6,"Sea anemone"
T63.6,"Shellfish"
T63.6,"Starfish"
T63.8,"Venom of amphibian"
T65.3,"Aniline [benzenamine]"
T65.3,"Nitrobenzene"
T65.3,"Trinitrotoluene"
T65.5,"1,2,3-Propanetriol trinitrate"
T65.9,"Poisoning NOS"
T66,"Radiation sickness"
T67.0,"Heat apoplexy"
T67.0,"Heat pyrexia"
T67.0,"Siriasis"
T67.0,"Thermoplegia"
T67.1,"Heat collapse"
T67.3,"Heat prostration due to water depletion"
T67.4,"Heat prostration due to salt (and water) depletion"
T67.5,"Heat prostration NOS"
T68,"Accidental hypothermia"
T69.0,"Trench foot"
T70.0,"Aero-otitis media"
T70.0,"Effects of change in ambient atmospheric pressure or water pressure on ears"
T70.1,"Aerosinusitis"
T70.1,"Effects of change in ambient atmospheric pressure on sinuses"
T70.2,"Alpine sickness"
T70.2,"Anoxia due to high altitude"
T70.2,"Barotrauma NOS"
T70.2,"Hypobaropathy"
T70.2,"Mountain sickness"
T70.3,"Compressed-air disease"
T70.3,"Diver's palsy or paralysis"
T70.4,"Traumatic jet injection (industrial)"
T70.8,"Blast injury syndrome"
T71,"Suffocation (by strangulation)"
T71,"Systemic oxygen deficiency due to low oxygen content in ambient air"
T71,"Systemic oxygen deficiency due to mechanical threat to breathing"
T73.0,"Deprivation of food"
T73.0,"Starvation"
T73.1,"Deprivation of water"
T73.3,"Overexertion"
T74.1,"Battered baby or child syndrome NOS"
T74.1,"Battered spouse syndrome NOS"
T74.8,"Mixed forms"
T74.9,"Effects of abuse of adult NOS"
T74.9,"Effects of child abuse NOS"
T75.0,"Shock from lightning"
T75.0,"Struck by lightning NOS"
T75.1,"Immersion"
T75.1,"Swimmer's cramp"
T75.2,"Pneumatic hammer syndrome"
T75.2,"Traumatic vasospastic syndrome"
T75.2,"Vertigo from infrasound"
T75.3,"Airsickness"
T75.3,"Seasickness"
T75.3,"Travel sickness"
T75.4,"Electrocution"
T75.4,"Shock from electric current"
T75.8,"Effects of abnormal gravitation [G] forces"
T75.8,"Effects of weightlessness"
T78.3,"Giant urticaria"
T78.3,"Quincke's oedema"
T78.4,"Allergic reaction NOS"
T78.4,"Hypersensitivity NOS"
T78.4,"Idiosyncracy NOS"
T79.4,"Shock (immediate)(delayed) following injury"
T79.5,"Crush syndrome"
T79.5,"Renal failure following crushing"
T79.6,"Compartment syndrome"
T79.6,"Volkmann's ischaemic contracture"
,"adverse effects of drugs and medicaments (A00-R99, T78.-)"
,"any encounters with medical care for postoperative conditions in which no complications are present, such as artificial opening status (Z93.-)"
,"any encounters with medical care for postoperative conditions in which no complications are present, such as closure of external stoma (Z43.-)"
,"any encounters with medical care for postoperative conditions in which no complications are present, such as fitting and adjustment of external prosthetic device (Z44.-)"
,"burns and corrosions from local applications and irradiation (T20-T32)"
,"complications of surgical procedures during pregnancy, childbirth and the puerperium (O00-O99)"
,"poisoning and toxic effects of drugs and chemicals (T36-T65)"
,"specified complications classified elsewhere, such as cerebrospinal fluid leak from spinal puncture (G97.0)"
,"specified complications classified elsewhere, such as colostomy malfunction (K91.4)"
,"specified complications classified elsewhere, such as disorders of fluid and electrolyte balance (E86-E87)"
,"specified complications classified elsewhere, such as functional disturbances following cardiac surgery (I97.0-I97.1)"
,"specified complications classified elsewhere, such as postgastric surgery syndromes (K91.1)"
,"specified complications classified elsewhere, such as postlaminectomy syndrome NEC (M96.1)"
,"specified complications classified elsewhere, such as postmastectomy lymphoedema syndrome (I97.2)"
,"specified complications classified elsewhere, such as postsurgical blind-loop syndrome (K91.2)"
T80.3,"Incompatible blood transfusion"
T80.3,"Reaction to blood-group incompatibility in infusion or transfusion"
T80.4,"Reaction due to Rh factor in infusion or transfusion"
T80.6,"Intoxication by serum"
T80.6,"Protein sickness"
T80.6,"Serum rash"
T80.6,"Serum sickness"
T80.6,"Serum urticaria"
T80.9,"Transfusion reaction NOS"
T81.0,"Haemorrhage at any site resulting from a procedure"
T81.1,"Postoperative shock NOS"
T81.6,"Peritonitis aseptic"
T81.6,"Peritonitis chemical"
T81.7,"Air embolism following procedure NEC"
T81.8,"Complication of inhalation therapy"
T81.8,"Emphysema (subcutaneous) resulting from a procedure"
T81.8,"Persistent postoperative fistula"
T82.1,"Conditions listed in T82.0 due to electrodes"
T82.1,"Conditions listed in T82.0 due to pulse generator (battery)"
T82.2,"Conditions listed in T82.0 due to coronary artery bypass and valve grafts"
T82.3,"Conditions listed in T82.0 due to aortic (bifurcation) graft (replacement)"
T82.3,"Conditions listed in T82.0 due to arterial (carotid) (femoral) graft (bypass)"
T82.4,"Conditions listed in T82.0 due to vascular dialysis catheter"
T82.5,"&middot; artificial heart"
T82.5,"&middot; artificial heartballoon (counterpulsation) device"
T82.5,"&middot; artificial heartinfusion catheter"
T82.5,"&middot; artificial heartumbrella device"
T83.0,"&nbsp;&nbsp;&middot; cystostomy"
T83.0,"&nbsp;&nbsp;&middot; urethral, indwelling"
T83.1,"&nbsp;&nbsp;&middot; electronic stimulator device"
T83.1,"&nbsp;&nbsp;&middot; sphincter implant"
T83.1,"&nbsp;&nbsp;&middot; stent"
T83.2,"Conditions listed in T82.0 due to graft of urinary organ"
T83.3,"Conditions listed in T82.0 due to intrauterine contraceptive device"
T83.4,"Conditions listed in T82.0 due to (implanted) penile prosthesis"
T83.8,"Conditions listed in T82.8 due to genitourinary prosthetic devices, implants and grafts"
T84.0,"Conditions listed in T82.0 due to joint prosthesis"
T84.1,"Conditions listed in T82.0 due to internal fixation device of bones of limb"
T84.2,"Conditions listed in T82.0 due to internal fixation device of other bones"
T84.3,"Conditions listed in T82.0 due to bone graft"
T84.3,"Conditions listed in T82.0 due to electronic bone stimulator"
T84.4,"Conditions listed in T82.0 due to muscle and tendon graft"
T84.8,"Conditions listed in T82.8 due to internal orthopaedic prosthetic devices, implants and grafts"
T85.0,"Conditions listed in T82.0 due to ventricular intracranial (communicating) shunt"
T85.1,"Conditions listed in T82.0 due to electronic neurostimulator (electrode) of brain"
T85.1,"Conditions listed in T82.0 due to electronic neurostimulator (electrode) of peripheral nerve"
T85.1,"Conditions listed in T82.0 due to electronic neurostimulator (electrode) of spinal cord"
T85.2,"Conditions listed in T82.0 due to intraocular lens"
T85.3,"Conditions listed in T82.0 due to corneal graft"
T85.3,"Conditions listed in T82.0 due to prosthetic orbit of eye"
T85.4,"Conditions listed in T82.0 due to breast prosthesis and implant"
T85.5,"Conditions listed in T82.0 due to bile-duct prosthesis"
T85.5,"Conditions listed in T82.0 due to oesophageal anti-reflux device"
T85.6,"Conditions listed in T82.0 due to epidural and subdural infusion catheter"
T85.6,"Conditions listed in T82.0 due to intraperitoneal dialysis catheter"
T85.6,"Conditions listed in T82.0 due to nonabsorbable surgical material NOS"
T85.6,"Conditions listed in T82.0 due to permanent sutures"
T85.8,"Conditions listed in T82.8 due to internal prosthetic devices, implants and grafts NEC"
T85.9,"Complication of internal prosthetic device, implant and graft NOS"
T86.0,"Graft-versus-host reaction or disease"
T86.8,"Transplant failure or rejection of bone"
T86.8,"Transplant failure or rejection of intestine"
T86.8,"Transplant failure or rejection of lung"
T86.8,"Transplant failure or rejection of pancreas"
T86.8,"Transplant failure or rejection of skin (allograft) (autograft)"
T87.6,"Amputation stump contracture (flexion)(of next proximal joint)"
T87.6,"Amputation stump haematoma"
T87.6,"Amputation stump oedema"
T88.1,"Rash following immunization"
T88.2,"Shock due to anaesthesia in which the correct substance was properly administered"
T88.5,"Hypothermia following anaesthesia"
T88.7,"Drug hypersensitivity NOS"
T88.7,"Drug reaction NOS"
T90.0,"Sequelae of injury classified to S00.-"
T90.1,"Sequelae of injury classifiable to S01.-"
T90.2,"Sequelae of injury classifiable to S02.-"
T90.3,"Sequelae of injury classifiable to S04.-"
T90.4,"Sequelae of injury classifiable to S05.-"
T90.5,"Sequelae of injury classifiable to S06.-"
T90.8,"Sequelae of injury classifiable to S03.-, S07-S08 and S09.0-S09.8"
T90.9,"Sequelae of injury classifiable to S09.9"
T91.0,"Sequelae of injury classifiable to S10-S11, S20-S21, S30-S31 and T09.0-T09.1"
T91.1,"Sequelae of injury classifiable to S12.-, S22.0-S22.1, S32.0, S32.7 and T08"
T91.2,"Sequelae of injury classifiable to S22.2-S22.9, S32.1-S32.5 and S32.8"
T91.3,"Sequelae of injury classifiable to S14.0-S14.1, S24.0-S24.1, S34.0-S34.1 and T09.3"
T91.4,"Sequelae of injury classifiable to S26-S27"
T91.5,"Sequelae of injury classifiable to S36-S37"
T91.8,"Sequelae of injury classifiable to S13.-, S14.2-S14.6, S15-S18, S19.7-S19.8, S23.-, S24.2-S24.6, S25.-, S28.-, S29.0-S29.8, S33.-, S34.2-S34.8, S35.-, S38.-, S39.0-S39.8, T09.2 and T09.4 -T09.8"
T91.9,"Sequelae of injury classifiable to S19.9, S29.9, S39.9 and T09.9"
T92.0,"Sequelae of injury classifiable to S41.-, S51.-, S61.- and T11.1"
T92.1,"Sequelae of injury classifiable to S42.-, S52.- and T10"
T92.2,"Sequelae of injury classifiable to S62.-"
T92.3,"Sequelae of injury classifiable to S43.-, S53.-, S63.- and T11.2"
T92.4,"Sequelae of injury classifiable to S44.-, S54.-, S64.- and T11.3"
T92.5,"Sequelae of injury classifiable to S46.-, S56.-, S66.- and T11.5"
T92.6,"Sequelae of injury classifiable to S47-S48, S57-S58, S67-S68 and T11.6"
T92.8,"Sequelae of injury classifiable to S40.-, S45.-, S49.7-S49.8, S50.-,S55.-, S59.7-S59.8, S60.-, S65.-, S69.7-S69.8, T11.0, T11.4 and T11.8"
T92.9,"Sequelae of injury classifiable to S49.9, S59.9, S69.9 and T11.9"
T93.0,"Sequelae of injury classifiable to S71.-, S81.-, S91.- and T13.1"
T93.1,"Sequelae of injury classifiable S72.-"
T93.2,"Sequelae of injury classifiable to S82.-, S92.- and T12"
T93.3,"Sequelae of injury classifiable to S73.-, S83.-, S93.- and T13.2"
T93.4,"Sequelae of injury classifiable to S74.-, S84.-, S94.- and T13.3"
T93.5,"Sequelae of injury classifiable to S76.-, S86.-, S96.- and T13.5"
T93.6,"Sequelae of injury classifiable to S77-S78, S87-S88, S97-S98 and T13.6"
T93.8,"Sequelae of injury classifiable to S70.-, S75.-, S79.7-S79.8, S80.-, S85.-, S89.7-S89.8, S90.-, S95.-, S99.7-S99.8, T13.0, T13.4 and T13.8"
T93.9,"Sequelae of injury classifiable to S79.9, S89.9, S99.9 and T13.9"
T94.0,"Sequelae of injury classifiable to T00-T07"
T94.1,"Sequelae of injury classifiable to T14.-"
T95.0,"Sequelae of injury classifiable to T20.-, T33.0-T33.1, T34.0-T34.1 and T35.2"
T95.1,"Sequelae of injury classifiable to T21.-, T33.2-T33.3, T34.2-T34.3 and T35.3"
T95.2,"Sequelae of injury classifiable to T22-T23, T33.4-T33.5, T34.4-T34.5 and T35.4"
T95.3,"Sequelae of injury classifiable to T24-T25, T33.6-T33.8, T34.6-T34.8 and T35.5"
T95.4,"Sequelae of injury classifiable to T31-T32"
T95.8,"Sequelae of injury classifiable T26-T29, T35.0-T35.1 and T35.6"
T95.9,"Sequelae of injury classifiable to T30.-, T33.9, T34.9 and T35.7"
T96,"Sequelae of poisoning classifiable to T36-T50"
T97,"Sequelae of toxic effects classifiable to T51-T65"
T98.0,"Sequelae of effects classifiable to T15-T19"
T98.1,"Sequelae of effects classifiable to T66-T78"
T98.2,"Sequelae of complications classifiable to T79.-"
T98.3,"Sequelae of complications classifiable to T80-T88"
,"assault by crashing of motor vehicle (Y03.-)"
,"event of undetermined intent (Y32-Y33)"
,"intentional self-harm (X82-X83)"
,"transport accidents due to cataclysm (X34-X38)"
,"collision of pedestrian (conveyance) with other pedestrian (conveyance) (W51.-)"
,"collision of pedestrian (conveyance) with other pedestrian (conveyance) with subsequent fall (W03.-)"
,"assault by crashing of motor vehicle (Y03.-)"
,"event of undetermined intent (Y32-Y33)"
,"intentional self-harm (X82-X83)"
,"transport accidents due to cataclysm (X34-X38)"
V19.2,"Pedal cycle collision NOS, nontraffic"
V19.3,"Pedal cycle accident NOS, nontraffic"
V19.3,"Pedal cyclist injured in nontraffic accident NOS"
V19.6,"Pedal cycle collision NOS (traffic)"
V19.8,"Trapped by part of pedal cycle"
V19.9,"Pedal cycle accident NOS"
,"assault by crashing of motor vehicle (Y03.-)"
,"event of undetermined intent (Y32-Y33)"
,"intentional self-harm (X82-X83)"
,"transport accidents due to cataclysm (X34-X38)"
,"moped"
,"motorcycle with sidecar"
,"motorized bicycle"
,"motor scooter"
,"three-wheeled motor vehicle (V30-V39)"
V29.2,"Motorcycle collision NOS, nontraffic"
V29.3,"Motorcycle accident NOS, nontraffic"
V29.3,"Motorcycle rider injured in nontraffic accident NOS"
V29.6,"Motorcycle collision NOS (traffic)"
V29.8,"Trapped by part of motorcycle"
V29.9,"Motorcycle accident NOS"
,"assault by crashing of motor vehicle (Y03.-)"
,"event of undetermined intent (Y32-Y33)"
,"intentional self-harm (X82-X83)"
,"transport accidents due to cataclysm (X34-X38)"
,"motorized tricycle"
,"motorcycle with sidecar (V20-V29)"
,"vehicle designed primarily for off-road use (V86.-)"
V39.2,"Collision NOS involving three-wheeled motor vehicle, nontraffic"
V39.3,"Accident NOS involving three-wheeled motor vehicle, nontraffic"
V39.3,"Occupant of three-wheeled motor vehicle injured in nontraffic accident NOS"
V39.6,"Collision NOS involving three-wheeled motor vehicle (traffic)"
V39.8,"Trapped by door or other part of three-wheeled motor vehicle"
V39.9,"Accident NOS involving three-wheeled motor vehicle"
,"assault by crashing of motor vehicle (Y03.-)"
,"event of undetermined intent (Y32-Y33)"
,"intentional self-harm (X82-X83)"
,"transport accidents due to cataclysm (X34-X38)"
,"minibus"
V49.2,"Car collision NOS, nontraffic"
V49.3,"Car accident NOS, nontraffic"
V49.3,"Car occupant injured in nontraffic accident NOS"
V49.6,"Car collision NOS (traffic)"
V49.8,"Trapped by door or other part of car"
V49.9,"Car accident NOS"
,"assault by crashing of motor vehicle (Y03.-)"
,"event of undetermined intent (Y32-Y33)"
,"intentional self-harm (X82-X83)"
,"transport accidents due to cataclysm (X34-X38)"
,"heavy transport vehicle (V60-V69)"
V59.2,"Collision NOS involving pick-up truck or van, nontraffic"
V59.3,"Accident NOS involving pick-up truck or van, nontraffic"
V59.3,"Occupant of pick-up truck or van injured in nontraffic accident NOS"
V59.6,"Collision NOS involving pick-up truck or van (traffic)"
V59.8,"Trapped by door or other part of pick-up truck or van"
V59.9,"Accident NOS involving pick-up truck or van"
,"assault by crashing of motor vehicle (Y03.-)"
,"event of undetermined intent (Y32-Y33)"
,"intentional self-harm (X82-X83)"
