MAST_PRD_NAME	CONCEPT_ID	CONCEPT_NAME	VOCABULARY_ID
INHALATIO	0		
INHALENE	0		
INHALO RHINATHIOL	0		
INOPECTOL	0		
INPROSUB	0		
INSULATARD HM NOVOLET	21017392	Insulatard	
INSULATARD HM PENFILL	21017392	Insulatard	
INSULATARD PENFILL	21017392	Insulatard	
INSUMAN BASAL	40809094	Insuman	
INSUMAN BASAL SOLOSTAR	40809094	Insuman	
INSUMAN RAPID	40809094	Insuman	
INSUMAN RAPID SOLOSTAR	40809094	Insuman	
INTRAIT DE MARRON D INDE	0		
INUVAIR NEXTHALER	43569225	Inuvair	
IODEX BUCCAL	19003144	Iodex	
IODEX DERMIQUE	19003144	Iodex	
IODI SOLUTIO SPIRITUOSA CONFORMA	0		
IODURE DE POTASSIUM RECIP	0		
IODURE DE SODIUM MEDA PHARMA	0		
IONAMIN FORTE	19043399	Ionamin	
IPPRACID	0		
IPROCLOZIDE	0		
IRBESARTAN AB	43569300	Irbesartan Aurobindo	
IRBESARTAN APOTEX	0		
IRBESARTAN HCT APOTEX	43253270	Irbesartan Hct	
IRBESARTAN HCT EG	43253270	Irbesartan Hct	
IRBESARTAN HCT MYLAN	43253270	Irbesartan Hct	
IRBESARTAN HCT SANDOZ	43132212	IRBESARTAN SANDOZ	
IRBESARTAN HCT TEVA	43132204	IRBESARTAN HYDROCHLOROTHIAZIDE TEVA	
IRUXOL MONO	43568732		
ISCHELIUM	0		
ISILUNG	0		
ISO BETADINE	0		
ISO BETADINE BUCCALE	0		
ISO BETADINE DERMICUM IMPEXECO	0		
ISO BETADINE DERMIQUE	0		
ISO BETADINE GEL	0		
ISO BETADINE GYNECOLOGIE	0		
ISO BETADINE SAVON GERMICIDE	0		
ISO BETADINE SOL HYDROALCOOLIQUE	0		
ISO BETADINE TULLE	0		
ISO BETADINE UNIGYN	0		
ISO BETADINE UNIWASH	0		
ISOCURAL	0		
ISOPTINE	19046636	Isoptin	
ISOPTO CARPINE	40808758	Isopto	
ISOPTO TEARS	40808758	Isopto	
ISOSUPRA LIDOSE	0		
ISOTEN	0		
ISOTEN MINOR	0		
ISOTEN MITIS	0		
ISOTRETINO NE MYLAN	0		
ISOTRETINOINE EG	0		
ISOTRETINOINE RATIOPHARM	0		
ISOTRETINOINE SANDOZ	0		
ITNOGEN	0		
ITRACONAZOL APOTEX	0		
ITRACONAZOL SANDOZ	43132251	ITRACONAZOLE SANDOZ	
ITRACONAZOLE EG	0		
ITRACONAZOLE EG PI PHARMA	0		
IVEGAM	0		
JURA THEE GRAINES	0		
KAL TEN	0		
KALI STEROP	0		
KALIUM DURETTES	0		
KALOBAN	0		
KANAVIG	0		
KAYEXALATE CALCIUM	0		
KAYEXALATE SODIUM	19067301	Kayexalate	
KCL	0		
KELARGINE	0		
KELATENOR	0		
KELATIN	0		
KENACORT A	0		
KENACORT A SOLUBILE	0		
KEPPRA PI PHARMA	19099447	Keppra	
KESTOMATINE	0		
KESTOMATINE BABY BEBE	0		
KETOTIFEN TEVA	0		
KINESPIR PATCH	0		
KINIDINE DURETTES	21016375	Kinidine	
KIRA FORTE	43571241	Kira	
KLEAN PREP	21017788	Klean-Prep	
KLINOTAB	0		
KLOSTERFRAU JOHANNISKRAUT	0		
KONAKION PAEDIATRIC	19022044	Konakion	
KRANIT NOVA	40809381	Kranit	
KREDEX PI PHARMA	43128002	KREDEX	
L THYROXINE	0		
L THYROXINE CHRISTIAENS	0		
L THYROXINE CHRISTIAENS NF	0		
LABURIDE	0		
LACRYPOS	0		
LACRYSTAT	0		
LACRYTUBE	0		
LACTA GYNECOGEL	0		
LACTULOSE	0		
LACTULOSE KELA	0		
LACTULOSE RESOLUTION	0		
LAMBIPOL	0		
LAMBIPOL PI PHARMA	0		
LAMICTAL PI PHARMA	0		
LAMISIL DERMGEL	19070961	Lamisil	
LAMISIL ONCE	19070961	Lamisil	
LAMISIL PI PHARMA	19070961	Lamisil	
LAMISIL SPRAY	19070961	Lamisil	
LAMIVUDINE ZIDOVUDINE MYLAN	0		
LAMIVUDINE ZIDOVUDINE SANDOZ	0		
LAMOTRIGIN SANDOZ	43128039	LAMOTRIGINE SANDOZ	
LAMOTRIGINE TEVA DISP	43128040	LAMOTRIGINE TEVA	
LANSOPHAR TEVA	0		
LANSOPRAZOL APOTEX	0		
LANSOPRAZOL KRKA	43128302	LANSOPRAZOLE KRKA	
LANSOPRAZOL SANDOZ	43128310	LANSOPRAZOLE SANDOZ	
LANSOPRAZOLE EG PI PHARMA	43128299	LANSOPRAZOLE EG	
LANSOPRAZOLE RATIO	43128309	LANSOPRAZOLE RATIOPHARM	
LANSOPRAZOLE TEVA	43571789	Lansoprazol Teva	
LANSOTEVA	0		
LANSOYL PARAFFINE	44018319	Lansoyl	
LANTIGEN B	0		
LARYNGARSOL	0		
LATAGLAUCON	0		
LATANOPROST APOTEX	0		
LATANOPROST DR MANN	0		
LATANOPROST MYLAN	43128334	LATANOPROST MYLAN PHARMA	
LATANOPROST TIMOLOL EG	0		
LATANOTEARS	0		
LATANSOCMYLAN	0		
LAURACALM	0		
LAVEMENT AU PHOSPHATE	0		
LAVINIA	0		
LAXAFYTOL	0		
LAXAMALT	0		
LAXAVIT	44018358	Laxavite	
LAXIDO JUNIOR NEUTRAL	40810235	Laxido	
LAXIDO NATURE	40810235	Laxido	
LAXIDO ORANGE	40810235	Laxido	
LAXOBERON	0		
LEDERCORT PARENTERAL	19014436	Ledercort	
LEDERTREXATE CONCENTRATE	43128351	LEDERTREXATE	
LEDERTREXATE FORTE	43128351	LEDERTREXATE	
LEDERVORIN CALCIUM	0		
LEFLUNOMID SANDOZ	44022992	Sandoz Leflunomide	
LEFLUNOMIDE MEDAC	0		
LEMGRIP	0		
LEMGRIP MENTHOL	0		
LENCID	0		
LENTE MC	0		
LERCANIDIPIN APOTEX	0		
LERCANIDIPIN SANDOZ	43128373	LERCANIDIPINE SANDOZ	
LERCANIDIPINE AB	0		
LERCANIDIPINE DOC	0		
LERCANIDIPINE TEVA	43571444	Lercanidipinhydrochlorid Teva	
LERIVON	0		
LESCOL EXEL	19022086	Lescol	
LESPEDEZA	0		
LETROZAROM	0		
LETROZOL AB	0		
LETROZOL SANDOZ	43128643	LETROZOLE SANDOZ	
LEUPRORELIN SANDOZ	40809923	Leupro Sandoz	
LEVANXOL	0		
LEVETIRACETAM APOTEX	0		
LEVETIRACETAM KELA	0		
LEVOCETIRIZINE AB	43571521	Levetiracetam Aurobindo	
LEVOCETIRIZINE APOTEX	0		
LEVOCETIRIZINE RATIO	40809984	Levetiracetam Ratiopharm	
LEVODONNA	0		
LEVOFLOXACIN APOTEX	0		
LEVONORTIS	0		
LEVOPRAID	0		
LEVORENINE TARTRAAT	0		
LEVOTUSS	0		
LIDEX EMOLLIENS	0		
LINDYNETTE	0		
LINISOL	0		
LIOSANNE	0		
LIPANTHYLNANO	0		
LIPERTANCE	0		
LIPIODOL ULTRA FLUIDE	43128943	LIPIODOL	
LIPITOR PI PHARMA	19023381	Lipitor	
LIPOBAY	19055965	Baycol	
LIQUEMINE	40810942	Liquemin	
LISINOPRIL BEXAL	0		
LISINOPRIL EG PI PHARMA	43128950	LISINOPRIL EG	
LISINOPRIL HCT ACTAVIS	43128946	LISINOPRIL ACTAVIS	
LITICAN	0		
LOBIONE	0		
LOCACORTENE	0		
LOCACORTENE TAR	0		
LOCACORTENE VIOFORM	0		
LOCOID LIPOCREME	19071642	Locoid Lipocream	
LODIXAL	0		
LOFTYL	0		
LOGASTRIC	0		
LOGASTRIC MUPS	0		
LOGROTON DIVITABS	43128990	LOGROTON	
LOMIR RETARD	40810762	Lomir	
LOMIR RETARD EUROMEDIC	40810762	Lomir	
LOMUSOL PLUS XYLOMETAZOLINE	0		
LONARID MONO	40810770	Lonarid	
LONARID N	40810770	Lonarid	
LONGIFENE	0		
LONNOTEN	0		
LOORTAN	0		
LOORTAN IMPEXECO	0		
LOORTAN PI PHARMA	0		
LOORTAN PLUS	0		
LOORTAN PLUS FORTE	0		
LOPERAMID RATIOPHARM	43570966	Loperamid-Ratiopharm	
LOPERAMIDE SANDOZ	43570959	Loperamid Sandoz	
LORAMET	0		
LORAMET IMPEXECO	0		
LORAMET PI PHARMA	0		
LORANKA	0		
LORATADINE SP	0		
LORAZEMED	0		
LORAZEPAM	0		
LORAZEPAM EG	0		
LORAZEPAM FAR	0		
LORAZEPAM RATIOPHARM	43571024	Lorazepam-Ratiopharm	
LORAZEPAM TEVA	0		
LORAZETOP	0		
LORIDEM	0		
LORMETAMED	0		
LORMETAZEPAM	0		
LORMETAZEPAM DOC	0		
LORMETAZEPAM EG	0		
LORMETAZEPAM FAR	0		
LORMETAZEPAM KELA	0		
LORMETAZEPAM LABIMA	0		
LORMETAZEPAM MYLAN	0		
LORMETAZEPAM SANDOZ	0		
LOSARTAN APOTEX	0		
LOSARTAN PLUS EG	43129300	LOSARTAN EG	
LOSARTAN PLUS FORTE EG	43129300	LOSARTAN EG	
LOSFERRON	0		
LOUISE	0		
LOWETTE	0		
LUCRIN DEPOT	43253431	Lucrin	
LUCRIN DEPOT PI PHARMA	43253431	Lucrin	
LUCRIN TRI DEPOT	43253431	Lucrin	
LUEVA	0		
LUIFLEX	0		
LYRICA PI PHARMA	19080788	Lyrica	
LYSODROP	0		
LYSOMUCIL	0		
LYSOMUCIL JUNIOR	0		
LYSOMUCIL PASTILLE	0		
LYSOTOSSIL	0		
LYSOX	0		
LYSOX JUNIOR	0		
M M R VAX	40811905	Mmr Vax	
M M R VAX PRO	40811905	Mmr Vax	
MAALOX ANTACID	0		
MAALOX ANTACID ANTIGAS	0		
MAALOX CONTROL	19008319	Maalox	
MAALOX FORTE	19008319	Maalox	
MACLAR	0		
MACROGOL ELECTROLYTES EG	0		
MACROGOL ELECTROLYTES JUNIOR EG	0		
MACROGOL ELECTROLYTES SANDOZ	0		
MACROMYCINE	0		
MAGLID	0		
MAGNECLO STEROP	0		
MAGNESIE PLUS	0		
MAGNESIUM SULFAAT SULFATE STELLA	0		
MAGNESIUM SULFATE DENOLIN	0		
MAGNESIUM SULFATE STEROP	0		
MALAFENE	0		
MALAPROTEC SANDOZ	0		
MALARONE JUNIOR	19023671	Malarone	
MANIPREX	0		
MANN	0		
MARGOTMYLAN	0		
MARLIESMYLAN	0		
MARVELON AKTUAPHARMA	0		
MATHOINE	0		
MATUROSAN	0		
MAXALT LYO	0		
MAXI B	0		
MAXSOTEN	0		
MAXSOTEN MITIS	0		
MEDIAVEN	0		
MEDIAVEN FORTE	0		
MEDICA COMPRIMES POUR LA GORGE	0		
MEDICA COMPRIMES POUR LA GORGE LEMON	0		
MEDICA COMPRIMES POUR LA GORGE MIEL	0		
MEDICA SPRAY POUR LA GORGE MENTHOL	0		
MEDICHROM ALC	0		
MEDICHROM AQ	0		
MEDIKINET RETARD	21018115	Medikinet	
MEDISEPTA	0		
MEDROL A	19043506	Medrol	
MEDROL A IMPEXECO	19043506	Medrol	
MEDROL PAK	19043506	Medrol	
MEDROL PI PHARMA	19043506	Medrol	
MEFREN	0		
MEFREN INCOLORE	0		
MELOXICAM DOC	0		
MELOXICAM MYLAN	0		
MELOXICAM RATIOPHARM	43570703	Meloxicam-Ratiopharm	
MEMANTINE ABDI	0		
MEMANTINE ABDI STARTER PACK	0		
MEMANTINE APOTEX	0		
MEMANTINE LEK SANDOZ	43129849	MEMANTINE LEK	
MEMANTINE TEVA	43129852	MEMANTINE TEVA SANTE	
MEMFIT	0		
MENINGOVAX A C	19073311	Meningovax-AC	
MENO IMPLANT	0		
MENOPUR FERRING	19022093	Menopur	
MENUTIL	0		
MEPECTON	0		
MEPHENON	0		
MERCED	0		
MERCK AMIODARONE	0		
MERCK ATENOLOL	0		
MERCK ATENOLOL CHLORTALIDONE	0		
MERCK CEFTRIAXONE	0		
MERCK CITALOPRAM	0		
MERCK CO LISINOPRIL	0		
MERCK GABAPENTINE	0		
MERCK INDAPAMIDE	0		
MERCK LOPERAMIDE	0		
MERCK LORATADINE	0		
MERCK MOCLOBEMIDE	0		
MERCK MOXONIDINE	0		
MERCK OMEPRAZOLE	0		
MERCK OMEPRAZOLE AKTUAPHARMA	0		
MERCK SIMVASTATINE	0		
MERCK TERAZOSINE	0		
MERCK TRAMADOL	0		
MERCUROCHROME	0		
MERONEM IV	19014558	Meronem	
MESALAPHAR	0		
MESALAZINE I P S	0		
MESALAZINE TEVA	0		
MESULID	0		
METATOP	0		
METFORMAX	0		
METFORMINE DISP MYLAN	43129892	METFORMINE MYLAN	
METFORMIPHAR	0		
METHERGIN	19088825	Methergine	
METHOTREXAAT MAYNE	0		
METHYLCELLULOSE	0		
METHYLFENIDAAT RETARD SANDOZ	44023052	Sandoz Methylphenidate Sr	
METHYLPHENIDATE RETARD MYLAN	0		
METHYLPREDNISOLONE ORION	0		
METOCLOPRAMIDE EFEKA	0		
METOCLOPRAMIDE EG	0		
METOPROLOL EG	0		
METOPROLOL RETARD MYLAN	43573873	Metoprololsuccinat Mylan	
METOPROLOL RETARD TEVA	40811129	Metoprololsuccinat Teva	
METOPROLOL TEVA	40811129	Metoprololsuccinat Teva	
METRODIN HIGH PURITY	19015393	Metrodin	
METRONIDAZOL	0		
METRONIDAZOLE	43130085	METRONIDAZOLE B BRAUN	
MICARDIS PLUS	0		
MICROPAQUE SCANNER	43130106	MICROPAQUE	
MICTASOL	0		
MICTONET	0		
MICTONORM UNO	43574088	Mictonorm	
MIDAZOLAM B BRAUN	43574092	Midazolam B. Braun	
MIGRAINE KRANIT NOVA	0		
MILLEPERTUIS SINT JANSKRUID ELUSAN	0		
MILLEPERTUIS SINT JANSKRUID P FABRE	0		
MILPERINOL	0		
MINESTRIL	0		
MINHAVEZ	0		
MINI PLASCO AQUA AD INIECT B BRAUN	0		
MINI PLASCO NACL	43574056	Natriumchlorid Braun	
MINI PLASCO NACL B BRAUN	43574056	Natriumchlorid Braun	
MINIMS ATROPINE SULF	21015091	Minims atropine sulfate	
MINIMS CYCLOPENTOLATE HCL	21016007	Minims cyclopentolate hydrochloride	
MINIMS FLUORESCEINE SODIQUE	19053462	Minims Fluorescein Sodium	
MINIMS OXYBUPROCAINE HCL	21015505	Minims oxybuprocaine hydrochloride	
MINIMS PILOCARPINE NITR	19053469	Minims Pilocarpine nitrate	
MINIRIN MELT	0		
MINITRAN PI PHARMA	19020186	Minitran	
MINO	0		
MINOTAB	0		
MINOXIDIL BIORGA	0		
MINULET AKTUAPHARMA	21016687	Minulet	
MIRCOL	0		
MIRELLE	0		
MIRTAZAPIN AB	43572868	Mirtazapin Aurobindo	
MIRTAZAPINE ACTAVIS	40811949	Mirtazapin Actavis	
MIRTAZAPINE APOTEX	0		
MIRTAZAPINE BEXAL	0		
MIRTAZAPINE EG INSTANT	43130151	MIRTAZAPINE EG	
MIRTAZAPINE EG PI PHARMA	43130151	MIRTAZAPINE EG	
MIRTAZAPINE ODIS MYLAN	43130152	MIRTAZAPINE MYLAN	
MOBIC PI PHARMA	19023139	Mobic	
MOBISTIX FORTE INSTANT	0		
MOBISTIX INSTANT	0		
MOBISTIX INSTANT CAPPUCINO	0		
MOBISTIX JUNIOR INSTANT	0		
MOCLOBEMIDE MYLAN	0		
MOCLOBEMIDE SANDOZ	43573785	Moclobemid Sandoz	
MODERYBA	0		
MOMETASONE EG	0		
MOMETASONE FUROATE CIPLA	0		
MONAXIN	0		
MONOCLARIUM	0		
MONOFREE DEXAMETHASON	0		
MONOFREE OXYBUPROCAINE	0		
MONOFREE TROPICAMIDE	0		
MONOTARD HM	19016161	Human Monotard	
MONOVACC TEST	0		
MONTELUKAST ABDI	0		
MONTELUKAST APOTEX	44013748	Apo-Montelukast	
MONTELUKAST EUROGENERICS	43130421	MONTELUKAST EG	
MONTELUKAST RATIO	40811536	Montelukast Ratiopharm	
MOPSORALEN	0		
MORPHINE CHLORHYDRATE E G	0		
MORPHINE HCL	0		
MORPHINE HCL DENOLIN	0		
MORPHINE HCL SINE CONSERV	0		
MORPHINE HCL STEROP	0		
MORPHINE TEVA	44022650	Teva-Morphine Sr	
MORPHIPHAR	0		
MOTILIUM PHARMAPARTNER	19026471	Motilium	
MOTILIUM PI PHARMA	19026471	Motilium	
MOVICOL AKTUA PI PHARMA	43253544	Movicol	
MOVICOL GOUT CHOCOLAT	43253544	Movicol	
MOVICOL GOUT CHOCOLAT IMPEXECO	43253544	Movicol	
MOVICOL JUNIOR	43253544	Movicol	
MOVICOL JUNIOR AROME	43253544	Movicol	
MOVICOL NEUTRAL	43253544	Movicol	
MOVICOL NEUTRAL IMPEXECO	43253544	Movicol	
MOVICOL PI PHARMA	43253544	Movicol	
MOVICOL UNIDOSE	43253544	Movicol	
MOVIPREP ORANGE	19000552	MoviPrep	
MOVISTAL	0		
MOVOLAX	0		
MOXACEF	0		
MOXALINE	0		
MOXIFLOXACIN AB	43572896	Moxifloxacin Aurobindo	
MOXIFLOXACIN APOTEX	44013749	Apo-Moxifloxacin	
MOXIFLOXACIN EG	43130439	MOXIFLOXACINE EG	
MOXIFLOXACIN SANDOZ	43130441	MOXIFLOXACINE SANDOZ	
MOXIFLOXACINE TEVA	44022651	Teva-Moxifloxacin	
MOXITOP	0		
MOXON	0		
MOXONIDINE SANDOZ	43573679	Moxonidin Sandoz	
MS DIRECT	0		
MUCINUM	0		
MUCIPULGITE	0		
MUCO RHINATHIOL	43130183	RHINATHIOL EXPECTORANT CARBOCISTEINE	
MUCOANGIN CASSIS	43573806	Mucoangin	
MUCOANGIN CITRON	43573806	Mucoangin	
MUCOANGIN MENTHE	43573806	Mucoangin	
MUCODOX	0		
MUCORHINYL	0		
MUCOSTEINE	0		
MUCOTHERA	0		
MUCOVICS	0		
MULTIGAM	0		
MURAZYME	0		
MUSCARAN	0		
MUTHESA	0		
MYCOPHENOLAATMOFETIL ACTAVIS	43130630	MYCOPHENOLATE MOFETIL ACTAVIS	
MYCOPHENOLAT MOFETIL SANDOZ	43130638	MYCOPHENOLATE MOFETIL SANDOZ	
MYCOSTEN	0		
MYK	0		
MYLENAMYLAN	0		
MYOCHOLINE GLENWOOD	43574047	Myocholine-Glenwood Tabletten	
MYOLASTAN PHARMAPARTNER	43130649	MYOLASTAN	
MYOLASTAN PI PHARMA	43130649	MYOLASTAN	
MYOPLEGINE	0		
NAAPREP	0		
NACL MACOPHARMA	43128279	EAU POUR PREPARATIONS INJECTABLES MACOPHARMA	
NACTOP	0		
NALOXON B BRAUN	43573719	Naloxon B. Braun	
NAPROPHAR	0		
NAPROSYNE	19044901	Naprosyn	
NAPROSYNE ENTERIC COATED	19044901	Naprosyn	
NAPROXEN APOTEX	0		
NAPROXEN EG	0		
NAPROXEN TEVA	43130680	NAPROXENE SODIQUE TEVA	
NAPROXENE FORTE EG	0		
NARDELZINE	19048254	Nardil	
NASA	0		
NASA RHINATHIOL	0		
NASAPERT	0		
NASASINUTAB	0		
NASASINUTAB XYLOMETAZOLINE	0		
NATECAL	21018307	Natecal D3	
NATRII CHLORIDUM	0		
NATRIUMCHLORIDE PROAMP	43126693	CHLORURE DE SODIUM PROAMP	
NATUDOR	43128612	ELUSANES NATUDOR	
NAXOGIN	0		
NEBACETINE	40812381	Nebacetin	
NEBACETINE PRO INSTILLATIONE	40812381	Nebacetin	
NEBIVOLOL APOTEX	0		
NEBIVOLOL DOC	0		
NEBU IPRASAL	0		
NEBU TROP	0		
NEFROTONE	0		
NEFROZIDE	0		
NEO ALCOS ANAL	0		
NEO CUTIGENOL	0		
NEO DEBIOL	0		
NEO GOLASEPTINE	0		
NEO SABENYL	0		
NEOBACITRACINE	0		
NEOFENOX	0		
NEOFENOX NAPHAZOLINE	0		
NEOGENYL	0		
NEORAL SANDIMMUN	19043942	Neoral	
NEORAL SANDIMMUN PI PHARMA	19043942	Neoral	
NEORECORMON	19011037	Recormon	
NEOSYNEPHRINE	19048880	Neo-Synephrine	
NEOXIDIL	0		
NERISONA	43573026	Nerisona Fettsalbe	
NERISONA FORTE	43573026	Nerisona Fettsalbe	
NEROFEN	21016480	Nurofen	
NESIVINE	0		
NESIVINE BABY	0		
NESIVINE PEDIATRIE	0		
NESTROLAN	0		
NETROMYCINE	43130871	NETROMICINE	
NEURIDON FORTE	0		
NEURONTIN PI PHARMA	19038874	Neurontin	
NEUSINOL	0		
NEVIRAPIN SANDOZ	43130879	NEVIRAPINE SANDOZ	
NEVRINE CODEINE	0		
NEVROSTHENINE GLYCOCOLLE	0		
NEWDERM	0		
NEXIAM	0		
NEXIAM IV	0		
NIAMID	0		
NICORETTE FRESHMINT	19048313	Nicorette	
NICORETTE FRUIT	19048313	Nicorette	
NICORETTE INHALER	19048313	Nicorette	
NICORETTE INVISI PATCH	19048313	Nicorette	
NICORETTE MICROTAB	19048313	Nicorette	
NICORETTE MICROTAB LEMON	19048313	Nicorette	
NICORETTE MINT	19048313	Nicorette	
NICOTIBINE	0		
NICOTINELL CLASSIC	21015132	Nicotinell	
NICOTINELL COOL MINT	21015132	Nicotinell	
NICOTINELL FRUIT	21015132	Nicotinell	
NICOTINELL TTS	21015132	Nicotinell	
NIDAZEA	0		
NIFEDIPINE RATIOPHARM	21015030	Nifedipin-ratiopharm	
NIFEDIPINE RETARD EG	43131122	NIFEDIPINE EG	
NIFEDIPINE RETARD MYLAN	43131123	NIFEDIPINE MYLAN	
NIFEDIPINE TEVA RETARD	43131127	NIFEDIPINE TEVA	
NIFESLOW	0		
NIFUROXAZIDE E G	0		
NIOCITRAN	0		
NIPYL	0		
NIQUITIN FRESHMINT	21017959	NiQuitin	
NIQUITIN LOZENGE	21017959	NiQuitin	
NIQUITIN MINILOZENGE	21017959	NiQuitin	
NIQUITIN MINT	21017959	NiQuitin	
NITRAZEPAM TEVA	0		
NITRODYL	0		
NIX CREME RINSE	44017276	Nix Creme	
NOBIRETIC	0		
NOBITEN	0		
NOBITEN IMPEXECO	0		
NOBITEN PI PHARMA	0		
NOBRONCIT	0		
NOBRONCIT PEDIATRICUM	0		
NOCOLD	0		
NOCTACALM	0		
NOCTAMID PI PHARMA	19098778	Noctamid	
NOCTISAN	0		
NOFENAL	0		
NOGEST	0		
NOGRIMINE	0		
NOLARGIN	0		
NOLVADEX D	19014680	Nolvadex-D	
NOLVADEX D PHARMAPARTNER	19014680	Nolvadex-D	
NOLVADEX D PI PHARMA	19014680	Nolvadex-D	
NOMAL	0		
NOMEGESTROL STRAGEN	0		
NOODIS	0		
NOOXINE	0		
NORA	0		
NORANELLE	0		
NORDITROPIN NORDIFLEX	43131182	NORDITROPINE NORDIFLEX	
NOREPINE	0		
NORFLOXACIN RATIOPHARM	43131191	NORFLOXACINE RATIOPHARM	
NORHITIS	0		
NORIT	0		
NORIT CARBOMIX	0		
NORMACIDINE	0		
NORMACOL ANTISPASM	43131352	NORMACOL	
NORMACOL MINT	43131352	NORMACOL	
NORMISON MITIS	19014782	Normison	
NORMOGASTRYL	0		
NORMOLAXIL	0		
NORTUSSINE	0		
NORTUSSINE MONO	0		
NOSCA MEREPRINE	0		
NOSCAFLEX	0		
NOSCAFLEX EXPECTORANS	0		
NOSCAFLEX PEDIATRIC	0		
NOSE	0		
NOSEUM	0		
NOSIK LAX	0		
NOTUXAL	0		
NOVABAN	0		
NOVABRITINE	0		
NOVABRITINE I M	0		
NOVABRITINE TABS	0		
NOVALGINE	43573204	Novalgin	
NOVALGINE I M I V	43573204	Novalgin	
NOVATEC	0		
NOVAZYD	0		
NOVOBEDOUZE	0		
NOVOLIZER BUDESONIDE	0		
NOVOLIZER FORMOTEROL	43569469	Formoterol Novolizer	
NOVOLIZER SALBUTAMOL	43574248	Salbutamol Novolizer	
NOVORAPID FLEXPEN	21017683	voRapid	
NOVORAPID PENFILL	21017683	voRapid	
NOVORAPID PUMPCART	21017683	voRapid	
NOVOTOSSIL	0		
NOZEMA	0		
NOZID	0		
NUARDIN	0		
NUICALM	0		
NUROFEBRYL	0		
NUROFEN CODEINE	0		
NUROFEN COMPRIMES FONDANTS	21016480	Nurofen	
NUROFEN POUR ENFANTS	21016480	Nurofen	
NUROFEN POUR ENFANTS SANS SUCRE	21016480	Nurofen	
NUSO SAN	0		
NUSTASIUM	0		
NUTROPINAQ	44020849	Nutropin Aq	
NYSCONITRINE	0		
NYSTATINE	0		
NYSTATINE LABAZ	0		
OBRACIN	0		
OCAL	36249102	Ocaliva	
OCTONOX	0		
OCUBRAX	0		
OCUFLUR LIQUIFILM	40812925	Ocuflur	
OCUGEL	0		
OCUGEL MONODOSES	0		
OCULO HEEL	0		
OCULOTECT UNIDOSE	21015277	Oculotect	
ODONTO BABY	0		
OFLOXACINE SANDOZ PI PHARMA	43131403	OFLOXACINE SANDOZ	
OL AMINE	0		
OLANZAPIN AB	43573322	Olanzapin Aurobindo	
OLANZAPINE APOTEX	0		
OLANZAPINE INSTANT EG	0		
OLANZAPINE ODIS MYLAN	0		
OLEOSORBATE	0		
OLIGOSOL CU	43126283	OLIGOSOl	
OLIGOSOL LI	43126283	OLIGOSOl	
OLIGOSOL MN	43126283	OLIGOSOl	
OLIGOSOL MN CU	43126283	OLIGOSOl	
OLIGOSOL P	43126283	OLIGOSOl	
OLIGOSOL ZN	43126283	OLIGOSOl	
OLIGOSOL ZN CU	43126283	OLIGOSOl	
OLMESARTAN EG	0		
OLMESARTAN HCTZ KRKA	0		
OLMESARTAN KRKA	0		
OLMESARTAN PLUS HCT EG	0		
OLMESARTAN SANDOZ	0		
OLMESARTAN TEVA	0		
OLMETEC PLUS	21017495	Olmetec	
OMEPRACUREMYLAN	0		
OMEPRAMYLAN	0		
OMEPRAPHAR	0		
OMEPRATOP	0		
OMEPRAZOL AB	43573330	Omeprazol Aurobindo	
OMEPRAZOL APOTEX	0		
OMEPRAZOL EG PI PHARMA	0		
OMEPRAZOL SANDOZ	43131705	OMEPRAZOLE SANDOZ	
OMEPRAZOL SANDOZ IMPEXECO	43131705	OMEPRAZOLE SANDOZ	
OMEPRAZOL SANDOZ PI PHARMA	43131705	OMEPRAZOLE SANDOZ	
OMEPRAZOL TEVA	43131707	OMEPRAZOLE TEVA	
OMEPRAZOLE BEPB	0		
OMEPRAZOLE EG PI PHARMA	0		
OMEPRAZOLE FAR	0		
OMEPRAZOLE MYLAN PI PHARMA	43131695	OMEPRAZOLE MYLAN	
OMIC	0		
OMIC OCAS	0		
OMIC OCAS IMPEXECO	0		
OMNIBIONTA	0		
ONBREZ BREEZHALER	40813629	Onbrez	
ONCTOSE HYDROCORTISONE	43131717	ONCTOSE	
ONGUENT CAMPHRE	0		
ONGUENT OXYDE DE ZINC	0		
OPHTALMOTRIM VIATRIS	0		
OPHTAMEDINE	0		
OPHTAVIT C	0		
OPHTAVIT P	0		
OPTIJECT	0		
OPTISEDINE	0		
OPTOVIT E	40813428	Optovit	
ORADEXON CHRONOPACK	19027002	Oradexon	
ORATROL	0		
ORLISTAT SANDOZ	0		
ORLISTAT TEVA	0		
ORO RHINATHIOL DEQUALIN	0		
OROFAR	40813380	Orofar L	
OROFAR LIDOCAINE PERLES	40813380	Orofar L	
OROFAR LIDOCAINE PERLES MENTHE	40813380	Orofar L	
OROFAR PERLES PARELS	40813380	Orofar L	
ORORHINATHIOL	0		
ORTHO DIENOESTROL	0		
ORTHO GYNEST DEPOT	40813406	Ortho Gynest	
ORTHOXICOL	0		
OSELTAMIVIR	43131980	OSELTAMIVIR PG	
OSMOLEINE	0		
OSMOTYL	0		
OSTEODIDRONEL	0		
OSTEOMONO	0		
OTALGAN NF	43572532	Otalgan	
OTOCALMINE	0		
OTORALGYL	0		
OTOSEDINE	0		
OTRIVINE ANTI ALLERGIE	21018285	Otrivine Allergy Relief	
OTRIVINE ANTI RHINITIS	19053627	Otrivine	
OTRIVINE DUO	19053627	Otrivine	
