concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
"Electrophysiological examination of the heart catheter-based, In tachycardias with narrow QRS complex or atrial tachycardias"		"OPS"			"1-265.4"			
"Other therapeutic percutaneous puncture Therapeutic percutaneous puncture of a Urinoms"		"OPS"			"8-159.3"			
"Operations on the sclera other"		"OPS"			"5-138.0x"			
"Biopsy without incision on pharynx tonsils"		"OPS"			"1-422.01"			
"Investigation of cerebro spinal fluid system Lumbar puncture for cerebrospinal fluid collection"		"OPS"			"1-204.2"			
"Fenestration of the promotorium NOS"		"OPS"			"5-198.y"			
"Percutaneous (needle) biopsy of peripheral nerves Not otherwise specified"		"OPS"			"1-405.y"			
"Percutaneous (needle) biopsy of endocrine organs parathyroid"		"OPS"			"1-406.3"			
"Special dressing techniques Continuous Sogbehandlung with pump system with a vacuum therapy"		"OPS"			"8-190.2"			
"Instrumental 3D gait analysis with kinematics"		"OPS"			"1-798.0"			
"Foreign body removal by endoscopy not otherwise specified"		"OPS"			"8-100.y"			
"Destruction of diseased tissue in the retina and choroid By other laser therapy"		"OPS"			"5-155.7"			
"Reinforcing interventions at an oblique eye muscle"		"OPS"			"5-10f"			
"Association for large-scale and serious skin diseases Hydrocolloid dressing"		"OPS"			"8-191.5"			
"diagnostic arthroscopy shoulder joint"		"OPS"			"1-697.1"			
"diagnostic vaginoscopy"		"OPS"			"1-670"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision, other"		"OPS"			"1-559.x"			
"Electroencephalography [EEG] other"		"OPS"			"1-207.x"			
"Closed reduction of fracture without internal fixation Fibulaschaft"		"OPS"			"8-200.q"			
"Therapeutic lavage (lavage) of the lung and the pleural cavity"		"OPS"			"8-173"			
"Trans Arterial left heart catheterization Coronary bypass vessels"		"OPS"			"1-275.5"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones cerebellum"		"OPS"			"1-510.3"			
"Foreign body removal by endoscopy By bronchoscopy with a flexible instrument"		"OPS"			"8-100.4"			
"Operations on the sclera Seam of the sclera"		"OPS"			"5-138.1"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques Lymph nodes, inguinal"		"OPS"			"1-426.7"			
"Therapeutic lavage (lavage) of the ear"		"OPS"			"8-171"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision, esophagus"		"OPS"			"1-559.0"			
"Percutaneous (needle) biopsy of peripheral nerves nervous arm"		"OPS"			"1-405.3"			
"Secondary introduction, revision and removal of an orbital implant"		"OPS"			"5-165"			
"(Percutaneous) (needle) biopsy of female sex organs"		"OPS"			"1-470"			
"Extracapsular extraction of the lens [ECCE] Lens core liquefaction [phacoemulsification] on corneal access"		"OPS"			"5-144.5"			
"Lowering of intraocular pressure by not filtering operations Viskokanaloplastik"		"OPS"			"5-134.2"			
"Biopsy of muscles and soft tissues by incision neck"		"OPS"			"1-502.0"			
"Biopsy to other structures of the mouth and oral cavity through incision not otherwise specified"		"OPS"			"1-545.y"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones fACIAL"		"OPS"			"1-510.9"			
"Angiokardiographie as an independent measure left ventricle"		"OPS"			"1-276.21"			
"Closed reduction of joint dislocation without internal fixation Carpal joint"		"OPS"			"8-201.a"			
"Physiological function tests"		"OPS"			"1-79"			
"Therapeutic percutaneous puncture of a joint sternoclavicular"		"OPS"			"8-158.3"			
"Measurement of bronchial reactivity"		"OPS"			"1-714"			
"Biopsy of gallbladder and bile ducts by incision gallbladder"		"OPS"			"1-552.0"			
"Navigated transcranial magnetic stimulation [NTMs] In order to identify areas of the brain for the motor (motor Mapping)"		"OPS"			"1-20c.0"			
"Transposition of a straight eye muscle"		"OPS"			"5-10d"			
"Tympanoplasty (a tympanic membrane closure and reconstruction of the ossicles) other"		"OPS"			"5-195.x"			
"Destruction of diseased tissue in the retina and choroid By local laser photocoagulation"		"OPS"			"5-155.3"			
"Diagnostic endoscopy of the lower digestive tract"		"OPS"			"1-65"			
"Endoscopic biopsy of the upper digestive tract, bile ducts and pancreas Not otherwise specified"		"OPS"			"1-440.y"			
"Therapeutic purging of a joint distal radio-ulnar joint"		"OPS"			"8-178.6"			
"Therapeutic percutaneous puncture of a joint hip joint"		"OPS"			"8-158.g"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation laser iridotomy"		"OPS"			"5-133.6"			
"Solution of adhesions between the conjunctiva and eyelid Without conjunctiva plastic"		"OPS"			"5-114.0"			
"(Percutaneous) (needle) biopsy of female sex organs Ligaments of uterus"		"OPS"			"1-470.3"			
"Percutaneous (needle) biopsy of peripheral nerves lumbosacral plexus"		"OPS"			"1-405.6"			
"Biopsy of muscles and soft tissues by incision other"		"OPS"			"1-502.x"			
"Excision and destruction of (diseased) tissues of the conjunctiva by laser photocoagulation"		"OPS"			"5-112.01"			
"diagnostic Tracheobronchoscopy With catheter-based air flow measurement"		"OPS"			"1-620.03"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus thymus"		"OPS"			"1-425.9"			
"Refractive keratoplasty and other reconstruction of the cornea photorefractive keratectomy"		"OPS"			"5-126.1"			
"Biopsy without incision on pharynx Not otherwise specified"		"OPS"			"1-422.y"			
"Other operations on the retina not otherwise specified"		"OPS"			"5-156.y"			
"Therapeutic lavage of the abdominal cavity in case of laying drainage and temporary abdominal closure In case of laying drainage (closed lavage)"		"OPS"			"8-176.0"			
"Percutaneous biopsy on endocrine organs with control by imaging techniques"		"OPS"			"1-407"			
"diagnostic Jejunoscopy"		"OPS"			"1-635"			
"Other operations on the straight eye muscles, adhesiolysis"		"OPS"			"5-10e.0"			
"diagnostic Jejunoscopy In normal situs"		"OPS"			"1-635.0"			
"Change and removal of a Nephrostomiekatheters other"		"OPS"			"8-138.x"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones not otherwise specified"		"OPS"			"1-510.y"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs testicle"		"OPS"			"1-463.4"			
"Vitrectomy with other access and other operations on vitreous By separation of the posterior vitreous membrane by laser"		"OPS"			"5-159.3"			
"Other operations on the choroid Blockexzision the choroid"		"OPS"			"5-157.2"			
"Investigation of cerebro spinal fluid system Fontanel puncture for cerebrospinal fluid collection"		"OPS"			"1-204.4"			
"Corneal transplantation and keratoprosthetics Corneal transplantation, lamellar"		"OPS"			"5-125.0"			
"Reduce intraocular pressure by operations on the ciliary body by cyclophotocoagulation, open surgery"		"OPS"			"5-132.20"			
"Association for large-scale and serious skin diseases Überknüpfpolsterverband, small areas"		"OPS"			"8-191.3"			
"Other therapeutic rinses Therapeutic flushing opposite intraperitoneal catheter"		"OPS"			"8-179.0"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus Not otherwise specified"		"OPS"			"1-425.y"			
"Other reconstruction of the outer ear, other"		"OPS"			"5-188.x"			
"Neurological examination in movement disorders"		"OPS"			"1-20a.2"			
"Biopsy of muscles and soft tissues by incision Upper arm and elbow"		"OPS"			"1-502.2"			
"Other operations on the straight eye muscles Making an eye muscle"		"OPS"			"5-10e.2"			
"Percutaneous biopsy on urinary organs and male sex organs with control by imaging techniques vas deferens"		"OPS"			"1-465.6"			
"Diagnostic endoscopy of the intestine through a stoma"		"OPS"			"1-652"			
"Closed reduction of fracture without internal fixation talus"		"OPS"			"8-200.s"			
"Closed reduction of joint dislocation without internal fixation interphalangeal"		"OPS"			"8-201.d"			
"Closed reduction of fracture without internal fixation femoral shaft"		"OPS"			"8-200.g"			
"diagnostic arthroscopy, Not otherwise specified"		"OPS"			"1-697.y"			
"Endoscopic biopsy respiratory organs Kryobiopsie"		"OPS"			"1-430.01"			
"Preparation and adjustment of facial prostheses with adhesive or glasses fixation Several parts of the face"		"OPS"			"8-220.3"			
"Plastic reconstruction of the entire auricle, With tissue expander"		"OPS"			"5-187.0"			
"Biopsy of blood vessels by incision not otherwise specified"		"OPS"			"1-587.y"			
"Refractive keratoplasty and other reconstruction of the cornea keratotomy"		"OPS"			"5-126.0"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs Not otherwise specified"		"OPS"			"1-463.y"			
"Incision on the outer ear"		"OPS"			"5-180"			
"Closed reduction of joint dislocation without internal fixation proximal radioulnar"		"OPS"			"8-201.5"			
"Other diagnostic endoscopy by puncture, incision and intraoperatively Endoscopic sinus"		"OPS"			"1-699.0"			
"Diagnostic bronchoscopy and Tracheoscopy by incision and intraoperatively Tracheoscopy"		"OPS"			"1-690.1"			
"Closed reduction of fracture without internal fixation humerus proximal"		"OPS"			"8-200.1"			
"Biopsy of the liver by incision by excision"		"OPS"			"1-551.0"			
"Wound care on the outer ear"		"OPS"			"5-183"			
"Therapeutic purging of a joint proximal tibiofibular joint"		"OPS"			"8-178.j"			
"Removing a foreign body from the back of the eye not otherwise specified"		"OPS"			"5-150.y"			
"Diagnostic retrograde view of the bile and pancreatic routes"		"OPS"			"1-642"			
"Other operations on conjunctiva Removing a suture"		"OPS"			"5-119.1"			
"Biopsy of female sex organs by incision"		"OPS"			"1-57"			
"Change of an orbital implant"		"OPS"			"5-165.3"			
"Biopsy on joints and bursae by incision not otherwise specified"		"OPS"			"1-504.y"			
"Diagnostic endoscopy of the urinary tract by incision and intraoperatively ureterorenoscopy"		"OPS"			"1-693.1"			
"Change and removal of a gastrostomy other"		"OPS"			"8-123.x"			
"Change of an orbital implant, other"		"OPS"			"5-165.3x"			
"diagnostic arthroscopy Temporomandibular joint"		"OPS"			"1-697.0"			
"Production and adaptation of facial prostheses with implant fixation"		"OPS"			"8-221"			
"Diagnostic endoscopy of urinary diversion intestinal reservoir"		"OPS"			"1-666.0"			
"pH monitoring of the esophagus"		"OPS"			"1-316"			
"Biopsy of the penis by incision"		"OPS"			"1-564"			
"Biopsy of bone by incision not otherwise specified"		"OPS"			"1-503.y"			
"Diagnostics to determine the irreversible brain function failure With a potential organ donor"		"OPS"			"1-202.0"			
"Therapeutic drainage of urinary organs"		"OPS"			"8-147"			
"Biopsy without incision of the mouth and oral cavity Not otherwise specified"		"OPS"			"1-420.y"			
"Biopsy in other male sex organs by incision"		"OPS"			"1-569"			
"Determination of the subjective visual vertical"		"OPS"			"1-20a.32"			
"Diagnostic endoscopy of the intestine through a stoma rectoscopy"		"OPS"			"1-652.4"			
"Diagnostic endoscopy of the urinary tract"		"OPS"			"1-66"			
"Association for large-scale and serious skin diseases With debridement Bad"		"OPS"			"8-191.21"			
"Conjunctivoplasty The contralateral eye"		"OPS"			"5-113.01"			
"Myringoplasty [tympanoplasty type I] Erection of the eardrum (with fresh injury)"		"OPS"			"5-194.2"			
"Removal of the eyeball [enucleation], Subcutaneous fatty tissue graft"		"OPS"			"5-163.12"			
"Reinforcing interventions at an oblique eye muscle not otherwise specified"		"OPS"			"5-10f.y"			
"Closed reduction of joint dislocation without internal fixation ankle"		"OPS"			"8-201.k"			
"Percutaneous biopsy of intracranial tissue with control by imaging techniques Not otherwise specified"		"OPS"			"1-401.y"			
"Biopsy of the small intestine by incision ileum"		"OPS"			"1-555.1"			
"Operations for pterygium Excision without plastic"		"OPS"			"5-122.0"			
"diagnostic arthroscopy thoracic joint"		"OPS"			"1-697.4"			
"Enhancing operations on a straight eye muscle"		"OPS"			"5-10a"			
"Therapeutic purging of a joint metacarpophalangeal joint"		"OPS"			"8-178.c"			
"Percutaneous (needle) biopsy tissue intraspinal"		"OPS"			"1-404"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision, Intestine, not otherwise specified"		"OPS"			"1-559.1"			
"Biopsy without incision on the nose"		"OPS"			"1-414"			
"Destruction of diseased tissue in the retina and choroid other"		"OPS"			"5-155.8x"			
"Revision of a stapedectomy, With implantation of an alloplastic prosthesis (e.g. Piston)"		"OPS"			"5-192.02"			
"Multidimensional palliative medical screening and minimal assessment"		"OPS"			"1-773"			
"Revision and removal of a lens alloplastic other"		"OPS"			"5-147.x"			
"Plastic reconstruction of the entire auricle, other"		"OPS"			"5-187.x"			
"Biopsy in other male sex organs by incision epididymis"		"OPS"			"1-569.0"			
"Closed reduction of fracture without internal fixation ulna distal"		"OPS"			"8-200.9"			
"Biopsy on joints and bursae by incision Joint at the spinal column"		"OPS"			"1-504.5"			
"Invasive intraoperative diagnosis of epilepsy electrocorticography"		"OPS"			"1-212.0"			
"retroequatorial myopexia (Fadenoperation) Simple"		"OPS"			"5-10c.0"			
"Pars plana vitrectomy epiretinal membranes with distance"		"OPS"			"5-158.2"			
"diagnostic esophagoscopy other"		"OPS"			"1-630.x"			
"diagnostic pharyngoscopy Directly"		"OPS"			"1-611.0"			
"Intracapsular extraction of the lens not otherwise specified"		"OPS"			"5-143.y"			
"Biopsy of the colon through the incision"		"OPS"			"1-556"			
"Therapeutic drainage of other organs and tissues"		"OPS"			"8-148"			
"Excision on the auricle"		"OPS"			"5-181.0"			
"Foreign body removal by endoscopy by Tracheoscopy"		"OPS"			"8-100.3"			
"Biopsy on joints and bursae by incision other"		"OPS"			"1-504.x"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones other"		"OPS"			"1-510.x"			
"Therapeutic purging of a joint acromioclavicular"		"OPS"			"8-178.1"			
"Investigation of cerebro spinal fluid system infusion test"		"OPS"			"1-204.6"			
"Biopsy without incision on the larynx"		"OPS"			"1-421"			
"Diagnostic endoscopy by puncture, incision and intra-operatively to the central nervous system"		"OPS"			"1-698"			
"Closed reduction of joint dislocation without internal fixation Humeroulnar joint"		"OPS"			"8-201.4"			
"Percutaneous biopsy on urinary organs and male sex organs with control by imaging techniques stages biopsy"		"OPS"			"1-465.8"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus Lymph nodes, cervical"		"OPS"			"1-425.0"			
"Diagnostic endoscopy of the intestine through a stoma Sigmoideoscopy"		"OPS"			"1-652.2"			
"Wound care on the outer ear, Suture (after injury)"		"OPS"			"5-183.0"			
"Transseptal left heart catheterization"		"OPS"			"1-274"			
"diagnostic proctoscopy"		"OPS"			"1-653"			
"Operations on the sclera by incision"		"OPS"			"5-138.01"			
"Therapeutic percutaneous puncture of a joint sacroiliac"		"OPS"			"8-158.e"			
"Refractive keratoplasty and other reconstruction of the cornea not otherwise specified"		"OPS"			"5-126.y"			
"Closed reduction of fracture without internal fixation Pelvic bones"		"OPS"			"8-200.d"			
"Surgical removal of a foreign body from the cornea Cleansing of the wound bed"		"OPS"			"5-120.2"			
"Endoscopic biopsy of the upper digestive tract, bile ducts and pancreas"		"OPS"			"1-440"			
"Diagnostic endoscopy of the bile and pancreatic tract in anatomical feature"		"OPS"			"1-646"			
"Foreign body removal by endoscopy by hysteroscopy"		"OPS"			"8-100.d"			
"Biopsy of blood vessels by incision Vessels lower leg and foot"		"OPS"			"1-587.6"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs vas deferens"		"OPS"			"1-463.6"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in other organs not otherwise specified"		"OPS"			"8-112.y"			
"Wound care on the outer ear, Replantation"		"OPS"			"5-183.1"			
"Diagnostic retrograde view of the bile ducts"		"OPS"			"1-640"			
"Plastic correction of protruding ears"		"OPS"			"5-184"			
"Therapeutic percutaneous puncture of a joint subtalar"		"OPS"			"8-158.m"			
"Destruction of diseased tissue in the retina and choroid By photodynamic therapy"		"OPS"			"5-155.6"			
"Foreign body removal by endoscopy by laryngoscopy"		"OPS"			"8-100.2"			
"Construction and reconstruction of the external auditory canal, Extension (e.g. for ear canal stenosis)"		"OPS"			"5-185.0"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones Intracranial blood vessels"		"OPS"			"1-510.5"			
"Diagnostic direct endoscopy of the bile ducts [Ductal Endoscopy] [POCS] biliary tract cholangioscopy proximal the hepatic"		"OPS"			"1-643.3"			
"(Percutaneous) (needle) biopsy of female sex organs Tuba (s) uterine (e)"		"OPS"			"1-470.1"			
"Exenteration of the orbita without preservation of the eyelid skin, Without introduction of tissue or alloplastic material"		"OPS"			"5-164.40"			
"Electroencephalography [EEG]"		"OPS"			"1-207"			
"Microsurgery on the middle ear"		"OPS"			"5-19"			
"Biopsy on other parts of the ear by incision not otherwise specified"		"OPS"			"1-532.y"			
"Debilitating operations on a straight eye muscle Partial tenotomy and / or myotomy"		"OPS"			"5-10b.3"			
"Other operations on the straight eye muscles, Removing a muscle suture"		"OPS"			"5-10e.1"			
"Biopsy on joints and bursae by incision Other joints at the base"		"OPS"			"1-504.9"			
"Other diagnostic catheterization to heart and blood vessels other"		"OPS"			"1-279.5x"			
"Biopsy intraspinal tissue incision by Intraspinal parts of spinal nerve and dorsal root ganglia"		"OPS"			"1-512.1"			
"Reduce intraocular pressure by operations on the ciliary body not otherwise specified"		"OPS"			"5-132.y"			
"Instrumental 3D function analysis of the spine Long-term measurement"		"OPS"			"1-799.1"			
"Navigated transcranial magnetic stimulation [NTMs]"		"OPS"			"1-20c"			
"Secondary insertion of an orbital implant into the Tenon capsule, Bulb placeholder made of non-absorbable, microporous material with fibrovascular integration with titanium mesh"		"OPS"			"5-165.04"			
"Foreign body removal from the skin without incision other"		"OPS"			"8-102.x"			
"Percutaneous biopsy of intracranial tissue with control by imaging techniques"		"OPS"			"1-401"			
"Percutaneous (needle) biopsy of peripheral nerves"		"OPS"			"1-405"			
"Biopsy without incision of the mouth and oral cavity"		"OPS"			"1-420"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body other"		"OPS"			"5-139.1x"			
"Myringoplasty [tympanoplasty type I] retroauricularly"		"OPS"			"5-194.1"			
"Electrophysiological examination of the heart catheter-based, After curative treatment of congenital heart lesions"		"OPS"			"1-265.a"			
"Electrophysiological examination of the heart, not catheter-based Drug provocation test (to detect arrhythmias)"		"OPS"			"1-266.3"			
"Special dressing techniques More than 21 days"		"OPS"			"8-190.43"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus Lymph nodes, iliac"		"OPS"			"1-425.5"			
"Removing a foreign body from the back of the eye With magnet, sclera"		"OPS"			"5-150.0"			
"Special dressing techniques"		"OPS"			"8-190"			
"Foreign body removal from the skin without incision hand"		"OPS"			"8-102.7"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation intraocular trabeculotomy"		"OPS"			"5-133.8"			
"Insert, change and removal of a ureteral stent [Ureteral] Percutaneous transluminal renal"		"OPS"			"8-137.11"			
"Percutaneous biopsy of intracranial tissue with control by imaging techniques brainstem"		"OPS"			"1-401.2"			
"Magnetoencephalography [MEG] To localize functional areas of the brain"		"OPS"			"1-20b.1"			
"Therapeutic lavage of the abdominal cavity in case of laying drainage and temporary abdominal closure not otherwise specified"		"OPS"			"8-176.y"			
"Preauricular excision, histographically controlled (micrographic surgery)"		"OPS"			"5-181.4"			
"Therapeutic percutaneous puncture of male sex organs other"		"OPS"			"8-156.x"			
"Dickdarmmanometrie"		"OPS"			"1-319"			
"Trans Arterial left heart catheterization Coronary angiography without further measures"		"OPS"			"1-275.0"			
"Other therapeutic percutaneous puncture Therapeutic percutaneous puncture of the bone marrow"		"OPS"			"8-159.1"			
"Application of a donor stool suspension"		"OPS"			"8-129"			
"Percutaneous (needle) biopsy of respiratory organs"		"OPS"			"1-431"			
"Biopsy at the hypopharynx by incision"		"OPS"			"1-547"			
"Other operations on the iris"		"OPS"			"5-137"			
"Destruction of diseased tissue in the retina and choroid not otherwise specified"		"OPS"			"5-155.y"			
"Excision and destruction of (diseased) tissue of the cornea by cryocoagulation"		"OPS"			"5-123.02"			
"Therapeutic purging of a joint radiocarpal"		"OPS"			"8-178.8"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus Lymph nodes, axillary"		"OPS"			"1-425.2"			
"Biopsy on joints and bursae by incision Joints of the shoulder girdle"		"OPS"			"1-504.1"			
"Foreign body removal without incision From the nose"		"OPS"			"8-101.4"			
"Biopsy of bone by incision Femur and patella"		"OPS"			"1-503.6"			
"Therapeutic lavage (lavage) of the lung and the pleural cavity lung"		"OPS"			"8-173.0"			
"Biopsy of thyroid and parathyroid glands by incision thyroid"		"OPS"			"1-582.0"			
"Diagnostics to determine the irreversible brain function failure For other patients"		"OPS"			"1-202.1"			
"Revision and removal of a lens alloplastic Revision of an anterior chamber lens"		"OPS"			"5-147.0"			
"Reduce intraocular pressure by operations on the ciliary body"		"OPS"			"5-132"			
"Association for large-scale and serious skin diseases Without debridement Bad"		"OPS"			"8-191.00"			
"Investigation of cerebro spinal fluid system Not otherwise specified"		"OPS"			"1-204.y"			
"Destruction of diseased tissue in the retina and choroid photocoagulation"		"OPS"			"5-155.2"			
"Closed reduction of joint dislocation without internal fixation knee"		"OPS"			"8-201.h"			
"Percutaneous (needle) biopsy tissue intraspinal Spinal nerves and dorsal root ganglia, intraspinal"		"OPS"			"1-404.1"			
"Biopsy of kidney and perirenal tissues by incision"		"OPS"			"1-560"			
"Refractive keratoplasty and other reconstruction of the cornea keratomileusis"		"OPS"			"5-126.2"			
"Invasive diagnostics of the nervous system With pharmacological testing"		"OPS"			"1-203.2"			
"Percutaneously cystoscopic biopsy of urinary organs and prostate urethra"		"OPS"			"1-462.3"			
"Myringoplasty [tympanoplasty type I] other"		"OPS"			"5-194.x"			
"Other operations on the cornea Operations on iris, ciliary body, anterior chamber of the eye and the sclera"		"OPS"			"5-13"			
"Lowering of intraocular pressure by filtering operations Opening a Skleradeckelfadens"		"OPS"			"5-131.42"			
"Biopsy of other urinary organs by incision Periureterales tissue"		"OPS"			"1-562.1"			
"Foreign body removal by endoscopy by esophagogastroduodenoscopy"		"OPS"			"8-100.8"			
"Biopsy of prostate tissue by incision and periprostatischem"		"OPS"			"1-563"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in the urinary organs kidney"		"OPS"			"8-110.2"			
"Percutaneous biopsy of intracranial tissue with control by imaging techniques other"		"OPS"			"1-401.x"			
"Biopsy on peripheral nerves by incision lumbosacral plexus"		"OPS"			"1-513.6"			
"Endoscopic biopsy of the upper digestive tract, bile ducts and pancreas 1 to 5 biopsies at the upper digestive tract"		"OPS"			"1-440.a"			
"Diagnostic endoscopy of urinary diversion"		"OPS"			"1-666"			
"Other iridectomy and iridotomy other"		"OPS"			"5-136.x"			
"Biopsy of uterus and cervix by incision corpus uteri"		"OPS"			"1-571.0"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation other"		"OPS"			"5-133.x"			
"Incision on the outer ear, Earcup"		"OPS"			"5-180.0"			
"Biopsy on the larynx by incision supraglottis"		"OPS"			"1-549.0"			
"Therapeutic percutaneous puncture of a joint tarsometatarsal joint"		"OPS"			"8-158.p"			
"Insert, change and removal of a ureteral stent [Ureteral] Percutaneous transluminal renal"		"OPS"			"8-137.01"			
"Reinforcing interventions at an oblique eye muscle other"		"OPS"			"5-10f.x"			
"Other therapeutic catheterization and insert cannula Therapeutic exploratory the tear ducts"		"OPS"			"8-149.0"			
"Insert, change and removal of a ureteral stent [Ureteral] distance"		"OPS"			"8-137.2"			
"Biopsy of urinary tract and the male sex organs by incision"		"OPS"			"1-56"			
"Other extracorporeal shock wave therapy"		"OPS"			"8-119"			
"Revision and reconstruction of the orbita and eyeball, not otherwise specified"		"OPS"			"5-166.y"			
"Refractive keratoplasty and other reconstruction of the cornea"		"OPS"			"5-126"			
"Other excision, destruction and exenteration of the orbita and orbital skin, other"		"OPS"			"5-164.x"			
"Foreign body removal"		"OPS"			"8-10"			
"Secondary insertion of an orbital implant into the Tenon capsule, alloplastic implant"		"OPS"			"5-165.00"			
"Biopsy of the liver by incision needle biopsy"		"OPS"			"1-551.1"			
"Application of FMS system"		"OPS"			"8-128"			
"Percutaneous biopsy on urinary organs and male sex organs with control by imaging techniques: Funiculus spermaticus"		"OPS"			"1-465.7"			
"Secondary insertion of an orbital implant outside the Tenon capsule, alloplastic implant"		"OPS"			"5-165.10"			
"Manipulation of the digestive tract"		"OPS"			"8-12"			
"Electrophysiological examination of the heart catheter-based,"		"OPS"			"1-265"			
"Plastic correction of protruding ears, Concharotation"		"OPS"			"5-184.3"			
"Revision of a stapedectomy, With implantation of an autogenous prosthesis (e.g. according to Schuknecht)"		"OPS"			"5-192.01"			
"Incision of the cornea"		"OPS"			"5-121"			
"Association for large-scale and serious skin diseases Without immobilisation by plaster cast"		"OPS"			"8-191.40"			
"Biopsy of blood vessels by incision Vessels of the shoulder, arm and hand"		"OPS"			"1-587.1"			
"Incision of the cornea by laser"		"OPS"			"5-121.1"			
"Biopsy of blood vessels by incision Vessels head and neck, extracranial"		"OPS"			"1-587.0"			
"Excision and destruction of (diseased) tissue of the cornea EDTA"		"OPS"			"5-123.21"			
"polysomnography"		"OPS"			"1-790"			
"Intracapsular extraction of the lens About corneal access"		"OPS"			"5-143.1"			
"Other manipulations of the urinary tract Other forms of therapeutic catheterization and insert cannula"		"OPS"			"8-14"			
"Endoscopic biopsy respiratory organs bronchus"		"OPS"			"1-430.1"			
"Excision and destruction of (diseased) tissue of the cornea by thermocoagulation"		"OPS"			"5-123.00"			
"Other biopsy without incision of other digestive organs anal margin"		"OPS"			"1-449.1"			
"Endoscopic biopsy at the lower digestive tract"		"OPS"			"1-444"			
"Secondary insertion of an orbital implant into the Tenon capsule, Bulb placeholder made of non-absorbable, microporous material with fibrovascular integration without titanium mesh"		"OPS"			"5-165.03"			
"Removal of diseased tissue of skin and subcutaneous tissue without anesthesia (as part of a dressing change) in the presence of a wound"		"OPS"			"8-192"			
"Diagnostic endoscopy by puncture, incision and intra-operatively to the central nervous system Intracranial diagnostic endoscopy"		"OPS"			"1-698.0"			
"diagnostic Jejunoscopy other"		"OPS"			"1-635.x"			
"Endoscopic biopsy respiratory organs other"		"OPS"			"1-430.x"			
"Diagnostics to determine the irreversible brain function failure without proof for irreversible brain function failure"		"OPS"			"1-202.00"			
"Other operations on the cornea other"		"OPS"			"5-129.x"			
"diagnostic arthroscopy knee"		"OPS"			"1-697.7"			
"Therapeutic purging of a joint Ulnokarpalgelenk"		"OPS"			"8-178.9"			
"Application of a donor stool suspension other"		"OPS"			"8-129.x"			
"Diagnostic endoscopy of the digestive tract by incision and intraoperatively stomach"		"OPS"			"1-695.0"			
"Destruction of diseased tissue in the retina and choroid By planar laser coagulation"		"OPS"			"5-155.4"			
"Biopsy of mediastinal and other intrathoracic organs by incision, thymus"		"OPS"			"1-581.1"			
"Percutaneous biopsy nephroskopische of urinary organs Not otherwise specified"		"OPS"			"1-461.y"			
"Syndrome diagnosis in complicated epilepsies Investigations of the eyes"		"OPS"			"1-22"			
"Production and adaptation of facial prostheses with implant fixation ear"		"OPS"			"8-221.0"			
"Percutaneous (needle) biopsy tissue intraspinal Spinal cord"		"OPS"			"1-404.2"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques"		"OPS"			"1-432"			
"Extracapsular extraction of the lens [ECCE]"		"OPS"			"5-144"			
"Refractive keratoplasty and other reconstruction of the cornea other"		"OPS"			"5-126.0x"			
"Manipulation of the urinary bladder"		"OPS"			"8-132"			
"Specific allergological provocation testing"		"OPS"			"1-700"			
"Palliative medical, geriatric and early rehabilitation functional examination"		"OPS"			"1-77"			
"Invasive diagnostics of the nervous system"		"OPS"			"1-203"			
"Electrophysiological examination of the heart catheter-based, other"		"OPS"			"1-265.x"			
"Desinvagination not otherwise specified"		"OPS"			"8-122.y"			
"Therapeutic percutaneous puncture of the abdominal cavity"		"OPS"			"8-153"			
"Closed reduction of joint dislocation without internal fixation Carpometacarpal joint"		"OPS"			"8-201.b"			
"Biopsy of gallbladder and bile ducts by incision Sphincter of Oddi and major duodenal papilla"		"OPS"			"1-552.2"			
"Manipulation of the urinary bladder Rinse continuously"		"OPS"			"8-132.3"			
"Instrumental 3D gait analysis other"		"OPS"			"1-798.x"			
